cloudnum,RGAL_KPC,x,corr_x,y,nn_index,nn2_index,nn3_index,min_dist,min_dist2nd,min_dist3rd,mean_cloud_sep_nn,mean_cloud_sep_nn2,mean_cloud_sep_nn3,beam_sep_nn,beam_sep_nn2,beam_sep_nn3,MLUM_MSUN_nn,MLUM_MSUN_nn2,MLUM_MSUN_nn3,SIGV_KMS_nn,SIGV_KMS_nn2,SIGV_KMS_nn3,RAD_PC_nn,RAD_PC_nn2,RAD_PC_nn3,RAD_NODC_nn,RAD_NODC_nn2,RAD_NODC_nn3
1,0.5688946884364458,186.80013452354225,0.0026616757810983788,9.420349477407056,8.0,4.0,20.0,44.797810733874684,54.59429122909337,61.04468225405098,0.7835825949903991,0.9549381028257782,1.0677653605698059,0.4977534525986081,0.6066032358788159,0.6782742472672338,2245655.539503931,1175805.8445255025,7726843.89143581,5.875394250285193,5.398426799773186,5.745024498401478,55.35284332413275,,61.18515489341576,122.1350835013467,90.38379566051991,125.22086425506755
2,0.7824253401454349,186.80082274154114,0.0033406141525823157,9.420182275307347,24.0,20.0,4.0,65.90189311832839,140.04551294803292,144.91493651846437,1.1527254474824475,2.449611368387727,2.5347850743103892,0.7322432568703162,1.5560612549781454,1.6101659613162729,11852266.7792832,7726843.89143581,1175805.8445255025,6.810703955876748,5.745024498401478,5.398426799773186,79.66734513657728,61.18515489341576,,149.18029952405587,125.22086425506755,90.38379566051991
3,0.3220809914983266,186.7992579251571,0.0017968987302812824,9.420424651655157,5.0,30.0,9.0,63.5267432417309,130.67079454821695,153.86772071795363,1.1111804238907463,2.285633128141328,2.6913830365880442,0.7058527026858997,1.451897717202412,1.7096413413105978,1536414.7859740062,8888750.691834262,1534702.787684469,4.634220672272996,8.164038612036125,7.678102428048918,28.944820977256924,58.1037109490468,,95.0062671892489,125.17036614617648,95.93911418865135
4,0.6310850604043429,186.800309767112,0.002834556737974668,9.420263482800024,20.0,1.0,8.0,29.27280523057917,54.59429122909337,62.49654643487765,0.5120263760541545,0.9549381028257782,1.0931606976130404,0.32525339145088,0.6066032358788159,0.6944060714986412,7726843.89143581,1089367.470533834,2245655.539503931,5.745024498401478,5.08760996708365,5.875394250285193,61.18515489341576,,55.35284332413275,125.22086425506755,78.55746014294134,122.1350835013467
5,0.3804031880961196,186.79948546913926,0.0020213739701448593,9.420434238962187,3.0,30.0,1.0,63.5267432417309,120.98034720576928,182.6204554448359,1.1111804238907463,2.116132303194291,3.1943125798240573,0.7058527026858997,1.3442260800641046,2.02911617160929,906487.8112034176,8888750.691834262,1089367.470533834,6.422572529912795,8.164038612036125,5.08760996708365,29.731928784921784,58.1037109490468,,87.65896537877477,125.17036614617648,78.55746014294134
6,0.26282068417075866,186.7983852645906,0.0009360050785217123,9.421123071398867,11.0,9.0,7.0,92.73509384360456,219.61665649100124,239.73146277357262,1.6220793893774463,3.841433024900177,4.19327191716792,1.0303899315956075,2.4401850721222385,2.6636829197063654,1701489.994211597,1534702.787684469,94039.7384250147,4.445388801489351,7.678102428048918,1.990558426742163,37.77163855329043,,49.925177130597326,100.69903662260943,95.93911418865135,145.68147001171218
7,0.2368625352952768,186.79755264790768,0.0001146188977416274,9.420912787269627,10.0,12.0,11.0,88.19601697519875,154.3623586021967,159.80215490228952,1.5426839552448397,2.7000350137843907,2.7951854158066642,0.979955744168876,1.7151373178021876,1.7755794989143296,945424.6965482095,1710280.5765094233,1701489.994211597,4.973290318468753,3.7191490766311492,4.445388801489351,,39.24404445743591,37.77163855329043,63.996147180290365,100.05531246304042,100.69903662260943
8,0.5799400311104452,186.80023607817168,0.002761859872477853,9.420472222386195,1.0,20.0,4.0,44.797810733874684,45.99582586654565,62.49654643487765,0.7835825949903991,0.8045377218396278,1.0931606976130404,0.4977534525986081,0.5110647318505078,0.6944060714986412,1089367.470533834,7726843.89143581,1175805.8445255025,5.08760996708365,5.745024498401478,5.398426799773186,,61.18515489341576,,78.55746014294134,125.22086425506755,90.38379566051991
9,0.19026234030141687,186.79870639805213,0.0012528096268253938,9.420413880217184,3.0,5.0,6.0,153.86772071795363,217.3826856220704,219.61665649100124,2.6913830365880442,3.8023574392424577,3.841433024900177,1.7096413413105978,2.4153631735785632,2.4401850721222385,906487.8112034176,1536414.7859740062,223740.821079852,6.422572529912795,4.634220672272996,3.2609735559883357,29.731928784921784,28.944820977256924,,87.65896537877477,95.0062671892489,63.66916494449625
10,0.273038678233166,186.7972674123594,-0.00016676959608338704,9.42077817455625,7.0,13.0,12.0,88.19601697519875,107.19637583324172,152.26534090068986,1.5426839552448397,1.8750294483802004,2.663354949616768,0.979955744168876,1.191070842591576,1.6918371211187782,94039.7384250147,1982918.5143097679,1710280.5765094233,1.990558426742163,4.76724078042058,3.7191490766311492,49.925177130597326,37.356261261269935,39.24404445743591,145.68147001171218,101.06974239125536,100.05531246304042
11,0.2940891509048145,186.798057754904,0.0006129127811734644,9.421179501918582,6.0,7.0,16.0,92.73509384360456,159.80215490228952,161.3780911788993,1.6220793893774463,2.7951854158066642,2.822750964589869,1.0303899315956075,1.7755794989143296,1.793089901987772,223740.821079852,94039.7384250147,744408.2297690491,3.2609735559883357,1.990558426742163,4.645830164561702,,49.925177130597326,,63.66916494449625,145.68147001171218,89.45466198804608
12,0.4683106380173793,186.7971711278976,-0.00026175505470683045,9.421308260078296,13.0,10.0,7.0,122.97837312329901,152.26534090068986,154.3623586021967,2.151080848841236,2.663354949616768,2.7000350137843907,1.366426368036657,1.6918371211187782,1.7151373178021876,1982918.5143097679,945424.6965482095,94039.7384250147,4.76724078042058,4.973290318468753,1.990558426742163,37.356261261269935,,49.925177130597326,101.06974239125536,63.996147180290365,145.68147001171218
