cloudnum,x,corr_x,y,nn_index,nn2_index,nn3_index,min_dist,min_dist2nd,min_dist3rd,mean_cloud_sep_nn,mean_cloud_sep_nn2,mean_cloud_sep_nn3,beam_sep_nn,beam_sep_nn2,beam_sep_nn3
1,259.25197587449185,118.42122822776135,-62.82045133046513,233.0,12.0,344.0,127.14138643780869,158.63649931363852,164.37275446504242,1.179418521708865,1.4715808184228074,1.5247928036021805,1.41268207153121,1.7626277701515423,1.8263639385004744
2,259.257084454549,118.41886654316595,-62.8216177575356,178.0,159.0,7.0,202.10690776932887,203.2089696338398,205.68901980296087,1.8748311393084423,1.8850543420867838,1.9080603607104627,2.2456323085481023,2.257877440376002,2.2854335533662358
3,259.2981433481832,118.416183374417,-62.826942445290925,10.0,38.0,34.0,244.92831744572166,434.28062415767954,477.71514909422007,2.2720610666596364,4.028575006938405,4.431492456771623,2.721425749396912,4.82534026841867,5.307946101046899
4,259.249786755367,118.41284861960156,-62.82228470982646,69.0,247.0,438.0,67.38914966096289,237.34557442036572,276.112177339843,0.6251309152683184,2.2017202608840276,2.5613360460188663,0.7487683295662556,2.6371730491151792,3.0679130815538165
5,259.28190014262964,118.4184749890495,-62.82453062759311,28.0,38.0,29.0,235.24985566945085,241.45962579043035,412.44863150071893,2.1822794668170964,2.239883981770377,3.8260519951414054,2.613887285216125,2.6828847310047865,4.5827625722302185
6,259.2561727747624,118.4107347149777,-62.823534480545476,351.0,184.0,498.0,272.43452248953577,281.415909022075,292.01510421064387,2.5272205281027036,2.610535756321368,2.7088584777486693,3.027050249883736,3.126843433578617,3.2446122690071597
7,259.2486920253906,118.4190571495442,-62.8206180534282,159.0,275.0,317.0,16.843147270345163,16.847263996159807,23.522504980450524,0.15624432304135866,0.1562825115715503,0.2182049356878991,0.18714608078161324,0.18719182217955374,0.26136116644945073
8,259.2965084940653,118.39731666437375,-62.83144301936932,23.0,88.0,87.0,154.0781589847003,358.1851313183581,467.8875372491038,1.429295680885535,3.322680284631279,4.340327276344985,1.7119795442744508,3.979834792426208,5.1987504138789395
9,259.29997150565293,118.40930407117887,-62.828858449688724,18.0,20.0,47.0,325.5855171733737,404.0760665331825,455.209564352191,3.0202721561658556,3.7483844592304805,4.222720913292967,3.6176168574819365,4.489734072590925,5.057884048357687
10,259.2926685449138,118.4150177315461,-62.826610955354774,3.0,34.0,53.0,244.92831744572166,322.4642905241804,407.37207380956187,2.2720610666596364,2.991318307040492,3.778959649090869,2.721425749396912,3.5829365613797886,4.526356375661806
11,259.26164538737584,118.42229308130433,-62.821284053901444,25.0,55.0,12.0,101.1447272085243,105.91000673925676,169.021107898284,0.938262260505362,0.9824670556325186,1.5679129416486206,1.1238303023169387,1.1767778526584105,1.8780123099809365
