res_pc,mean_dist_nn,mean_dist_nn2,mean_dist_nn3,5th_nn,5th_nn2,5th_nn3,16th_nn,16th_nn2,16th_nn3,50th_nn,50th_nn2,50th_nn3,84th_nn,84th_nn2,84th_nn3,95th_nn,95th_nn2,95th_nn3,mean_beam_sep,mean_beam_sep2,mean_beam_sep3
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,181.94950403156886,518.074661396429,682.4218361989435,22.453317090189177,82.72344556768208,193.9126748315225,28.856380276568608,140.49958157644758,231.06415634851015,69.78280376891763,211.02708567707498,315.33107465323764,176.49944569459242,779.241636283663,1415.473925219396,940.9616948290354,1967.9078654407126,2097.3277631820724,1.5037149093518107,4.281608771871319,5.63984988594169
150,214.3310973533578,547.7009594971147,709.6311205375044,25.955907719820484,100.71794062618054,194.2485751045893,64.4193735872824,136.6826406664792,237.32828873619366,133.141641604821,204.32282988526785,327.5148212476754,270.55226201543326,996.7714824471511,1213.7025743238783,606.5132028784848,2108.225592808327,2156.5178481366147,1.4288739823557188,3.6513397299807653,4.730874136916698
