res_pc,mean_dist_nn,mean_dist_nn2,mean_dist_nn3,5th_nn,5th_nn2,5th_nn3,16th_nn,16th_nn2,16th_nn3,50th_nn,50th_nn2,50th_nn3,84th_nn,84th_nn2,84th_nn3,95th_nn,95th_nn2,95th_nn3,mean_beam_sep,mean_beam_sep2,mean_beam_sep3
60,105.08780296627661,161.53285001060578,209.7517430463642,10.037230539167565,25.857461319816057,34.078965723795335,19.53379313719268,36.160252726871626,55.77571406277815,45.897540460232264,77.63934991375487,101.02380584400441,97.43149262138967,132.76842446865746,154.83490017639352,134.18332131939718,401.1794413989583,537.7149886997157,1.592239438882981,2.447467424403121,3.1780567128237043
90,129.00562981399725,206.03824694779215,308.0484358907261,12.865322691650903,20.145983787303525,41.634141296267636,27.808898349218296,45.20051545983906,71.30840080916602,67.52996802731008,106.54944344695795,124.36069775113154,139.4139535856577,186.7379156548568,212.63265953747418,302.0369167771997,658.9103940266335,1006.5149295719692,1.4333958868221919,2.2893138549754686,3.4227603987858464
120,106.06134472937725,163.66373101168034,275.7430563922765,16.921275874505838,35.24192968545052,70.74843953995273,33.27007637777289,73.47735913392256,104.78592205518818,73.70995966176133,118.62283306690632,165.58511213884128,120.65029937252348,199.75427329885503,230.32047812284367,208.13999044455042,295.8460822784143,617.900124243201,0.8838445394114772,1.3638644250973364,2.297858803268971
150,190.74408208080544,262.1852112972361,318.7119427598496,15.797382466141677,98.70992345860559,132.21848040215008,40.588004944250244,129.66522530208067,159.58614512043033,120.14640083374974,161.61976026589667,239.4958828078107,215.97981684434563,281.4945719931955,320.22284272941164,239.15038897514808,357.679234779487,457.90099585665985,1.2716272138720364,1.7479014086482407,2.124746285065664
