cloudnum,x,corr_x,y,nn_index,nn2_index,nn3_index,min_dist,min_dist2nd,min_dist3rd,mean_cloud_sep_nn,mean_cloud_sep_nn2,mean_cloud_sep_nn3,beam_sep_nn,beam_sep_nn2,beam_sep_nn3
1,55.5036597515923,37.69334025474365,-47.22551419614715,10.0,38.0,26.0,38.41280228831305,49.461011499650965,56.575704455692964,0.927534683657097,1.1943102539188253,1.3661051787141858,0.5820121558835318,0.7494092651462277,0.8572076432680763
2,55.50363791386345,37.69427927396635,-47.22417275828389,13.0,7.0,32.0,74.62778666333242,110.15104782795453,132.66550388003174,1.8019997597484116,2.6597621421825832,3.2034074278150926,1.1307240403535228,1.6689552701205252,2.0100833921216954
3,55.50052963796345,37.69119709022509,-47.22553875050552,23.0,12.0,47.0,9.398584222774677,17.39139021498282,26.23412765169139,0.22694290248509577,0.4199411826384521,0.6334623313809812,0.14240279125416194,0.2635059123482249,0.39748678260138526
4,55.50314012117213,37.69312918672338,-47.225314748144356,10.0,50.0,38.0,25.552891707373522,33.251050672241256,43.2767447589175,0.6170128684814478,0.8028964545480923,1.04498186459789,0.3871650258692963,0.5038037980642621,0.6557082539229933
5,55.49540462461961,37.67810212169082,-47.2390603946325,6.0,55.0,81.0,1229.402090479776,3394.248019888454,3415.2474897866487,29.68575608001056,81.95920567708278,82.46626935139624,18.62730440120875,51.42800030134028,51.746174087676565
6,55.48612694317476,37.67233351145707,-47.23831442017882,5.0,60.0,76.0,1229.402090479776,2974.060470751386,3763.369620384682,29.68575608001056,71.8131475337518,90.87219995377046,18.62730440120875,45.06152228411197,57.02075182401041
7,55.50432977651351,37.69479620832374,-47.224106563976335,13.0,2.0,30.0,43.84087916457854,110.15104782795453,131.89819973112122,1.058603735336909,2.6597621421825832,3.1848797191182183,0.6642557449178575,1.6689552701205252,1.9984575716836575
8,55.50329446884695,37.69499536846978,-47.222837626810474,14.0,25.0,20.0,20.978233563378645,78.95008883604784,97.85052923246282,0.5065508911807025,1.9063682238960984,2.3627476849020526,0.3178520236875556,1.1962134672128477,1.4825837762494385
9,55.50463659633142,37.693949443782365,-47.225590418142026,71.0,48.0,40.0,59.646792644108366,69.73016256390525,76.28821229058877,1.4402612059143045,1.6837392853982844,1.8420932251340894,0.9037392824864916,1.0565176146046265,1.1558820044028617
10,55.50333277545378,37.69318306308549,-47.225422977651824,4.0,38.0,1.0,25.552891707373522,25.857461319816057,38.41280228831305,0.6170128684814478,0.6243671582572395,0.927534683657097,0.3871650258692963,0.39177971696691044,0.5820121558835318
11,55.50666891439044,37.69594313686781,-47.22472765347466,19.0,43.0,41.0,39.11705673896342,54.1752961106298,57.99528564841798,0.944539962891745,1.3081437215344942,1.4003830942548692,0.5926826778630829,0.8208378198580284,0.8787164492184554
12,55.50038512993684,37.69114310874604,-47.225476649171526,47.0,3.0,23.0,8.853643832551906,17.39139021498282,20.938475862294663,0.21378450001647312,0.4199411826384521,0.5055908818999143,0.13414611867502907,0.2635059123482249,0.31724963427719227
13,55.50396644498795,37.69460285653288,-47.22403146701681,7.0,2.0,32.0,43.84087916457854,74.62778666333242,149.23575330026276,1.058603735336909,1.8019997597484116,3.603520935253452,0.6642557449178575,1.1307240403535228,2.2611477772767112
14,55.50328219246574,37.69504721176946,-47.22275298874832,8.0,25.0,20.0,20.978233563378645,65.8411370795467,108.34186135639165,0.5065508911807025,1.5898329362781534,2.616076623251091,0.3178520236875556,0.9975929860537391,1.641543353884724
15,55.507448644651966,37.69643107417167,-47.22478614866524,41.0,67.0,90.0,45.897540460232264,59.56049337574481,74.20464168848765,1.108264904806817,1.4381773807359008,1.7917822901288327,0.6954172797004897,0.9024317178143165,1.124312752855875
16,55.50001746038976,37.691073484071985,-47.225223401588764,39.0,47.0,12.0,46.502785700952806,47.42847747036535,55.51229465404251,1.1228794582745156,1.1452316734568813,1.340427555234167,0.7045876621356495,0.7186132950055365,0.8410953735460998
17,55.505512301084664,37.69477360083519,-47.2252677413321,59.0,88.0,64.0,27.780433877875737,29.999839346131647,44.369519627087534,0.6708002127877033,0.7243910842230813,1.071368551620849,0.4209156648162996,0.45454302039593464,0.6722654488952665
18,55.50457019221506,37.69423355281985,-47.2251274552733,28.0,40.0,48.0,29.501840883744066,39.242460572734615,46.91545870626323,0.7123661649577425,0.9475680264111239,1.1328440664944914,0.44699758914763793,0.5945827359505252,0.7108402834282317
19,55.50648384435487,37.69577033193391,-47.224793916009965,43.0,11.0,41.0,26.892395203875356,39.11705673896342,94.58601274424844,0.6493571880278353,0.944539962891745,2.283921041496488,0.4074605333920514,0.5926826778630829,1.4331214052158872
20,55.50407591421209,37.69525220032028,-47.22322281195623,8.0,25.0,14.0,97.85052923246282,102.23297167467435,108.34186135639165,2.3627476849020526,2.468568325993859,2.616076623251091,1.4825837762494385,1.5489844193132496,1.641543353884724
21,55.50632109756522,37.69749949406677,-47.22220675694932,44.0,53.0,80.0,12.219666679864234,37.28982835298019,44.648672295595446,0.2950621665983327,0.9004187948956818,1.0781091111908885,0.18514646484642802,0.5649973992875793,0.6764950347817501
22,55.50399829435186,37.69391457066764,-47.22502984943168,71.0,48.0,40.0,60.24329372250756,64.59458981233561,65.62498144988194,1.4546646184771637,1.5597331842090878,1.584613534629792,0.9127771776137521,0.9787059062475105,0.9943179007557883
23,55.50055968837742,37.691234542722434,-47.225514778587794,3.0,66.0,12.0,9.398584222774677,19.351994064122138,20.938475862294663,0.22694290248509577,0.4672829010931248,0.5055908818999143,0.14240279125416194,0.29321203127457823,0.31724963427719227
24,55.50529055001423,37.69548130311224,-47.22406071490014,62.0,43.0,7.0,96.54103982285919,141.30715708698042,145.12510462022487,2.3311281004683866,3.412073096448702,3.5042631619088493,1.4627430276190805,2.141017531620918,2.1988652215185613
25,55.503738774665685,37.695358718128546,-47.222750993628395,14.0,8.0,20.0,65.8411370795467,78.95008883604784,102.23297167467435,1.5898329362781534,1.9063682238960984,2.468568325993859,0.9975929860537391,1.1962134672128477,1.5489844193132496
26,55.503396956585256,37.69309149927962,-47.22561304372015,38.0,54.0,10.0,20.284465974218342,31.51946935018132,44.590836166963804,0.48979883293424836,0.7610848282645277,1.0767125711813452,0.30734039354876314,0.47756771742699033,0.6756187298024827
27,55.50214348483228,37.69234439896863,-47.2254665724731,36.0,69.0,65.0,38.50362082331935,40.81905728159422,107.06331287636827,0.9297276333019839,0.9856373169208618,2.58520415393584,0.5833881942927182,0.6184705648726405,1.6221714072177031
28,55.50466262193282,37.69419998304191,-47.22526293974965,40.0,48.0,18.0,18.42476812280721,25.991650748974838,29.501840883744066,0.4448936410307873,0.6276073631449414,0.7123661649577425,0.2791631533758672,0.3938128901359829,0.44699758914763793
29,55.50341343368078,37.69352213422851,-47.2250231629003,22.0,42.0,50.0,82.9571561919426,86.8944524564044,89.87863873118137,2.0031248709234704,2.098196790376557,2.1702544406248765,1.256926608968829,1.3165826129758258,1.361797556533053
