cloudnum,RGAL_KPC,x,corr_x,y,nn_index,nn2_index,nn3_index,min_dist,min_dist2nd,min_dist3rd,mean_cloud_sep_nn,mean_cloud_sep_nn2,mean_cloud_sep_nn3,beam_sep_nn,beam_sep_nn2,beam_sep_nn3,MLUM_MSUN_nn,MLUM_MSUN_nn2,MLUM_MSUN_nn3,SIGV_KMS_nn,SIGV_KMS_nn2,SIGV_KMS_nn3,RAD_PC_nn,RAD_PC_nn2,RAD_PC_nn3,RAD_NODC_nn,RAD_NODC_nn2,RAD_NODC_nn3
1,1.1437217594529905,55.50051777548322,-0.001036097482825451,-47.22549850694115,38.0,31.0,59.0,17.475898706261887,19.533096026003687,22.209228526193428,0.3433262308565977,0.3837413084321031,0.4363157997361624,0.1941766522917988,0.2170344002889299,0.2467692058465937,1130096.151551878,956107.3575449666,308854.4199370929,3.7003234631750797,3.5329963096012316,4.200459373144034,,39.8137897166743,,94.79303060261167,99.11273787075018,74.71795383248379
2,0.8972313341209998,55.50314442546682,0.0007476973558995483,-47.225625051899904,8.0,28.0,23.0,70.22771088958713,71.83872459303372,141.9243269661326,1.379672409795408,1.4113218987263814,2.7882024875025344,0.7803078987731904,0.7982080510337081,1.5769369662903632,1834784.2926108413,1695461.6951102724,2083863.1660669704,6.569542781011395,6.2813519559641255,5.2826135597997075,53.009112545601674,54.07777619825238,57.88350814230985,113.54327790376736,117.60461037387297,123.75871070579478
3,0.4910967585887839,55.503255027173395,0.0008228531642775661,-47.22274247377768,22.0,21.0,16.0,94.85079554516024,176.73329165948704,198.39613571870143,1.8634100984232167,3.4720489007292015,3.8976305961540776,1.0538977282795583,1.9637032406609676,2.204401507985572,404068.7897547688,372616.86750945414,1709389.2012391496,5.225363625937902,6.0287473057313745,5.2860273665384305,16.64624146598579,33.15921403020862,59.473887793041534,101.65248936528063,105.10332902818122,126.17615383971638
4,4.589850981022507,55.48611567041645,-0.010814152639631522,-47.238366978932476,7.0,44.0,49.0,1328.6074486407674,2944.254150144141,2991.4569000353868,26.10142089381597,57.84192830613534,58.76925928227685,14.762304984897414,32.71393500160157,33.238410000393195,1207859.6976033607,740294.9952429385,655355.2591380279,1.0175711796417621,3.241442589367794,5.578110078058117,56.839965641359186,23.88692929477658,13.356585146414956,126.79802237382937,84.30063923256523,78.81466131719658
5,0.7759349991461877,55.50456622072507,0.0017132631077267338,-47.22543964941418,29.0,19.0,11.0,27.108530312976303,70.6449372680892,80.9748399297595,0.5325660037775976,1.3878691132870424,1.5908072628813763,0.30120589236640344,0.7849437474232134,0.8997204436639945,2416003.055552992,2857697.6846387894,1743332.4062153047,6.413716906976072,3.954678414630174,3.554458677842861,77.11251264879002,57.297237421285224,69.77168183025381,151.60942639433168,119.50325360504617,136.11222017189658
6,0.5533281779507646,55.50394161037393,0.0012891149456690642,-47.22402578246398,21.0,13.0,9.0,165.47837593626184,177.84017799945434,189.90533594122658,3.250938223744161,3.4937944556488727,3.7308229066866434,1.8386486215140208,1.9760019777717155,2.110059288235852,372616.86750945414,2070549.0779387385,1098763.8571245258,6.0287473057313745,5.762545780748215,6.5770927129194785,33.15921403020862,41.96389577259593,27.267294104062877,105.10332902818122,106.88940707585904,87.64096739512118
7,3.926149012386943,55.49533058066425,-0.004557638624110896,-47.238975234939865,4.0,44.0,49.0,1328.6074486407674,2889.895947486095,2940.458936291456,26.10142089381597,56.77402346482157,57.76736868037657,14.762304984897414,32.10995497206773,32.67176595879396,778567.2926741991,740294.9952429385,655355.2591380279,4.2725805788915885,3.241442589367794,5.578110078058117,,23.88692929477658,13.356585146414956,67.96976977790035,84.30063923256523,78.81466131719658
8,0.8274746877251482,55.503339206159666,0.0008799805323134655,-47.22532025291563,2.0,28.0,19.0,70.22771088958713,90.8652132896537,121.45205081140301,1.379672409795408,1.7851105524856057,2.3860103297544324,0.7803078987731904,1.0096134809961523,1.349467231237811,55282.111719289205,1695461.6951102724,2857697.6846387894,5.641925548915584,6.2813519559641255,3.954678414630174,,54.07777619825238,57.297237421285224,47.371343924611786,117.60461037387297,119.50325360504617
9,0.6558415485861792,55.504532311216046,0.0016902540826235206,-47.22482976049532,13.0,11.0,19.0,64.79575257491105,77.47313928203181,99.89783027685905,1.2729577963901668,1.5220139089497886,1.9625626193070558,0.7199528063879006,0.8608126586892426,1.1099758919651004,2070549.0779387385,1743332.4062153047,2857697.6846387894,5.762545780748215,3.554458677842861,3.954678414630174,41.96389577259593,69.77168183025381,57.297237421285224,106.88940707585904,136.11222017189658,119.50325360504617
10,0.7321568383582856,55.50533250778785,0.0022336647554903263,-47.22533857808407,15.0,29.0,5.0,43.03980866360418,85.65765305304134,112.04703825023678,0.8455470893734146,1.6828043959871029,2.2012422918951167,0.4782200962622686,0.9517517005893484,1.244967091669298,2316239.383737561,2416003.055552992,1038208.3293527324,6.070247415601052,6.413716906976072,5.489329828146885,,77.11251264879002,,95.32007802391568,151.60942639433168,97.53794091393829
11,0.7317753040584222,55.504228547779206,0.0014839527823701907,-47.22513273981538,19.0,9.0,5.0,23.04847773312541,77.47313928203181,80.9748399297595,0.4528034363268977,1.5220139089497886,1.5908072628813763,0.2560941970347269,0.8608126586892426,0.8997204436639945,2857697.6846387894,1098763.8571245258,1038208.3293527324,3.954678414630174,6.5770927129194785,5.489329828146885,57.297237421285224,27.267294104062877,,119.50325360504617,87.64096739512118,97.53794091393829
12,0.05188123999998488,55.50625227826607,0.002858466943644377,-47.222173683159596,17.0,27.0,42.0,25.760282835791067,43.8662894573761,89.70595874613515,0.5060787408113694,0.8617838815733725,1.7623361876463888,0.28622536484212296,0.4874032161930679,0.9967328749570574,308728.8860948036,853361.2939902141,9386927.752714528,2.8712404897384975,3.4959050419926996,9.196854114814018,,98.80768804439793,79.41593166804066,72.25853358099556,177.3838459726234,148.92697776649973
13,0.596009736644966,55.50483982834549,0.0018991041611717727,-47.22460533943431,9.0,20.0,11.0,64.79575257491105,141.40963457119662,141.86320844055925,1.2729577963901668,2.7780909960723044,2.7870017713978394,0.7199528063879006,1.571218161902185,1.5762578715617697,1098763.8571245258,5179758.259179392,1743332.4062153047,6.5770927129194785,9.574136441141608,3.554458677842861,27.267294104062877,51.77579414067174,69.77168183025381,87.64096739512118,111.70635699517484,136.11222017189658
14,1.1505768639341885,55.500373054842385,-0.0011343812071848605,-47.22541395784503,31.0,1.0,38.0,10.313519459612749,27.402022613565013,33.411102284325736,0.20261629015200572,0.5383318649238655,0.6563844302857864,0.11459466066236393,0.3044669179285001,0.3712344698258416,956107.3575449666,1167493.482081928,1130096.151551878,3.5329963096012316,5.396559480433584,3.7003234631750797,39.8137897166743,,,99.11273787075018,83.51233779087855,94.79303060261167
