cloudnum,x,corr_x,y,nn_index,nn2_index,nn3_index,min_dist,min_dist2nd,min_dist3rd,mean_cloud_sep_nn,mean_cloud_sep_nn2,mean_cloud_sep_nn3,beam_sep_nn,beam_sep_nn2,beam_sep_nn3,MLUM_MSUN_nn,MLUM_MSUN_nn2,MLUM_MSUN_nn3,SIGV_KMS_nn,SIGV_KMS_nn2,SIGV_KMS_nn3,RAD_NODC_nn,RAD_NODC_nn2,RAD_NODC_nn3
1,139.47353107943854,0.00358778671647194,-22.340110168487783,5.0,2.0,3.0,494.0580348367836,515.4876369669232,537.507458005163,10.416986465918603,10.86881977216861,11.333097572676545,5.489533720408709,5.727640410743594,5.972305088946259,585706.5284825901,3132005.6319593657,218003.56331682403,6.067501008254831,7.433962310116743,4.56041203245436,100.67208718011877,161.40226507024423,81.3999162000723
2,139.47457962636793,0.004557562495272395,-22.34228989666893,5.0,13.0,1.0,300.02316778709996,359.5066243008225,515.4876369669232,6.325850523476922,7.580031849875567,10.86881977216861,3.333590753190002,3.994518047786919,5.727640410743594,585706.5284825901,1594738.0817117547,940224.1630154189,6.067501008254831,2.369927667236847,1.8130208658310454,100.67208718011877,126.34318003669351,92.34388851425125
3,139.47126307510493,0.0014899957635084984,-22.34144717853755,6.0,8.0,5.0,180.56247716871738,240.731275756618,413.0908497331478,3.8070767972443633,5.0757082461141385,8.709830601756337,2.006249746319083,2.674791952851312,4.589898330368311,935698.7791402821,627122.7107595841,585706.5284825901,3.2893293118493445,1.7251620136380632,6.067501008254831,89.59293360447742,101.13817632887263,100.67208718011877
4,139.4680262913856,-0.0015037865240451426,-22.34443237648497,7.0,16.0,11.0,230.01755528445287,258.62530032630247,643.182835514998,4.849814376793606,5.452995525380426,13.561214311359794,2.5557506142717,2.8736144480700294,7.146475950166647,377578.69742705504,365108.1145904159,746440.4365800174,3.2654280621215297,4.273003345304969,3.039842649672194,73.33490825842895,59.63199488040744,95.73201506006559
5,139.47308022042338,0.0031707163117153147,-22.342358355550328,13.0,2.0,6.0,220.2213071131048,300.02316778709996,368.0310412622214,4.643264989024972,6.325850523476922,7.759765261449523,2.446903412367832,3.333590753190002,4.089233791802462,1594738.0817117547,3132005.6319593657,935698.7791402821,2.369927667236847,7.433962310116743,3.2893293118493445,126.34318003669351,161.40226507024423,89.59293360447742
6,139.47124051603632,0.0014691212883060506,-22.342282577534913,8.0,3.0,5.0,98.28055949634658,180.56247716871738,368.0310412622214,2.072200401466131,3.8070767972443633,7.759765261449523,1.0920062166260742,2.006249746319083,4.089233791802462,627122.7107595841,218003.56331682403,585706.5284825901,1.7251620136380632,4.56041203245436,6.067501008254831,101.13817632887263,81.3999162000723,100.67208718011877
7,139.46706010446886,-0.0023974175155781203,-22.345010886803983,16.0,4.0,17.0,60.70862676935658,230.01755528445287,633.4698437360906,1.2800134778291998,4.849814376793606,13.356420346339304,0.6745402974372956,2.5557506142717,7.038553819289899,365108.1145904159,3119474.5675405245,2328056.5875725397,4.273003345304969,4.574013812547627,2.8693732350241197,59.63199488040744,148.69224594613434,159.99441579365256
8,139.47079411713523,0.0010562323573196446,-22.34247339837145,6.0,3.0,5.0,98.28055949634658,240.731275756618,457.55598870412786,2.072200401466131,5.0757082461141385,9.647357609122807,1.0920062166260742,2.674791952851312,5.083955430045868,935698.7791402821,218003.56331682403,585706.5284825901,3.2893293118493445,4.56041203245436,6.067501008254831,89.59293360447742,81.3999162000723,100.67208718011877
9,139.4828831938435,0.012237701159799169,-22.34314357421091,14.0,15.0,10.0,102.74921481604916,274.02373616118945,561.5383842048167,2.166419943916392,5.777664463800432,11.839778600681644,1.1416579424005469,3.0447081795687723,6.2393153800535215,759442.3271885896,256802.5349571447,644948.3394092034,2.075437602887041,1.676204330083068,,72.5428936858379,63.04839421923602,81.49525711705006
10,139.48038529411943,0.009927419195928796,-22.341953353495526,15.0,14.0,9.0,504.589871555313,544.3727033128401,561.5383842048167,10.63904539993519,11.477848112922105,11.839778600681644,5.60655412839237,6.048585592364893,6.2393153800535215,256802.5349571447,759442.3271885896,540437.6312338187,1.676204330083068,2.075437602887041,3.3752172925391264,63.04839421923602,72.5428936858379,78.08631896342072
11,139.47049001141062,0.0007749348665688522,-22.346347638164158,12.0,4.0,16.0,632.5381010449547,643.182835514998,711.5303033468563,13.336774980169947,13.561214311359794,15.002289240177586,7.028201122721724,7.146475950166647,7.905892259409517,664002.7933942452,3119474.5675405245,365108.1145904159,2.198795556443148,4.574013812547627,4.273003345304969,73.58057706082201,148.69224594613434,59.63199488040744
12,139.47365285626907,0.003700254916864168,-22.34645914627208,11.0,13.0,5.0,632.5381010449547,673.2123196191066,893.4220095251094,13.336774980169947,14.194372174270288,18.837392219825826,7.028201122721724,7.4801368846567415,9.926911216945664,746440.4365800174,1594738.0817117547,585706.5284825901,3.039842649672194,2.369927667236847,6.067501008254831,95.73201506006559,126.34318003669351,100.67208718011877
13,139.4732116176977,0.003292225554564987,-22.34337029095132,5.0,2.0,6.0,220.2213071131048,359.5066243008225,458.70511960408516,4.643264989024972,7.580031849875567,9.671586505706543,2.446903412367832,3.994518047786919,5.096723551156504,585706.5284825901,3132005.6319593657,935698.7791402821,6.067501008254831,7.433962310116743,3.2893293118493445,100.67208718011877,161.40226507024423,89.59293360447742
14,139.4829937619605,0.012340009342844696,-22.342679177292414,9.0,15.0,10.0,102.74921481604916,174.46131070406102,544.3727033128401,2.166419943916392,3.6784365080329176,11.477848112922105,1.1416579424005469,1.938459007822901,6.048585592364893,540437.6312338187,256802.5349571447,644948.3394092034,3.3752172925391264,1.676204330083068,,78.08631896342072,63.04839421923602,81.49525711705006
15,139.48290870916608,0.012261412411140109,-22.34187558882937,14.0,9.0,10.0,174.46131070406102,274.02373616118945,504.589871555313,3.6784365080329176,5.777664463800432,10.63904539993519,1.938459007822901,3.0447081795687723,5.60655412839237,759442.3271885896,540437.6312338187,644948.3394092034,2.075437602887041,3.3752172925391264,,72.5428936858379,78.08631896342072,81.49525711705006
16,139.46711957330558,-0.002342409484071741,-22.345286414496798,7.0,4.0,17.0,60.70862676935658,258.62530032630247,580.3583177040501,1.2800134778291998,5.452995525380426,12.236588243936955,0.6745402974372956,2.8736144480700294,6.4484257522672275,377578.69742705504,3119474.5675405245,2328056.5875725397,3.2654280621215297,4.574013812547627,2.8693732350241197,73.33490825842895,148.69224594613434,159.99441579365256
17,139.46616921073104,-0.0032213502048248593,-22.347824484567102,20.0,24.0,16.0,244.1689316569519,558.2615440821423,580.3583177040501,5.148189639924674,11.770687933589963,12.236588243936955,2.7129881295216887,6.202906045357139,6.4484257522672275,683778.1646057023,291125.13777190563,365108.1145904159,,,4.273003345304969,125.73099986563619,82.63766790144517,59.63199488040744
18,139.4584607884477,-0.010351002528281273,-22.34527836183328,26.0,19.0,24.0,715.6828327089837,1471.1043832156547,1593.8365519052459,15.089843412186756,31.017559414803532,33.60531075173843,7.952031474544269,16.345604257951727,17.70929502116941,1290952.7759945316,983131.2604508048,291125.13777190563,3.575562865017099,3.4289772396180345,,85.83188037380928,70.00631289797539,82.63766790144517
19,139.46340756342266,-0.0057754741221233905,-22.350320081571557,24.0,23.0,25.0,252.64259805982087,347.1696572531262,404.8811348235202,5.3268529993102876,7.319912572979701,8.5367325382244,2.8071399784424558,3.8574406361458484,4.498679275816894,291125.13777190563,626995.6949654426,923845.532450378,,2.5198665948364,5.260200942097164,82.63766790144517,89.42704959972744,140.59164585148935
20,139.4660985161896,-0.003286708462308643,-22.348952629190656,17.0,23.0,24.0,244.1689316569519,363.1677546667338,369.32395692111015,5.148189639924674,7.65722510002534,7.787025793554151,2.7129881295216887,4.035197274074822,4.10359952134567,2328056.5875725397,626995.6949654426,291125.13777190563,2.8693732350241197,2.5198665948364,,159.99441579365256,89.42704959972744,82.63766790144517
21,139.46877356925307,-0.0008125703920910145,-22.352577605247184,32.0,34.0,31.0,70.31105456734021,121.95877403272631,280.315886477074,1.4824762521561092,2.5714446662498616,5.9103315596887676,0.7812339396371137,1.3550974892525154,3.114620960856379,876592.5262875133,970467.1079593147,739124.82585564,4.944346482975866,4.5708519948033715,4.018065056395995,94.46083687953899,103.48567961572317,103.38920804129046
22,139.48333556677622,0.012655406385525366,-22.350910178418307,29.0,40.0,35.0,375.37954920809904,588.3125312664595,733.9206962268797,7.91470517218732,12.404299179058206,15.474380377557544,4.170883880089991,6.536805902960664,8.15467440252089,3694206.6155893207,2054643.4219948114,408859.7326105082,5.387736935102986,4.000612116138146,,101.92004980998763,112.02371432314953,92.60850052156144
23,139.46514348647668,-0.004169958500049994,-22.350382618656624,24.0,25.0,19.0,138.23424717051228,273.2869366233404,347.1696572531262,2.9146055328851896,5.762129384371143,7.319912572979701,1.5359360796723591,3.036521518037117,3.8574406361458484,291125.13777190563,923845.532450378,983131.2604508048,,5.260200942097164,3.4289772396180345,82.63766790144517,140.59164585148935,70.00631289797539
24,139.46461409593763,-0.0046595927077701564,-22.34997085143913,23.0,19.0,25.0,138.23424717051228,252.64259805982087,360.0888171067675,2.9146055328851896,5.3268529993102876,7.592307117460454,1.5359360796723591,2.8071399784424558,4.000986856741863,626995.6949654426,983131.2604508048,923845.532450378,2.5198665948364,3.4289772396180345,5.260200942097164,89.42704959972744,70.00631289797539,140.59164585148935
25,139.4648656579229,-0.004426876031930285,-22.351621047116236,23.0,24.0,19.0,273.2869366233404,360.0888171067675,404.8811348235202,5.762129384371143,7.592307117460454,8.5367325382244,3.036521518037117,4.000986856741863,4.498679275816894,626995.6949654426,291125.13777190563,983131.2604508048,2.5198665948364,,3.4289772396180345,89.42704959972744,82.63766790144517,70.00631289797539
26,139.45618218517652,-0.012458276061459429,-22.34783382104462,18.0,38.0,19.0,715.6828327089837,1499.118485605591,1540.6588442201844,15.089843412186756,31.608223881068586,32.48408323961656,7.952031474544269,16.656872062284354,17.1184316024465,918661.3271575827,1725960.2145819128,983131.2604508048,3.5258025872882697,5.004123507924846,3.4289772396180345,89.37986853447605,108.40252316381586,70.00631289797539
27,139.47555338401241,0.005457859030113221,-22.35149638794593,37.0,50.0,42.0,749.9292292253075,861.9312716249054,870.2616468896284,15.811912934110186,18.17342449260005,18.34906662423204,8.33254699139231,9.577014129165619,9.66957385432921,550426.1395058004,1002936.4053446297,470642.4915293465,5.465919541107763,4.7424294219350625,3.4870532282475404,74.55671053905544,111.90115981258556,143.69255013996283
28,139.4624466512681,-0.006664045976946152,-22.353515741963005,36.0,39.0,48.0,198.36595756492238,291.9957293394256,524.405187022064,4.182454994250676,6.1565956753232145,11.056842214237065,2.2040661951658045,3.2443969926602865,5.826724300245157,778343.8430438145,764125.0830002415,1692569.6966473358,5.775277738593801,5.4314847039900505,5.128658589271111,234.13721492854825,123.45374240018258,102.30780987116358
29,139.48166457147622,0.011110012585096621,-22.350116491873894,22.0,40.0,35.0,375.37954920809904,718.9835525437868,980.9533118982613,7.91470517218732,15.159437572027285,20.68294947802643,4.170883880089991,7.988706139375411,10.899481243314018,1318142.4044732105,2054643.4219948114,408859.7326105082,2.39249940476208,4.000612116138146,,152.9947179117112,112.02371432314953,92.60850052156144
30,139.4703227753563,0.000620222034974566,-22.35438931545084,60.0,44.0,31.0,96.89951190613549,181.94336484886867,240.98511405436156,2.043081648118113,3.8361921789623055,5.081060309891424,1.0766612434015057,2.0215929427652086,2.677612378381796,657502.4520694506,244195.43456087174,739124.82585564,6.102776842425848,4.582807522821098,4.018065056395995,70.45586718343199,80.58917190009356,103.38920804129046
31,139.46931735479367,-0.0003096416303180608,-22.353773482269894,34.0,32.0,30.0,216.45816697486015,219.81746142958735,240.98511405436156,4.563920909735988,4.634750088501372,5.081060309891424,2.4050907441651144,2.4424162381065275,2.677612378381796,970467.1079593147,876592.5262875133,1300327.0564797001,4.5708519948033715,4.944346482975866,8.952090755419862,103.48567961572317,94.46083687953899,81.17251462124807
32,139.46874940556086,-0.000834916506272899,-22.35290224309938,34.0,21.0,31.0,61.0891061669025,70.31105456734021,219.81746142958735,1.288035710958363,1.4824762521561092,4.634750088501372,0.6787678462989171,0.7812339396371137,2.4424162381065275,970467.1079593147,1468188.4954480696,739124.82585564,4.5708519948033715,4.940941222439862,4.018065056395995,103.48567961572317,103.6644989960736,103.38920804129046
33,139.46736755402898,-0.00211292999181753,-22.353185293994073,34.0,32.0,21.0,231.79164761411312,282.8342472301308,310.1379341364848,4.887220297726491,5.963430038068053,6.539115720554992,2.5754627512679247,3.1426027470014537,3.445977045960944,970467.1079593147,876592.5262875133,1468188.4954480696,4.5708519948033715,4.944346482975866,4.940941222439862,103.48567961572317,94.46083687953899,103.6644989960736
34,139.4685231023946,-0.0010442135939487825,-22.353092318669173,32.0,21.0,31.0,61.0891061669025,121.95877403272631,216.45816697486015,1.288035710958363,2.5714446662498616,4.563920909735988,0.6787678462989171,1.3550974892525154,2.4050907441651144,876592.5262875133,1468188.4954480696,739124.82585564,4.944346482975866,4.940941222439862,4.018065056395995,94.46083687953899,103.6644989960736,103.38920804129046
35,139.48357205364442,0.012873813330163457,-22.354299801795765,40.0,22.0,29.0,339.4633568131568,733.9206962268797,980.9533118982613,7.157428772039225,15.474380377557544,20.68294947802643,3.771815075701745,8.15467440252089,10.899481243314018,2054643.4219948114,1318142.4044732105,3694206.6155893207,4.000612116138146,2.39249940476208,5.387736935102986,112.02371432314953,152.9947179117112,101.92004980998763
36,139.46343264283644,-0.005752151234150554,-22.353409559965357,39.0,28.0,25.0,118.35567269136526,198.36595756492238,480.97849100639917,2.495474931397374,4.182454994250676,10.141210299042749,1.315063029904059,2.2040661951658045,5.34420545562666,764125.0830002415,2110658.048172518,923845.532450378,5.4314847039900505,7.4392268423165735,5.260200942097164,123.45374240018258,146.6626862955141,140.59164585148935
37,139.47554085532934,0.00544613598559909,-22.354967109615306,50.0,42.0,56.0,171.22571697531762,173.80154742118182,263.2813429212179,3.610215502189616,3.664525702613605,5.551166042356224,1.9025079663924196,1.9311283046797991,2.9253482546802005,1002936.4053446297,470642.4915293465,1286745.5613107767,4.7424294219350625,3.4870532282475404,4.075855204481838,111.90115981258556,143.69255013996283,109.11130584372597
38,139.45892610730522,-0.009919983097329737,-22.35429088860114,45.0,47.0,28.0,307.4824168684646,590.0061001165558,723.1783071418238,6.4831253601308,12.440007299454185,15.247882043717818,3.416471298538497,6.555623334628401,8.035314523798045,1303771.733495407,700548.849040308,2110658.048172518,4.023282771451722,3.546383737343083,7.4392268423165735,94.05989748304343,94.17467509182008,146.6626862955141
39,139.4638826092838,-0.0053359836066407896,-22.35376571520619,36.0,28.0,48.0,118.35567269136526,291.9957293394256,454.764484674553,2.495474931397374,6.1565956753232145,9.588500030366408,1.315063029904059,3.2443969926602865,5.052938718606146,778343.8430438145,2110658.048172518,1692569.6966473358,5.775277738593801,7.4392268423165735,5.128658589271111,234.13721492854825,146.6626862955141,102.30780987116358
40,139.4821713076027,0.011578407660276568,-22.35341088239525,35.0,22.0,29.0,339.4633568131568,588.3125312664595,718.9835525437868,7.157428772039225,12.404299179058206,15.159437572027285,3.771815075701745,6.536805902960664,7.988706139375411,408859.7326105082,1318142.4044732105,3694206.6155893207,,2.39249940476208,5.387736935102986,92.60850052156144,152.9947179117112,101.92004980998763
41,139.4730984360803,0.00318726727223738,-22.355353999018206,52.0,62.0,65.0,16.163194592168992,177.31522919936126,184.82052559231656,0.3407935251336541,3.738610067097084,3.8968557901404353,0.1795910510241,1.9701692133262367,2.053561395470185,421616.50678558584,283834.1365952623,144425.00671720217,2.7898001737249847,10.546704579815291,2.8800364858750855,83.96405243366213,94.99852740192863,57.27668788837754
42,139.47486502175948,0.004821076993435682,-22.35547338190544,37.0,56.0,68.0,173.80154742118182,265.4881319514095,266.91120710090166,3.664525702613605,5.597695174238956,5.627700059347529,1.9311283046797991,2.9498681327934406,2.9656800788989086,550426.1395058004,1286745.5613107767,459129.87265063415,5.465919541107763,4.075855204481838,3.6261112313962856,74.55671053905544,109.11130584372597,82.82645581906579
43,139.47791201766523,0.007639093822229413,-22.35497453995652,49.0,50.0,55.0,194.45588765334168,350.26319221428787,416.55447779486855,4.100012968258351,7.385138335036004,8.782859606646097,2.16062097392602,3.891813246825423,4.628383086609653,931112.7621624134,1002936.4053446297,2162102.864423823,4.533325256497344,4.7424294219350625,3.3117891410212676,122.89027324616076,111.90115981258556,136.28321398780488
