cloudnum,x,corr_x,y,nn_index,nn2_index,nn3_index,min_dist,min_dist2nd,min_dist3rd,mean_cloud_sep_nn,mean_cloud_sep_nn2,mean_cloud_sep_nn3,beam_sep_nn,beam_sep_nn2,beam_sep_nn3,MLUM_MSUN_nn,MLUM_MSUN_nn2,MLUM_MSUN_nn3,SIGV_KMS_nn,SIGV_KMS_nn2,SIGV_KMS_nn3,RAD_NODC_nn,RAD_NODC_nn2,RAD_NODC_nn3
1,139.47113196058277,0.0012759867161484444,-22.33482700174569,2.0,3.0,5.0,1216.1010870995135,1263.0872295647948,1613.4627840900878,40.264238837560065,41.81991647188397,53.42060095436936,20.268351451658624,21.051453826079978,26.89104640150155,513072.7066135395,282810.70753955236,903656.3275467241,3.615080771841979,,2.6867683001784783,44.305591317118356,59.88593209530174,75.97407509618739
2,139.47329869462558,0.003280046264137248,-22.340086345101728,3.0,6.0,11.0,98.99313200551676,469.6660920284031,488.48596394158966,3.2775919309922235,15.550309019489934,16.173421543311587,1.6498855334252844,7.8277682004734075,8.141432732359855,282810.70753955236,108013.04826764812,397097.27164130803,,,0.5775725563482844,59.88593209530174,31.870434332720944,54.230979159062976
3,139.47379178888548,0.003736129681486971,-22.340129804486264,2.0,4.0,6.0,98.99313200551676,453.2927841479808,488.548801694062,3.2775919309922235,15.008200484227784,16.175502056437022,1.6498855334252844,7.554879735799703,8.142480028234392,513072.7066135395,1886693.863066224,108013.04826764812,3.615080771841979,3.4548864000584483,,44.305591317118356,59.5453341859978,31.870434332720944
4,139.47449768435334,0.0043889804977884726,-22.342123516922943,13.0,17.0,11.0,99.24424159040016,174.51262395458625,292.7924075818749,3.2859059900843506,5.777988397194629,9.69414759493274,1.6540706931733409,2.9085437325764465,4.879873459697931,488346.70006719825,435311.65159982844,397097.27164130803,2.985997666443456,3.0208548034744913,0.5775725563482844,64.06289655561392,89.14075176913295,54.230979159062976
5,139.47124528319623,0.0013807338036242241,-22.34229352124481,7.0,6.0,11.0,88.32796092979088,324.66625103926566,360.92076934896966,2.9244757303804203,10.749467797548725,11.949829017226813,1.4721326821631855,5.411104183987779,6.0153461558161805,606024.5811029725,108013.04826764812,397097.27164130803,3.2249233002633093,,0.5775725563482844,80.36915345252099,31.870434332720944,54.230979159062976
6,139.47286804139986,0.0028816719748410067,-22.342223185414575,11.0,19.0,17.0,43.82004924869028,263.2648438037379,275.2582466799535,1.4508505481489875,8.716511037523013,9.113604044844292,0.7303341541448402,4.387747396728979,4.587637444665907,397097.27164130803,1138777.4871752795,435311.65159982844,0.5775725563482844,1.5258905953721618,3.0208548034744913,54.230979159062976,102.11631561885102,89.14075176913295
7,139.47081714898428,0.0009847391813782467,-22.342394997673754,5.0,6.0,11.0,88.32796092979088,411.5513991061063,446.5559617001818,2.9244757303804203,13.626173024039304,14.785149102297542,1.4721326821631855,6.859189985101794,7.442599361669719,903656.3275467241,108013.04826764812,397097.27164130803,2.6867683001784783,,0.5775725563482844,75.97407509618739,31.870434332720944,54.230979159062976
8,139.46705738665926,-0.002492725333770921,-22.345053460321544,22.0,9.0,10.0,55.179201819416534,186.34333990309852,198.941272893059,1.8269439806372847,6.1696949564794075,6.586803524301809,0.9196533636569448,3.1057223317183187,3.3156878815509936,410729.6816726827,1073521.1398852298,365621.214783102,3.61904505299949,3.103484659577398,3.8934521328058223,51.79638957058268,68.08668236037114,83.7961346545351
9,139.46785269953241,-0.001757137340856398,-22.34460327322622,10.0,8.0,22.0,67.3014876832386,186.34333990309852,213.29488419850605,2.228304211670587,6.1696949564794075,7.062041347797588,1.1216914613873137,3.1057223317183187,3.5549147366417784,365621.214783102,388919.0601656379,410729.6816726827,3.8934521328058223,3.9436647769192694,3.61904505299949,83.7961346545351,53.085023631979304,51.79638957058268
10,139.46768063867782,-0.001916282522096584,-22.344335521419726,9.0,8.0,22.0,67.3014876832386,198.941272893059,239.305598547754,2.228304211670587,6.586803524301809,7.923237531242794,1.1216914613873137,3.3156878815509936,3.9884266424625783,1073521.1398852298,388919.0601656379,410729.6816726827,3.103484659577398,3.9436647769192694,3.61904505299949,68.08668236037114,53.085023631979304,51.79638957058268
11,139.47305066395484,0.003050582568021757,-22.342335427818913,6.0,17.0,19.0,43.82004924869028,231.64174637189097,234.8976479331796,1.4508505481489875,7.669492856808959,7.777293433163991,0.7303341541448402,3.860695772864862,3.914960798886338,108013.04826764812,435311.65159982844,1138777.4871752795,,3.0208548034744913,1.5258905953721618,31.870434332720944,89.14075176913295,102.11631561885102
12,139.48288408535953,0.012145732390103477,-22.343112175558637,16.0,20.0,14.0,97.46828752294107,264.0998927815407,556.1744421790846,3.2271054187377213,8.744158913049137,18.41453873596685,1.6244714587156897,4.401664879692358,9.269574036318106,729442.2752114629,406560.92611711106,582643.6112773011,2.0134974048549146,0.6558118786536827,,60.75977966313048,47.435289564682876,56.44865906398091
13,139.47476129393144,0.004632788099297143,-22.342512778903853,4.0,17.0,11.0,99.24424159040016,152.96213904644418,344.01093117986113,3.2859059900843506,5.0644672264536155,11.389956347127173,1.6540706931733409,2.5493689841074114,5.733515519664369,1886693.863066224,435311.65159982844,397097.27164130803,3.4548864000584483,3.0208548034744913,0.5775725563482844,59.5453341859978,89.14075176913295,54.230979159062976
14,139.48039071027614,0.00983963080455708,-22.341968712469807,20.0,16.0,12.0,495.6534184506357,546.9027050750993,556.1744421790846,16.410730845367958,18.1075581394078,18.41453873596685,8.260890307510621,9.115045084585017,9.269574036318106,406560.92611711106,729442.2752114629,711505.7451551184,0.6558118786536827,2.0134974048549146,3.7215416926265656,47.435289564682876,60.75977966313048,70.70990623007678
15,139.47367217193087,0.003625326094935949,-22.346460238470783,21.0,18.0,19.0,638.7332379042372,640.2776119385002,666.2519827574778,21.148001524942106,21.199134646711126,22.05912752181418,10.64555396507065,10.671293532308367,11.104199712624665,204666.2113563588,594627.2164654934,1138777.4871752795,6.13737930901759,3.263578788144865,1.5258905953721618,47.04135339746896,66.87864224252124,102.11631561885102
16,139.48301757755928,0.012269240705137928,-22.342678320893164,12.0,20.0,14.0,97.46828752294107,172.89415590133476,546.9027050750993,3.2271054187377213,5.724402075351512,18.1075581394078,1.6244714587156897,2.881569265022254,9.115045084585017,711505.7451551184,406560.92611711106,582643.6112773011,3.7215416926265656,0.6558118786536827,,70.70990623007678,47.435289564682876,56.44865906398091
17,139.47407803620578,0.004000814802724663,-22.342831784416735,13.0,4.0,11.0,152.96213904644418,174.51262395458625,231.64174637189097,5.0644672264536155,5.777988397194629,7.669492856808959,2.5493689841074114,2.9085437325764465,3.860695772864862,488346.70006719825,1886693.863066224,397097.27164130803,2.985997666443456,3.4548864000584483,0.5775725563482844,64.06289655561392,59.5453341859978,54.230979159062976
18,139.47046855650342,0.00066229685535169,-22.346422963139638,21.0,15.0,9.0,88.17602698162163,640.2776119385002,654.1278929860367,2.9194453058199,21.199134646711126,21.6577075646874,1.4696004496936983,10.671293532308367,10.902131549767313,204666.2113563588,682527.6542801507,1073521.1398852298,6.13737930901759,2.073221563903721,3.103484659577398,47.04135339746896,62.50861083323332,68.08668236037114
19,139.47310765498483,0.0031032710572980932,-22.343421278199887,17.0,11.0,6.0,232.02201022758427,234.8976479331796,263.2648438037379,7.682083121606307,7.777293433163991,8.716511037523013,3.8670335037930825,3.914960798886338,4.387747396728979,435311.65159982844,397097.27164130803,108013.04826764812,3.0208548034744913,0.5775725563482844,,89.14075176913295,54.230979159062976,31.870434332720944
20,139.48286934886036,0.012132208613953015,-22.34188997177566,16.0,12.0,14.0,172.89415590133476,264.0998927815407,495.6534184506357,5.724402075351512,8.744158913049137,16.410730845367958,2.881569265022254,4.401664879692358,8.260890307510621,729442.2752114629,711505.7451551184,582643.6112773011,2.0134974048549146,3.7215416926265656,,60.75977966313048,70.70990623007678,56.44865906398091
21,139.4705121807547,0.0007026470583083017,-22.346016876118078,18.0,9.0,15.0,88.17602698162163,613.0048626015491,638.7332379042372,2.9194453058199,20.29615338577089,21.148001524942106,1.4696004496936983,10.21674771002585,10.64555396507065,594627.2164654934,1073521.1398852298,682527.6542801507,3.263578788144865,3.103484659577398,2.073221563903721,66.87864224252124,68.08668236037114,62.50861083323332
22,139.46710247445083,-0.002451018706705029,-22.34530540605575,8.0,9.0,10.0,55.179201819416534,213.29488419850605,239.305598547754,1.8269439806372847,7.062041347797588,7.923237531242794,0.9196533636569448,3.5549147366417784,3.9884266424625783,388919.0601656379,1073521.1398852298,365621.214783102,3.9436647769192694,3.103484659577398,3.8934521328058223,53.085023631979304,68.08668236037114,83.7961346545351
23,139.45848113050246,-0.010424981738553515,-22.34529035939651,39.0,30.0,26.0,715.280447369821,1158.137806978186,1206.657358047048,23.6824249844442,38.34511601185819,39.95156371036928,11.921340789497053,19.302296782969826,20.110955967450863,1598563.5338580906,63701.34712364699,594144.0616088387,3.490597302475051,0.21338276756878213,2.963240592698198,65.76809771485068,33.36363217174277,61.725419230888214
24,139.46622669156793,-0.0032609783342791767,-22.347877459983216,25.0,31.0,28.0,168.11622992744145,562.1024774365231,578.631853720015,5.566208357245512,18.61081175140529,19.158087600078186,2.8019371654573657,9.36837462394208,9.643864228666946,963947.6860716846,199591.94282340907,790668.9997491521,2.1053575299085865,1.9821709985798803,4.210987368483475,80.97085184271056,52.372439318635536,61.19318211986476
25,139.4659980369747,-0.003472440553986673,-22.348626230318388,24.0,31.0,28.0,168.11622992744145,407.62224687575434,411.9679783415423,5.566208357245512,13.496081598655126,13.639965665134929,2.8019371654573657,6.793704114595926,6.86613297235906,1763562.129072362,199591.94282340907,790668.9997491521,2.711520369048875,1.9821709985798803,4.210987368483475,101.48867099530682,52.372439318635536,61.19318211986476
26,139.45669486161006,-0.012077580916844409,-22.339955962172226,30.0,23.0,39.0,86.402235057872,1206.657358047048,1706.7974849176935,2.8607163215079687,39.95156371036928,56.510846268529995,1.440037250964538,20.110955967450863,28.446624748628317,63701.34712364699,782905.9038407732,1598563.5338580906,0.21338276756878213,3.764011184298906,3.490597302475051,33.36363217174277,62.264975013454084,65.76809771485068
27,139.46874512579248,-0.0009316663656696137,-22.352590427309266,37.0,44.0,52.0,69.37084113819601,101.45867576968271,186.94125050229977,2.296819027283869,3.3592243249090883,6.189491349579562,1.1561806856366037,1.6909779294947174,3.115687508371672,808711.5778587711,653510.1495910871,118508.33920266951,4.943668195233109,4.485017784801444,2.187079213260782,98.87960795380476,66.90168616544044,76.21556710434503
28,139.46513621216582,-0.004269478349536314,-22.350358267365827,31.0,29.0,25.0,132.42418029213937,343.7500001835392,411.9679783415423,4.3844700738389335,11.381317108113675,13.639965665134929,2.207069671535663,5.729166669725673,6.86613297235906,199591.94282340907,902474.9507946897,963947.6860716846,1.9821709985798803,1.3464369544679313,2.1053575299085865,52.372439318635536,65.06251829881172,80.97085184271056
29,139.46341625104768,-0.00586022978575654,-22.350336046600642,31.0,28.0,25.0,247.3411278412792,343.7500001835392,634.56745999438,8.189288169707718,11.381317108113675,21.010075592233036,4.122352130687998,5.729166669725673,10.576124333239699,199591.94282340907,790668.9997491521,963947.6860716846,1.9821709985798803,4.210987368483475,2.1053575299085865,52.372439318635536,61.19318211986476,80.97085184271056
30,139.45643520198416,-0.01231772350868525,-22.34027570198052,26.0,23.0,39.0,86.402235057872,1158.137806978186,1635.5271308232086,2.8607163215079687,38.34511601185819,54.15113572329717,1.440037250964538,19.302296782969826,27.258785513720227,594144.0616088387,782905.9038407732,1598563.5338580906,2.963240592698198,3.764011184298906,3.490597302475051,61.725419230888214,62.264975013454084,65.76809771485068
31,139.4645991773452,-0.0047661811652294425,-22.349999244343483,28.0,29.0,25.0,132.42418029213937,247.3411278412792,407.62224687575434,4.3844700738389335,8.189288169707718,13.496081598655126,2.207069671535663,4.122352130687998,6.793704114595926,790668.9997491521,902474.9507946897,963947.6860716846,4.210987368483475,1.3464369544679313,2.1053575299085865,61.19318211986476,65.06251829881172,80.97085184271056
32,139.48317601500037,0.012415045121698706,-22.35097017213186,33.0,41.0,38.0,74.76079757346092,348.90366231405966,377.96052471092463,2.475276637046528,11.551951182133205,12.514003152835658,1.2460132928910193,5.81506103856768,6.299342078515428,464448.9437155859,2915162.3788295146,308160.5773122094,1.7384813933310657,3.9225954210223604,0.7996065999796214,51.510987601315485,87.42874126826898,49.94526414679439
33,139.4834252496847,0.01264557866398348,-22.350712160152288,32.0,41.0,38.0,74.76079757346092,369.5390418129451,403.9978729982046,2.475276637046528,12.23517386605374,13.37608116695554,1.2460132928910193,6.158984030215772,6.7332978833034325,485325.08959831425,2915162.3788295146,308160.5773122094,2.4866936284011714,3.9225954210223604,0.7996065999796214,91.6456711071766,87.42874126826898,49.94526414679439
34,139.4755508568538,0.005362730808461856,-22.35150689321425,47.0,54.0,64.0,722.0754548619232,749.1068520975199,805.5103446053982,23.90740283165389,24.802393096815926,26.669872468145442,12.034590914365426,12.485114201625368,13.425172410090013,151050.68182428315,277570.1248298292,792629.8003427533,2.243333578147151,3.5719755522981678,3.202594748779422,47.217717462945366,51.3084989070647,61.37339653224746
