cloudnum,x,corr_x,y,nn_index,nn2_index,nn3_index,min_dist,min_dist2nd,min_dist3rd,mean_cloud_sep_nn,mean_cloud_sep_nn2,mean_cloud_sep_nn3,beam_sep_nn,beam_sep_nn2,beam_sep_nn3,MLUM_MSUN_nn,MLUM_MSUN_nn2,MLUM_MSUN_nn3,SIGV_KMS_nn,SIGV_KMS_nn2,SIGV_KMS_nn3,RAD_NODC_nn,RAD_NODC_nn2,RAD_NODC_nn3
1,139.46851337253068,-0.0016411393639880918,-22.34200941412536,3.0,4.0,9.0,523.4153503780062,530.6638574118072,745.3685723356325,6.7838866645365,6.877833183622898,9.660580100259857,3.4894356691867077,3.537759049412048,4.969123815570884,2843891.4655347653,2128889.436970378,1186060.2684432552,3.472746811597204,5.320848653215659,8.025338713360306,193.1534120317803,190.73965113172966,243.25274930779577
2,139.47494957219342,0.004311888047710456,-22.342487823140765,8.0,5.0,3.0,385.0873347227597,423.8690466123414,767.1259770626872,4.991043600117932,5.493685981403898,9.942573678927722,2.5672488981517314,2.8257936440822764,5.1141731804179145,1826610.0755865877,938315.6360910431,2843891.4655347653,2.7448859668224532,5.896819643505267,3.472746811597204,148.75041188970243,147.3710641844815,193.1534120317803
3,139.47112027804263,0.0007700677280215747,-22.342242162635635,5.0,8.0,1.0,344.4031957530041,489.6942310033378,523.4153503780062,4.463744223789456,6.346833658976292,6.7838866645365,2.2960213050200284,3.2646282066889185,3.4894356691867077,938315.6360910431,1826610.0755865877,1312456.631193183,5.896819643505267,2.7448859668224532,2.448525044786826,147.3710641844815,148.75041188970243,224.0276143388446
4,139.46800648113512,-0.00210994256741412,-22.34442021663641,9.0,1.0,3.0,249.74087123493752,530.6638574118072,780.2069398351622,3.2368438654633884,6.877833183622898,10.112113545970988,1.66493914156625,3.537759049412048,5.201379598901081,1186060.2684432552,1312456.631193183,2843891.4655347653,8.025338713360306,2.448525044786826,3.472746811597204,243.25274930779577,224.0276143388446,193.1534120317803
5,139.47284351223422,0.002363937991059048,-22.342255924744965,8.0,3.0,2.0,249.76135392011452,344.4031957530041,423.8690466123414,3.237109337644757,4.463744223789456,5.493685981403898,1.6650756928007635,2.2960213050200284,2.8257936440822764,1826610.0755865877,2843891.4655347653,4132190.3534161774,2.7448859668224532,3.472746811597204,6.976769918369673,148.75041188970243,193.1534120317803,287.9977919884341
6,139.4829434355569,0.011705594871888443,-22.342986197061435,19.0,2.0,11.0,1555.3834829715804,1601.1964045646494,1739.0967786153437,20.159029078438376,20.752801629499835,22.54010211253207,10.369223219810538,10.674642697097664,11.593978524102292,3252291.232385511,4132190.3534161774,1547350.6314250717,4.412911537554792,6.976769918369673,3.0733891596106075,131.28843372056565,287.9977919884341,187.29460642698646
7,139.46615198295996,-0.003825098023392853,-22.34799838286311,12.0,9.0,4.0,541.4482187015219,633.7182080478025,857.3729690841614,7.017607236267713,8.213500994085672,11.112247753726765,3.60965479134348,4.2247880536520155,5.715819793894409,1841720.9365607118,1186060.2684432552,2128889.436970378,5.795227502628919,8.025338713360306,5.320848653215659,285.95409937297234,243.25274930779577,190.73965113172966
8,139.47326056698282,0.002749662786605976,-22.343345587085924,5.0,2.0,3.0,249.76135392011452,385.0873347227597,489.6942310033378,3.237109337644757,4.991043600117932,6.346833658976292,1.6650756928007635,2.5672488981517314,3.2646282066889185,938315.6360910431,4132190.3534161774,2843891.4655347653,5.896819643505267,6.976769918369673,3.472746811597204,147.3710641844815,287.9977919884341,193.1534120317803
9,139.46707728500112,-0.0029693537833601425,-22.34519309492809,4.0,7.0,1.0,249.74087123493752,633.7182080478025,745.3685723356325,3.2368438654633884,8.213500994085672,9.660580100259857,1.66493914156625,4.2247880536520155,4.969123815570884,2128889.436970378,3308583.6621339433,1312456.631193183,5.320848653215659,2.887716165427287,2.448525044786826,190.73965113172966,226.23180626391903,224.0276143388446
10,139.4688152028092,-0.0013618646762274527,-22.35249182030729,14.0,25.0,23.0,117.30210843538448,284.9900393104569,327.5543940723095,1.5203302856175789,3.6937016191972565,4.24537011429393,0.7820140562358966,1.8999335954030456,2.1836959604820634,1970962.7619389582,801288.1166891415,617358.2089993595,8.679668067129903,6.1243990787402725,7.227659360019773,133.64088567963904,152.7653866599335,232.9484230900763
11,139.48341738719046,0.012143264243495894,-22.35102298842781,19.0,30.0,22.0,405.89473347615296,1324.5605392308591,1458.5079946603364,5.2607243323029875,17.167376868045853,18.903444325716677,2.7059648898410202,8.830403594872395,9.723386631068909,3252291.232385511,595877.7362160252,380235.9327565921,4.412911537554792,0.9231856315229443,1.4160897712281955,131.28843372056565,187.29739429350232,106.79413874154352
12,139.4650402966378,-0.004853207682803749,-22.350283636867083,16.0,7.0,18.0,400.3701030707408,541.4482187015219,592.1235523201012,5.189120649860922,7.017607236267713,7.674400583478006,2.6691340204716054,3.60965479134348,3.947490348800676,893455.1441877534,3308583.6621339433,259659.62505917507,5.990368054561258,2.887716165427287,5.876524290160927,161.14642460672457,226.23180626391903,124.69871622660892
13,139.4561243111597,-0.01309961408502335,-22.34791828973068,27.0,21.0,17.0,1487.4809855121368,1644.9579829877343,1753.2173613083694,19.278957741838926,21.31998711244189,22.723116295355567,9.916539903414245,10.966386553251564,11.688115742055798,1842202.5164932676,627154.828924825,2104864.0172842797,4.950182596305772,7.790347567750384,6.9040324852328965,111.10477985549915,190.53620553317995,172.26306430129964
