cloudnum,RGAL_KPC,x,corr_x,y,nn_index,nn2_index,nn3_index,min_dist,min_dist2nd,min_dist3rd,mean_cloud_sep_nn,mean_cloud_sep_nn2,mean_cloud_sep_nn3,beam_sep_nn,beam_sep_nn2,beam_sep_nn3,MLUM_MSUN_nn,MLUM_MSUN_nn2,MLUM_MSUN_nn3,SIGV_KMS_nn,SIGV_KMS_nn2,SIGV_KMS_nn3,RAD_PC_nn,RAD_PC_nn2,RAD_PC_nn3,RAD_NODC_nn,RAD_NODC_nn2,RAD_NODC_nn3
1,5.7585970128918875,24.180620872383688,0.007361472706295538,15.750868544778163,38.0,60.0,36.0,196.68174452712444,311.399488255241,481.4277003734117,4.0944643231377,6.482625512448533,10.02222421856398,3.2780290754520784,5.189991470920692,8.023795006223539,1090230.0713888714,358596.1904743791,2236757.1702623633,4.358025713261559,1.3413273966907453,6.91472386033762,28.280136303610977,,45.987463521599025,71.83246399349001,62.07585494840178,90.86156358571269
2,4.3265107262253295,24.158285727165946,-0.014134139655476738,15.763413072304258,3.0,46.0,6.0,561.9173203532333,751.8949582700267,866.2296116400743,11.697834114045875,15.652734262580035,18.032920386348195,9.365288672553904,12.531582637833795,14.43716019400126,472581.1731333159,250902.242691335,667119.018237621,5.47325044504855,1.8639691020359646,1.5454470690655244,26.855962331253444,25.746686979247592,39.52786023681408,66.83705325950584,70.12326757583654,85.71066128059627
3,3.773443224084701,24.16075503157236,-0.011757571398027248,15.765661905156753,4.0,2.0,5.0,453.73382778636915,561.9173203532333,603.7560003631378,9.445701097164026,11.697834114045875,12.568819792150347,7.562230463106163,9.365288672553904,10.06260000605231,3149709.146730163,890604.6584532531,1023839.1562709189,4.529026549807246,2.0714019737392495,4.081289476846214,67.3326195205132,39.328203840656776,43.73362261077031,119.59405233190321,80.46279477328999,87.87738597168068
4,3.4915595100252967,24.163485924571948,-0.009129399724231086,15.765931617949484,5.0,13.0,3.0,190.35871062828969,280.7716289968547,453.73382778636915,3.962833211287364,5.845023495397832,9.445701097164026,3.1726451771381665,4.679527149947585,7.562230463106163,1023839.1562709189,160554.58300842223,472581.1731333159,4.081289476846214,,5.47325044504855,43.73362261077031,,26.855962331253444,87.87738597168068,56.252343938521854,66.83705325950584
5,3.304024770765025,24.164214808989534,-0.008427900500016567,15.76678979665913,13.0,4.0,27.0,108.8248808812768,190.35871062828969,594.1480086837723,2.265485255428207,3.962833211287364,12.368803368446413,1.8137480146879488,3.1726451771381665,9.902466811396218,160554.58300842223,3149709.146730163,2605747.7329371898,,4.529026549807246,5.318829906106294,,67.3326195205132,64.08135405791765,56.252343938521854,119.59405233190321,115.5937299661139
6,3.800403793050201,24.157284615820853,-0.01509723254577068,15.76836410112098,46.0,7.0,15.0,145.91302205551685,202.8230609512579,414.37138281314753,3.037575574306163,4.222312492555611,8.62626497205837,2.4318837009252845,3.3803843491876364,6.906189713552468,250902.242691335,788027.8088427635,457165.68968923006,1.8639691020359646,2.293995200539983,2.171633537906929,25.746686979247592,23.78705798942498,36.2222316330276,70.12326757583654,65.14868095236395,84.69946200130994
7,3.670238723415299,24.15723644477495,-0.015143502751388606,15.769544180656785,6.0,15.0,46.0,202.8230609512579,243.92865726077721,339.6744204865039,4.222312492555611,5.078037043785715,7.071244967387709,3.3803843491876364,4.06547762101296,5.661240341441737,667119.018237621,457165.68968923006,250902.242691335,1.5454470690655244,2.171633537906929,1.8639691020359646,39.52786023681408,36.2222316330276,25.746686979247592,85.71066128059627,84.69946200130994,70.12326757583654
8,6.8259425024136435,24.17657232320141,0.0034650579857277287,15.744067359107266,115.0,89.0,114.0,160.55586269596503,179.86788457853604,187.75264799392545,3.3424060441388,3.744438194077029,3.908580944479779,2.6759310449327542,2.9977980763089382,3.1292107998987615,125880.84202777123,754205.692823005,428642.85498595884,1.1288062775148584,4.72661189239701,2.178386986956254,,,6.396957324735338,44.58590338997711,42.76447655265615,50.51206771694809
9,4.149995649785043,24.164352524002123,-0.008295592423295606,15.761272533497019,22.0,10.0,4.0,79.42126109209454,215.73181981285416,812.8657067166689,1.6533691056179274,4.491043343717571,16.922005871238927,1.3236876848682442,3.595530330214241,13.54776177861117,575492.7136301324,606088.6378203356,3149709.146730163,2.278679267571803,2.4386012518346196,4.529026549807246,32.20702895258369,40.43987802944508,67.3326195205132,75.94611564398942,82.04869540870283,119.59405233190321
10,4.061258931749918,24.16347807257727,-0.00913712408318048,15.762205131465334,22.0,9.0,4.0,158.3246200913691,215.73181981285416,639.9896582180463,3.2959566735439445,4.491043343717571,13.32312172159678,2.6387436681894885,3.595530330214241,10.666494303634119,575492.7136301324,1398584.1180488276,3149709.146730163,2.278679267571803,3.9057821989357926,4.529026549807246,32.20702895258369,45.4914685463448,67.3326195205132,75.94611564398942,89.137104976478,119.59405233190321
11,3.554069385532314,24.173906049071803,0.0008987298707557387,15.762980471114647,23.0,44.0,12.0,154.75020657724713,246.5035488354588,287.0047088886203,3.2215455549884284,5.131640400385124,5.974781970448277,2.5791701096207893,4.108392480590985,4.7834118148103455,799217.7662855573,579894.2173119605,315013.98613279953,0.9988303513631382,2.9364651815565592,,24.83479216731446,25.690157878723905,23.761130506658912,67.49389289980341,64.52159773298709,62.76003611769052
12,3.40686370941953,24.175354845336408,0.0022930318847158,15.763901708636794,44.0,23.0,11.0,106.73446940624252,143.37491083061315,287.0047088886203,2.2219676670227138,2.984737900512344,5.974781970448277,1.7789078234373776,2.3895818471768897,4.7834118148103455,579894.2173119605,799217.7662855573,1288570.052017999,2.9364651815565592,0.9988303513631382,4.934791313090864,25.690157878723905,24.83479216731446,41.52454455404366,64.52159773298709,67.49389289980341,83.43397803417832
13,3.2386873583642832,24.164865727882272,-0.007801468336858722,15.766885225665504,5.0,4.0,27.0,108.8248808812768,280.7716289968547,628.8122857239186,2.265485255428207,5.845023495397832,13.09043437680198,1.8137480146879488,4.679527149947585,10.480204762065325,1023839.1562709189,3149709.146730163,2605747.7329371898,4.081289476846214,4.529026549807246,5.318829906106294,43.73362261077031,67.3326195205132,64.08135405791765,87.87738597168068,119.59405233190321,115.5937299661139
14,2.626481682905013,24.169767386888317,-0.003084203194354294,15.768863834481444,28.0,62.0,47.0,171.84619866604743,173.9114129803167,348.78038679524485,3.57744503027798,3.6204380713949336,7.2608103704629885,2.8641033111007945,2.8985235496719493,5.813006446587423,307709.7152843259,588939.4259420261,1637363.829380494,2.185612820354681,3.547173970894865,3.4528892398974547,57.09088437229932,35.33670802304245,54.19621264853209,105.14823918242628,81.69701879463791,105.47273113351741
15,3.4277664012094458,24.158221018332053,-0.01419591196247976,15.770602206720731,7.0,16.0,126.0,243.92865726077721,267.77675569094134,404.7775378892146,5.078037043785715,5.574499938355562,8.426543051464254,4.06547762101296,4.4629459281823625,6.7462922981535876,788027.8088427635,3137338.623292138,774820.926688249,2.293995200539983,5.029273626652026,2.127586552163141,23.78705798942498,61.57686577622538,41.79975063951002,65.14868095236395,111.76319358660898,88.01736279011787
