,Unnamed: 0,Unnamed: 0.1,cloudnum,RGAL_KPC,x,corr_x,y,nn_index,nn2_index,nn3_index,min_dist,min_dist2nd,min_dist3rd,mean_cloud_sep_nn,mean_cloud_sep_nn2,mean_cloud_sep_nn3,beam_sep_nn,beam_sep_nn2,beam_sep_nn3,clouds_r400pc,nn_dist,nn3_dist,nn5_dist,clouds_r100pc,clouds_r200pc,clouds_r600pc,clouds_r800pc,clouds_r1000pc,clouds_r1500pc
0,0,0,1,4.664922711764223,201.3185875442269,-0.0085391498203624,-21.12353625085316,2.0,4.0,5.0,463.5883317341618,737.2358183410549,927.0923207727471,6.940937290143748,11.038042230293671,13.880611784568096,3.090588878227752,4.914905455607042,6.180615471818327,0,463.5883317341814,927.0923207731086,1160.609843930059,0,0,1,2,3,7
1,1,1,2,4.56530210343845,201.3199333090864,-0.0072838349408812,-21.12308660226164,4.0,1.0,5.0,284.2055308242919,463.5883317341618,464.95709422492905,4.255182091370271,6.940937290143748,6.961430676113962,1.894703538828616,3.090588878227752,3.099713961499533,1,284.2055308250787,464.95709422520366,1318.0519095880486,0,0,4,4,4,7
2,2,2,3,4.136198502983282,201.3239964913693,-0.0034936663493418,-21.123002346353307,8.0,5.0,4.0,762.4739227920821,868.7078496084765,1109.084758121165,11.415912181552777,13.00646779661762,16.605438982419454,5.083159485280557,5.791385664056521,7.393898387474446,0,762.4739227920676,1109.084758121148,1763.9549425778332,0,0,0,1,2,4
3,3,3,4,4.628712571842351,201.32060884198023,-0.0066537155440355,-21.122565844854403,5.0,2.0,8.0,244.907414523122,284.2055308242919,372.5035930182378,3.666802828572928,4.255182091370271,5.577198351436181,1.632716096820816,1.894703538828616,2.4833572867882565,3,244.90741452311275,372.5035930182356,1109.084758121148,0,0,3,4,4,5
4,4,4,5,4.4651970486132,201.32132857940465,-0.0059823274695374,-21.122779043604268,8.0,4.0,2.0,134.1757985541717,244.907414523122,464.95709422492905,2.008906911301448,3.666802828572928,6.961430676113962,0.8945053236944799,1.632716096820816,3.099713961499533,2,134.17579855417728,464.95709422520366,927.0923207731086,0,1,3,3,5,5
5,5,5,6,1.941603089847596,201.32281734047848,-0.004593358506211,-21.13043742442568,9.0,12.0,18.0,221.3136712980228,726.1737031431109,800.8826701728141,3.31355258270808,10.872418027462558,11.99097563486572,1.4754244753201544,4.841158020954081,5.339217801152104,1,221.31367129986097,800.882670173604,1454.3000356483174,0,0,1,2,4,6
6,6,6,7,3.871364937688906,201.3180602233654,-0.0090308215165623,-21.127085381065225,10.0,13.0,15.0,76.22224429049338,215.7348462614304,1039.995590779615,1.1412146974348576,3.2300252976557977,15.571022140752842,0.5081482952699569,1.4382323084095388,6.93330393853078,2,76.22224429050459,1039.9955907796098,1240.1923982289045,1,1,2,2,2,6
7,7,7,8,4.345023541566834,201.32164556920304,-0.0056866265997783,-21.12302704005083,5.0,4.0,2.0,134.1757985541717,372.5035930182378,555.6867473559524,2.008906911301448,5.577198351436181,8.319853202373851,0.8945053236944799,2.4833572867882565,3.7045783157063568,2,134.17579855417728,555.6867473559961,1007.4133147136155,0,1,3,4,4,5
8,8,8,9,1.9572015719797649,201.3232756784096,-0.0041658514802365,-21.12996577787276,6.0,12.0,18.0,221.3136712980228,726.6855630519142,839.6763869325003,3.31355258270808,10.88008169646616,12.571802926772166,1.4754244753201544,4.844570420346104,5.597842579550013,1,221.31367129986097,839.6763869319967,1342.3500188506346,0,0,1,2,4,6
9,9,9,10,3.824204240519512,201.3182902050848,-0.0088163011105264,-21.127040147025856,7.0,13.0,15.0,76.22224429049338,140.6786844102485,992.4584322795346,1.1412146974348576,2.1062694198942533,14.859286289105288,0.5081482952699569,0.9378578960683251,6.616389548530243,2,76.22224429050459,992.4584322795209,1183.6982436854973,1,2,2,2,3,7
