cloudnum,x,corr_x,y,nn_index,nn2_index,nn3_index,min_dist,min_dist2nd,min_dist3rd,mean_cloud_sep_nn,mean_cloud_sep_nn2,mean_cloud_sep_nn3,beam_sep_nn,beam_sep_nn2,beam_sep_nn3,MLUM_MSUN_nn,MLUM_MSUN_nn2,MLUM_MSUN_nn3,SIGV_KMS_nn,SIGV_KMS_nn2,SIGV_KMS_nn3,RAD_NODC_nn,RAD_NODC_nn2,RAD_NODC_nn3
1,55.501747811879675,0.002723272613326741,-47.225529190114365,22.0,11.0,2.0,138.10036417768058,315.3201426696343,352.1822222510012,1.4105546498075938,3.2206742977766183,3.597182919348219,1.150836368147338,2.6276678555802864,2.9348518520916764,8012484.0608927,20154052.506052356,2461724.462754512,18.003666381806376,18.397981514918524,6.870036625825716,202.8947920087287,203.6246315124741,205.8830128210092
2,55.4993389510727,0.001087374272058194,-47.225845890978185,27.0,22.0,1.0,99.84727496482184,236.99317730612148,352.1822222510012,1.0198382807379232,2.4206440744191218,3.597182919348219,0.8320606247068487,1.9749431442176792,2.9348518520916764,865939.0767316938,8012484.0608927,3152247.1313400227,16.40471791868305,18.003666381806376,14.09683229715311,232.33813549280404,202.8947920087287,241.8716294441714
3,55.49565720537554,-0.0014125844902070392,-47.23906861136393,4.0,8.0,9.0,1378.4292815438514,1755.443526926351,1950.681032782733,14.079252028698571,17.930068788195094,19.92422118122018,11.486910679532096,14.628696057719596,16.255675273189446,2325391.965288749,1160654.5237269606,466420.891436486,3.384480169242707,3.6375004596258513,5.3451169249426735,294.6934683605809,183.2679652959451,101.72483131280063
4,55.48605602948335,-0.00793124481651202,-47.23886845055739,7.0,3.0,18.0,1006.5239391617424,1378.4292815438514,2593.537124960132,10.280617513076107,14.079252028698571,26.490341809340297,8.38769949301452,11.486910679532096,21.612809374667762,2431259.4108899613,2071419.6290786164,1136354.9587556582,3.227231616400619,2.0656148103275798,4.235686304652634,232.34237077718745,208.2215213557632,149.6023717106898
5,55.503449004275,0.0038787935240711634,-47.22256593080951,49.0,53.0,56.0,248.6422891672892,252.6207592317803,287.083176482148,2.53962789462656,2.5802639167109627,2.9322624301513205,2.0720190763940765,2.1051729935981696,2.3923598040179006,3718414.8763820324,16290907.885508573,3406656.60988256,10.433360290296644,14.758724149112325,17.913963700322885,190.40678763454517,165.08500518368723,209.56369513975557
6,55.50409881941773,0.0043199917944501676,-47.22410182418226,11.0,12.0,17.0,264.22515983528257,276.268539430013,279.5471638031688,2.6987910569322606,2.821801920718892,2.855289731428625,2.2018763319606887,2.3022378285834417,2.3295596983597404,20154052.506052356,17521715.639065675,4507310.716284202,18.397981514918524,12.946459475982797,11.714554999967927,203.6246315124741,216.06972249561784,195.76932875853933
7,55.48111764993058,-0.011284845055765044,-47.23548741669968,4.0,18.0,13.0,1006.5239391617424,1588.0675542115528,1797.8845945482885,10.280617513076107,16.220493596379026,18.363561093833766,8.38769949301452,13.233896285096275,14.98237162123574,2325391.965288749,1136354.9587556582,710413.1714085968,3.384480169242707,4.235686304652634,4.259109112992427,294.6934683605809,149.6023717106898,119.3291067613178
8,55.50609074548233,0.00567070771500602,-47.243405449946906,9.0,10.0,3.0,260.9132301631514,1596.361186648692,1755.443526926351,2.6649630664944524,16.305204609761656,17.930068788195094,2.174276918026262,13.3030098887391,14.628696057719596,466420.891436486,893073.8210757993,2071419.6290786164,5.3451169249426735,3.45546319800867,2.0656148103275798,101.72483131280063,136.0646393999214,208.2215213557632
9,55.50786363685995,0.006874333112098254,-47.243131295941375,8.0,10.0,3.0,260.9132301631514,1361.6272535061216,1950.681032782733,2.6649630664944524,13.907636414822822,19.92422118122018,2.174276918026262,11.346893779217682,16.255675273189446,1160654.5237269606,893073.8210757993,2071419.6290786164,3.6375004596258513,3.45546319800867,2.0656148103275798,183.2679652959451,136.0646393999214,208.2215213557632
10,55.51502184381052,0.011734895921633955,-47.23890313390256,9.0,8.0,37.0,1361.6272535061216,1596.361186648692,2235.975459853536,13.907636414822822,16.305204609761656,22.838213356875524,11.346893779217682,13.3030098887391,18.633128832112806,466420.891436486,1160654.5237269606,1240108.5061283575,5.3451169249426735,3.6375004596258513,4.581897952303509,101.72483131280063,183.2679652959451,175.53989621747033
11,55.503928049407996,0.004203917602536392,-47.225346546544905,6.0,12.0,1.0,264.22515983528257,314.2110089693938,315.3201426696343,2.6987910569322606,3.2093456259990427,3.2206742977766183,2.2018763319606887,2.6184250747449487,2.6276678555802864,5109425.545716081,17521715.639065675,3152247.1313400227,9.584617801787145,12.946459475982797,14.09683229715311,159.16083266124326,216.06972249561784,241.8716294441714
12,55.505853357446796,0.005511499885400005,-47.22463925108925,38.0,6.0,11.0,244.66452061445634,276.268539430013,314.2110089693938,2.498999037769688,2.821801920718892,3.2093456259990427,2.0388710051204693,2.3022378285834417,2.6184250747449487,28546089.554223787,5109425.545716081,20154052.506052356,18.76647998677833,9.584617801787145,18.397981514918524,244.95105619986063,159.16083266124326,203.6246315124741
13,55.4717092827536,-0.01767487392094384,-47.22987274455534,18.0,14.0,21.0,210.50495899048371,334.2630760551724,638.1603784236315,2.150093886280805,3.414157080585128,6.51815869182124,1.7542079915873647,2.785525633793103,5.318003153530262,1136354.9587556582,1287785.160249119,811198.8324916085,4.235686304652634,3.9946710532935197,2.839846839063833,149.6023717106898,160.3826334865681,113.41454147299572
14,55.470272878458395,-0.0186507146258512,-47.22862821621048,13.0,21.0,24.0,334.2630760551724,394.1347177693431,440.63674885359717,3.414157080585128,4.025684958258797,4.500655872071876,2.785525633793103,3.2844559814111935,3.6719729071133114,710413.1714085968,811198.8324916085,628971.5407499489,4.259109112992427,2.839846839063833,2.9314553593334383,119.3291067613178,113.41454147299572,117.97062050139111
