cloudnum,x,corr_x,y,nn_index,nn2_index,nn3_index,min_dist,min_dist2nd,min_dist3rd,mean_cloud_sep_nn,mean_cloud_sep_nn2,mean_cloud_sep_nn3,beam_sep_nn,beam_sep_nn2,beam_sep_nn3,MLUM_MSUN_nn,MLUM_MSUN_nn2,MLUM_MSUN_nn3,SIGV_KMS_nn,SIGV_KMS_nn2,SIGV_KMS_nn3,RAD_NODC_nn,RAD_NODC_nn2,RAD_NODC_nn3
1,55.50350301781247,0.0038420350064729283,-47.225568975809686,12.0,2.0,5.0,79.9656389947112,329.5781320164229,333.4725617026984,1.1815250635629468,4.869651868916048,4.9271936623721375,0.8885070999412359,3.6619792446269215,3.7052506855855376,18998010.358779658,1781820.0785304105,4890315.450409264,16.472255085846403,14.294614483893797,9.495326486930315,195.99096282573578,170.2239590622011,155.03584564308778
2,55.50120752411007,0.002283135124552121,-47.22553252876236,24.0,3.0,1.0,63.50946513071538,272.54320860105895,329.5781320164229,0.938378355613217,4.026937518592368,4.869651868916048,0.7056607236746155,3.0282578733450998,3.6619792446269215,7824428.932586077,2575007.870860667,2003852.0908016018,18.38854731248933,7.057695643593409,12.720404241440358,192.07478895161887,229.94119900561998,164.00216922522287
3,55.49935407593178,0.001024426611790549,-47.2258125392076,31.0,24.0,2.0,124.42208586130491,231.19606901762972,272.54320860105895,1.8383872717585052,3.4160165988247164,4.026937518592368,1.3824676206811661,2.568845211306998,3.0282578733450998,920412.8759244403,7824428.932586077,1781820.0785304105,17.37644266126526,18.38854731248933,14.294614483893797,166.52813086552365,192.07478895161887,170.2239590622011
4,55.48617686793617,-0.007922481813355172,-47.23834876617834,10.0,9.0,7.0,998.314484920502,1178.617061409055,1371.8378574885705,14.750505343045145,17.414549747921214,20.26946613750489,11.092383165783358,13.095745126767278,15.242642860984118,1452395.0368825705,186503.93241913876,1734603.0676862248,3.2640857785620216,,1.8556380923876317,116.92898314101569,78.63647918932836,154.9719850278099
5,55.50407411503375,0.004229997041057129,-47.2240396670379,13.0,12.0,14.0,235.83321762757285,268.62263469109865,277.67377245076017,3.4845323685352065,3.9690094335247914,4.1027437005330025,2.62036908475081,2.9846959410122085,3.0852641383417803,11715059.417010065,18998010.358779658,4221577.244142735,12.094639862692045,16.472255085846403,11.005318444425571,161.20320995438922,195.99096282573578,189.5156648598634
6,55.50342004366053,0.0037858930330277843,-47.222671539871406,40.0,58.0,70.0,219.0607374818847,254.1110977096633,269.29602447915767,3.2367121057401675,3.7545955318798536,3.9789590434090014,2.4340081942431637,2.8234566412184816,2.9921780497684187,4651733.426763985,2912303.742781978,1976566.8954576503,9.120681315147223,10.400995708975051,12.314850889353263,149.93360575016078,145.5554829076903,110.69180514263108
7,55.49567972528139,-0.00147049666346316,-47.23905522585265,9.0,4.0,8.0,199.8348195838243,1371.8378574885705,1767.98293589921,2.95264129542545,20.26946613750489,26.122671899797826,2.2203868842647148,15.242642860984118,19.64425484332456,186503.93241913876,1160269.5000563508,1180720.611281569,,3.867724987355003,4.766312872254919,78.63647918932836,84.40893199803223,172.65363668172853
8,55.506189197061545,0.0056643478330943966,-47.24342148262239,11.0,7.0,9.0,1578.81911685224,1767.98293589921,1927.6054033542086,23.32769900727753,26.122671899797826,28.481159224813947,17.54243463169156,19.64425484332456,21.41783781504677,590002.525343131,1734603.0676862248,186503.93241913876,5.396283617244518,1.8556380923876317,,125.23732381862882,154.9719850278099,78.63647918932836
9,55.49429883250557,-0.002408035837239776,-47.239177462043095,7.0,4.0,8.0,199.8348195838243,1178.617061409055,1927.6054033542086,2.95264129542545,17.414549747921214,28.481159224813947,2.2203868842647148,13.095745126767278,21.41783781504677,1734603.0676862248,1160269.5000563508,1180720.611281569,1.8556380923876317,3.867724987355003,4.766312872254919,154.9719850278099,84.40893199803223,172.65363668172853
10,55.48063656557395,-0.011684700144474477,-47.23549301559316,4.0,15.0,16.0,998.314484920502,1540.8216980904715,1739.7185346229542,14.750505343045145,22.766271584422878,25.70505379614325,11.092383165783358,17.12024108989413,19.330205940255052,1160269.5000563508,1118264.6832400435,895046.0237951626,3.867724987355003,4.300114600073681,4.2363937143827055,84.40893199803223,139.07413529154667,85.01789053373126
11,55.515015476559924,0.011657358138856912,-47.238962533334295,8.0,42.0,43.0,1578.81911685224,2243.5582186378992,2598.893375614481,23.32769900727753,33.149491459183324,38.399713919866365,17.54243463169156,24.928424651532215,28.876593062383122,1180720.611281569,1422689.1572549809,1673010.0390085345,4.766312872254919,3.7606713029089747,3.9742654701326665,172.65363668172853,154.24078204757723,132.57406437734628
12,55.50390240521156,0.004113284966683322,-47.22530522519521,1.0,5.0,13.0,79.9656389947112,268.62263469109865,291.18874618111414,1.1815250635629468,3.9690094335247914,4.302432972032029,0.8885070999412359,2.9846959410122085,3.2354305131234904,2003852.0908016018,4890315.450409264,11715059.417010065,12.720404241440358,9.495326486930315,12.094639862692045,164.00216922522287,155.03584564308778,161.20320995438922
13,55.50556199097493,0.0052404164850412705,-47.22451300167649,35.0,32.0,5.0,218.22121173583557,223.31369177121,235.83321762757285,3.2243077690408883,3.2995512470288118,3.4845323685352065,2.4246801303981735,2.481263241902333,2.62036908475081,11010764.300857155,11851080.555387037,4890315.450409264,12.146088358449402,17.2269607936469,9.495326486930315,144.36678874681658,158.53398485676072,155.03584564308778
