cloudnum,x,corr_x,y,nn_index,nn2_index,nn3_index,min_dist,min_dist2nd,min_dist3rd,mean_cloud_sep_nn,mean_cloud_sep_nn2,mean_cloud_sep_nn3,beam_sep_nn,beam_sep_nn2,beam_sep_nn3,MLUM_MSUN_nn,MLUM_MSUN_nn2,MLUM_MSUN_nn3,SIGV_KMS_nn,SIGV_KMS_nn2,SIGV_KMS_nn3,RAD_PC_nn,RAD_PC_nn2,RAD_PC_nn3,RAD_NODC_NOEX_nn,RAD_NODC_NOEX_nn2,RAD_NODC_NOEX_nn3,RAD_NODC_nn,RAD_NODC_nn2,RAD_NODC_nn3
1,139.4737978174067,0.004315779717132212,-22.34014190839956,3.0,4.0,12.0,99.8165321238288,451.14290568534517,494.02279497246604,3.41215042498438,15.421968932493613,16.887784557833335,1.6636088687304855,7.519048428089111,8.233713249541125,727212.8748266975,1859057.068919144,449467.44923909666,2.392031252541957,3.5935110903576977,1.8337265280762027,,21.68253431953056,19.58542517310635,39.947526667994005,53.522899302705795,45.52522581853108,45.870792790324465,60.248100752889684,58.186210389374196
2,139.47113196058277,0.0018500829153678907,-22.33482700174569,3.0,1.0,5.0,1216.716266905765,1265.964691435195,1622.3167286876214,41.592498145072454,43.27601718858557,55.45763409595801,20.27860444842948,21.09941152391998,27.038612144793767,727212.8748266975,364277.3520890866,869062.8729293313,2.392031252541957,1.3261166027736773,2.656510976563668,,14.480533947732848,,39.947526667994005,42.45028936135482,62.747447714449024,45.870792790324465,54.639333855691746,68.47015247753275
3,139.4733017400252,0.0038569375798255673,-22.340088326486,1.0,12.0,6.0,99.8165321238288,483.6811408851908,490.82796424228434,3.41215042498438,16.534263165754098,16.778571757089875,1.6636088687304855,8.06135234808654,8.180466070704764,364277.3520890866,449467.44923909666,122704.7791843581,1.3261166027736773,1.8337265280762027,,14.480533947732848,19.58542517310635,,42.45028936135482,45.52522581853108,27.787721476693765,54.639333855691746,58.186210389374196,36.40330523900879
4,139.47449384514582,0.004959495491473567,-22.34212813228785,14.0,19.0,12.0,87.3699510280863,291.5618798820988,297.71143911048574,2.9866737421964613,9.966815828812496,10.177033722463381,1.4561658504681094,4.859364664701661,4.9618573185081125,576782.3769197145,492169.95039698714,449467.44923909666,4.805668328279728,1.3112158011026336,1.8337265280762027,39.165325655865104,22.140320410459324,19.58542517310635,75.31393404737354,59.41348381650365,45.52522581853108,82.38261141042828,71.17938035235211,58.186210389374196
5,139.47126428471168,0.0019723737451602173,-22.342334236846064,8.0,6.0,12.0,86.97476197020201,315.0891430749692,350.3996881402707,2.973164511980607,10.771077000726194,11.978140487980287,1.449579366170038,5.251485717916169,5.839994802337864,697781.3589432423,122704.7791843581,449467.44923909666,2.7069089010904497,,1.8337265280762027,,,19.58542517310635,66.29726793861705,27.787721476693765,45.52522581853108,74.77636804877805,36.40330523900879,58.186210389374196
6,139.4728408241687,0.00343056132201693,-22.34231954949287,12.0,18.0,19.0,35.33615916742725,245.03450059384014,259.057794492588,1.2079390853899326,8.376313598030814,8.85568898022635,0.5889359861237894,4.083908343230681,4.317629908209813,449467.44923909666,948839.4994569507,492169.95039698714,1.8337265280762027,0.5891733200034573,1.3112158011026336,19.58542517310635,35.50000496842515,22.140320410459324,45.52522581853108,64.83056913839364,59.41348381650365,58.186210389374196,76.28053405358519,71.17938035235211
7,139.46705548979966,-0.0019204257709094547,-22.345045989824047,22.0,9.0,10.0,54.41596698070664,184.36849125663096,185.53298198624958,1.8601674583205488,6.302493308569487,6.342300517389655,0.90693278301178,3.072808187610525,3.0922163664375018,500241.22123558284,1057542.1917576306,365523.4509938264,4.718377627926024,2.9574970684650235,4.34260228538179,,23.709078527364174,,38.442945014994,59.164564854563466,56.046390521764756,45.7097432697974,75.09422008883016,72.53866956408432
8,139.47083148016998,0.0015720597561424768,-22.34237638962925,5.0,6.0,12.0,86.97476197020201,401.7574752416464,437.0873618909514,2.973164511980607,13.733766448485696,14.94149111272794,1.449579366170038,6.695957920694124,7.284789364849211,869062.8729293313,122704.7791843581,449467.44923909666,2.656510976563668,,1.8337265280762027,,,19.58542517310635,62.747447714449024,27.787721476693765,45.52522581853108,68.47015247753275,36.40330523900879,58.186210389374196
9,139.46783946351158,-0.001195323636755574,-22.344596207661233,10.0,7.0,22.0,78.80567894055024,184.36849125663096,211.00088550505689,2.693910769757031,6.302493308569487,7.212900967697369,1.313427982342508,3.072808187610525,3.5166814250842924,365523.4509938264,530754.7586794348,500241.22123558284,4.34260228538179,4.03785565984682,4.718377627926024,,,,56.046390521764756,42.883863766436896,38.442945014994,72.53866956408432,54.00294807775686,45.7097432697974
10,139.46756911036206,-0.0014453798265920323,-22.34433070336556,9.0,7.0,22.0,78.80567894055024,185.53298198624958,228.23899091092963,2.693910769757031,6.342300517389655,7.802172177937425,1.313427982342508,3.0922163664375018,3.803983181848839,1057542.1917576306,530754.7586794348,500241.22123558284,2.9574970684650235,4.03785565984682,4.718377627926024,23.709078527364174,,,59.164564854563466,42.883863766436896,38.442945014994,75.09422008883016,54.00294807775686,45.7097432697974
