cloudnum,x,corr_x,y,nn_index,nn2_index,nn3_index,min_dist,min_dist2nd,min_dist3rd,mean_cloud_sep_nn,mean_cloud_sep_nn2,mean_cloud_sep_nn3,beam_sep_nn,beam_sep_nn2,beam_sep_nn3,MLUM_MSUN_nn,MLUM_MSUN_nn2,MLUM_MSUN_nn3,SIGV_KMS_nn,SIGV_KMS_nn2,SIGV_KMS_nn3,RAD_NODC_nn,RAD_NODC_nn2,RAD_NODC_nn3,RAD_PC_nn,RAD_PC_nn2,RAD_PC_nn3
233,169.5807528397118,0.009051258602964579,-32.808545926752466,229.0,228.0,240.0,170.9382201764409,191.48063576102984,223.2590460891988,5.2540057090487595,5.885403231777603,6.862153481758883,2.713305082165729,3.0393751708099965,3.5437943823682336,273464.77947738976,389757.2260918355,510096.1956068915,,1.2207326448793088,3.2767117369447574,54.15239090572266,51.09858845960917,39.231012078041225,6.571554027718159,,
234,169.5451045604294,-0.020909183547266137,-32.8146243637396,218.0,207.0,154.0,636.3786585477195,948.162500517264,1172.0860663570465,19.559915282113856,29.142992045205787,36.025570394848145,10.1012485483765,15.050198420908954,18.60454073582613,1193015.5446834215,2395171.644617914,719058.3313801016,2.7207413104429645,2.1070019885012177,2.872862657365693,59.902071726691716,111.93928637253863,46.01407737658185,,53.25225070764764,
235,169.58012791506985,0.008525819165831325,-32.81062186028286,270.0,233.0,283.0,159.29650989437113,263.8636198693642,292.26047997125016,4.89618279371741,8.110187199638222,8.983001160965117,2.5285160300693827,4.188311426497844,4.6390552376388925,2677576.91078494,2025453.3573567625,904168.47536055,6.410479811802925,3.1691692784025847,4.106630586270774,83.07354250874745,98.63186395111921,60.494235745468764,40.238858255206935,51.48167916377353,
236,169.57433279744973,0.0036550196090148297,-32.81546670353241,273.0,249.0,279.0,89.97565580929579,92.39404141835028,109.62239578592795,2.765517324384775,2.839849511671728,3.3693851071127967,1.4281850128459654,1.4665720860055602,1.7400380283480628,1391432.751532828,559761.2304989557,1364060.6673851295,4.8764881165388765,4.895827137718429,5.850689742001121,59.06606272691446,58.10165235448253,56.26894189601011,,15.713212408013556,13.59562746312906
237,169.56628480344494,-0.003108741122090972,-32.813669946501435,251.0,268.0,210.0,114.65528587092828,125.98518868943924,135.73974831276485,3.5240774469084992,3.872316559436877,4.1721354758694265,1.819925172554417,1.9997648998323687,2.154599179567696,1410963.5476361515,1024472.2040169672,1056194.9375053314,4.145970438701172,5.50939469244391,6.590288667808845,64.50456266903466,68.0013932862511,62.99063362440238,14.820588708737054,25.3553686491504,21.644253092518763
238,169.56925240367838,-0.0006146634639292928,-32.81303735179599,232.0,199.0,261.0,40.16258182299502,53.52980351929058,68.50083125818772,1.2344485274875718,1.6453072519668897,2.1054610147082067,0.6375012987776988,0.8496794209411204,1.0873147818759956,858259.4412209915,1382346.8514342406,201711.08855624546,5.26305490285449,2.55185831319398,4.2101548244528715,68.22982725923595,79.7593037820063,46.315276374610654,23.09803511929052,35.63207217491562,
239,169.57689368193027,0.005807571223133882,-32.810383499893945,257.0,247.0,188.0,90.58334389903929,99.59466157834787,255.71343627666215,2.7841953981914283,3.061169819033469,7.8596808407814835,1.4378308555403068,1.58086764410076,4.058943432962892,107714.92663247313,533669.3922832946,431864.4187618129,0.5626031269223631,3.6975413857077184,5.841746102498371,61.635084672673415,52.817910009585766,68.20105099784247,19.08111204252424,,25.99574081136745
240,169.57983907403926,0.00828340448254187,-32.806904807492785,229.0,217.0,228.0,56.49825480532186,168.10848101599638,172.32724408465583,1.7365464142077451,5.167030042116296,5.296699142595884,0.8967976953225688,2.6683885875554982,2.7353530807088227,273464.77947738976,697096.4804520702,389757.2260918355,,5.494480555580223,1.2207326448793088,54.15239090572266,52.65686464995255,51.09858845960917,6.571554027718159,,
241,169.56112316882962,-0.007446784864236987,-32.81351127103739,223.0,209.0,243.0,85.09851419180289,130.18257443753814,173.69137524115814,2.6156121137437744,4.001328600517149,5.338627465452858,1.3507700665365538,2.066390070437113,2.75700595620886,1866169.0037170919,1314119.976443705,2077954.0460050157,5.7078834849853335,3.71684203877132,4.839445173954837,72.44355026671587,65.62591736301245,74.86835706159994,27.111541581482786,,29.374172582798337
242,169.56136042661154,-0.007247180023626497,-32.81601470005016,272.0,259.0,243.0,136.35429186430022,153.89880451110685,159.80298987477747,4.19102426109776,4.730277387248564,4.911750106316237,2.164353839115877,2.4428381668429657,2.5365553948377366,1656101.3438569596,1758776.5146310462,2077954.0460050157,5.413457536385309,4.337771237072735,4.839445173954837,93.81224640398159,80.49320559056399,74.86835706159994,48.4829475600527,38.03960863110443,29.374172582798337
243,169.56184532847504,-0.00683975592447939,-32.81478347021581,259.0,231.0,242.0,90.76569493139348,152.229010161842,159.80298987477747,2.789800191338629,4.678954113641764,4.911750106316237,1.4407253163713252,2.416333494632413,2.5365553948377366,1758776.5146310462,1534734.069573487,1551407.9463463647,4.337771237072735,6.071912622031938,4.388508404706837,80.49320559056399,103.72513411355429,88.21296999340919,38.03960863110443,52.911581719755134,43.988250110351075
244,169.56799913920588,-0.0016679372694014894,-32.81431312793144,268.0,275.0,317.0,90.29842999702562,102.58487797506172,133.54712078158894,2.7754382035381653,3.1530779599010264,4.104742253015436,1.4333084126512003,1.628331396429551,2.119795567961729,1024472.2040169672,266051.6157970783,913605.4935845586,5.50939469244391,4.083384583188708,5.3265167506574835,68.0013932862511,50.31866889559286,56.052440170563,25.3553686491504,,7.263420376438732
245,169.57314691488673,0.0026584175717311426,-32.81420355701205,230.0,252.0,279.0,85.15206719451723,96.85618529580013,158.7546940636087,2.6172581340527925,2.976999233849248,4.879529388381023,1.351620114198686,1.537399766600002,2.51991577878744,1196242.20029855,1048083.890828632,1364060.6673851295,6.464991659659977,4.216812147175223,5.850689742001121,59.77663777448487,77.41969221245307,56.26894189601011,,30.707619032603112,13.59562746312906
246,169.58251256170448,0.010529721054926435,-32.81326268836347,260.0,250.0,276.0,126.67791902621435,155.09726349262303,215.5379096297096,3.893608515913849,4.7671135630578565,6.624834437506359,2.01076061946372,2.4618613252797306,3.4212366607890417,1382638.8771654777,2738470.2785356655,282258.8631254398,2.9805990395492388,4.814551737824955,,65.39285445080631,90.84379430445284,50.66190932746547,23.744014118378697,46.08810923048893,
247,169.57708383469588,0.005967335414672351,-32.81117581825241,239.0,255.0,257.0,99.59466157834787,160.74743045108474,179.80167054237174,3.061169819033469,4.940778700241305,5.526435238128934,1.58086764410076,2.551546515096584,2.8539947705138373,410174.8428405211,2137697.8271639957,107714.92663247313,1.9509968168316565,6.097615301004031,0.5626031269223631,50.21975153909774,87.06769050930004,61.635084672673415,,41.54713331324438,19.08111204252424
248,169.55648548057542,-0.011343855667353896,-32.81838703787462,263.0,242.0,218.0,522.2527016157338,583.3244028302178,638.0935425484249,16.052107439886502,17.929224602514132,19.612624444059986,8.289725422471966,9.25911750524155,10.128468929340078,849156.0052749306,1551407.9463463647,1193015.5446834215,2.095337199033368,4.388508404706837,2.7207413104429645,80.26084785841407,88.21296999340919,59.902071726691716,37.47198908158157,43.988250110351075,
249,169.57460663845185,0.003885192361069871,-32.814753076761214,273.0,236.0,230.0,82.83333120219129,92.39404141835028,93.18499724496029,2.545988805701986,2.839849511671728,2.8641605547159616,1.3148147809871635,1.4665720860055602,1.4791269403961949,1391432.751532828,1136196.302573119,1196242.20029855,4.8764881165388765,7.511264563329271,6.464991659659977,59.06606272691446,66.86675191156087,59.77663777448487,,16.972876510366135,
250,169.58107300159506,0.00931989187526453,-32.81291535874523,270.0,246.0,283.0,140.56567869494222,155.09726349262303,171.10798443373199,4.320466643429613,4.7671135630578565,5.259223631500972,2.2312012491260664,2.4618613252797306,2.7159997529163804,2677576.91078494,903950.8843311792,904168.47536055,6.410479811802925,6.546596461415738,4.106630586270774,83.07354250874745,80.65629817083459,60.494235745468764,40.238858255206935,19.11229138904713,
251,169.56629616522397,-0.0030991598068150703,-32.814600387826616,274.0,268.0,237.0,88.6527758988681,90.09673666253981,114.65528587092828,2.72485691154908,2.769238899896348,3.5240774469084992,1.4071869190296526,1.4301069311514256,1.819925172554417,674177.9230503072,1024472.2040169672,1896283.52161867,3.303256412354333,5.50939469244391,6.225535650852586,64.47799854696689,68.0013932862511,72.12098075844214,,25.3553686491504,31.2564884092088
252,169.57224202556176,0.0018979151202636645,-32.814402294897555,245.0,295.0,230.0,96.85618529580013,108.98036909289756,156.46609833791186,2.976999233849248,3.3496515922378816,4.809186459829969,1.537399766600002,1.7298471284586914,2.483588862506537,945400.5452317535,874328.5034510858,1196242.20029855,7.64110821153811,5.008467911370057,6.464991659659977,63.673076265901265,63.01663456585082,59.77663777448487,,22.261080866924214,
253,169.57514667415697,0.004339091621258901,-32.813962137780024,293.0,249.0,307.0,89.44214967395229,112.36774311405762,130.6785667593438,2.7491193282080624,3.4537668827064976,4.016573561461058,1.4197166614913064,1.7836149700644066,2.0742629644340287,1144192.6399165485,559761.2304989557,1363988.755233435,6.746040345498557,4.895827137718429,5.696530056891213,63.93592032320515,58.10165235448253,65.57764189771301,,15.713212408013556,23.03800464387089
254,169.5758007199791,0.004888844226224208,-32.81269190419938,293.0,253.0,281.0,163.38172958426702,170.5486265776722,189.79179466692176,5.021747266959712,5.242031049490314,5.833494532008992,2.5933607870518576,2.707121056788448,3.0125681693162183,1144192.6399165485,2225647.006045256,420071.26675027463,6.746040345498557,5.5455907607332575,5.9744865187513705,63.93592032320515,69.42796489201852,51.51429602072267,,26.56653094801092,
255,169.57787615426088,0.0066331653111556255,-32.81229766093767,282.0,247.0,283.0,157.99818628511838,160.74743045108474,177.27663707408638,4.8562771503325335,4.940778700241305,5.4488250919356656,2.5079077188114027,2.551546515096584,2.813914874191847,525409.0492624248,533669.3922832946,904168.47536055,8.740268666087458,3.6975413857077184,4.106630586270774,86.34289928637995,52.817910009585766,60.494235745468764,33.34837283294601,,
256,169.58626830090756,0.013686413190161626,-32.81187180243203,296.0,271.0,277.0,113.13563017372469,218.7170100398585,239.86680243592843,3.477368877574767,6.722548171084028,7.372614200082393,1.7958036535511857,3.4716985720612463,3.8074095624750535,1663637.6985395532,1595351.829416921,4064226.75752664,7.039253468472662,1.9509236724319663,7.737414858511562,63.57036670028878,63.9309392644106,79.81543021854104,23.23529953564636,23.17355798451008,35.876216465251034
257,169.57622881282734,0.00524879795311385,-32.80990580347493,239.0,247.0,188.0,90.58334389903929,179.80167054237174,230.66739054984174,2.7841953981914283,5.526435238128934,7.089858462252077,1.4378308555403068,2.8539947705138373,3.6613871515847896,410174.8428405211,533669.3922832946,431864.4187618129,1.9509968168316565,3.6975413857077184,5.841746102498371,50.21975153909774,52.817910009585766,68.20105099784247,,,25.99574081136745
258,169.5653916792482,-0.0038592694662513047,-32.815663253924406,285.0,292.0,274.0,9.577901584483888,65.46210016812496,80.92177381487117,0.2943891047516653,2.0120617124399702,2.487234634658274,0.1520301838806966,1.0390809550496023,1.2844726002360505,489700.6274502214,572114.5193983918,674177.9230503072,2.9173405238034764,5.1551796373963175,3.303256412354333,50.31133286599307,58.43706289330963,64.47799854696689,,,
259,169.5625296523502,-0.00626459935048657,-32.81524368142692,243.0,272.0,242.0,90.76569493139348,142.58067409918525,153.89880451110685,2.789800191338629,4.382400114754357,4.730277387248564,1.4407253163713252,2.2631853031616704,2.4428381668429657,2077954.0460050157,1656101.3438569596,1551407.9463463647,4.839445173954837,5.413457536385309,4.388508404706837,74.86835706159994,93.81224640398159,88.21296999340919,29.374172582798337,48.4829475600527,43.988250110351075
260,169.5824971743284,0.010516667205649154,-32.81429066641574,276.0,246.0,250.0,115.43132706718752,126.67791902621435,224.6444753205796,3.5479300696361404,3.893608515913849,6.9047364282973716,1.8322432867807543,2.01076061946372,3.5657853225488827,282258.8631254398,903950.8843311792,2738470.2785356655,,6.546596461415738,4.814551737824955,50.66190932746547,80.65629817083459,90.84379430445284,,19.11229138904713,46.08810923048893
261,169.56988346374234,-8.429309130808215e-05,-32.81320395436985,215.0,232.0,238.0,60.83641816329314,65.69882972153242,68.50083125818772,1.869885435908339,2.0193378992624345,2.1054610147082067,0.9656574311633832,1.042838567008451,1.0873147818759956,186417.36112851228,858259.4412209915,526119.4297240245,9.32796590262441,5.26305490285449,4.1960037582539504,80.01215488587047,68.22982725923595,51.890117520339665,37.1797828589886,23.09803511929052,
262,169.55506404735866,-0.01253720874472206,-32.82695295001598,326.0,345.0,351.0,612.0674742895683,744.6402472365265,809.7071875222276,18.81267981450328,22.88747423560339,24.887390201608767,9.715356734755053,11.81968646407185,12.85249504003536,1629198.1071724426,404572.95776185975,197555.66716042525,4.4701133454894295,,4.633034435116557,76.70914043857573,60.67111541336658,46.510166895358736,34.62821743295727,,
263,169.56152337342368,-0.0071100315006142655,-32.8185832357145,264.0,272.0,242.0,182.62238950137933,291.0557198010783,316.94644950181214,5.6131336575868565,8.94597131003076,9.741756135207275,2.8987680873234813,4.619932060334576,5.030896023838287,1743832.4934962168,1656101.3438569596,1551407.9463463647,5.9955044278526,5.413457536385309,4.388508404706837,81.19534644466547,93.81224640398159,88.21296999340919,35.68677824985649,48.4829475600527,43.988250110351075
264,169.56275829328703,-0.006072288452416215,-32.81752509885222,272.0,284.0,263.0,139.72591458957723,167.75202382047743,182.62238950137933,4.294655415260235,5.156073872464155,5.6131336575868565,2.2178716601520194,2.6627305368329752,2.8987680873234813,1656101.3438569596,490187.20954550616,849156.0052749306,5.413457536385309,5.71554871434221,2.095337199033368,93.81224640398159,82.52637105874429,80.26084785841407,48.4829475600527,39.75544540511579,37.47198908158157
265,169.5653674719004,-0.0038795633678284014,-32.816817535613346,298.0,278.0,285.0,78.27137714065249,137.60953713582433,140.78553003692076,2.405771289344304,4.229605836453093,4.327224056749497,1.2424028117563888,2.1842783672353066,2.234690952966996,801386.8912411445,502841.4268711289,489700.6274502214,4.016363328477069,4.908582261040907,2.9173405238034764,69.45104530714876,50.8260032536167,50.31133286599307,23.903403703649346,,
266,169.57510298159798,0.004302249217542692,-32.81647486644915,236.0,286.0,273.0,147.62271919077244,149.3491970327546,152.31170811430667,4.537373845433994,4.590439358980102,4.68149594140812,2.343217764932896,2.370622175123089,2.4176461605445505,1136196.302573119,1560521.0049526412,1391432.751532828,7.511264563329271,6.392633194718151,4.8764881165388765,66.86675191156087,64.12773837270443,59.06606272691446,16.972876510366135,21.484644963468305,
267,169.57260288554727,0.0022011614953480626,-32.81566699390892,279.0,309.0,291.0,72.98522967208943,90.88180347659271,153.98041589826937,2.243294758641946,2.7933689365772083,4.732785818035034,1.1584957090807846,1.442568309152265,2.4441335856868154,1364060.6673851295,933912.8665970193,2215830.842468176,5.850689742001121,4.156036145305005,5.776609748567019,56.26894189601011,74.56366798608569,88.2968812679058,13.59562746312906,31.049333376632024,41.790566349648095
268,169.5671336624998,-0.0023953085366895197,-32.814402336797016,251.0,244.0,300.0,90.09673666253981,90.29842999702562,118.62855340541044,2.769238899896348,2.7754382035381653,3.646200926889745,1.4301069311514256,1.4333084126512003,1.882992911196991,1410963.5476361515,388722.8915472721,607694.8077827743,4.145970438701172,6.293231960215219,8.949276946780987,64.50456266903466,61.51606523858434,63.56020369307185,14.820588708737054,,23.131624731416306
269,169.57069412198126,0.0005970138939700871,-32.813804989084524,287.0,215.0,208.0,26.51465069315001,51.115093324606704,83.22475270674232,0.8149618380924479,1.5710880332604351,2.558019648291974,0.4208674713198416,0.8113506876921699,1.3210278207419417,669945.4829890105,186417.36112851228,3643032.880573697,6.337061493984401,9.32796590262441,6.836610096539806,57.18521148725631,80.01215488587047,80.96988354841717,,37.1797828589886,37.967373750090324
270,169.58072964335685,0.009031430512415698,-32.81181166446507,250.0,235.0,283.0,140.56567869494222,159.29650989437113,192.2521645971608,4.320466643429613,4.89618279371741,5.909117161322112,2.2312012491260664,2.5285160300693827,3.0516216602723936,2738470.2785356655,3995255.735447172,904168.47536055,4.814551737824955,4.98813361300556,4.106630586270774,90.84379430445284,85.61820233233225,60.494235745468764,46.08810923048893,41.80289967195626,
271,169.5850881205661,0.012694735792249544,-32.81039965028107,256.0,296.0,246.0,218.7170100398585,326.0394256819776,442.2950436852417,6.722548171084028,10.021240434935688,13.594506145013113,3.4716985720612463,5.17522897907901,7.020556248972089,454525.6178138486,1663637.6985395532,903950.8843311792,1.8237780960369625,7.039253468472662,6.546596461415738,63.07161994531799,63.57036670028878,80.65629817083459,,23.23529953564636,19.11229138904713
272,169.56259494193202,-0.006209647742279285,-32.81639949639419,242.0,264.0,259.0,136.35429186430022,139.72591458957723,142.58067409918525,4.19102426109776,4.294655415260235,4.382400114754357,2.164353839115877,2.2178716601520194,2.2631853031616704,1551407.9463463647,1743832.4934962168,1758776.5146310462,4.388508404706837,5.9955044278526,4.337771237072735,88.21296999340919,81.19534644466547,80.49320559056399,43.988250110351075,35.68677824985649,38.03960863110443
273,169.57515856955655,0.004349026397984778,-32.81523965863751,249.0,286.0,236.0,82.83333120219129,88.49457897673523,89.97565580929579,2.545988805701986,2.7199945259972584,2.765517324384775,1.3148147809871635,1.4046758567735749,1.4281850128459654,559761.2304989557,1560521.0049526412,1136196.302573119,4.895827137718429,6.392633194718151,7.511264563329271,58.10165235448253,64.12773837270443,66.86675191156087,15.713212408013556,21.484644963468305,16.972876510366135
274,169.5656123455129,-0.0036738435077751375,-32.81503325035144,258.0,285.0,251.0,80.92177381487117,85.571265690745,88.6527758988681,2.487234634658274,2.6301427381520512,2.72485691154908,1.2844726002360505,1.3582740585832538,1.4071869190296526,58766.87654195487,489700.6274502214,1410963.5476361515,,2.9173405238034764,4.145970438701172,50.790520492429785,50.31133286599307,64.50456266903466,,,14.820588708737054
275,169.5684976541803,-0.0012489595927877859,-32.81503255015843,317.0,358.0,244.0,65.5407196970151,94.54163137085678,102.58487797506172,2.0144781846204176,2.905858446709885,3.1530779599010264,1.0403288840796048,1.500660815410425,1.628331396429551,913605.4935845586,544630.7751521919,388722.8915472721,5.3265167506574835,3.5185440028405965,6.293231960215219,56.052440170563,58.86791808852727,61.51606523858434,7.263420376438732,15.453408621856607,
276,169.58158438277266,0.009749469477892543,-32.814828235606015,260.0,246.0,330.0,115.43132706718752,215.5379096297096,235.0930528473946,3.5479300696361404,6.624834437506359,7.225886876223298,1.8322432867807543,3.4212366607890417,3.7316357594824536,1382638.8771654777,903950.8843311792,360550.3098784359,2.9805990395492388,6.546596461415738,1.5209599280832389,65.39285445080631,80.65629817083459,59.41442288894627,23.744014118378697,19.11229138904713,
277,169.58708643542826,0.014373723300268863,-32.81369308073024,280.0,301.0,296.0,104.79832427067109,121.36450068313052,129.56448950770314,3.221111074214493,3.730293779862944,3.982330966479085,1.6634654646138265,1.9264206457639763,2.056579198534971,1647997.0046155206,988937.1551876159,1663637.6985395532,5.379728733082928,5.140230694974269,7.039253468472662,74.83885050152368,52.94591597826395,63.57036670028878,32.66017865507102,,23.23529953564636
278,169.56638426774745,-0.0030250649277346183,-32.816098492270626,292.0,308.0,300.0,58.96877888499228,83.62654952409149,111.98141180646843,1.812481144343188,2.570369389444369,3.4418924938567548,0.9360123632538456,1.3274055480014522,1.7774827270868003,572114.5193983918,790138.943270312,607694.8077827743,5.1551796373963175,3.7791202644789736,8.949276946780987,58.43706289330963,64.04609968001427,63.56020369307185,,18.832727971366012,23.131624731416306
279,169.573274514033,0.002765616052079469,-32.81548747118591,267.0,230.0,236.0,72.98522967208943,105.98629134083357,109.62239578592795,2.243294758641946,3.2576247676550416,3.3693851071127967,1.1584957090807846,1.682322084775136,1.7400380283480628,1209203.0328414713,1196242.20029855,1136196.302573119,6.760040017383263,6.464991659659977,7.511264563329271,63.032989598582425,59.77663777448487,66.86675191156087,19.58833993421082,,16.972876510366135
280,169.58731661811376,0.014567041594081231,-32.814521314680235,301.0,277.0,296.0,61.855588416399144,104.79832427067109,232.18526234152526,1.901210942414634,3.221111074214493,7.136512200958832,0.9818347367682404,1.6634654646138265,3.685480354627384,988937.1551876159,4064226.75752664,1663637.6985395532,5.140230694974269,7.737414858511562,7.039253468472662,52.94591597826395,79.81543021854104,63.57036670028878,,35.876216465251034,23.23529953564636
281,169.57663429903172,0.005589336610284317,-32.81406366431735,293.0,307.0,282.0,65.16372686885303,91.40987358145887,119.00093390726612,2.002890825927964,2.8095998493764704,3.6576465198102093,1.0343448709341752,1.4509503743088712,1.888903712813748,1144192.6399165485,1363988.755233435,525409.0492624248,6.746040345498557,5.696530056891213,8.740268666087458,63.93592032320515,65.57764189771301,86.34289928637995,,23.03800464387089,33.34837283294601
282,169.57761547654508,0.006413987452712311,-32.81356103178698,281.0,255.0,293.0,119.00093390726612,157.99818628511838,175.2035764355447,3.6576465198102093,4.8562771503325335,5.385106911069739,1.888903712813748,2.5079077188114027,2.7810091497705507,420071.26675027463,2137697.8271639957,1144192.6399165485,5.9744865187513705,6.097615301004031,6.746040345498557,51.51429602072267,87.06769050930004,63.93592032320515,,41.54713331324438,
283,169.57942074180178,0.007931259030089571,-32.812917985628296,250.0,255.0,270.0,171.10798443373199,177.27663707408638,192.2521645971608,5.259223631500972,5.4488250919356656,5.909117161322112,2.7159997529163804,2.813914874191847,3.0516216602723936,2738470.2785356655,2137697.8271639957,2677576.91078494,4.814551737824955,6.097615301004031,6.410479811802925,90.84379430445284,87.06769050930004,83.07354250874745,46.08810923048893,41.54713331324438,40.238858255206935
284,169.5640096339059,-0.005020709565396643,-32.81666046515113,265.0,272.0,264.0,141.9380499002544,149.98888654511208,167.75202382047743,4.362648234768297,4.610101037605722,5.156073872464155,2.2529849190516567,2.380775976906541,2.6627305368329752,847700.6718826254,1656101.3438569596,1743832.4934962168,4.410136190565353,5.413457536385309,5.9955044278526,74.6478938279647,93.81224640398159,81.19534644466547,32.48618598833428,48.4829475600527,35.68677824985649
285,169.56530051576812,-0.0039358843587109634,-32.81567637265395,258.0,292.0,274.0,9.577901584483888,74.66897737592437,85.571265690745,0.2943891047516653,2.295046906519789,2.6301427381520512,0.1520301838806966,1.1852218631099107,1.3582740585832538,58766.87654195487,572114.5193983918,674177.9230503072,,5.1551796373963175,3.303256412354333,50.790520492429785,58.43706289330963,64.47799854696689,,,
286,169.57595609386505,0.005019269188508879,-32.81549765125678,273.0,307.0,266.0,88.49457897673523,104.88926396838345,149.3491970327546,2.7199945259972584,3.2239062226047523,4.590439358980102,1.4046758567735749,1.6649089518791025,2.370622175123089,1391432.751532828,1363988.755233435,2054728.7819687263,4.8764881165388765,5.696530056891213,6.074118356733358,59.06606272691446,65.57764189771301,72.2611511636506,,23.03800464387089,31.252824726673513
287,169.57075215369437,0.0006457843150816876,-32.814014570315706,269.0,215.0,295.0,26.51465069315001,74.39446422786749,78.2765799266498,0.8149618380924479,2.2866093923956154,2.4059312036531386,0.4208674713198416,1.1808645115534522,1.2424853956611082,864004.5219344419,186417.36112851228,874328.5034510858,5.380175147557117,9.32796590262441,5.008467911370057,60.21860798010592,80.01215488587047,63.01663456585082,,37.1797828589886,22.261080866924214
288,169.58541803469984,0.01297057502617563,-32.82028506206344,289.0,355.0,303.0,380.9951133497648,397.6335141261207,406.15170205376785,11.710374067269184,12.221776681489587,12.483594126157104,6.047541481742297,6.311643081366996,6.446852413551872,3526995.0179509814,304862.5002669498,1547976.0824681574,6.006523820664393,4.823231301064184,6.781552797432626,74.26181929457492,56.62131945343368,61.559457383791916,31.207544127544715,13.18231055177341,21.156205257675374
289,169.58652604569446,0.013902180854929596,-32.81733676083317,299.0,306.0,301.0,165.3753770608021,298.985589193675,333.92910240005364,5.083024582312206,9.189706029028713,10.26373978046844,2.6250059850920966,4.745803003074207,5.300461942857995,933116.826855195,221461.5420074063,988937.1551876159,1.0729283103852651,1.7051423770957164,5.140230694974269,65.16493854942037,77.25233690010135,52.94591597826395,24.61418426070441,,
290,169.59024240461918,0.01702502724547851,-32.81937978349667,312.0,303.0,302.0,79.71119348330585,106.92785813018536,199.26871730437043,2.450025893589476,3.2865650320476325,6.1247799191504635,1.2652570394175529,1.6972675893680218,3.1629955127677856,1464697.7214712843,1547976.0824681574,2030881.5519527562,6.478423200575259,6.781552797432626,4.871645976968781,59.3175202533454,61.559457383791916,80.31820538050884,,21.156205257675374,35.68189495661428
291,169.57337065495724,0.0028463747864759504,-32.81673717575677,267.0,279.0,266.0,153.98041589826937,154.31009905040813,182.28170807908748,4.732785818035034,4.742919053081745,5.602662376583461,2.4441335856868154,2.44936665159378,2.893360445699802,1209203.0328414713,1364060.6673851295,2054728.7819687263,6.760040017383263,5.850689742001121,6.074118356733358,63.032989598582425,56.26894189601011,72.2611511636506,19.58833993421082,13.59562746312906,31.252824726673513
292,169.5660185486981,-0.003332434227950033,-32.815731684880376,278.0,258.0,285.0,58.96877888499228,65.46210016812496,74.66897737592437,1.812481144343188,2.0120617124399702,2.295046906519789,0.9360123632538456,1.0390809550496023,1.1852218631099107,502841.4268711289,58766.87654195487,489700.6274502214,4.908582261040907,,2.9173405238034764,50.8260032536167,50.790520492429785,50.31133286599307,,,
293,169.57600876630784,0.005063621154553503,-32.81400626719632,281.0,307.0,253.0,65.16372686885303,80.54864872222086,89.44214967395229,2.002890825927964,2.4757661557835635,2.7491193282080624,1.0343448709341752,1.2785499797177915,1.4197166614913064,420071.26675027463,1363988.755233435,2225647.006045256,5.9744865187513705,5.696530056891213,5.5455907607332575,51.51429602072267,65.57764189771301,69.42796489201852,,23.03800464387089,26.56653094801092
294,169.56960643576903,-0.00031711551773751657,-32.814169657102454,317.0,215.0,287.0,101.37475814606371,108.64978235622877,120.1778355040096,3.1158833729699933,3.339490584360293,3.693820101715393,1.6091231451756145,1.724599719940139,1.907584690539835,913605.4935845586,186417.36112851228,669945.4829890105,5.3265167506574835,9.32796590262441,6.337061493984401,56.052440170563,80.01215488587047,57.18521148725631,7.263420376438732,37.1797828589886,
295,169.57120005975167,0.0010222139418412108,-32.81452628584466,287.0,269.0,252.0,78.2765799266498,103.17178117866229,108.98036909289756,2.4059312036531386,3.1711171835409675,3.3496515922378816,1.2424853956611082,1.6376473202962267,1.7298471284586914,669945.4829890105,864004.5219344419,1048083.890828632,6.337061493984401,5.380175147557117,4.216812147175223,57.18521148725631,60.21860798010592,77.41969221245307,,,30.707619032603112
296,169.58648238816525,0.013866203259935577,-32.812772185297305,256.0,277.0,301.0,113.13563017372469,129.56448950770314,230.6924282389081,3.477368877574767,3.982330966479085,7.0906280277779175,1.7958036535511857,2.056579198534971,3.661784575220764,454525.6178138486,4064226.75752664,988937.1551876159,1.8237780960369625,7.737414858511562,5.140230694974269,63.07161994531799,79.81543021854104,52.94591597826395,,35.876216465251034,
297,169.5796760126591,0.008145356885346308,-32.81775161118317,325.0,346.0,333.0,143.99916021599572,262.6949332399262,269.34662622543124,4.425999107116835,8.0742661153025,8.278714441046214,2.2857009558094563,4.169760845078193,4.275343273419543,1474863.6945119812,1661408.3136204856,617809.2465862088,5.533818529052557,4.2503183350684814,4.582024568913495,65.90249338611913,90.86835281278397,66.86678661607016,25.042922378102165,45.05638858072532,25.38250556339007
298,169.5656848380555,-0.0036128230081595844,-32.817394031912755,265.0,324.0,278.0,78.27137714065249,171.4815194625559,175.29709352961655,2.405771289344304,5.270704710290402,5.387981279046893,1.2424028117563888,2.7219288803580306,2.7824935480891506,847700.6718826254,343926.0176422641,502841.4268711289,4.410136190565353,2.4696112442879268,4.908582261040907,74.6478938279647,63.759492214586245,50.8260032536167,32.48618598833428,,
299,169.58528621660705,0.01286034766596158,-32.81649068257665,306.0,289.0,301.0,136.14106120305254,165.3753770608021,273.72093717328187,4.184470342902149,5.083024582312206,8.413164505341015,2.1609692254452786,2.6250059850920966,4.344776780528283,221461.5420074063,3526995.0179509814,988937.1551876159,1.7051423770957164,6.006523820664393,5.140230694974269,77.25233690010135,74.26181929457492,52.94591597826395,,31.207544127544715,
