cloudnum,x,corr_x,y,nn_index,nn2_index,nn3_index,min_dist,min_dist2nd,min_dist3rd,mean_cloud_sep_nn,mean_cloud_sep_nn2,mean_cloud_sep_nn3,beam_sep_nn,beam_sep_nn2,beam_sep_nn3,MLUM_MSUN_nn,MLUM_MSUN_nn2,MLUM_MSUN_nn3,SIGV_KMS_nn,SIGV_KMS_nn2,SIGV_KMS_nn3,RAD_NODC_nn,RAD_NODC_nn2,RAD_NODC_nn3,RAD_PC_nn,RAD_PC_nn2,RAD_PC_nn3
102,169.57340389717228,0.002874887292422408,-32.79894432858749,68.0,87.0,112.0,126.2906292492226,157.3006286009518,157.3958287919806,3.8817046672761912,4.834836819134401,4.8377629192578935,2.004613162686073,2.4968353746182834,2.4983464887615967,244019.77638500003,232811.42594857476,299379.39867623075,2.890247645885017,2.3265359103738428,6.067905140835526,46.06867945469884,53.10071480334559,63.53293930130482,,,16.707956860440092
103,169.5737310383581,0.003150118019999905,-32.7920703907702,116.0,98.0,104.0,105.62468816961768,144.64851432063833,180.57464019686557,3.2465104298316025,4.4459578393972174,5.550193453076063,1.676582351898693,2.296008163819656,2.8662641301089766,283172.54106260923,2046577.914343344,76413.09456263938,4.595322630173825,3.4211409739918404,3.923554063740344,67.38420011140536,74.51816670889701,32.204119723004965,23.418899092758828,29.590902090655852,
104,169.57399146824994,0.003369101104175137,-32.790621381942266,116.0,117.0,103.0,74.95180113328423,176.50485383457297,180.57464019686557,2.3037398578930373,5.425103342976505,5.550193453076063,1.1897111290997495,2.801664346580524,2.8662641301089766,283172.54106260923,859331.6255196063,1379747.4143755077,4.595322630173825,2.331172535699849,1.9070879325468582,67.38420011140536,55.570657966711096,68.64819057675224,23.418899092758828,,25.95252731439705
105,169.56572530802538,-0.003579184621641978,-32.808141299420924,135.0,120.0,136.0,93.25074555898522,116.5442489077984,136.3623519597809,2.866181413578836,3.582137151576382,4.191271998482805,1.4801705644283367,1.8499087128221967,2.1644817771393794,336699.765068266,1243927.642906967,783254.5046154122,4.348330967765613,4.126982878937982,4.723673675452947,44.16592239771462,80.03491268085548,73.92823393219933,,36.39389858435084,31.650579254618307
106,169.5672493440842,-0.002298259710977042,-32.80769344092121,136.0,92.0,107.0,51.06198651977029,101.59086610473541,128.89290946452522,1.5694557274161842,3.1225257285968384,3.9616890914361713,0.8105077225360363,1.6125534302338953,2.045919197849606,783254.5046154122,455287.1561100671,2519733.0955592883,4.723673675452947,2.9355410591777362,4.63038000267285,73.92823393219933,86.59077792976137,83.90699446436604,31.650579254618307,,37.97087937009203
107,169.56845354151366,-0.0012861429916216911,-32.807429219942755,106.0,92.0,136.0,128.89290946452522,132.8649937258603,166.30823747585106,3.9616890914361713,4.083776201997732,5.111697245110227,2.045919197849606,2.108968154378735,2.639813293267477,384014.87138335046,455287.1561100671,783254.5046154122,3.8261355917968305,2.9355410591777362,4.723673675452947,58.837814165951265,86.59077792976137,73.92823393219933,,,31.650579254618307
108,169.56793548572503,-0.001721621708895307,-32.80460432823991,99.0,121.0,92.0,97.96302927377012,285.08029343645484,286.039879855107,3.011019504876277,8.762308907313995,8.791803028153213,1.554968718631272,4.525084022800869,4.540315553255667,745253.9562813597,154318.77911655075,455287.1561100671,2.336065528728709,,2.9355410591777362,75.35741716068544,47.611173690087405,86.59077792976137,33.131291682988,,
109,169.56081346050118,-0.007708075337870158,-32.80198485658546,95.0,93.0,113.0,152.53753001455652,188.86770413692443,221.99708727010798,4.688436867503619,5.805091422889963,6.823365556897823,2.421230635151691,2.997900065665468,3.5237632900017144,4497452.2250863295,8835209.3375005,1140352.4257385673,4.551780312838675,5.901860078953245,6.075366213196633,100.2016567857822,106.37899057811586,90.21138866180895,52.966893500089256,56.39379773483729,34.33270004772175
110,169.5511688657883,-0.01581487768334075,-32.80165252199988,141.0,122.0,125.0,22.262977740528523,67.45016872780965,67.65347316875075,0.6842812100677492,2.0731675526188496,2.0794163756864883,0.3533805990560083,1.0706375988541217,1.0738646534722345,155070.39040628145,219293.78827518297,107298.68826951104,3.614349712984616,3.5137968137760853,1.9154869536506147,49.880534956463705,49.205410734950945,44.31849846792158,,,
111,169.5689403798514,-0.0008770192882398088,-32.80113018098068,77.0,129.0,78.0,52.72498518537901,84.3784923092539,144.3827346518962,1.6205701269590715,2.5934813165607475,4.437788759974963,0.8369045267520477,1.3393411477659352,2.2917894389189875,370640.0499730028,725441.1367907006,1116243.8069293206,2.3903459625982544,4.41945505877822,3.929768659634206,48.097243704391296,62.585017198144186,68.88680010300402,,21.44896580782343,24.148192088141474
112,169.57374059140457,0.003157860337259945,-32.80018994434106,68.0,87.0,142.0,55.6747460098646,93.46315244233448,134.4917920361109,1.7112348138627889,2.872710011902877,4.133777937131659,0.8837261271407079,1.4835421022592776,2.1347903497795384,244019.77638500003,232811.42594857476,4174459.5909162564,2.890247645885017,2.3265359103738428,4.830386119579423,46.06867945469884,53.10071480334559,80.64999329680934,,,38.46373305296868
113,169.56237019979247,-0.006399650648440479,-32.80074635361685,86.0,80.0,54.0,118.40143334240955,172.4002995047403,202.3668233850801,3.6392201000950437,5.2989445947469855,6.220004188003185,1.8793878308318976,2.7365126905514328,3.212171799763176,1455483.0234970385,916028.1277907888,1727882.4821166915,4.168772522818448,4.697028822299301,3.1031102943777595,107.03813645523041,66.19137294904085,77.17873687530619,55.874939327595555,22.686107506471025,32.62003400626201
114,169.5700735124461,7.544316022545079e-05,-32.79978651925263,97.0,77.0,88.0,148.73758340010502,150.2216017765454,161.86355640272058,4.571640628571209,4.617253839087282,4.975084264648488,2.3609140222238896,2.3844698694689748,2.5692628000431843,1917858.4858768492,370640.0499730028,1623354.1044060846,4.348067536018698,2.3903459625982544,3.0087939220139,83.14381974182018,48.097243704391296,73.84748543347087,39.06681233344037,,32.49896204714281
115,169.5520007850214,-0.015116072040625329,-32.79891828418977,122.0,110.0,141.0,333.51080623812464,347.74284896404015,365.2915531626516,10.250882910772596,10.688323020165356,11.227704979043503,5.293822321240073,5.519727761333972,5.798278621629393,219293.78827518297,281940.0134859468,155070.39040628145,3.5137968137760853,0.6721545709030835,3.614349712984616,49.205410734950945,48.25963732319502,49.880534956463705,,,
116,169.57387952960457,0.0032749771635353264,-32.79122233055029,104.0,103.0,98.0,74.95180113328423,105.62468816961768,151.15713216173359,2.3037398578930373,3.2465104298316025,4.6460085668462,1.1897111290997495,1.676582351898693,2.3993195581227558,76413.09456263938,1379747.4143755077,2046577.914343344,3.923554063740344,1.9070879325468582,3.4211409739918404,32.204119723004965,68.64819057675224,74.51816670889701,,25.95252731439705,29.590902090655852
117,169.57501595650388,0.004230396987831699,-32.78947681379103,118.0,104.0,116.0,95.87912999733088,176.50485383457297,245.19453310946912,2.9469681845560283,5.425103342976505,7.536368843989204,1.5218909523385855,2.801664346580524,3.89197671602332,1661894.0573141128,76413.09456263938,283172.54106260923,1.7429996852353424,3.923554063740344,4.595322630173825,82.03146244514251,32.204119723004965,67.38420011140536,32.3711818248865,,23.418899092758828
118,169.57572594529233,0.0048272875732152725,-32.788977634812305,117.0,104.0,116.0,95.87912999733088,270.75422911365075,336.2880383725954,2.9469681845560283,8.321978923402147,10.336244706834368,1.5218909523385855,4.297686176407155,5.337905370993577,859331.6255196063,76413.09456263938,283172.54106260923,2.331172535699849,3.923554063740344,4.595322630173825,55.570657966711096,32.204119723004965,67.38420011140536,,,23.418899092758828
119,169.5645499150526,-0.004567204065030329,-32.805925700340055,84.0,120.0,124.0,83.45639788569659,188.8001759635893,237.7310843049653,2.5651395603364717,5.803015857765567,7.306970160724684,1.3247047283443902,2.996828189898244,3.773509274681989,685702.4995361958,1243927.642906967,610042.2465437418,3.851599697906377,4.126982878937982,2.325318293014412,72.63540006798011,80.03491268085548,70.33646149332053,22.84713312428882,36.39389858435084,26.48633619185445
120,169.56501616923978,-0.004175242909536087,-32.80740693494718,105.0,124.0,135.0,116.5442489077984,127.63413777814205,159.81840247593934,3.582137151576382,3.9229991271916647,4.912223832405183,1.8499087128221967,2.025938694891144,2.5368000393006245,1117085.7840413698,610042.2465437418,336699.765068266,2.7887688994362407,2.325318293014412,4.348330967765613,67.49263362926905,70.33646149332053,44.16592239771462,22.642362855501748,26.48633619185445,
121,169.568364764696,-0.001360837814797133,-32.80231904872704,129.0,111.0,77.0,89.41039682746793,158.15868599290113,209.75722070581767,2.7481433636956485,4.8612103149584485,6.4471575401043975,1.4192126480550469,2.5104553332206527,3.3294796937431377,725441.1367907006,213539.88579215863,370640.0499730028,4.41945505877822,6.064137570569682,2.3903459625982544,62.585017198144186,51.499950491109225,48.097243704391296,21.44896580782343,,
122,169.5518189989739,-0.015268413077156913,-32.801620617047746,141.0,110.0,125.0,62.837936236187325,67.45016872780965,99.39079286086836,1.931404664147031,2.0731675526188496,3.0549036522018027,0.9974275593045604,1.0706375988541217,1.5776316327121964,155070.39040628145,281940.0134859468,107298.68826951104,3.614349712984616,0.6721545709030835,1.9154869536506147,49.880534956463705,48.25963732319502,44.31849846792158,,,
123,169.57262382761775,0.002219129207520491,-32.800942797683604,87.0,142.0,68.0,102.65123566667862,122.28098118931531,138.25667458850785,3.1551175487667265,3.7584629851276095,4.249496437088978,1.6293846931218827,1.9409679553859567,2.1945503902937755,232811.42594857476,4174459.5909162564,244019.77638500003,2.3265359103738428,4.830386119579423,2.890247645885017,53.10071480334559,80.64999329680934,46.06867945469884,,38.46373305296868,
124,169.5638601112456,-0.005146884899194854,-32.8077658741408,137.0,120.0,153.0,59.661763175461296,127.63413777814205,138.8877629103638,1.833780906413058,3.9229991271916647,4.268893747079234,0.9470121138962112,2.025938694891144,2.2045676652438697,341885.76212960685,1243927.642906967,380891.749121794,2.570076647068844,4.126982878937982,4.623217200430621,74.72939971345113,80.03491268085548,57.795369554992845,,36.39389858435084,
125,169.55115296043698,-0.015828149214819596,-32.802201406691765,141.0,110.0,122.0,48.66653485845601,67.65347316875075,99.39079286086836,1.4958284444638714,2.0794163756864883,3.0549036522018027,0.7724846802929526,1.0738646534722345,1.5776316327121964,155070.39040628145,281940.0134859468,219293.78827518297,3.614349712984616,0.6721545709030835,3.5137968137760853,49.880534956463705,48.25963732319502,49.205410734950945,,,
126,169.54396245233758,-0.02187268125881384,-32.79984095298658,131.0,143.0,144.0,78.47881256051258,85.99673832907581,106.0459394261757,2.4121470833538528,2.6432201860658457,3.259458128155684,1.2456954374684537,1.3650275925250128,1.6832688797805668,1074507.6027447658,923970.654940486,217095.40901304976,1.2161937817123212,1.4529442389808518,,56.530040344597396,52.897044654092596,43.96083582308284,14.668494722516307,,
127,169.56564753068736,-0.0036445025027968562,-32.80943776672385,145.0,135.0,156.0,56.27548457273495,105.99035270689586,130.0427836718888,1.729699285036694,3.2577495989564085,3.997031951821288,0.8932616598846816,1.6823865509031088,2.0641711693950597,138495.64465059873,336699.765068266,484797.5637150756,2.9206526788843297,4.348330967765613,4.562062894375334,49.96480559561612,44.16592239771462,54.375511619703836,,,
128,169.56209440750044,-0.00663119788617073,-32.804400799184236,93.0,166.0,139.0,160.9982460092792,242.96504440147598,273.0357525906313,4.948487838509574,7.467842645530107,8.392104477307011,2.555527714433003,3.856588006372636,4.333900834771924,8835209.3375005,963846.1062628928,767481.6332573234,5.901860078953245,6.851421226039825,3.663375326274408,106.37899057811586,62.78057249012301,61.57237277480114,56.39379773483729,14.492800315587061,
129,169.56834072096422,-0.001381058913660818,-32.801593716030304,111.0,121.0,77.0,84.3784923092539,89.41039682746793,136.44338325877928,2.5934813165607475,2.7481433636956485,4.193762599514626,1.3393411477659352,1.4192126480550469,2.165767988234592,213539.88579215863,154318.77911655075,370640.0499730028,6.064137570569682,,2.3903459625982544,51.499950491109225,47.611173690087405,48.097243704391296,,,
130,169.57541217672662,0.004562938072884084,-32.80015212674829,112.0,68.0,142.0,173.1967207262677,222.5313391758641,222.68955196592785,5.323423623722447,6.8397864752858535,6.8446493485589075,2.7491542972423453,3.53224347898197,3.5347547931099648,299379.39867623075,244019.77638500003,4174459.5909162564,6.067905140835526,2.890247645885017,4.830386119579423,63.53293930130482,46.06867945469884,80.64999329680934,16.707956860440092,,38.46373305296868
131,169.54330969767855,-0.022421284414087292,-32.80016448741138,126.0,143.0,144.0,78.47881256051258,98.19736243013945,139.8498452684238,2.4121470833538528,3.018222035358418,4.298464583821333,1.2456954374684537,1.558688292541896,2.219838813784505,484999.8133628118,923970.654940486,217095.40901304976,2.812562470432584,1.4529442389808518,,55.58858008711595,52.897044654092596,43.96083582308284,,,
132,169.57869222471257,0.007320489467474456,-32.79459738026293,170.0,148.0,162.0,177.1913944734003,229.9759886172588,272.8883870827374,5.4462050511384925,7.068607335983836,8.387575009181088,2.8125618170381004,3.6504125177342654,4.331561699725992,668508.8209569326,2030574.602199729,1909994.6622325068,,3.2683740943024953,3.84226558535584,56.4485323216946,87.84054572713325,65.9870112623326,,42.25640448674752,24.705119335562397
133,169.57550074070775,0.00463773811491401,-32.79332178540671,103.0,116.0,148.0,239.53591051671543,308.4158185325138,316.84228024303053,7.362443812027407,9.479556237675766,9.738554359268688,3.8021573097891337,4.895489183055775,5.0292425435401675,1379747.4143755077,283172.54106260923,2030574.602199729,1.9070879325468582,4.595322630173825,3.2683740943024953,68.64819057675224,67.38420011140536,87.84054572713325,25.95252731439705,23.418899092758828,42.25640448674752
134,169.56939350058218,-0.0004960985177649488,-32.809633069412,164.0,178.0,152.0,83.96055013590265,141.4875262020034,158.4728544112766,2.5806353271584177,4.348800810358301,4.870866684739552,1.332707145014328,2.245833749238149,2.5154421335123267,534818.7868273137,1158964.9072166984,790099.0381314891,4.564191223489094,3.7423056937868684,3.4922672490014364,55.324475135794174,74.18663049198217,71.94529712119696,,30.756975729375743,30.663868671765517
135,169.5651193027361,-0.004088500028953175,-32.80870104523001,105.0,127.0,145.0,93.25074555898522,105.99035270689586,156.81230191462,2.866181413578836,3.2577495989564085,4.819827471340679,1.4801705644283367,1.6823865509031088,2.4890841573749207,1117085.7840413698,182176.165614228,138495.64465059873,2.7887688994362407,1.5524328251316053,2.9206526788843297,67.49263362926905,54.42896469606474,49.96480559561612,22.642362855501748,,
136,169.5670391210001,-0.002474940483849665,-32.808068284912714,106.0,105.0,92.0,51.06198651977029,136.3623519597809,150.76823182108802,1.5694557274161842,4.191271998482805,4.634055215466422,0.8105077225360363,2.1644817771393794,2.3931465368426674,384014.87138335046,1117085.7840413698,455287.1561100671,3.8261355917968305,2.7887688994362407,2.9355410591777362,58.837814165951265,67.49263362926905,86.59077792976137,,22.642362855501748,
137,169.5633974782279,-0.005535706820554367,-32.80805441448376,124.0,153.0,138.0,59.661763175461296,81.72975095212394,175.84959799901503,1.833780906413058,2.51206884954319,5.404963213417677,0.9470121138962112,1.2972976341606974,2.791263460301826,610042.2465437418,380891.749121794,677307.1333426028,2.325318293014412,4.623217200430621,5.81948509989084,70.33646149332053,57.795369554992845,78.73989101816859,26.48633619185445,,27.696898168617963
138,169.56250252268472,-0.0062879941988556644,-32.80684168032153,166.0,146.0,137.0,72.43723940475594,168.75593289270202,175.84959799901503,2.2264515740685864,5.1869303069782715,5.404963213417677,1.1497974508691418,2.6786656014714607,2.791263460301826,963846.1062628928,1194526.7254559568,341885.76212960685,6.851421226039825,5.903793449487224,2.570076647068844,62.78057249012301,58.93422798768706,74.72939971345113,14.492800315587061,16.131848804647802,
139,169.56039184170263,-0.008062093537295782,-32.80609268074122,146.0,166.0,181.0,126.06115649957223,178.316665712486,215.93315319538127,3.8746515276360936,5.480791707699454,6.636982756053027,2.0009707380884483,2.830423265277556,3.4275103681806547,1194526.7254559568,963846.1062628928,1041146.6906897427,5.903793449487224,6.851421226039825,2.190116670424796,58.93422798768706,62.78057249012301,74.01805169418142,16.131848804647802,14.492800315587061,28.338805826210923
140,169.57314933862273,0.002660814637205593,-32.802175202941434,151.0,159.0,142.0,71.83744078239417,117.12401457577946,125.66618807368192,2.208015993173246,3.5999569938933247,3.862511665863929,1.1402768378157804,1.8591113424726893,1.9947013979949504,277749.2036900127,1617169.646221919,4174459.5909162564,1.5758158197244516,3.22694459794074,4.830386119579423,38.788644992348615,80.44711592531353,80.64999329680934,,34.529599441588786,38.46373305296868
141,169.55125884373385,-0.015739217585092273,-32.801816593553546,110.0,125.0,122.0,22.262977740528523,48.66653485845601,62.837936236187325,0.6842812100677492,1.4958284444638714,1.931404664147031,0.3533805990560083,0.7724846802929526,0.9974275593045604,281940.0134859468,107298.68826951104,219293.78827518297,0.6721545709030835,1.9154869536506147,3.5137968137760853,48.25963732319502,44.31849846792158,49.205410734950945,,,
142,169.57373360894556,0.0031519524313638287,-32.80128140315714,123.0,140.0,159.0,122.28098118931531,125.66618807368192,127.5319201177191,3.7584629851276095,3.862511665863929,3.9198573361347937,1.9409679553859567,1.9947013979949504,2.0243161923447475,932982.7196830492,524485.7487301801,1617169.646221919,5.331300376398703,3.5073137823773397,3.22694459794074,53.83405280799174,53.51791043249024,80.44711592531353,,,34.529599441588786
143,169.54415867056258,-0.02170758090693305,-32.800519054268605,126.0,131.0,144.0,85.99673832907581,98.19736243013945,191.4022380646516,2.6432201860658457,3.018222035358418,5.882993577904277,1.3650275925250128,1.558688292541896,3.0381307629309773,484999.8133628118,1074507.6027447658,217095.40901304976,2.812562470432584,1.2161937817123212,,55.58858008711595,56.530040344597396,43.96083582308284,,14.668494722516307,
144,169.54356104818416,-0.022210286549184496,-32.7990493146169,126.0,131.0,143.0,106.0459394261757,139.8498452684238,191.4022380646516,3.259458128155684,4.298464583821333,5.882993577904277,1.6832688797805668,2.219838813784505,3.0381307629309773,484999.8133628118,1074507.6027447658,923970.654940486,2.812562470432584,1.2161937817123212,1.4529442389808518,55.58858008711595,56.530040344597396,52.897044654092596,,14.668494722516307,
145,169.56564504220347,-0.0036465752779900633,-32.80989446850489,127.0,156.0,177.0,56.27548457273495,73.76946590417127,150.69407619777488,1.729699285036694,2.2673992663193268,4.63177594715625,0.8932616598846816,1.1709439032408138,2.391969463456744,182176.165614228,484797.5637150756,449821.1924225943,1.5524328251316053,4.562062894375334,3.585494919840933,54.42896469606474,54.375511619703836,52.272475451934554,,,
146,169.5608880241284,-0.007644967396852877,-32.807026837297336,181.0,139.0,166.0,90.23888022860584,126.06115649957223,147.52809460411575,2.7736078649343865,3.8746515276360936,4.534465437250046,1.4323631782318391,2.0009707380884483,2.3417157873669168,1041146.6906897427,767481.6332573234,963846.1062628928,2.190116670424796,3.663375326274408,6.851421226039825,74.01805169418142,61.57237277480114,62.78057249012301,28.338805826210923,,14.492800315587061
147,169.54016080430333,-0.02506771872478411,-32.80163769494285,160.0,169.0,161.0,55.68107609110136,75.90632783820938,120.04918556393244,1.711429377038434,2.3330784619333724,3.689865880600089,0.8838266046206565,1.2048623466382442,1.905542627998928,728651.4033450638,1036107.2492692941,440786.2446535871,5.387887738194291,4.409812831054143,1.6580974287760095,49.40546477697878,61.49467443017954,55.27702055694256,,21.089611912386196,
148,169.57684432015125,0.005767041131184618,-32.79563187448924,170.0,162.0,132.0,130.96749819741711,227.51790385347385,229.9759886172588,4.0254542402442715,6.993054944196197,7.068607335983836,2.0788491777367795,3.6113952992614897,3.6504125177342654,668508.8209569326,1909994.6622325068,1996103.3876702015,,3.84226558535584,2.9370474165358904,56.4485323216946,65.9870112623326,63.22862364231257,,24.705119335562397,
149,169.57086117123012,0.0007374564367013528,-32.80798065358986,165.0,185.0,150.0,103.2661067790816,146.2774197376702,178.41080706665142,3.1740164019989634,4.496024339163928,5.483685263112234,1.6391445520489143,2.321863805359844,2.8319175724865286,795713.097603244,1375236.1304334952,823635.419203768,4.255350817006992,4.748527126030541,7.5775391352573935,61.60068122689792,77.9696079063495,88.95553862783815,,33.01411476303772,41.71411174859534
150,169.57166499157947,0.0014130806794370285,-32.80670004773437,174.0,149.0,189.0,163.62195635831492,178.41080706665142,256.98426898654776,5.029130945349549,5.483685263112234,7.898741516071613,2.5971739104494436,2.8319175724865286,4.079115380738854,290852.14939469023,912641.372629748,699813.2651365952,,4.932363948053216,3.1895538183694065,66.86771935174741,74.2258935093157,55.521290765927134,,31.355569036713227,
151,169.57278484097338,0.0023544244460425396,-32.80267120134294,140.0,159.0,142.0,71.83744078239417,164.9402248282949,197.44443297970741,2.208015993173246,5.06964961964126,6.068708197760043,1.1402768378157804,2.6180988067983324,3.1340386187255147,524485.7487301801,1617169.646221919,4174459.5909162564,3.5073137823773397,3.22694459794074,4.830386119579423,53.51791043249024,80.44711592531353,80.64999329680934,,34.529599441588786,38.46373305296868
152,169.56805510953262,-0.0016209720527035046,-32.81025652598124,164.0,163.0,134.0,107.41528795112806,156.76821050080142,158.4728544112766,3.301546813531903,4.81847226511656,4.870866684739552,1.7050045706528263,2.4883842936635143,2.5154421335123267,534818.7868273137,679529.0145731921,439938.4911174801,4.564191223489094,4.342369479676283,4.646700293435188,55.324475135794174,88.38145573022244,58.614019146537835,,44.00540844267511,15.237333175473136
153,169.56298447605678,-0.005882793786646357,-32.80861963430325,137.0,173.0,124.0,81.72975095212394,116.50395489214227,138.8877629103638,2.51206884954319,3.580898663261252,4.268893747079234,1.2972976341606974,1.8492691252721,2.2045676652438697,341885.76212960685,349146.68421674,610042.2465437418,2.570076647068844,2.687670604047565,2.325318293014412,74.72939971345113,71.25758369584861,70.33646149332053,,22.136559576317058,26.48633619185445
154,169.54997134487195,-0.01682062562746919,-32.80603575675128,207.0,101.0,125.0,437.0204616014499,482.70399457909036,488.0400594372044,13.432385091263495,14.836527142270533,15.000537948042627,6.936832723832537,7.661968167922067,7.746667610114355,2395171.644617914,2048752.288728876,107298.68826951104,2.1070019885012177,4.276249206619029,1.9154869536506147,111.93928637253863,66.5902446309172,44.31849846792158,53.25225070764764,24.346398016960887,
155,169.55603720520418,-0.011722275391736564,-32.80555652707248,157.0,186.0,167.0,70.11402905836711,128.58757308599849,130.8431174419374,2.155044720699873,3.9523041857415664,4.021631237999882,1.1129210961645573,2.041072588666643,2.0768748800307524,176583.5281733548,325822.6384851105,522760.8813024765,,3.022097590765321,2.3944782245767717,50.95331882564205,43.011005241752144,47.888356127549145,,,
156,169.565633481172,-0.003656267385954407,-32.810493069803755,145.0,177.0,187.0,73.76946590417127,76.9305116788472,117.79114608556937,2.2673992663193268,2.364558067490704,3.6204621375499295,1.1709439032408138,1.2211192329975749,1.8697007315169736,138495.64465059873,449821.1924225943,787575.2804784816,2.9206526788843297,3.585494919840933,5.323279834272921,49.96480559561612,52.272475451934554,58.263803360597805,,,
157,169.5566361336055,-0.0112189011330723,-32.80529121376778,186.0,167.0,155.0,58.92924270666846,68.25470937516661,70.11402905836711,1.8112659491316487,2.0978961425738176,2.155044720699873,0.9353848048677532,1.083408085320105,1.1129210961645573,325822.6384851105,522760.8813024765,427742.60704483616,3.022097590765321,2.3944782245767717,,43.011005241752144,47.888356127549145,53.110172020523464,,,
158,169.57810763521906,0.006828257542576256,-32.80521690362204,202.0,226.0,198.0,134.08856033073664,158.80262159412902,166.36000572063185,4.121384092853188,4.8810025025781565,5.113288408592243,2.1283898465196294,2.5206765332401435,2.640635011438601,508304.0093048579,1650513.0212896985,2341158.7308635493,6.018256982461433,6.720058659555504,3.988836331322656,67.33485568839062,71.37470252534611,89.94180723686243,26.580242228662048,30.71401730182671,44.30418020501317
159,169.57427946171444,0.0036107337444319376,-32.802209157089855,140.0,142.0,151.0,117.12401457577946,127.5319201177191,164.9402248282949,3.5999569938933247,3.9198573361347937,5.06964961964126,1.8591113424726893,2.0243161923447475,2.6180988067983324,524485.7487301801,4174459.5909162564,277749.2036900127,3.5073137823773397,4.830386119579423,1.5758158197244516,53.51791043249024,80.64999329680934,38.788644992348615,,38.46373305296868,
160,169.53997570788042,-0.025223181344909442,-32.802061993419855,169.0,147.0,161.0,54.88591409003102,55.68107609110136,142.8829686679515,1.6869890518207624,1.711429377038434,4.391691526519805,0.871204985556048,0.8838266046206565,2.267983629650024,1036107.2492692941,425854.5457551634,440786.2446535871,4.409812831054143,2.311121062528791,1.6580974287760095,61.49467443017954,38.416574357287644,55.27702055694256,21.089611912386196,,
161,169.53918523496728,-0.02588788774809412,-32.80111184773077,169.0,147.0,160.0,100.35079101513244,120.04918556393244,142.8829686679515,3.0844104282637823,3.689865880600089,4.391691526519805,1.5928696986528956,1.905542627998928,2.267983629650024,1036107.2492692941,425854.5457551634,728651.4033450638,4.409812831054143,2.311121062528791,5.387887738194291,61.49467443017954,38.416574357287644,49.40546477697878,21.089611912386196,,
162,169.57853753642172,0.0071902769827237485,-32.79680818817882,170.0,182.0,148.0,118.81403614556636,163.00517989048416,227.51790385347385,3.651901977097845,5.01017352857146,6.993054944196197,1.885937081675656,2.587383807785463,3.6113952992614897,668508.8209569326,822076.52366515,2030574.602199729,,0.249177037246572,3.2683740943024953,56.4485323216946,70.79514549258552,87.84054572713325,,,42.25640448674752
163,169.56907912054533,-0.0007603138910658888,-32.811193496366904,164.0,178.0,183.0,114.33511275771356,135.49487544313712,151.7170141114353,3.5142365151205253,4.164608993765617,4.663217257547962,1.8148430596462468,2.150712308621224,2.4082065731973863,534818.7868273137,1158964.9072166984,1272322.187143715,4.564191223489094,3.7423056937868684,3.7386897993120662,55.324475135794174,74.18663049198217,70.33830495979038,,30.756975729375743,28.29374287165634
164,169.56909225119998,-0.0007492859138733378,-32.81026566962745,134.0,152.0,163.0,83.96055013590265,107.41528795112806,114.33511275771356,2.5806353271584177,3.301546813531903,3.5142365151205253,1.332707145014328,1.7050045706528263,1.8148430596462468,439938.4911174801,790099.0381314891,679529.0145731921,4.646700293435188,3.4922672490014364,4.342369479676283,58.614019146537835,71.94529712119696,88.38145573022244,15.237333175473136,30.663868671765517,44.00540844267511
165,169.5709876804328,0.0008437784087701298,-32.808811943086795,185.0,149.0,184.0,79.53500453660425,103.2661067790816,158.20317284871237,2.4446105000579066,3.1740164019989634,4.8625776756000185,1.2624603894699091,1.6391445520489143,2.5111614737890853,1375236.1304334952,912641.372629748,273999.8689781647,4.748527126030541,4.932363948053216,,77.9696079063495,74.2258935093157,55.56435767824844,33.01411476303772,31.355569036713227,
166,169.56208104875762,-0.006642278897807577,-32.80637256290976,138.0,146.0,139.0,72.43723940475594,147.52809460411575,178.316665712486,2.2264515740685864,4.534465437250046,5.480791707699454,1.1497974508691418,2.3417157873669168,2.830423265277556,677307.1333426028,1194526.7254559568,767481.6332573234,5.81948509989084,5.903793449487224,3.663375326274408,78.73989101816859,58.93422798768706,61.57237277480114,27.696898168617963,16.131848804647802,
167,169.55690674628025,-0.010991509152805402,-32.80478611455572,186.0,157.0,155.0,52.06904764596713,68.25470937516661,130.8431174419374,1.6004090443568768,2.0978961425738176,4.021631237999882,0.8264928197772561,1.083408085320105,2.0768748800307524,325822.6384851105,176583.5281733548,427742.60704483616,3.022097590765321,,,43.011005241752144,50.95331882564205,53.110172020523464,,,
168,169.57297847635655,0.002517122969725024,-32.80479087773314,174.0,151.0,150.0,132.22653340656007,261.9553081638753,271.75133206441427,4.064152304199204,8.051532788793567,8.352626163033012,2.0988338635961914,4.158020764505958,4.3135132073716544,290852.14939469023,277749.2036900127,823635.419203768,,1.5758158197244516,7.5775391352573935,66.86771935174741,38.788644992348615,88.95553862783815,,,41.71411174859534
169,169.5394894820659,-0.02563192808427381,-32.801884980949175,160.0,147.0,161.0,54.88591409003102,75.90632783820938,100.35079101513244,1.6869890518207624,2.3330784619333724,3.0844104282637823,0.871204985556048,1.2048623466382442,1.5928696986528956,728651.4033450638,425854.5457551634,440786.2446535871,5.387887738194291,2.311121062528791,1.6580974287760095,49.40546477697878,38.416574357287644,55.27702055694256,,,
