cloudnum,RGAL_KPC,x,corr_x,y,nn_index,nn2_index,nn3_index,min_dist,min_dist2nd,min_dist3rd,mean_cloud_sep_nn,mean_cloud_sep_nn2,mean_cloud_sep_nn3,beam_sep_nn,beam_sep_nn2,beam_sep_nn3,MLUM_MSUN_nn,MLUM_MSUN_nn2,MLUM_MSUN_nn3,SIGV_KMS_nn,SIGV_KMS_nn2,SIGV_KMS_nn3,RAD_PC_nn,RAD_PC_nn2,RAD_PC_nn3,RAD_NODC_nn,RAD_NODC_nn2,RAD_NODC_nn3
1,2.3252522872370003,152.282048969876,0.0010310108725131773,-29.05653107352545,4.0,5.0,8.0,221.2446166840955,532.684677014061,556.1192930616793,3.143968671398949,7.569648298642048,7.902662949051264,1.4749641112273049,3.551231180093744,3.7074619537445326,2521108.594896134,1014593.5676313493,2921228.4953647745,3.6898658982810257,4.006111099876239,3.434065310015271,50.999206733059076,,93.6139702372077,149.95719664616107,124.27928161414337,195.3923870508082
2,4.519907126708652,152.28504806801925,0.003652796399293839,-29.052266250017187,1.0,4.0,8.0,1430.3360394624765,1589.4948823918219,1816.9871396646454,20.325609567548614,22.587316195468286,25.820066174071517,9.53557359641652,10.596632549278825,12.113247597764316,3728753.2027799315,2521108.594896134,2921228.4953647745,4.766279517047244,3.6898658982810257,3.434065310015271,96.68848737018176,50.999206733059076,93.6139702372077,199.9079951147664,149.95719664616107,195.3923870508082
3,1.7578342312643611,152.28063404235368,-0.00020583172905825576,-29.05827266645849,6.0,5.0,7.0,204.33595378540082,219.80824865570443,239.9535971154373,2.9036902536662046,3.1235573450148646,3.4098302739614264,1.3622396919026734,1.4653883243713643,1.5996906474362504,1142328.756332969,1014593.5676313493,2153791.521144533,2.9633474942350255,4.006111099876239,2.079253056000572,49.5900379105546,,74.76881661356045,157.51711135700103,124.27928161414337,184.49080208045694
4,2.185013469182508,152.2822844332364,0.0012368300827510865,-29.05727758686595,1.0,8.0,5.0,221.2446166840955,337.2311203409423,358.61996332574785,3.143968671398949,4.792180226859768,5.096123677640842,1.4749641112273049,2.248207468939618,2.3907997555049882,3728753.2027799315,2921228.4953647745,1014593.5676313493,4.766279517047244,3.434065310015271,4.006111099876239,96.68848737018176,93.6139702372077,,199.9079951147664,195.3923870508082,124.27928161414337
5,1.7276813386213068,152.2815112480545,0.0005609563981075358,-29.058335267761432,6.0,3.0,7.0,125.58791208305958,219.80824865570443,313.9151432544673,1.7846511567751462,3.1235573450148646,4.4608514804179915,0.8372527472203981,1.4653883243713643,2.092767621696451,1142328.756332969,2380869.8583324193,2153791.521144533,2.9633474942350255,3.366883014519564,2.079253056000572,49.5900379105546,,74.76881661356045,157.51711135700103,156.57541628037723,184.49080208045694
6,1.596553283972571,152.28127107699743,0.0003510154024171596,-29.058721455514693,5.0,7.0,3.0,125.58791208305958,196.70929681845783,204.33595378540082,1.7846511567751462,2.795312608456369,2.9036902536662046,0.8372527472203981,1.311395312123054,1.3622396919026734,1014593.5676313493,2153791.521144533,2380869.8583324193,4.006111099876239,2.079253056000572,3.366883014519564,,74.76881661356045,,124.27928161414337,184.49080208045694,156.57541628037723
7,1.5265080328345326,152.28062277934268,-0.00021567526532164443,-29.059112457743478,6.0,3.0,5.0,196.70929681845783,239.9535971154373,313.9151432544673,2.795312608456369,3.4098302739614264,4.4608514804179915,1.311395312123054,1.5996906474362504,2.092767621696451,1142328.756332969,2380869.8583324193,1014593.5676313493,2.9633474942350255,3.366883014519564,4.006111099876239,49.5900379105546,,,157.51711135700103,156.57541628037723,124.27928161414337
8,2.1453088076367504,152.28288018203483,0.0017575766750145382,-29.058336827113127,10.0,4.0,5.0,265.74448435261417,337.2311203409423,341.88716404430045,3.7763284183978434,4.792180226859768,4.858344347620836,1.7716298956840968,2.248207468939618,2.279247760295339,1696289.1625019072,2521108.594896134,1014593.5676313493,,3.6898658982810257,4.006111099876239,36.396188503610354,50.999206733059076,,137.8602885069988,149.95719664616107,124.27928161414337
9,2.725179233128611,152.2782054940324,-0.002328684855207728,-29.058473666091015,3.0,7.0,6.0,609.2339112164323,630.6933153874411,768.8845221013853,8.657441519371456,8.96238767097375,10.926136353690016,4.061559408109553,4.204622102582944,5.125896814009242,2380869.8583324193,2153791.521144533,1142328.756332969,3.366883014519564,2.079253056000572,2.9633474942350255,,74.76881661356045,49.5900379105546,156.57541628037723,184.49080208045694,157.51711135700103
10,1.886504397573955,152.28277119005017,0.001662289071752336,-29.059262051587602,8.0,6.0,5.0,265.74448435261417,405.2339428528789,411.2505324750824,3.7763284183978434,5.758525744091062,5.844023730728548,1.7716298956840968,2.7015596190191955,2.7416702165005518,2921228.4953647745,1142328.756332969,1014593.5676313493,3.434065310015271,2.9633474942350255,4.006111099876239,93.6139702372077,49.5900379105546,,195.3923870508082,157.51711135700103,124.27928161414337
