cloudnum,x,corr_x,y,nn_index,nn2_index,nn3_index,min_dist,min_dist2nd,min_dist3rd,mean_cloud_sep_nn,mean_cloud_sep_nn2,mean_cloud_sep_nn3,beam_sep_nn,beam_sep_nn2,beam_sep_nn3,RGAL_KPC_nn,RGAL_KPC_nn2,RGAL_KPC_nn3,MLUM_MSUN_nn,MLUM_MSUN_nn2,MLUM_MSUN_nn3,SIGV_KMS_nn,SIGV_KMS_nn2,SIGV_KMS_nn3,RAD_PC_nn,RAD_PC_nn2,RAD_PC_nn3,RAD_NODC_nn,RAD_NODC_nn2,RAD_NODC_nn3
1,169.57582425445398,0.005510033428886341,-32.81679884244965,260.0,309.0,254.0,75.84736619840461,89.83826296421115,189.65323781937684,1.1869770921925245,1.4059283200677537,2.9679876841455357,0.8427485133156075,0.9982029218245692,2.1072581979930773,1.5784596067039338,1.9266539661485482,1.653544405841205,2964846.524525092,1013867.7609900968,3382896.4910136303,8.534127125621838,11.600974281378242,10.704196442731295,40.03723475988418,74.43159699443763,30.31748613620289,98.09454923183316,142.15639955319304,92.59243998554746
2,169.5600818101528,-0.0077197055501153685,-32.82063195800197,10.0,5.0,236.0,147.38253263737337,160.11879349827967,240.69524114047755,2.3064702019087253,2.5057869434095266,3.7667720285257835,1.6375836959708163,1.7790977055364423,2.6743915682275303,2.4648102722645593,2.8979366399664412,3.137846361155272,267014.12013029057,144305.41275597762,850881.5535862332,8.38799310448755,6.525403972510761,5.969348444793397,,,80.95453409043482,104.94504194287279,62.70514293079698,150.25721540234738
3,169.57782780908673,0.00719393950211878,-32.81552361751289,311.0,326.0,317.0,24.102295165790785,146.39646932510288,201.3651223419969,0.3771900550405407,2.2910387555476888,3.1512733976980587,0.2678032796198978,1.6266274369455889,2.237390248244412,2.2193243237269726,2.3969846882420263,2.6909106408736925,1388043.3047573261,839392.2310545546,1488157.7688132722,7.612089137463499,5.159071826259237,10.852175459660067,41.860198410247264,25.46830588207268,67.50424945472695,99.70029604803702,93.85743388717518,135.31465826964703
4,169.570405372051,0.0009559450372413193,-32.818441236191816,332.0,347.0,308.0,110.27005604158852,185.29677018067972,210.53692870198867,1.725676671933067,2.8998109293128764,3.2948080329661846,1.2252228449065403,2.0588530020075537,2.339299207799876,0.816488873015379,0.5905201904909189,0.8820873724663354,2064401.67450134,1256991.4222874376,968317.165057898,5.713491236254017,4.206446545720618,6.232548921042116,53.87542914261593,52.61673449191245,68.3138779266417,124.8506485469641,113.0443183517845,136.1486848122754
5,169.55971903885958,-0.008024454090661175,-32.821895169719376,2.0,10.0,9.0,160.11879349827967,185.64992566448902,199.75486067877875,2.5057869434095266,2.9053376534468067,3.1260735285071366,1.7790977055364423,2.062776951827657,2.219498451986432,2.6724553534515225,2.4648102722645593,3.3614295801408525,194690.9585750191,267014.12013029057,215731.12842737083,6.476095142742979,8.38799310448755,4.461537803573783,67.7755875785302,,47.88239703608466,132.77989397207529,104.94504194287279,110.0010476205474
6,169.55084972145391,-0.015477504676150588,-32.82398901613136,7.0,262.0,230.0,100.67461721315506,156.37734954642886,303.3260673876792,1.5755123794895836,2.4472350320491203,4.746916227944039,1.118606857923946,1.7375261060714329,3.370289637640881,5.385361840389835,5.304789415492944,4.442826947705763,78321.936317665,657502.071752969,2508786.987905553,,5.995194876236516,3.450869269339963,,118.32816051349047,101.3393535297738,55.572497867429526,205.4103298346179,184.06256749351664
7,169.54988079624587,-0.016291743393800514,-32.82392153960986,6.0,262.0,235.0,100.67461721315506,190.7989239297192,306.9955494980271,1.5755123794895836,2.9859171553451316,4.804341968922307,1.118606857923946,2.119988043663548,3.4110616610891933,5.164597562348345,5.304789415492944,5.605938672981517,114324.62716493892,657502.071752969,2643786.348445658,,5.995194876236516,7.146810452746381,,118.32816051349047,87.22672568864311,57.94828438330982,205.4103298346179,161.5152439015969
8,169.5893970303955,0.01691760003843493,-32.8120682806558,14.0,214.0,15.0,124.29545756010228,165.4603531927105,241.93046169038453,1.9451678836348685,2.5893799448762227,3.786102673346196,1.381060639556693,1.838448368807896,2.6881162410042747,4.999625861655982,5.651337121313174,4.700286632345835,483916.81717824755,1251957.4014574646,219150.2688939556,4.594244575515928,7.980700652943441,3.8573104982696917,,128.56261352958148,,78.51154762811316,221.3023467549739,106.92882241885522
9,169.5578329677913,-0.009609395048619651,-32.82223574827303,266.0,13.0,5.0,143.07726748499252,192.32429342785568,199.75486067877875,2.2390947429069814,3.0097885004183547,3.1260735285071366,1.5897474164999181,2.136936593642844,2.219498451986432,3.5948105557278196,3.8180087980877637,2.8979366399664412,1436599.0624982193,102115.28260447786,144305.41275597762,7.5023443327283506,3.7311527226314323,6.525403972510761,65.83770390224451,,,137.7657013603908,85.82197525538182,62.70514293079698
10,169.5613215330574,-0.006677833613035959,-32.82121943970554,2.0,5.0,297.0,147.38253263737337,185.64992566448902,205.01393681888328,2.3064702019087253,2.9053376534468067,3.2083756995287547,1.6375836959708163,2.062776951827657,2.277932631320927,2.6724553534515225,2.8979366399664412,2.2607278837604583,194690.9585750191,144305.41275597762,744565.0667976699,6.476095142742979,6.525403972510761,3.689655797403287,67.7755875785302,,60.217546577931515,132.77989397207529,62.70514293079698,136.94241154701464
11,169.56345302192668,-0.004886643510334507,-32.820482966712646,276.0,288.0,298.0,101.91941789856548,166.45379930280637,210.54966212158504,1.5949929491123005,2.6049269286953702,3.295007305243176,1.1324379766507284,1.8494866589200718,2.339440690239836,2.0532279123914403,1.7190839744660935,1.5582215846956597,522415.0793405656,1456984.743014036,1993145.4498206377,3.9416205619729894,7.292195450880606,5.306339740441956,50.257918212417444,67.43967472949127,53.51560476312375,115.91037450037793,132.24697219928484,115.20532107179855
12,169.5825679983974,0.011177768371023964,-32.81488846648886,249.0,259.0,250.0,84.98053504990891,189.5623813820979,293.8971040468232,1.3299070678689895,2.9665658218563915,4.599357201840974,0.9442281672212108,2.1062486820233115,3.265523378298037,3.5417977311011755,3.422992096973595,3.113824696427509,3637056.9756539753,2750996.657610986,3803659.1179539366,5.244194939603845,4.953310362413409,7.42393002982636,92.69079878958465,80.25706344075125,53.820624658065306,167.94867250879275,150.50727766448045,114.69446512573104
13,169.55606030632072,-0.011099004067583736,-32.82270181235735,266.0,9.0,230.0,152.660927602609,192.32429342785568,275.3104254623869,2.389074703835528,3.0097885004183547,4.30848406008994,1.6962325289178792,2.136936593642844,3.059004727359857,3.5948105557278196,3.3614295801408525,4.442826947705763,1436599.0624982193,215731.12842737083,2508786.987905553,7.5023443327283506,4.461537803573783,3.450869269339963,65.83770390224451,47.88239703608466,101.3393535297738,137.7657013603908,110.0010476205474,184.06256749351664
14,169.58836986124902,0.016054218938397074,-32.81258991377691,8.0,15.0,226.0,124.29545756010228,127.16214372026859,196.21805296830127,1.9451678836348685,1.9900302298595465,3.0707240820827875,1.381060639556693,1.4129127080029855,2.180200588536683,5.287162666472671,4.700286632345835,4.611260941929834,261389.24932025286,219150.2688939556,12171423.51621054,0.9067234340412949,3.8573104982696917,9.032442486314745,43.89720331491215,,105.49153462975104,103.40763533784803,106.92882241885522,186.33688692915268
15,169.58714200142006,0.015022268696989187,-32.81258077785949,14.0,226.0,218.0,127.16214372026859,147.42466237668742,163.71787681715816,1.9900302298595465,2.3071295133386704,2.5621109750341198,1.4129127080029855,1.6380518041854175,1.8190875201906482,4.999625861655982,4.611260941929834,4.581323573727277,483916.81717824755,12171423.51621054,3865073.5138398856,4.594244575515928,9.032442486314745,10.062557450203878,,105.49153462975104,74.31429768696486,78.51154762811316,186.33688692915268,141.1282694922166
16,169.55476758754205,-0.01219006829878116,-32.788237588794885,30.0,18.0,33.0,181.9251903199577,226.4735666804337,334.81228587513755,2.8470472242594123,3.5442092337606503,5.239661354605643,2.021391003555088,2.5163729631159324,3.7201365097237535,3.374734157738929,3.187488127423288,3.2084782414629966,2037855.0315103363,3741616.010531023,2054972.9966672824,6.355082063238662,6.847785636220037,4.884881797986907,68.15891642047261,63.02083323223895,65.1429991172107,138.5184992455881,127.66374042549616,131.95284811744256
17,169.55509017238637,-0.011919387916502643,-32.784434953523515,22.0,30.0,16.0,361.1989986450315,403.9508476403517,469.74722945118623,5.6526015154307245,6.321648681466483,7.351332398555875,4.01332220716702,4.4883427515594665,5.2194136605687405,4.105060140237412,3.374734157738929,3.4573225998047867,904163.8560036407,2037855.0315103363,2119171.8401753874,7.659448325298678,6.355082063238662,7.924166508506574,89.7864060196429,68.15891642047261,58.868458133691085,163.41427781202353,138.5184992455881,132.455456240555
18,169.55656311960738,-0.010680478463561986,-32.78928602865657,24.0,30.0,16.0,210.28031177175788,215.89378764598442,226.4735666804337,3.290792093680225,3.378640460792312,3.5442092337606503,2.336447908575089,2.3988198627331623,2.5163729631159324,3.002312989350983,3.374734157738929,3.4573225998047867,8822648.682457685,2037855.0315103363,2119171.8401753874,7.448974875049325,6.355082063238662,7.924166508506574,56.49079275158306,68.15891642047261,58.868458133691085,119.43084739371658,138.5184992455881,132.455456240555
19,169.5584892026052,-0.009061436203236392,-32.787775766830265,26.0,30.0,20.0,211.90799354570686,226.55611675819947,231.6690476661913,3.31626457975183,3.54550110526757,3.6255161692827658,2.3545332616189683,2.517290186202218,2.5741005296243493,3.070744632985712,3.374734157738929,3.3442540654657087,2569581.5893198824,2037855.0315103363,2269118.0372814853,7.184081876505464,6.355082063238662,3.8942234500507373,91.24148812674079,68.15891642047261,57.796572810201305,165.41664309084416,138.5184992455881,118.90176625263192
20,169.55996924467183,-0.007817315125239206,-32.786366149816054,19.0,21.0,26.0,231.6690476661913,250.43158707707286,270.33064955907787,3.6255161692827658,3.919141453696984,4.230552811877336,2.5741005296243493,2.782573189745256,3.0036738839897565,3.215509076861929,3.3793668569641633,3.070744632985712,1766595.4765618532,1642360.867539872,2569581.5893198824,5.725539965714292,4.37199124360818,7.184081876505464,62.58263136231293,82.12644845351731,91.24148812674079,128.66142849000178,152.33789263931212,165.41664309084416
21,169.56238640017074,-0.005785225690581347,-32.786331200192784,20.0,26.0,37.0,250.43158707707286,346.1254009359776,377.38104550876153,3.919141453696984,5.416706505829865,5.905843254659865,2.782573189745256,3.845837788177532,4.193122727875132,3.3442540654657087,3.070744632985712,3.038154225132815,2269118.0372814853,2569581.5893198824,4407830.301640231,3.8942234500507373,7.184081876505464,7.926043006032432,57.796572810201305,91.24148812674079,70.50164096669829,118.90176625263192,165.41664309084416,136.5582096815797
22,169.5546529731694,-0.012287348958315186,-32.78152681137841,23.0,17.0,39.0,303.7911041215678,361.1989986450315,462.4174418153438,4.754193843210338,5.6526015154307245,7.2366245260158815,3.3754567124618684,4.01332220716702,5.137971575726048,4.329130652567224,3.777521861571699,4.5248781130480324,591214.8373905255,2951870.5588355935,1344649.8998904717,3.876078415891939,6.123703782341538,4.181995229403564,30.587622364090688,82.86454617398874,58.51469184925692,89.02093126845135,155.76697194270974,124.12437475018595
23,169.5553523396989,-0.01169967754049222,-32.77913244380167,22.0,25.0,39.0,303.7911041215678,525.2518424472706,605.4746554382162,4.754193843210338,8.21995457279229,9.475405435020123,3.3754567124618684,5.836131582747457,6.7274961715357415,4.105060140237412,3.9003460203720364,4.5248781130480324,904163.8560036407,404572.89881370426,1344649.8998904717,7.659448325298678,1.3849595348162473,4.181995229403564,89.7864060196429,34.812752831155585,58.51469184925692,163.41427781202353,92.5411211772798,124.12437475018595
24,169.55689789381216,-0.010398847744890766,-32.79096916974214,33.0,18.0,51.0,189.833266429195,210.28031177175788,243.64066120334388,2.97080505073984,3.290792093680225,3.8128665248377764,2.109258515879945,2.336447908575089,2.7071184578149343,3.2084782414629966,3.187488127423288,2.730755112594982,2054972.9966672824,3741616.010531023,2548997.7634137245,4.884881797986907,6.847785636220037,5.842807246997624,65.1429991172107,63.02083323223895,78.50300094656906,131.95284811744256,127.66374042549616,147.29106650406675
