,Unnamed: 0,Unnamed: 0.1,cloudnum,RGAL_KPC,x,corr_x,y,nn_index,nn2_index,nn3_index,min_dist,min_dist2nd,min_dist3rd,mean_cloud_sep_nn,mean_cloud_sep_nn2,mean_cloud_sep_nn3,beam_sep_nn,beam_sep_nn2,beam_sep_nn3,MLUM_MSUN_nn,MLUM_MSUN_nn2,MLUM_MSUN_nn3,SIGV_KMS_nn,SIGV_KMS_nn2,SIGV_KMS_nn3,RAD_PC_nn,RAD_PC_nn2,RAD_PC_nn3,RAD_NODC_nn,RAD_NODC_nn2,RAD_NODC_nn3,clouds_r400pc,nn_dist,nn3_dist,nn5_dist,clouds_r100pc,clouds_r200pc,clouds_r600pc,clouds_r800pc,clouds_r1000pc,clouds_r1500pc
0,0,0,1,1.374123204860267,52.88942197350102,0.0056895734886127,-51.90224362244943,2.0,3.0,4.0,199.4055272988164,301.433118590639,321.8878376102085,3.282345469168709,4.961786388101044,5.298484448613639,1.3293701819921109,2.009554123937596,2.1459189174013926,2285656.1747895684,1262466.170504656,1587824.7495511104,5.44617844478438,2.428473918519784,2.2668959432750824,,,,106.62563944782872,122.69743359329512,132.37984589402976,3,212.69923228819735,343.34703190048646,583.598026078933,0,0,5,9,13,24
1,1,1,2,1.212724985027179,52.88839656143991,0.0050568089762007,-51.902955020256655,3.0,4.0,1.0,122.89054416126685,128.50599624350056,199.4055272988164,2.022858775759752,2.1152927917528643,3.282345469168709,0.8192702944084467,0.8567066416233382,1.3293701819921109,1262466.170504656,1587824.7495511104,3903596.302822928,2.428473918519784,2.2668959432750824,3.983676256376624,,,102.89417303243783,122.69743359329512,132.37984589402976,213.0810413046236,4,131.08324905864393,212.69923228819735,425.91451693789105,0,2,8,13,20,32
2,2,2,3,1.2247473384283036,52.88841466173861,0.0050679105885639,-51.90354167435165,4.0,2.0,6.0,44.427715145192586,122.89054416126685,214.52797804449284,0.7313092645311368,2.022858775759752,3.5312709044873354,0.2961847676346176,0.8192702944084467,1.4301865202966209,1587824.7495511104,2285656.1747895684,1190746.875201192,2.2668959432750824,5.44617844478438,6.415280604358801,,,39.19502358220867,132.37984589402976,106.62563944782872,140.29940610191082,5,47.3895635276975,228.82984665910124,321.5286646211614,1,2,9,16,20,32
3,3,3,4,1.1738387501484238,52.888071032436045,0.0048558964438296,-51.903534764551424,3.0,2.0,6.0,44.427715145192586,128.50599624350056,180.80022777155568,0.7313092645311368,2.1152927917528643,2.976090063748995,0.2961847676346176,0.8567066416233382,1.2053348518103728,1262466.170504656,2285656.1747895684,1190746.875201192,2.428473918519784,5.44617844478438,6.415280604358801,,,39.19502358220867,122.69743359329512,106.62563944782872,140.29940610191082,5,47.3895635276975,192.8535791655763,343.34703190048646,1,3,12,17,21,34
4,4,4,5,0.8504738138529984,52.88483704237238,0.0028606295108542,-51.90253059290585,10.0,18.0,14.0,64.59731383187523,108.27695948088386,151.63450974454463,1.0633140577833091,1.7823096088748818,2.4960032591462618,0.4306487588791688,0.7218463965392267,1.0108967316302988,1679153.9087621477,1473940.0947469696,2392957.704054227,3.0817372488602586,3.0075688538991106,5.928157879607633,53.63906006742664,,,153.0669060464804,110.39181220599173,109.96331597437938,6,68.903802447413,161.7434794724501,380.4917471163367,1,3,13,18,27,40
5,5,5,6,1.058877875484758,52.8870500740345,0.0042259225244466,-51.90412497330284,8.0,4.0,3.0,154.71069155525214,180.80022777155568,214.52797804449284,2.546639224786192,2.976090063748995,3.5312709044873354,1.0314046103683492,1.2053348518103728,1.4301865202966209,1953299.959452572,1587824.7495511104,1262466.170504656,7.626911222528943,2.2668959432750824,2.428473918519784,,,,159.08839556697384,132.37984589402976,122.69743359329512,6,165.02474011513436,228.82984665910124,320.5772109560699,0,2,15,21,25,40
6,6,6,7,0.6539037215979335,52.88433913891616,0.0025533272983098,-51.90420580992115,9.0,15.0,12.0,134.33759202744048,188.2677288484485,189.81318254033013,2.211284674519256,3.099010018164407,3.1244491972687856,0.8955839468496044,1.255118192322992,1.265421216935536,1424748.4129894648,451722.8132168351,1111096.3997615292,4.585711521744041,8.72128154840666,7.011158106082226,38.33512975815157,,,152.10387343430037,96.49881034127722,88.55684590432041,8,143.29343363116726,202.46739772667183,371.5308915465997,0,1,21,27,36,42
7,7,7,8,1.2241739184148417,52.88756662862847,0.0045445585483345,-51.90479140614176,6.0,11.0,4.0,154.71069155525214,210.81581238645447,271.1476870545569,2.546639224786192,3.4701662285361703,4.46326836640492,1.0314046103683492,1.4054387492430327,1.8076512470303816,1190746.875201192,2923103.0343196485,1587824.7495511104,6.415280604358801,6.57968935014247,2.2668959432750824,39.19502358220867,45.41779763348099,,140.29940610191082,150.56025744332953,132.37984589402976,5,165.02474011513436,289.224203834637,330.55569242669895,0,1,10,20,25,40
8,8,8,9,0.5770983247393779,52.88374224938779,0.0021850850731399,-51.90368063323584,7.0,12.0,17.0,134.33759202744048,192.31996440128,239.6062641877343,2.211284674519256,3.1657124671236514,3.944075905491305,0.8955839468496044,1.2821330960085346,1.5973750945848972,469138.1178040187,1111096.3997615292,810792.818229432,3.8882909095034006,7.011158106082226,6.52297096937528,,,,93.66310542772588,88.55684590432041,111.73573349491843,10,143.29343363116726,255.5800189420272,269.48896961368945,0,1,19,28,36,42
9,9,9,10,0.9204335034416056,52.88518955636189,0.0030781460200039,-51.90231192581535,5.0,18.0,14.0,64.59731383187523,91.62378166449578,182.3605006562848,1.0633140577833091,1.5081874042733512,3.0017731764652367,0.4306487588791688,0.6108252110966393,1.2157366710418998,1170427.6313871408,1473940.0947469696,2392957.704054227,2.732880363425558,3.0075688538991106,5.928157879607633,31.218982435511386,,,138.04406771285113,110.39181220599173,109.96331597437938,4,68.903802447413,194.51787026564492,439.04244228886745,2,3,12,18,24,38
