,Unnamed: 0,Unnamed: 0.1,cloudnum,RGAL_KPC,x,corr_x,y,nn_index,nn2_index,nn3_index,min_dist,min_dist2nd,min_dist3rd,mean_cloud_sep_nn,mean_cloud_sep_nn2,mean_cloud_sep_nn3,beam_sep_nn,beam_sep_nn2,beam_sep_nn3,clouds_r400pc,nn_dist,nn3_dist,nn5_dist,clouds_r100pc,clouds_r200pc,clouds_r600pc,clouds_r800pc,clouds_r1000pc,clouds_r1500pc
0,0,0,1,0.0747376007477952,218.1695551189056,-0.0002239857885063,-44.174378072840526,556.0,240.0,2.0,33.806006013259626,60.97483744964712,66.04911671040685,0.6581133218433072,1.1870184489437623,1.2858012149099451,0.3756222890362186,0.677498193884969,0.7338790745600773,24,33.806006013255335,66.04911671040496,77.98789531982763,7,9,38,57,66,87
1,1,1,2,0.1349213813474714,218.1694783161448,-0.0002790718292819,-44.17408475145011,173.0,210.0,240.0,37.24708820808467,55.03940377660295,61.24971358171221,0.7251020703243883,1.0714712893764475,1.192369558574928,0.4138565356453859,0.6115489308511448,0.6805523731301367,22,37.247088208079205,61.249713581720805,79.65639036460988,6,9,38,56,66,87
2,2,2,3,3.511271046649984,218.1515015564117,-0.013174239512185,-44.16615735483226,6.0,11.0,67.0,150.23892314844628,312.43931469717626,351.74034877019267,2.924753570256249,6.082365222000942,6.847452173577684,1.6693213683160724,3.471547941079742,3.908226097446591,3,150.23892314844534,351.74034877017874,435.382745464709,0,1,12,25,38,64
3,3,3,4,1.7457138949030857,218.15973875233868,-0.0072645202198071,-44.17423655498371,81.0,172.0,148.0,40.21603765441255,49.058582987205575,83.4082924862511,0.7828996457534796,0.9550405629689568,1.6237383503947405,0.4468448628268067,0.5450953665245073,0.9267588054027914,18,40.216037654412915,83.40829248738495,104.6029842052261,3,11,29,41,59,102
4,4,4,5,1.2269038163091974,218.1627307102123,-0.005118633875925,-44.17403250886269,103.0,209.0,147.0,103.57542319133027,108.25905952977548,162.96667898733654,2.016338924835924,2.107516908647179,3.172529236848073,1.1508380354592271,1.2028784392197296,1.810740877637076,15,103.57542319133395,162.96667898733278,180.8861103506711,0,8,34,42,58,98
5,5,5,6,3.483717732303578,218.15124243190093,-0.0133599674051636,-44.16681032340509,3.0,67.0,41.0,150.23892314844628,311.8609351739492,316.289326138389,2.924753570256249,6.071105705891059,6.157314738892038,1.6693213683160724,3.4651215019327744,3.5143258459821056,5,150.23892314844534,316.28932613839834,364.5526371303132,0,1,11,27,42,62
6,6,6,7,3.937894493228507,218.1526767367827,-0.0123321650516177,-44.16181079705245,79.0,33.0,18.0,264.794076922217,388.5811836449266,390.1048411676508,5.154838743723857,7.564645568425399,7.594307141378982,2.9421564102468603,4.317568707165858,4.334498235196127,3,264.7940769232038,390.10484116765286,512.8741211313899,0,0,7,10,14,36
7,7,7,8,1.946576018299592,218.15860621849976,-0.0080767725212847,-44.17444224521255,208.0,104.0,20.0,64.69782022985774,96.60842486136704,99.81148327903712,1.2594950545412658,1.8807099359393795,1.943064992448694,0.7188646692206427,1.0734269429040797,1.109016480878192,19,64.697820228305,99.8114832787463,147.81228094829532,3,10,28,39,53,103
8,8,8,9,1.5915383615859418,218.16061807933983,-0.0066338603842637,-44.17410666688943,68.0,148.0,4.0,96.38603205917072,120.50958620108854,142.4992958340476,1.8763805376144176,2.346002188417456,2.7740835431696333,1.0709559117685652,1.3389954022343191,1.5833255092671978,17,96.3860320591634,142.49929583405344,160.05445016698187,1,7,29,45,56,105
9,9,9,10,4.0928642853478685,218.1465569953599,-0.016720430665118,-44.16845962015747,22.0,39.0,23.0,171.02937055665222,188.798936430991,210.07137368765595,3.329488468577463,3.675414811390267,4.089532774369864,1.9003263395183607,2.097765960344348,2.334126374307292,6,171.0293705566586,210.0713736878097,326.5881389733064,0,2,9,14,22,42
10,10,10,11,3.193977572002176,218.1532530743471,-0.0119177066445538,-44.16680099017944,43.0,42.0,41.0,207.22077239314697,237.01648633243724,241.98217958898104,4.0340391237314455,4.614082689646569,4.710751573957753,2.3024530265905256,2.6335165148048625,2.688690884322016,7,207.2207723931481,241.9821795889818,312.4393146971927,0,0,17,32,43,76
11,11,11,12,3.160927378403419,218.15424043247347,-0.011209627518779,-44.16592154320546,27.0,11.0,43.0,237.58074066705788,249.8723347906548,250.21857901670748,4.625067225778285,4.864351979980164,4.871092437213924,2.6397860074117583,2.776359275451724,2.7802064335189764,7,237.5807406670736,250.21857901671066,320.84764286842585,0,0,19,27,42,71
12,12,12,13,0.7569886208144989,218.1654744696651,-0.0031507353618401,-44.17406095082735,276.0,149.0,289.0,65.85875774272327,83.70017209213749,94.58039653929627,1.2820954304255028,1.6294204725872548,1.8412296005425632,0.7317639749191486,0.9300019121348624,1.0508932948810714,20,65.85875774272097,94.58039654086312,112.49120478401204,3,8,32,50,62,98
13,13,13,14,3.2451204711338777,218.15113966517032,-0.0134327994652476,-44.17069175445181,58.0,97.0,73.0,141.65149448818474,161.68608342654275,165.01896804166773,2.7575790983745225,3.147599435968276,3.2124818643900195,1.5739054943131665,1.7965120380727,1.8335440893518664,9,141.65149448661833,165.0189680416549,265.4013988119233,0,3,13,26,47,93
14,14,14,15,2.170411667754187,218.15912203606024,-0.0077075714492622,-44.16866955294847,86.0,40.0,64.0,311.6977015466052,366.8359971254927,410.8838168666249,6.067927979877351,7.141324430495237,7.998818715931431,3.463307794962285,4.075955523616591,4.565375742962506,2,311.69770154583654,410.88381686662063,424.029846372863,0,0,10,23,36,94
15,15,15,16,3.380904051643994,218.154117514646,-0.0112980911314223,-44.16439918887555,51.0,32.0,77.0,104.48576087391606,240.28461515696256,242.07954621146976,2.034060786331502,4.677704494484344,4.712647043991615,1.1609528985990691,2.669829057299588,2.6897727356830017,8,104.48576087391793,242.07954621146624,245.4789092636429,0,1,14,23,32,60
16,16,16,17,3.672688807067544,218.15242204601407,-0.0125144490866568,-44.16381327964395,78.0,51.0,18.0,98.18274784488582,241.1064901597656,276.6575366600133,1.9113578311072217,4.693704222107374,5.385788856361628,1.0909194204987331,2.678961001775177,3.0739726295557084,5,98.18274784489024,276.65753666001507,373.7774780984863,1,1,12,17,23,53
17,17,17,18,3.557354673306026,218.15400665160897,-0.0113778314044242,-44.16329283915066,51.0,79.0,32.0,145.24551776552613,164.1824043410938,189.3380062937273,2.8275452043056872,3.196196186759177,3.6859090726150887,1.6138390862836265,1.824248937123267,2.1037556254858627,8,145.24551776552636,189.3380062937259,245.4789092636429,0,4,11,16,24,51
