cloudnum,x,corr_x,y,nn_index,nn2_index,nn3_index,min_dist,min_dist2nd,min_dist3rd,mean_cloud_sep_nn,mean_cloud_sep_nn2,mean_cloud_sep_nn3,beam_sep_nn,beam_sep_nn2,beam_sep_nn3,RGAL_KPC_nn,RGAL_KPC_nn2,RGAL_KPC_nn3,MLUM_MSUN_nn,MLUM_MSUN_nn2,MLUM_MSUN_nn3,SIGV_KMS_nn,SIGV_KMS_nn2,SIGV_KMS_nn3,RAD_PC_nn,RAD_PC_nn2,RAD_PC_nn3,RAD_NODC_nn,RAD_NODC_nn2,RAD_NODC_nn3
1,259.25670709759083,0.004009930707000391,-62.821396994315464,13.0,11.0,6.0,241.8282134246633,418.0944645119352,448.0086782825218,2.3373822765737966,4.041077661884357,4.330212465862849,1.6121880894977565,2.7872964300795697,2.9867245218834806,1.0849956301145647,0.5873235290687148,1.1069939428653597,149453.84799838235,3637611.1768655977,684251.2479780687,11.334914000866071,14.10667184178036,2.8228890258346873,117.46888239500606,109.512523228231,24.496369269101177,253.05662719662965,215.84030549378213,139.33359255371127
2,259.24975448872624,0.0008342262983305508,-62.821074136890594,84.0,101.0,149.0,121.54548362502804,162.9451068329667,222.13943839820385,1.1747936901135658,1.5749403238445996,2.1470810989627243,0.8103032241668541,1.0863007122197783,1.4809295893213597,0.104331751096766,0.050146394090276,0.03254668089253639,37190995.64664865,28270099.40944669,49143189.599481374,18.094790351170342,15.49752954161848,29.4681644053458,81.21564304884251,56.48944330649337,69.34898190815952,184.56116282533358,157.84531073807756,167.13780198123354
3,259.28188587045514,0.015509063590441527,-62.82456071210594,19.0,21.0,25.0,361.14701655218664,515.5959237679189,590.4526014107666,3.4906540629493548,4.983474661711738,5.706999303968165,2.407646777014579,3.4373061584527944,3.93635067607178,2.936652119324503,3.6460430627265996,2.7697590249020565,7895538.918577262,5090724.419617637,9051755.165547438,6.901781572887,3.677247865538874,6.031698839246137,145.51171713904932,89.5605695983476,122.61033058278127,267.7276408171904,191.71638273814486,234.99676975439664
4,259.29593329854976,0.02191971629560839,-62.831323974404825,8.0,7.0,18.0,419.22808259266685,529.6253733674594,546.6697573239918,4.0520346084406835,5.11907582412229,5.283817730829254,2.7948538839511152,3.530835822449731,3.644465048826614,4.664648272256645,5.374528993078084,4.565830145974794,2995005.092163406,1397603.2768659566,3605560.9803427216,5.204514436005718,3.7769556381074256,4.249230414021667,115.22402799262055,78.95737541094918,125.89238765068183,223.35257298906913,204.9866925860906,239.80496619389032
5,259.2980046111121,0.022868866105638205,-62.8269970029563,9.0,12.0,8.0,333.1536602264688,391.3806638285032,649.7196355695943,3.2200852405156914,3.782876340487128,6.27984278350325,2.2210244015097937,2.6092044255233557,4.33146423713063,5.040355931899866,4.6017204363750555,4.664648272256645,491303.324297673,2390825.589341034,2995005.092163406,5.1667076926803555,4.15729767251384,5.204514436005718,80.6644343492885,123.20884534840455,115.22402799262055,184.50772744114815,237.65575603392256,223.35257298906913
6,259.2564632568792,0.003898259244044779,-62.82361084686924,24.0,43.0,1.0,258.9108487347899,391.93392186789595,448.0086782825218,2.502493900422859,3.788223837031618,4.330212465862849,1.7260723248986003,2.6128928124526416,2.9867245218834806,1.296096156386657,1.3347550547997071,0.8431146550994499,911226.9517508579,1256137.1192623002,1200097.3655685096,6.367405211981571,9.575648553341388,11.347310789005016,,,105.88960367803864,220.64637178761743,148.92888773811748,239.85561585607374
7,259.29468028553504,0.02134571983949092,-62.833880829318545,4.0,18.0,14.0,529.6253733674594,748.7868681833643,768.0560148161867,5.11907582412229,7.2373737118487025,7.423618985658708,3.530835822449731,4.991912454555764,5.120373432107916,5.065036913637434,4.565830145974794,4.6468947412873245,1318060.5176004432,3605560.9803427216,4540853.857682952,2.605344574559633,4.249230414021667,6.548627448619614,118.01809362581693,125.89238765068183,108.94844315485676,230.1057982672802,239.80496619389032,216.33865649747463
8,259.29366390431517,0.0208847611444114,-62.82952635176549,23.0,18.0,4.0,297.9231264426776,418.91326900409416,419.22808259266685,2.879565728361575,4.048991788531733,4.0520346084406835,1.9861541762845187,2.792755126693963,2.7948538839511152,4.373562918363975,4.565830145974794,5.065036913637434,3363367.4034963064,3605560.9803427216,1318060.5176004432,3.737720636392805,4.249230414021667,2.605344574559633,72.93890653145144,125.89238765068183,118.01809362581693,170.09885833059897,239.80496619389032,230.1057982672802
9,259.29940549742685,0.02350740650500426,-62.82851668693825,5.0,8.0,4.0,333.1536602264688,567.9838846170929,651.8332066289192,3.2200852405156914,5.489828694852079,6.300271431858147,2.2210244015097937,3.7865592307806217,4.345554710859464,4.814846663006941,4.664648272256645,5.065036913637434,2792856.6226619817,2995005.092163406,1318060.5176004432,3.7558322710374643,5.204514436005718,2.605344574559633,80.72154955665309,115.22402799262055,118.01809362581693,185.15805797223626,223.35257298906913,230.1057982672802
10,259.29098712181144,0.019663884129398804,-62.82736108403151,23.0,8.0,16.0,360.99888924016165,502.39162108927076,556.1488184875021,3.4892223435114103,4.85584892847527,5.375437270370908,2.40665926160108,3.3492774739284736,3.707658789916682,4.373562918363975,4.664648272256645,3.892885573849032,3363367.4034963064,2995005.092163406,7744884.056889002,3.737720636392805,5.204514436005718,3.9923168166911545,72.93890653145144,115.22402799262055,157.36917013360048,170.09885833059897,223.35257298906913,283.0502754371728
