cloudnum,x,corr_x,y,nn_index,nn2_index,nn3_index,min_dist,min_dist2nd,min_dist3rd,mean_cloud_sep_nn,mean_cloud_sep_nn2,mean_cloud_sep_nn3,beam_sep_nn,beam_sep_nn2,beam_sep_nn3
1,169.56130641909408,142.49331370390897,-32.82136305087194,17.0,21.0,509.0,54.95376229948409,60.22037693764318,116.1327100354199,1.206723308506234,1.3223722900291308,2.550144743794051,0.8804804161712301,0.9648631927889347,1.860702026293098
2,169.58185624398243,142.5209132440322,-32.814923240945724,29.0,460.0,9.0,54.430538058905476,55.942799934818595,60.73844735085228,1.1952338879413456,1.228441471514688,1.3337485382950798,0.8720972104029899,0.8963269793969204,0.9731638228812376
3,169.56041889949367,142.4919657843949,-32.82173839808824,11.0,509.0,21.0,65.18204874184633,101.22572160914275,114.96286168083954,1.4313250671412874,2.222803909592601,2.5244561791204174,1.0443601129681535,1.6218592096375506,1.8419584767525814
4,169.59071543615616,142.5335454613258,-32.81168959832987,376.0,19.0,402.0,75.85785720798485,273.7935421600357,341.1183458413454,1.6657539101207695,6.012200715984483,7.490578290937262,1.2154100991365842,4.386776116115469,5.465467886861116
5,169.55433003906813,142.48413565193408,-32.823429926420836,421.0,436.0,434.0,112.57539019136271,188.79594068994143,194.40990367958256,2.4720299688994505,4.145748219026883,4.269024582813806,1.8037059203726293,3.024927165572412,3.1148752285012264
6,169.57609619155414,142.51321444232204,-32.81670502353207,539.0,449.0,562.0,53.4953319212508,70.26283748529511,129.3023913593458,1.174697804562454,1.542893519341207,2.8393362523312162,0.8571131464402609,1.1257655491042682,2.071709353320853
7,169.57800481411132,142.51664600794336,-32.81556565159163,540.0,22.0,14.0,12.498578801170723,53.32893612120821,118.8709509121958,0.27445484588261226,1.1710439384403375,2.610273458408756,0.2002547851852361,0.8544471189083839,1.9045746815195328
8,169.561025395098,142.49465564766572,-32.82037921631965,13.0,489.0,426.0,120.40522200169728,129.31375035674233,151.5950513218238,2.643964339756949,2.8395856832408777,3.3288581933172017,1.9291570866338854,2.0718913494997584,2.4288869095063124
9,169.5813360649582,142.5204214940073,-32.81495726794376,460.0,29.0,2.0,6.613663194729502,36.751074872168445,60.73844735085228,0.14522866493100545,0.8070126012340337,1.3337485382950798,0.10596546402731824,0.5888332362366879,0.9731638228812376
10,169.56961601371623,142.50457742211205,-32.81869446416038,530.0,611.0,560.0,173.24110619963542,176.34659414497452,200.4630988084756,3.8041814080574157,3.872374458562367,4.401945994329978,2.7757044268113975,2.825461189662784,3.211860758576634
11,169.56011534089478,142.49232843333587,-32.82135328225362,21.0,3.0,509.0,61.26219667350092,65.18204874184633,101.85486054184507,1.345249489076395,1.4313250671412874,2.2366190986281254,0.9815554416217691,1.0443601129681535,1.6319394022597846
12,169.5508425387505,142.48027275283107,-32.82401107268087,435.0,433.0,456.0,67.79754330565291,76.5426723256099,221.43282417944766,1.488758409670528,1.6807916860596035,4.862417767676861,1.0862661016697792,1.2263823469779758,3.5478419862314188
13,169.56268984140297,142.49558866749535,-32.82066956956646,489.0,8.0,23.0,100.43116063802783,120.40522200169728,167.54252327507467,2.205356237153935,2.643964339756949,3.679046884909623,1.6091285912913842,1.9291570866338854,2.6844005659827346
14,169.578395262455,142.51593257991672,-32.81621501475034,575.0,22.0,531.0,24.037958293349796,101.46052618693763,110.37845002822947,0.5278467451128137,2.227959956150886,2.423787614030305,0.38514108291060534,1.6256212965943826,1.7685060958620333
15,169.58245842617018,142.52142618848066,-32.8149189670833,25.0,2.0,462.0,37.33420939228672,63.20733409007142,98.1090582743418,0.8198175846960656,1.3879625365658708,2.1543654600033837,0.5981763367537998,1.0127208310398528,1.5719233924111309
16,169.58105520046493,142.51948645005234,-32.81539305829464,541.0,9.0,460.0,93.37616708051345,127.11530990028655,130.3153368907205,2.050436449845872,2.7913103836042374,2.8615794060628135,1.4960920419509958,2.0366674869827777,2.0879389737454392
17,169.5617009950646,142.49375446040847,-32.82129499315684,1.0,519.0,21.0,54.95376229948409,112.38184831011053,114.93680677525667,1.206723308506234,2.467780005120695,2.523884042463123,0.8804804161712301,1.8006049527769479,1.8415410197277853
18,169.57143622794743,142.50735766349487,-32.817914829720415,561.0,591.0,600.0,12.883218418453072,81.57816225910082,120.79245418844081,0.2829011027379666,1.7913654269324655,2.652467526545156,0.20641755978208812,1.3070619963185224,1.935361399908757
19,169.58893998348609,142.53136527340595,-32.81211854851139,410.0,377.0,26.0,146.43800934678958,164.39457038761782,201.30808692877494,3.215615305226949,3.6099213516536524,4.420500990703459,2.3462597285019413,2.6339634211457654,3.225399331018068
20,169.5800131487321,142.5183493002421,-32.81555602001374,28.0,16.0,524.0,72.96792179433415,141.55138203740776,141.6055894598198,1.602294152720999,3.108310421494366,3.1095007560116312,1.169106963022771,2.267965186563389,2.2688337089692765
21,169.5607480294927,142.4928251309274,-32.82137509668246,1.0,11.0,509.0,60.22037693764318,61.26219667350092,88.82141953953226,1.3223722900291308,1.345249489076395,1.9504192755510548,0.9648631927889347,0.9815554416217691,1.4231149455225014
22,169.5789109234324,142.51672498022083,-32.81599117914771,7.0,540.0,531.0,53.32893612120821,57.839853560927324,91.12942511252149,1.1710439384403375,1.2700986526124265,2.001100502905611,0.8544471189083839,0.9267219604923465,1.4600942827397851
23,169.5641070094807,142.49694447710792,-32.82056679096484,520.0,478.0,13.0,101.51154805448074,128.23918148576678,167.54252327507467,2.229080339437334,2.815989349724444,3.679046884909623,1.6264387793887976,2.0546743873277236,2.6844005659827346
