res_pc,mean_dist_nn,mean_dist_nn2,mean_dist_nn3,5th_nn,5th_nn2,5th_nn3,16th_nn,16th_nn2,16th_nn3,50th_nn,50th_nn2,50th_nn3,84th_nn,84th_nn2,84th_nn3,95th_nn,95th_nn2,95th_nn3,mean_beam_sep,mean_beam_sep2,mean_beam_sep3
60,132.32356679700743,185.24067755624586,225.59311284457038,54.51534889610534,84.01830485883778,120.79245418844081,75.85785720798485,118.14698381271648,151.37867409911058,115.00709946553872,164.74961548449363,205.7576786778136,186.01750124779167,250.7320871511471,294.27495486731726,267.5624192291634,348.6605792740487,400.4624511064286,2.1201152439345257,2.967964012685901,3.6144989818943727
90,182.11986273416682,254.65044445175468,306.4806566513129,73.74647976445583,133.653603164956,183.04043253441603,104.87094457364569,161.28859430962393,213.21719566647215,161.1882020104207,234.38889492192357,280.98429429858015,261.09527018152744,339.08530002164355,412.02011933160276,362.47410797122103,466.72846460532503,535.2627923049545,2.023554030379633,2.8294493827972764,3.4053406294590354
120,228.23417236812188,314.87741634047626,380.61574839617214,99.11300918248048,162.2871475176554,216.38501408583505,135.7381508625124,211.40042429239494,256.09542305871145,207.32823553816243,287.52211308688123,350.64884348687804,324.6294041861592,435.3138470948325,507.99499962435635,423.9266636227723,540.2006200395676,640.680770091265,1.9019514364010173,2.623978469503971,3.171797903301437
150,266.4991479398059,364.04111447368365,444.5119790746712,114.87008731761398,186.00355585699288,255.95532304693745,158.62183776440634,229.94259945345163,302.37761070110236,238.6756508706212,322.30998121410323,402.40343397759,382.56579598224636,505.1626139798088,568.8460303249141,512.9826026897205,673.6146337191317,784.7663917307771,1.7766609862653728,2.4269407631578916,2.963413193831142
