cloudnum,x,corr_x,y,nn_index,nn2_index,nn3_index,min_dist,min_dist2nd,min_dist3rd,mean_cloud_sep_nn,mean_cloud_sep_nn2,mean_cloud_sep_nn3,beam_sep_nn,beam_sep_nn2,beam_sep_nn3
1,169.57582425445398,0.005510033428886341,-32.81679884244965,260.0,309.0,254.0,75.84736619840461,89.83826296421115,189.6532378193768,1.1869770921925245,1.4059283200677537,2.967987684145535,0.8427485133156075,0.9982029218245692,2.1072581979930773
2,169.5600818101528,-0.0077197055501153685,-32.82063195800197,10.0,5.0,236.0,147.38253263737337,160.1187934982797,240.69524114047755,2.306470201908725,2.5057869434095266,3.7667720285257844,1.6375836959708165,1.7790977055364425,2.6743915682275303
3,169.57782780908673,0.007193939502118779,-32.815523617512895,311.0,326.0,317.0,24.102295165790782,146.39646932510288,201.3651223419969,0.3771900550405407,2.2910387555476888,3.151273397698059,0.2678032796198978,1.6266274369455889,2.2373902482444117
4,169.570405372051,0.0009559450372413194,-32.818441236191816,332.0,347.0,308.0,110.27005604158853,185.29677018067972,210.53692870198867,1.725676671933067,2.899810929312876,3.2948080329661846,1.2252228449065403,2.058853002007554,2.339299207799876
5,169.5597190388596,-0.008024454090661175,-32.821895169719376,2.0,10.0,9.0,160.1187934982797,185.64992566448902,199.75486067877873,2.5057869434095266,2.9053376534468067,3.1260735285071366,1.7790977055364425,2.0627769518276575,2.219498451986432
6,169.55084972145391,-0.015477504676150588,-32.82398901613136,7.0,262.0,230.0,100.67461721315506,156.37734954642883,303.3260673876791,1.5755123794895836,2.4472350320491203,4.746916227944039,1.118606857923946,1.7375261060714329,3.370289637640881
7,169.54988079624587,-0.016291743393800517,-32.82392153960986,6.0,262.0,235.0,100.67461721315506,190.7989239297192,306.9955494980271,1.5755123794895836,2.9859171553451316,4.804341968922307,1.118606857923946,2.119988043663548,3.411061661089193
8,169.5893970303955,0.01691760003843493,-32.8120682806558,14.0,214.0,15.0,124.29545756010226,165.4603531927105,241.93046169038453,1.945167883634868,2.5893799448762227,3.7861026733461958,1.381060639556693,1.8384483688078959,2.6881162410042747
9,169.5578329677913,-0.009609395048619653,-32.82223574827303,266.0,13.0,5.0,143.07726748499252,192.32429342785574,199.75486067877873,2.2390947429069814,3.009788500418355,3.1260735285071366,1.5897474164999181,2.1369365936428433,2.219498451986432
10,169.5613215330574,-0.006677833613035959,-32.82121943970554,2.0,5.0,297.0,147.38253263737337,185.64992566448902,205.01393681888328,2.306470201908725,2.9053376534468067,3.2083756995287547,1.6375836959708165,2.0627769518276575,2.277932631320927
11,169.5634530219267,-0.004886643510334507,-32.82048296671265,276.0,288.0,298.0,101.91941789856547,166.45379930280637,210.54966212158504,1.5949929491123003,2.6049269286953702,3.295007305243176,1.1324379766507284,1.8494866589200722,2.3394406902398357
12,169.58256799839742,0.011177768371023964,-32.81488846648886,249.0,259.0,250.0,84.98053504990891,189.56238138209787,293.8971040468231,1.3299070678689895,2.9665658218563915,4.599357201840974,0.9442281672212108,2.1062486820233115,3.265523378298037
13,169.55606030632072,-0.011099004067583735,-32.82270181235735,266.0,9.0,230.0,152.660927602609,192.32429342785574,275.31042546238695,2.389074703835528,3.009788500418355,4.30848406008994,1.6962325289178792,2.1369365936428433,3.0590047273598575
14,169.588369861249,0.016054218938397077,-32.812589913776904,8.0,15.0,226.0,124.29545756010226,127.1621437202686,196.21805296830132,1.945167883634868,1.9900302298595463,3.0707240820827875,1.381060639556693,1.4129127080029855,2.180200588536683
15,169.58714200142006,0.015022268696989189,-32.81258077785949,14.0,226.0,218.0,127.1621437202686,147.42466237668745,163.71787681715816,1.9900302298595463,2.3071295133386704,2.562110975034119,1.4129127080029855,1.6380518041854175,1.8190875201906476
16,169.55476758754202,-0.012190068298781161,-32.788237588794885,30.0,18.0,33.0,181.92519031995772,226.47356668043375,334.81228587513755,2.8470472242594123,3.5442092337606503,5.239661354605643,2.0213910035550873,2.5163729631159324,3.7201365097237535
17,169.55509017238637,-0.011919387916502646,-32.784434953523515,22.0,30.0,16.0,361.1989986450315,403.95084764035164,469.7472294511862,5.652601515430725,6.321648681466484,7.351332398555875,4.01332220716702,4.4883427515594665,5.21941366056874
18,169.55656311960735,-0.010680478463561986,-32.78928602865657,24.0,30.0,16.0,210.2803117717579,215.89378764598442,226.47356668043375,3.2907920936802255,3.3786404607923117,3.5442092337606503,2.3364479085750895,2.3988198627331623,2.5163729631159324
19,169.5584892026052,-0.009061436203236392,-32.78777576683026,26.0,30.0,20.0,211.9079935457069,226.55611675819947,231.66904766619123,3.31626457975183,3.54550110526757,3.6255161692827658,2.3545332616189674,2.517290186202218,2.574100529624349
20,169.5599692446718,-0.007817315125239206,-32.78636614981605,19.0,21.0,26.0,231.66904766619123,250.43158707707286,270.33064955907787,3.6255161692827658,3.919141453696984,4.2305528118773355,2.574100529624349,2.782573189745256,3.0036738839897565
21,169.56238640017074,-0.005785225690581347,-32.78633120019278,20.0,26.0,37.0,250.43158707707286,346.1254009359776,377.38104550876153,3.919141453696984,5.416706505829865,5.905843254659865,2.782573189745256,3.845837788177532,4.1931227278751315
22,169.55465297316942,-0.012287348958315186,-32.781526811378406,23.0,17.0,39.0,303.7911041215679,361.1989986450315,462.4174418153438,4.754193843210338,5.652601515430725,7.236624526015881,3.3754567124618684,4.01332220716702,5.137971575726047
23,169.5553523396989,-0.01169967754049222,-32.77913244380167,22.0,25.0,39.0,303.7911041215679,525.2518424472707,605.4746554382162,4.754193843210338,8.219954572792291,9.475405435020123,3.3754567124618684,5.836131582747457,6.7274961715357415
24,169.55689789381216,-0.010398847744890766,-32.79096916974214,33.0,18.0,51.0,189.83326642919496,210.2803117717579,243.64066120334388,2.97080505073984,3.2907920936802255,3.8128665248377756,2.1092585158799455,2.3364479085750895,2.7071184578149343
25,169.55911983589206,-0.008531829448552186,-32.78198470826116,28.0,35.0,22.0,244.74470693223455,342.83488239064127,466.18301670776964,3.8301443428373907,5.3652113738231435,7.295554075719068,2.7193856325803862,3.809276471007128,5.179811296753
26,169.56032176046332,-0.007520772894778138,-32.788539897732015,19.0,20.0,36.0,211.9079935457069,270.33064955907787,270.86389868280446,3.31626457975183,4.2305528118773355,4.23889792029731,2.3545332616189674,3.0036738839897565,3.0095988742533852
