cloudnum,x,corr_x,y,nn_index,nn2_index,nn3_index,min_dist,min_dist2nd,min_dist3rd,mean_cloud_sep_nn,mean_cloud_sep_nn2,mean_cloud_sep_nn3,beam_sep_nn,beam_sep_nn2,beam_sep_nn3
1,169.56130641909408,-0.006619654664494171,-32.82136305087194,17.0,21.0,3.0,41.70946783564462,57.840132001757574,102.88089437842648,0.9158933786620091,1.270104766862404,2.2591496569395164,0.6682776221593417,0.9267264217282626,1.6483787261866094
2,169.58185624398243,0.010650461978546993,-32.814923240945724,29.0,25.0,460.0,38.74225005591117,40.736013786629314,42.96561775879325,0.8507365867265445,0.8945174138226089,0.9434770294952479,0.6207362521739257,0.652680742340094,0.6884039130778754
3,169.56041889949367,-0.007365463566722778,-32.82173839808824,21.0,11.0,1.0,56.26091263522633,56.92274736797548,102.88089437842648,1.2354268714991672,1.249960023825207,2.2591496569395164,0.9014238461285907,0.9120278975446121,1.6483787261866094
4,169.59071543615616,0.018096611356699675,-32.81168959832987,376.0,19.0,410.0,115.84092986957624,191.323718576097,217.734309876787,2.5437375768895447,4.201255401179891,4.781202520001158,1.8560270648145287,3.0654277397289444,3.4885836338246268
5,169.55433003906813,-0.012482066803033438,-32.823429926420836,434.0,436.0,404.0,96.547973802603,127.87314085565728,151.25573474575341,2.120085786696793,2.8079515058766247,3.321407179880211,1.5469113778039356,2.048809609506362,2.4234503099431364
6,169.57609619155414,0.005809450640562264,-32.81670502353207,539.0,24.0,449.0,64.34056516103851,83.90160869423704,104.70913292534617,1.4128470265450457,1.84238571839249,2.299295735674844,1.0308776909750395,1.3442887301863782,1.6776711380123825
7,169.57800481411132,0.007413568573227153,-32.81556565159163,540.0,14.0,28.0,14.065944066140434,89.6474050037664,90.94566286931578,0.3088724384011095,1.9685569947984962,1.997065289067271,0.22536743194583497,1.4363490535229118,1.4571500065045646
8,169.561025395098,-0.006855893200998395,-32.82037921631965,1.0,21.0,17.0,124.67423286830471,126.02678281878958,132.77336323399248,2.7377070554772507,2.7674075433578476,2.9155549221554855,1.9975560516398774,2.0192268835076796,2.127321974419522
9,169.5813360649582,0.01021328636028964,-32.81495726794376,460.0,2.0,16.0,12.364198215059838,54.03181121889715,61.07224079090088,0.27150399813924936,1.1864782913919605,1.3410782698271628,0.1981017119572479,0.8657087274431532,0.9785119296297353
10,169.56961601371623,0.000363445132350915,-32.81869446416038,560.0,530.0,561.0,96.98680018002014,154.065745082845,195.64970124638216,2.129721924348857,3.3831118717706827,4.2962491541458485,1.5539423437514444,2.468472870137729,3.1347395186227067
11,169.56011534089478,-0.007620595416700397,-32.82135328225362,3.0,21.0,1.0,56.92274736797548,65.57019843028205,123.3420374447497,1.249960023825207,1.4398484012430037,2.708453530298607,0.9120278975446121,1.0505791266427427,1.9762113441645144
12,169.5508425387505,-0.015412669462825749,-32.82401107268087,435.0,433.0,476.0,101.88392332200931,154.27359667950535,164.10387291872695,2.2372572848553585,3.3876760609345355,3.603537959566271,1.6324050520661553,2.4718031109196428,2.6293058068591573
13,169.56268984140297,-0.005457118176800478,-32.82066956956646,489.0,17.0,478.0,107.38445098251643,128.15134185090403,138.17155584385512,2.35804273537363,2.814060489345024,3.0340932091362203,1.720535630957023,2.053267002737042,2.2138129202041195
14,169.578395262455,0.007741652358765388,-32.81621501475034,575.0,22.0,7.0,34.94869186724557,60.10424494731204,89.6474050037664,0.7674342813540797,1.3198221610892398,1.9685569947984962,0.5599550871915707,0.9630025022938908,1.4363490535229118
15,169.58245842617018,0.011156551770460005,-32.8149189670833,25.0,29.0,462.0,54.42557513817661,59.014412452448255,60.16789925326281,1.1951249077392412,1.2958906554217566,1.3212199386291827,0.8720176934722844,0.9455409832189065,0.9640223845994769
16,169.58105520046493,0.009977191839645565,-32.81539305829464,9.0,460.0,29.0,61.07224079090088,64.28055405998802,101.07225737050544,1.3410782698271628,1.4115292497200105,2.2194340061312774,0.9785119296297353,1.029916180843306,1.6194003742266754
17,169.5617009950646,-0.006288071817703532,-32.82129499315684,1.0,21.0,509.0,41.70946783564462,99.17121841335464,101.42114229411834,0.9158933786620091,2.1776893116102656,2.2270951298049524,0.6682776221593417,1.5889415393423971,1.6249902798106548
18,169.57143622794743,0.0018931512377481847,-32.817914829720415,561.0,563.0,591.0,23.702713413686368,149.47551120851645,151.85349681011587,0.5204851415861518,3.282315457187451,3.3345333678939792,0.3797697208998172,2.394927204420315,2.433027775965079
19,169.58893998348609,0.016604341241867847,-32.81211854851139,410.0,26.0,30.0,85.07103729829086,97.27911801106264,171.63754577685495,1.8680650658128741,2.1361408977812597,3.7689690102561193,1.3630255543981302,1.5586259198117678,2.7500118538313902
20,169.5800131487321,0.00910141294803834,-32.81555602001374,16.0,541.0,22.0,109.76601473264917,124.5946339688827,126.11445669692813,2.4103392182298307,2.735959152453969,2.769332763904538,1.7586935323292257,1.9962807017974422,2.0206316123102335
21,169.5607480294927,-0.007088904538348734,-32.82137509668246,3.0,1.0,11.0,56.26091263522633,57.840132001757574,65.57019843028205,1.2354268714991672,1.270104766862404,1.4398484012430037,0.9014238461285907,0.9267264217282626,1.0505791266427427
22,169.5789109234324,0.008175041278432316,-32.81599117914771,575.0,14.0,7.0,56.51000280632272,60.10424494731204,107.48551989457128,1.2408966137480002,1.3198221610892398,2.360262095920362,0.9054148197823303,0.9630025022938908,1.7221549777319183
23,169.5641070094807,-0.004266175978714105,-32.82056679096484,528.0,489.0,520.0,102.9997997522105,120.75423874416113,147.2467924319926,2.2617606862857853,2.6516283580255213,3.2333752794234605,1.65028385239842,1.934749104246448,2.359218216468078
24,169.5762419186618,0.005931965677213647,-32.816035228553446,481.0,6.0,539.0,73.38898957846524,83.90160869423704,101.83898804423953,1.6115403314776597,1.84238571839249,2.23627055628956,1.1758533971574823,1.3442887301863782,1.6316850898576374
25,169.58205357933025,0.010816342443920978,-32.81463727448388,462.0,2.0,15.0,36.04900086535057,40.736013786629314,54.42557513817661,0.7915958393441668,0.8945174138226089,1.1951249077392412,0.577584462943657,0.652680742340094,0.8720176934722844
26,169.58863839123103,0.016350729861556827,-32.812866177886235,410.0,30.0,19.0,46.397670772020724,85.92456262364983,97.27911801106264,1.0188410845442966,1.8868075296845552,2.1361408977812597,0.7433929682209957,1.3767009116846651,1.5586259198117678
27,169.55612730546216,-0.010971782364966157,-32.823110843361434,477.0,5.0,404.0,98.05298481822248,190.20564756452336,231.15681765814756,2.1531341494678298,4.1767038091910065,5.075945815466593,1.57102497203163,3.0475137773651957,3.703641798049806
28,169.578702959046,0.008000343436317848,-32.8151179367921,541.0,7.0,540.0,85.41359686464165,90.94566286931578,101.93091288491831,1.8755872916982375,1.997065289067271,2.23828912323086,1.3685141138146857,1.4571500065045646,1.6331579284512217
29,169.58200685518676,0.010777004562541792,-32.81521106649551,2.0,15.0,460.0,38.74225005591117,59.014412452448255,63.875516277880074,0.8507365867265445,1.2958906554217566,1.402635071923199,0.6207362521739257,0.9455409832189065,1.0234265826787263
30,169.58792168551315,0.015748315923350447,-32.81321740383745,26.0,463.0,410.0,85.92456262364983,103.81612116289682,130.4992607409704,1.8868075296845552,2.2796861936994444,2.8656181686115403,1.3767009116846651,1.663363120956841,2.0908858392817664
31,169.55472323583373,-0.01215646529005572,-32.788184160494865,58.0,34.0,53.0,131.5048613260433,150.11259804337595,201.06897246857085,2.8877000355170637,3.296305173286919,4.41525030393598,2.106997777474856,2.4051347399560496,3.221568190244017
32,169.5550914225939,-0.011847283079686018,-32.78559827233697,35.0,64.0,40.0,155.36272156806112,162.8548244357239,190.69147223501432,3.411592028356967,3.576110248435594,4.187371976923251,2.4892532925816733,2.6092932966666953,3.0552977595742563
33,169.5585100434115,-0.008972998229980121,-32.78798694630401,44.0,47.0,39.0,144.23257648090956,187.70801319868514,192.53443579931707,3.1671864600807433,4.121858545113219,4.2278414006116956,2.3109238321714005,3.007496168854751,3.084826098639422
34,169.55616690070588,-0.010942794582498078,-32.78828964647705,53.0,58.0,31.0,77.12491196630003,138.08833262892162,150.11259804337595,1.693577018967805,3.032265720187934,3.296305173286919,1.2357111095539104,2.2124795008374813,2.4051347399560496
35,169.55572917269217,-0.011310979723903526,-32.786739381967244,32.0,53.0,34.0,155.36272156806112,157.42698089952,196.33746628832006,3.411592028356967,3.4569208601937698,4.311351707131379,2.4892532925816733,2.5223272776774186,3.145759030754621
36,169.5600704443399,-0.007661348015047033,-32.78626987029315,47.0,39.0,46.0,136.81353125677842,152.9221020294368,189.37161121123367,3.0042725043440863,3.357998746273688,4.158389301402235,2.1920543725894226,2.4501491872908923,3.0341506763741406
37,169.55533107527862,-0.011646652282062445,-32.779136648644254,41.0,42.0,49.0,299.5633984810674,529.8698611728427,591.0751959257179,6.578078009516715,11.635350978657824,12.97935184339779,4.799666023353499,8.48968326025671,9.470327648559438
38,169.55672069286598,-0.010477097598230333,-32.789448305264344,58.0,34.0,61.0,152.6273929803285,153.8706535473505,158.3024053899364,3.3515272643604286,3.3788278793137057,3.476144205297342,2.445427298645777,2.4653470736649132,2.5363535078643107
39,169.56027572178812,-0.007488668537706564,-32.78749884515263,44.0,36.0,46.0,118.05538548495977,152.9221020294368,172.62979607346432,2.592364551548219,3.357998746273688,3.7907577197218223,1.8915075254825313,2.4501491872908923,2.7659098909729316
40,169.55481050200663,-0.012083661534586758,-32.784068865246915,64.0,49.0,32.0,34.45947989664974,95.01131712241714,190.69147223501432,0.7566917322907228,2.086342520438761,4.187371976923251,0.5521168329676154,1.5222907502678469,3.0552977595742563
41,169.55480007388226,-0.012092774214500671,-32.78152648702905,37.0,49.0,40.0,299.5633984810674,310.00838213074314,313.27447718080265,6.578078009516715,6.80743819705657,6.879158000392776,4.799666023353499,4.967017687114918,5.019347729838093
42,169.5591221197098,-0.008459004935869395,-32.78202290859539,50.0,65.0,49.0,246.4554755999011,329.16746016691627,423.8592512809577,5.4118872752445215,7.228150175059884,9.30747626084801,3.948760023768501,5.273988352941472,6.791159592168401
43,169.5623428074384,-0.005750992389870079,-32.7860868394927,46.0,36.0,45.0,112.80767201232835,236.47242260182665,270.5449382292021,2.47713061853239,5.192670569440512,5.9408649981117385,1.8074275872037056,3.7888095073597903,4.334726319681008
44,169.55982239893189,-0.007869692385442545,-32.788377905114665,39.0,33.0,72.0,118.05538548495977,144.23257648090956,172.10895060662432,2.592364551548219,3.1671864600807433,3.77932053437425,1.8915075254825313,2.3109238321714005,2.7575647984039287
45,169.56326082824665,-0.00497909896113821,-32.78814230330534,59.0,62.0,97.0,135.6842313697049,158.87959020904555,209.80235524124734,2.9794743387772153,3.4888185399632596,4.607025645839994,2.173960498886403,2.5456012810552955,3.3614962347764847
46,169.56175858918013,-0.006242089363738838,-32.78685946951664,43.0,39.0,36.0,112.80767201232835,172.62979607346432,189.37161121123367,2.47713061853239,3.7907577197218223,4.158389301402235,1.8074275872037056,2.7659098909729316,3.0341506763741406
47,169.55877352098537,-0.00875164614981139,-32.786479760280415,36.0,33.0,39.0,136.81353125677842,187.70801319868514,199.968136645459,3.0042725043440863,4.121858545113219,4.391077177456517,2.1920543725894226,3.007496168854751,3.2039303735939493
48,169.56704064412213,-0.0018015424612879728,-32.78546722291214,82.0,80.0,54.0,172.34813902783247,190.53024134693808,220.67145233493912,3.7845728452428613,4.183831526505454,4.845698891429557,2.76139712419631,3.0527144853179937,3.535643130858049
49,169.5557110870303,-0.011326542811203988,-32.78392285591593,40.0,64.0,32.0,95.01131712241714,118.22573891506806,216.18712185816588,2.086342520438761,2.5961053228110735,4.747227997300841,1.5222907502678469,1.8942369629725528,3.463794271030745
50,169.56097513058242,-0.006901208316851181,-32.780768414184664,65.0,55.0,42.0,152.42171906807414,193.47701039076549,246.4554755999011,3.347010894716501,4.248539287014957,5.4118872752445215,2.442131949168695,3.099928221475491,3.948760023768501
51,169.5611323500412,-0.006769242687117633,-32.77792428612786,56.0,55.0,50.0,199.3648432312722,279.03743544163723,350.83119680301036,4.377829527171901,6.1273507618674605,7.703861661484547,3.194264283154104,4.470794846512484,5.6210891709932165
52,169.56593854817964,-0.0027279615835635934,-32.78929252958462,137.0,97.0,98.0,108.56255539836214,120.11497424285817,218.01551316546656,2.3839125939414116,2.6375908228005644,4.787377430483701,1.7394114607992817,1.9245066776936801,3.4930891304145777
53,169.55660489346883,-0.010574644187827935,-32.78778345488805,34.0,35.0,33.0,77.12491196630003,157.42698089952,198.94168985499067,1.693577018967805,3.4569208601937698,4.3685375511385,1.2357111095539104,2.5223272776774186,3.1874844332355097
54,169.56514039425716,-0.0033990591526431705,-32.786276640093575,82.0,59.0,48.0,167.15111512998507,191.1530868928876,220.67145233493912,3.670451998735228,4.19750851978938,4.845698891429557,2.6781293446493675,3.062693844010841,3.535643130858049
55,169.562507847301,-0.005612635813570968,-32.77987118408171,56.0,50.0,65.0,189.8205417572089,193.47701039076549,194.13210603786206,4.168247315322673,4.248539287014957,4.2629244565388245,3.0413435333763257,3.099928221475491,3.1104242978832195
56,169.56297798670857,-0.005217450189441338,-32.778382237319406,55.0,51.0,50.0,189.8205417572089,199.3648432312722,359.8554665247548,4.168247315322673,4.377829527171901,7.90202455624923,3.0413435333763257,3.194264283154104,5.765677865702433
57,169.55512266984582,-0.01182027451473342,-32.79115828752247,71.0,78.0,61.0,164.30182547564112,182.0762794547361,187.06771747539236,3.607884776861599,3.998191955388421,4.1077983654038945,2.632477443202163,2.91726337926676,2.997237219852404
58,169.55529456992565,-0.011676032015338185,-32.78913714147636,71.0,31.0,34.0,123.75353055895329,131.5048613260433,138.08833262892162,2.717489459986062,2.8877000355170637,3.032265720187934,1.982804370979877,2.106997777474856,2.2124795008374813
59,169.56447179536823,-0.003961083393706798,-32.78772256497664,97.0,45.0,54.0,125.90301081588672,135.6842313697049,191.1530868928876,2.764689648265799,2.9794743387772153,4.19750851978938,2.0172437831690284,2.173960498886403,3.062693844010841
60,169.56200461737967,-0.00603487727804869,-32.79243663003839,87.0,85.0,81.0,120.21369579114086,144.6356678425528,145.2170907170392,2.6397586378578,3.17603789665576,3.1888052942893887,1.9260884145262434,2.317382244389303,2.326697920570114
61,169.5568546280943,-0.01036435362421823,-32.79072805961454,78.0,38.0,57.0,112.04485314675642,158.3024053899364,187.06771747539236,2.460379967316967,3.476144205297342,4.1077983654038945,1.7952055473629804,2.5363535078643107,2.997237219852404
62,169.5637907526937,-0.004533541095167682,-32.789352269480425,45.0,97.0,59.0,158.87959020904555,181.7457873161538,212.8411562690705,3.4888185399632596,3.9909347167532956,4.673754326038499,2.5456012810552955,2.9119681666453854,3.4101845261996986
63,169.56983006528944,0.0005435177232606,-32.788296301600845,98.0,117.0,82.0,249.80230740529677,304.62447108610996,379.13705734736266,5.4853799676503865,6.689213517314415,8.325426778355855,4.002383647294229,4.880755563488634,6.074611456443908
64,169.55467432394735,-0.012198113782184678,-32.78432403002886,40.0,49.0,32.0,34.45947989664974,118.22573891506806,162.8548244357239,0.7566917322907228,2.5961053228110735,3.576110248435594,0.5521168329676154,1.8942369629725528,2.6092932966666953
65,169.56221978540995,-0.005854723381223852,-32.7814279622766,50.0,55.0,42.0,152.42171906807414,194.13210603786206,329.16746016691627,3.347010894716501,4.2629244565388245,7.228150175059884,2.442131949168695,3.1104242978832195,5.273988352941472
66,169.55017536937336,-0.015980975491068902,-32.781406410113156,79.0,41.0,105.0,392.68823559029454,479.3335227415537,513.3907728133368,8.622995533600516,10.52562936980324,11.27348858390535,6.291731205114131,7.679979712549493,8.225651937017602
67,169.56007516721724,-0.007656677159434566,-32.794404634154205,113.0,143.0,132.0,126.04443498778842,167.38497885975013,168.97853748038273,2.7677951652946406,3.675587385320477,3.7105801547055575,2.0195097101687867,2.6818763571466873,2.7074086792075738
68,169.5597095483313,-0.007964282938666987,-32.79150795880867,70.0,96.0,76.0,141.867549235753,152.3070012609804,154.65738821810066,3.1152531004241375,3.344491819662707,3.396103694928119,2.2730308820632095,2.4402939170066444,2.4779522974263615
69,169.56120394397024,-0.006708090232308976,-32.79062855506148,87.0,70.0,68.0,146.12534683666422,176.24097773887314,188.9481525969734,3.208749585340326,3.870055240119986,4.149090622683373,2.341250185833397,2.8237689820084317,3.0273659358702374
70,169.55953138847008,-0.008114156618528543,-32.79036642218956,68.0,69.0,44.0,141.867549235753,176.24097773887314,246.87024222592615,3.1152531004241375,3.870055240119986,5.420995087599339,2.2730308820632095,2.8237689820084317,3.955405499459615
71,169.55454227856438,-0.012308352279513567,-32.7899174270896,58.0,57.0,31.0,123.75353055895329,164.30182547564112,214.391991233009,2.717489459986062,3.607884776861599,4.707808931589111,1.982804370979877,2.632477443202163,3.435032321097161
72,169.56131358031877,-0.006616045471749162,-32.788993782000766,44.0,69.0,39.0,172.10895060662432,201.75617854344463,213.29232765405916,3.77932053437425,4.430340582628419,4.683661546283581,2.7575647984039287,3.232578746491336,3.4174132863827498
73,169.57470324071775,0.004640391341095117,-32.78626537529836,167.0,118.0,176.0,226.6376181397339,345.94253558752905,368.00428216244507,4.976709236086638,7.596512115443237,8.080963456067073,3.6312342593075306,5.542762041395257,5.8962398560694425
74,169.548364732077,-0.017502150680424468,-32.787019005161376,89.0,105.0,79.0,216.14475088291638,223.13689423150524,340.55673452821446,4.746297577957411,4.899837244799079,7.478245933087356,3.4631153946015396,3.5751449450432973,5.456469635567289
75,169.55931244589465,-0.008297680719235064,-32.796064151542495,123.0,113.0,142.0,98.63542430702664,163.02124133817426,163.30216447745386,2.165923870817646,3.5797645779430414,3.585933336657322,1.5803569366149113,2.6119596623056642,2.6164606702846456
76,169.55980940437627,-0.007880228298654576,-32.79276027082378,85.0,96.0,68.0,127.21647355743822,144.90496308100768,154.65738821810066,2.793531824647589,3.18195131964111,3.396103694928119,2.0382883517829873,2.3216969477636686,2.4779522974263615
77,169.5508063833843,-0.015448592845473431,-32.79212942636237,114.0,144.0,88.0,197.25808730876693,262.46271898552754,268.13520771794737,4.331567517608917,5.763388480805274,5.887950004606789,3.160509408987171,4.205231350356142,4.296117124702742
