cloudnum,x,corr_x,y,nearest_neighbor,nearest_neighbor_corr,min_distance,min_distance_corr,true_dist,true_dist_corr,nearest_neighbor2,nearest_neighbor2_corr,min_distance2,min_distance_corr2,true_dist2_corr,nearest_neighbor3,nearest_neighbor3_corr,min_distance3,min_distance_corr3,true_dist3_corr
102,169.5620559995301,-166.756093371548,-32.803116690051,115.0,115.0,200.57160157746807,207.29394500614805,24714481.724379066,25542810.523204267,94.0,94.0,301.3517374696535,373.4684228769202,46018870.2649379,95.0,157.0,361.91851637420285,392.5526013220784,48370427.39315617
103,169.55885391268535,-166.75122721865387,-32.80274833478155,126.0,94.0,260.61167913029374,358.7521364353707,32112634.741751723,44205525.856009066,94.0,126.0,274.5728893674851,382.5239752361586,47134697.63793773,86.0,159.0,316.7745063409884,393.73114530716026,48515647.87078911
104,169.55951755838063,-166.75223578635425,-32.79925242807944,60.0,83.0,222.36904984038046,287.17720105224396,27400368.622100104,35386044.84006539,83.0,60.0,263.9595832897632,293.79336111028954,36201289.69803188,94.0,94.0,272.39729981602665,305.05011892788156,37588350.14512706
105,169.54852805527113,-166.73553209600198,-32.79813118051064,76.0,76.0,327.3697599793647,353.9358510895498,40338581.76577115,43612061.999598116,118.0,135.0,423.9779965757655,507.53562949250016,62538664.202264294,135.0,62.0,490.37016098866735,592.7941956494697,73044245.54359561
106,169.54200530864367,-166.72561519217797,-32.7943781409575,122.0,122.0,385.99829791478123,439.1561116663937,47562804.52679981,54112923.31799243,61.0,91.0,434.183563805549,557.9458198512214,68750220.1680369,91.0,41.0,466.118129293068,578.4102050587754,71271846.71055318
107,169.572176604111,-166.77147047110506,-32.79163101718456,110.0,110.0,211.14714456667988,311.4037329813959,26017602.713973947,38371244.02030355,111.0,111.0,241.43351245410923,353.3005647940656,43533781.86713665,98.0,98.0,275.52161514791203,374.97137915133607,46204064.904081486
108,169.5709849586724,-166.76966013897356,-32.80045316489991,82.0,82.0,254.80555000474828,384.4540631459938,31397202.093091063,47372523.541499875,128.0,66.0,357.6990270618013,503.56520992580084,62049428.13371046,109.0,109.0,361.2093812124163,507.98902062886856,62594531.16880215
109,169.57351969808707,-166.77351080614983,-32.79898065813927,82.0,82.0,154.38129253226293,169.22076661196385,19022900.564519662,20851424.18430296,136.0,128.0,271.4862905946479,295.96289503597256,36468620.19813762,128.0,136.0,294.28393180590615,375.0822343672769,46217724.51085969
110,169.5738009489348,-166.7739380527339,-32.79217676765941,111.0,111.0,155.44565759286485,158.1367360183996,19154051.88719659,19485647.227931112,107.0,107.0,211.14714456667988,311.4037329813959,38371244.02030355,129.0,129.0,259.98541761134214,357.9511064498532,44106822.7455884
111,169.57400711492818,-166.77425123610203,-32.79093220114719,110.0,110.0,155.44565759286485,158.1367360183996,19154051.88719659,19485647.227931112,107.0,107.0,241.43351245410923,353.3005647940656,43533781.86713665,92.0,92.0,305.0991642702906,373.3369423160149,46002669.19811663
112,169.56582315360043,-166.7618176629831,-32.80807725469357,130.0,130.0,158.78314710104885,160.46546649619472,19565298.15938364,19772593.966062643,99.0,114.0,220.29825162585308,296.5005934935127,36534875.53337744,114.0,99.0,241.9380225773006,305.0283706326791,37585670.31488145
113,169.568335959002,-166.76563558711902,-32.80758139367615,99.0,99.0,138.5705339058353,199.2772404837518,17074695.025708675,24554990.234338574,132.0,101.0,270.54219503371587,319.7814768448616,39403551.66493877,112.0,150.0,315.5994758649373,330.91688574699015,40775659.4690381
114,169.5646072515237,-166.7599701362171,-32.80653558113134,100.0,100.0,133.87521781928123,157.4551634273797,16496137.030964319,19401663.686830983,123.0,123.0,220.79939993502632,258.90577823799146,31902433.21723469,112.0,112.0,241.9380225773006,296.5005934935127,36534875.53337744
115,169.56242739386488,-166.7566577432245,-32.80470150307581,102.0,102.0,200.57160157746807,207.29394500614805,24714481.724379066,25542810.523204267,157.0,157.0,204.2549882343327,213.27221024258284,26279453.825482987,131.0,131.0,256.7309795255617,258.09521676675104,31802555.634815726
116,169.56606558672257,-166.76218602498437,-32.80292921691532,81.0,81.0,168.65184180076818,178.52586724808012,20781321.13014048,21998000.956917405,95.0,100.0,293.28874812441023,369.6566995035018,45549188.780072495,85.0,95.0,303.31312390801594,380.2597139932328,46855694.814669676
117,169.55463309009784,-166.74481221503356,-32.800912887806604,125.0,125.0,203.38720161647754,205.89228971965073,25061420.64873314,25370098.2165289,121.0,121.0,252.71636900700665,369.52861314673345,45533405.94791382,86.0,88.0,314.0354495858731,434.781761713227,53573914.84858146
118,169.55193894754282,-166.74071711695208,-32.798583969623365,121.0,121.0,217.85955256931317,244.24242918778899,26844707.26717552,30095611.766594533,69.0,120.0,399.69968197275375,476.3544641023702,58696513.38869778,105.0,69.0,423.9779965757655,500.5519418983668,61678132.51155375
119,169.54382660962557,-166.728384410293,-32.79990101605504,153.0,153.0,288.74612506855044,402.64974981830585,35579368.04047355,49614600.496505365,122.0,61.0,530.9072078601436,654.7456873812721,80677923.48285405,173.0,152.0,574.6977900018547,687.9165724102265,84765248.03619036
120,169.55191628173165,-166.74068266353834,-32.802449694359964,143.0,143.0,222.32509990843084,279.10338919780315,27394953.100753047,34391187.77180001,121.0,121.0,298.00090243836945,318.9238268340664,39297871.82117722,135.0,133.0,308.18672236219874,352.2164553816915,43400197.640612945
121,169.55272169977428,-166.74190693401175,-32.80016930862233,118.0,118.0,217.85955256931317,244.24242918778899,26844707.26717552,30095611.766594533,117.0,120.0,252.71636900700665,318.9238268340664,39297871.82117722,120.0,117.0,298.00090243836945,369.52861314673345,45533405.94791382
122,169.5405214321225,-166.72335890597586,-32.79713698492938,106.0,106.0,385.99829791478123,439.1561116663937,47562804.52679981,54112923.31799243,161.0,161.0,486.5191157029544,543.0184027873788,66910860.19227267,153.0,153.0,519.3562361307743,551.60629644562,67969062.54593708
123,169.56364819380974,-166.75851283037684,-32.808049233761984,131.0,131.0,201.9658928755788,248.98282769384,24886286.638607208,30679724.82807807,114.0,114.0,220.79939993502632,258.90577823799146,31902433.21723469,112.0,162.0,268.0213171918741,289.97803120770163,35731163.81576152
124,169.55422869274582,-166.74419755143464,-32.795329950594464,69.0,69.0,101.94091645378789,104.21713994459151,12561184.618603662,12841661.432976311,89.0,89.0,223.74157875050133,284.75514369035824,35087598.34048653,67.0,46.0,278.54571038082423,359.34285172729517,44278313.938528016
125,169.55486011314196,-166.74515727543474,-32.80254779982939,117.0,117.0,203.38720161647754,205.89228971965073,25061420.64873314,25370098.2165289,126.0,126.0,272.6434265290664,393.12968182072615,48441535.39311806,86.0,147.0,357.9636494384671,447.4215375499798,55131391.113719724
126,169.55686830575476,-166.74820949903167,-32.80347677127943,159.0,159.0,161.92640105376373,169.04325203444444,19952610.678994995,20829550.79471336,103.0,147.0,260.61167913029374,331.39946620326145,40835123.150702186,125.0,86.0,272.6434265290664,335.17325429027403,41300130.24031317
127,169.54881271000372,-166.73596482975893,-32.80396104463971,143.0,135.0,235.86971359118272,269.8664588265581,29063923.706229586,33253010.955869634,135.0,151.0,254.16142819538882,298.3855429000533,36767139.45954115,151.0,143.0,259.2980190831448,357.84336035275066,44093546.24519268
128,169.57374311154086,-166.77385019256081,-32.801358461306314,134.0,134.0,163.10118794798248,172.60781285859088,20097368.206974324,21268776.849902328,82.0,82.0,174.83768134388995,201.80255885088954,24866160.580200117,136.0,109.0,244.93302377224475,295.96289503597256,36468620.19813762
129,169.57554719014408,-166.77659067920214,-32.79336100717188,110.0,110.0,259.98541761134214,357.9511064498532,32035466.64445838,44106822.7455884,145.0,145.0,324.23130256382785,366.285065757989,45133735.24662403,111.0,111.0,354.37187594500983,415.529882500467,51201693.59082808
130,169.5656587491333,-166.76156785916666,-32.809355336596326,149.0,149.0,156.16742303558038,156.96415180658576,19242988.00129742,19341161.115015592,112.0,112.0,158.78314710104885,160.46546649619472,19772593.966062643,170.0,170.0,236.77414761435452,265.02083141342206,32655931.56275901
131,169.56261536793957,-166.75694338671818,-32.80677651925185,157.0,157.0,96.59061294910255,130.57288325397838,11901918.91425441,16089222.559423642,123.0,123.0,201.9658928755788,248.98282769384,30679724.82807807,138.0,115.0,206.56705178917247,258.09521676675104,31802555.634815726
132,169.56984595473983,-166.76792972008639,-32.8059874783514,140.0,140.0,187.2354397776249,193.6455753417991,23071196.610816844,23861055.080338944,101.0,101.0,231.1658341289341,321.7789833877677,39649684.90893102,142.0,113.0,256.0006991990024,344.2150879568411,42414267.19265205
133,169.55181198773914,-166.74052413002204,-32.805303724805114,156.0,156.0,211.19521560812404,214.18704640185223,26023526.039439265,26392180.16042394,143.0,143.0,228.9236885524392,275.9129602219881,33998062.33432248,151.0,120.0,247.87243240738886,352.2164553816915,43400197.640612945
134,169.5733421852099,-166.7732411455232,-32.80261993769949,128.0,128.0,163.10118794798248,172.60781285859088,20097368.206974324,21268776.849902328,160.0,160.0,287.9555077965087,290.3932627279146,35782328.74507843,82.0,82.0,308.87915561420255,312.0375439885911,38449342.36738179
135,169.54945572240322,-166.73694232763646,-32.8020011722032,127.0,127.0,254.16142819538882,269.8664588265581,31317833.246452324,33253010.955869634,143.0,143.0,270.98979215473577,324.43343735173494,39976767.374567784,120.0,120.0,308.18672236219874,464.1869458547629,57197228.81901561
136,169.5753565268054,-166.77630105879015,-32.800197381964736,128.0,166.0,244.93302377224475,327.38633761461404,30180706.99992892,40340624.4660347,109.0,128.0,271.4862905946479,334.1711784094176,41176654.20557502,82.0,109.0,287.04251086074413,375.0822343672769,46217724.51085969
137,169.57875531677703,-166.7814636281362,-32.7943175117456,167.0,167.0,208.60354344420455,225.7559594435544,25704179.5625352,27817704.45045981,145.0,154.0,299.29374359216644,309.6326009939984,38153004.70431996,154.0,145.0,307.2513657787702,410.9120873288368,50632687.74215065
138,169.56110767174985,-166.7546522626652,-32.80750944927725,139.0,139.0,182.46913515503107,203.53888085338184,22483891.391326826,25080110.60134336,157.0,157.0,184.5316655563136,222.72132615271994,27443776.195329674,131.0,178.0,206.56705178917247,264.7750654194096,32625648.216962676
139,169.56046806706698,-166.75368027657967,-32.80617386513788,138.0,138.0,182.46913515503107,203.53888085338184,22483891.391326826,25080110.60134336,157.0,157.0,188.4547675178128,285.8232749496769,35219213.735089,131.0,141.0,274.8141031175211,323.27569471799876,39834110.04452719
140,169.57019656059077,-166.76846238022156,-32.804508961530985,132.0,132.0,187.2354397776249,193.6455753417991,23071196.610816844,23861055.080338944,101.0,101.0,246.1115113714238,367.7457516356887,45313721.31716216,142.0,142.0,334.709645316146,403.51770629683244,49721550.30573753
141,169.55975350871293,-166.75259436436298,-32.80856214094738,178.0,178.0,194.24566917369498,253.3566186748099,23934998.788843337,31218664.420798454,163.0,193.0,202.69313833709273,283.8194830771654,34972306.011247955,138.0,138.0,211.34758708479114,284.8255381571729,35096272.3638772
142,169.5717958515774,-166.77089204371356,-32.80670460276596,146.0,146.0,227.01826288741066,258.0235247210039,27973245.78905633,31793721.723432135,202.0,202.0,242.47939203345695,305.70622409309277,37669195.5838001,132.0,172.0,256.0006991990024,313.4059025484772,38617951.84327332
143,169.55072018221927,-166.73886448700884,-32.80380054953115,120.0,133.0,222.32509990843084,275.9129602219881,27394953.100753047,33998062.33432248,133.0,120.0,228.9236885524392,279.10338919780315,34391187.77180001,127.0,151.0,235.86971359118272,293.0937209957716,36115079.872274384
144,169.5834564391072,-166.78860351944883,-32.79657038304435,175.0,175.0,162.9439761500812,215.6476270919201,20077996.530847047,26572153.269716386,176.0,186.0,429.5835791457906,502.23543154919184,61885572.51742331,186.0,176.0,492.7833409674656,638.2005580986976,78639228.61246511
145,169.57675672363436,-166.77842794066845,-32.79569785300836,154.0,154.0,252.13819136595632,350.33206706344055,31068529.510271173,43168002.8518853,137.0,129.0,299.29374359216644,366.285065757989,45133735.24662403,167.0,137.0,322.6918140119996,410.9120873288368,50632687.74215065
146,169.5709256332554,-166.76957001092703,-32.808328510596574,172.0,172.0,138.5352181588253,167.78330610804716,17070343.410738274,20674299.949993826,142.0,142.0,227.01826288741066,258.0235247210039,31793721.723432135,202.0,177.0,270.79290565491385,321.83852249677835,39657021.332482286
147,169.5559518959249,-166.74681668291547,-32.805777513170774,159.0,159.0,200.77759354277507,268.1709623561867,24739864.104645807,33044091.466763604,164.0,126.0,259.78905314271566,331.39946620326145,40835123.150702186,126.0,164.0,305.159113625336,376.11613611652007,46345122.13687208
148,169.58032064134792,-166.7838410945941,-32.80090818916506,174.0,174.0,140.29644544815903,140.39108898627217,17287362.26740779,17299024.2672853,195.0,195.0,265.7957963725147,324.87495005346267,40031170.67748859,180.0,180.0,275.82555360455785,415.68671103789046,51221018.0415057
149,169.56577079942005,-166.76173811372968,-32.81061775812287,170.0,130.0,130.98547493844978,156.96415180658576,16140062.207535846,19341161.115015592,130.0,170.0,156.16742303558038,187.99375635093384,23164636.564154897,187.0,187.0,196.58560425182074,202.95846962612978,25008592.188189518
150,169.56818992287685,-166.76541370939958,-32.81025778478023,177.0,177.0,213.1283553899804,322.82684915689094,26261727.995417096,39778803.18488294,149.0,168.0,301.36707211499197,327.5213223733033,40357257.32096261,168.0,113.0,301.6159687401648,330.91688574699015,40775659.4690381
151,169.54985921250938,-166.7375556979027,-32.8057867237707,133.0,143.0,247.87243240738886,293.0937209957716,30542901.64973179,36115079.872274384,156.0,127.0,257.26314601752915,298.3855429000533,36767139.45954115,127.0,156.0,259.2980190831448,351.69787787359786,43336298.3934331
152,169.54170314680687,-166.7251557524622,-32.80445553682335,173.0,153.0,388.2614359464714,409.2139268342719,47841668.947705135,50423439.99133296,153.0,173.0,408.76999815756596,481.8497813313606,59373647.71956711,161.0,119.0,584.2846950991527,687.9165724102265,84765248.03619036
153,169.54183816333284,-166.7253610467725,-32.80114089233684,173.0,119.0,287.86756735431925,402.64974981830585,35471111.94438912,49614600.496505365,119.0,152.0,288.74612506855044,409.2139268342719,50423439.99133296,161.0,173.0,376.7886022430243,418.9735465676492,51626022.71810189
154,169.57848324295213,-166.78105038233898,-32.79679613764638,167.0,167.0,155.55853442925599,199.3341282407037,19167960.598540336,24561999.957641732,176.0,137.0,219.50966177800433,309.6326009939984,38153004.70431996,145.0,176.0,252.13819136595632,316.8636738317191,39044019.26515487
155,169.5463709256574,-166.7322526981072,-32.8079340716247,171.0,171.0,297.9369903129685,324.8457702366159,36711868.70022755,40027575.133331254,151.0,127.0,504.7406831953175,669.9926122804834,82556653.29211369,127.0,151.0,574.624687723653,704.9760627634219,86867322.6033041
156,169.55155909399454,-166.74013971340267,-32.806998930280386,133.0,133.0,211.19521560812404,214.18704640185223,26023526.039439265,26392180.16042394,151.0,197.0,257.26314601752915,285.970516628499,35237356.890708715,197.0,151.0,285.84683014498506,351.69787787359786,43336298.3934331
157,169.56199218827186,-166.7559964031972,-32.80630099404975,131.0,131.0,96.59061294910255,130.57288325397838,11901918.91425441,16089222.559423642,138.0,115.0,184.5316655563136,213.27221024258284,26279453.825482987,139.0,138.0,188.4547675178128,222.72132615271994,27443776.195329674
158,169.57596920128285,-166.77723171456944,-32.805326930294655,183.0,183.0,127.60241491371983,133.28705223124436,15723200.72517204,16423663.123581018,194.0,194.0,143.99490458975046,152.689948614048,18814492.753904372,165.0,166.0,285.2140102034261,329.4759651209907,40598108.87764099
159,169.55721244790158,-166.7487325378227,-32.80474503076255,126.0,126.0,161.92640105376373,169.04325203444444,19952610.678994995,20829550.79471336,147.0,164.0,200.77759354277507,263.74802029860757,32499095.466381133,164.0,147.0,246.35039622940897,268.1709623561867,33044091.466763604
160,169.5730757127394,-166.77283634333844,-32.804941612614904,142.0,134.0,268.4442560556923,290.3932627279146,33077766.783152852,35782328.74507843,134.0,142.0,287.9555077965087,323.4017436119559,39849641.820020735,182.0,202.0,343.0216849968878,397.0164737811902,48920466.847610384
161,169.53881278075593,-166.72076072051678,-32.80069649840366,173.0,173.0,196.99989356355084,232.03761700678828,24274374.99072125,28591731.82933274,153.0,122.0,376.7886022430243,543.0184027873788,66910860.19227267,122.0,153.0,486.5191157029544,569.4920246958657,70172946.34848613
162,169.5635012494941,-166.7582895421718,-32.81039194791071,201.0,201.0,180.44570143700017,188.8693685888843,22234563.3944845,23272529.717932757,170.0,170.0,182.72651988895916,260.0916723535651,32048559.379741665,149.0,123.0,281.03528929526885,289.97803120770163,35731163.81576152
163,169.55830581160544,-166.75039423374943,-32.80934322156022,141.0,193.0,202.69313833709273,287.04826756778016,24975898.001962565,35370157.62462522,193.0,141.0,233.86018095535766,287.6780172204066,35447755.530601755,184.0,164.0,271.4749187103309,343.75431113353886,42357490.159966685
164,169.5578804581709,-166.7497477872288,-32.80662939755945,159.0,159.0,246.35039622940897,263.74802029860757,30355355.980211876,32499095.466381133,147.0,163.0,259.78905314271566,343.75431113353886,42357490.159966685,139.0,147.0,323.74884206500883,376.11613611652007,46345122.13687208
165,169.57826959429926,-166.78072587469475,-32.805070255500866,189.0,189.0,138.18137850016035,138.74825561052452,17026743.201592725,17096593.93755872,204.0,204.0,188.21215502502852,225.7770447663037,27820302.589077853,223.0,185.0,261.28744909778754,318.7005826907254,39270363.62332029
166,169.57602235462969,-166.77731245399787,-32.80265427103364,185.0,183.0,159.64665332318467,210.32601025311092,19671699.606936626,25916422.343341455,183.0,185.0,208.0256593299961,238.50404321364525,29388526.445591938,136.0,136.0,313.6585919930549,327.38633761461404,40340624.4660347
167,169.57936806367456,-166.78239430126825,-32.795895662987625,154.0,154.0,155.55853442925599,199.3341282407037,19167960.598540336,24561999.957641732,137.0,137.0,208.60354344420455,225.7559594435544,27817704.45045981,176.0,176.0,221.19133816123153,244.36600036322574,30110838.237006955
168,169.56909571271018,-166.76678989181494,-32.812531805119725,232.0,232.0,85.31725963709354,92.36499239746449,10512813.56628468,11381236.91801835,169.0,169.0,175.14020511857848,253.19184685053108,31198361.196374837,199.0,304.0,256.44299231366017,294.2545190433854,36258113.691159084
169,169.5703930890874,-166.7687609549796,-32.81195122266208,191.0,199.0,166.72086788269814,204.81440893524922,20543386.052427284,25237281.483064957,168.0,177.0,175.14020511857848,207.3943108225902,25555177.62361481,199.0,191.0,184.23996992909218,234.63869810468765,28912237.677379385
170,169.5648141892382,-166.76028457651566,-32.81108133831979,149.0,149.0,130.98547493844978,187.99375635093384,16140062.207535846,23164636.564154897,201.0,201.0,143.73320227526003,193.34310857590103,23823785.051584985,162.0,213.0,182.72651988895916,259.3646137980979,31958971.04699503
171,169.54728838421477,-166.73364749894722,-32.8101711721134,155.0,155.0,297.9369903129685,324.8457702366159,36711868.70022755,40027575.133331254,181.0,181.0,313.67154989277304,410.88940381630107,50629892.67419686,197.0,198.0,543.8423406385696,658.3883452936301,81126772.68032314
172,169.5715973003714,-166.77059040834652,-32.809230114727356,146.0,146.0,138.5352181588253,167.78330610804716,17070343.410738274,20674299.949993826,202.0,191.0,228.81443317317675,251.97039223607433,31047853.26051189,191.0,202.0,251.92842259816592,313.39600061227526,38616731.72427654
173,169.53968137523,-166.72208152667122,-32.80203872970163,161.0,161.0,196.99989356355084,232.03761700678828,24274374.99072125,28591731.82933274,153.0,153.0,287.86756735431925,418.9735465676492,51626022.71810189,152.0,152.0,388.2614359464714,481.8497813313606,59373647.71956711
174,169.58035723279093,-166.78389666957762,-32.799770194541765,148.0,148.0,140.29644544815903,140.39108898627217,17287362.26740779,17299024.2672853,176.0,176.0,277.4932265236655,279.75019205336554,34470886.977606565,180.0,180.0,292.2994137371599,430.5659203335133,53054437.84429792
175,169.5824534710818,-166.7870803310971,-32.797432208886356,144.0,144.0,162.9439761500812,215.6476270919201,20077996.530847047,26572153.269716386,176.0,176.0,289.5849938446007,439.5827600809767,54165495.03982153,174.0,174.0,386.9271043087484,486.7102565077344,59972556.657689594
176,169.58010546219347,-166.78351427987775,-32.797532302505225,154.0,167.0,219.50966177800433,244.36600036322574,27048034.1268141,30110838.237006955,167.0,174.0,221.19133816123153,279.75019205336554,34470886.977606565,174.0,154.0,277.4932265236655,316.8636738317191,39044019.26515487
177,169.56991033970152,-166.76802753775257,-32.81043630084857,169.0,169.0,195.9176723322134,207.3943108225902,24141023.426325966,25555177.62361481,150.0,168.0,213.1283553899804,299.88135960567337,36951454.3592743,191.0,146.0,228.5127510501599,321.83852249677835,39657021.332482286
178,169.56090710456678,-166.75434746930762,-32.80963651807883,196.0,196.0,193.124117562658,197.54666770895022,23796800.9254573,24341748.6344353,141.0,141.0,194.24566917369498,253.3566186748099,31218664.420798454,193.0,138.0,228.60186732041254,264.7750654194096,32625648.216962676
179,169.55419419162132,-166.74414511112715,-32.80790039150174,147.0,147.0,339.6084241564386,420.4665506062494,41846632.954255484,51809991.04031802,156.0,156.0,343.1716283900088,505.891412438345,62336063.37534645,197.0,184.0,362.24710819662164,511.14723576701067,62983687.20933525
180,169.57811291219784,-166.78048789137637,-32.800538450616735,148.0,195.0,275.82555360455785,303.88024820585724,33987292.069578715,37444198.38908602,195.0,185.0,277.3464755961037,337.22890353685074,41553427.842449695,174.0,148.0,292.2994137371599,415.68671103789046,51221018.0415057
181,169.549169488896,-166.73650720198992,-32.81188628469053,198.0,198.0,283.37157586217984,291.17825236520775,34917114.77484203,35879055.359873965,171.0,171.0,313.67154989277304,410.88940381630107,50629892.67419686,212.0,212.0,374.30157930320894,485.801385085005,59860565.29904165
182,169.57453640925422,-166.77505526974483,-32.80731141449727,211.0,211.0,143.43849433676294,176.5423462298354,17674526.29872513,21753591.0126891,202.0,202.0,203.96064233406358,285.6549392927716,35198471.37433889,194.0,194.0,245.7569508668657,352.4692829712295,43431351.11793432
183,169.57624254374102,-166.7776469178254,-32.80432809290726,158.0,158.0,127.60241491371983,133.28705223124436,15723200.72517204,16423663.123581018,166.0,166.0,208.0256593299961,210.32601025311092,25916422.343341455,185.0,185.0,211.0469400107244,256.722847209499,31633451.9228493
184,169.55637247196674,-166.74745590493052,-32.81039970051603,163.0,163.0,271.4749187103309,384.7535902436827,33451205.77552134,47409431.34361926,193.0,179.0,387.3118007105395,511.14723576701067,62983687.20933525,179.0,164.0,408.5164746899353,543.6779470196017,66992129.39362268
185,169.57728007653162,-166.77922288493312,-32.80296534603164,166.0,189.0,159.64665332318467,235.65468097706545,19671699.606936626,29037427.33500879,189.0,166.0,180.14159563291022,238.50404321364525,29388526.445591938,183.0,183.0,211.0469400107244,256.722847209499,31633451.9228493
186,169.58414505941167,-166.78964928801526,-32.800509858105656,206.0,206.0,377.6748562861354,386.28889748707707,46537188.01679926,47598612.27706023,175.0,175.0,432.73637182996924,493.9804824495206,60868395.67356834,148.0,144.0,473.79491641469735,502.23543154919184,61885572.51742331
187,169.5661287716031,-166.7622820300382,-32.81217247924472,213.0,149.0,192.18142651404307,202.95846962612978,23680642.30424925,25008592.188189518,149.0,213.0,196.58560425182074,255.30276240216088,31458468.726115588,170.0,170.0,210.51252157769096,280.4555854083978,34557805.71906514
188,169.57776825430275,-166.7799643891315,-32.80780546832259,239.0,239.0,191.59367720657804,247.55863687039366,23608219.69105966,30504235.687036846,194.0,194.0,244.52112543963094,317.58948535472285,39133453.938256845,204.0,204.0,250.84158623112108,317.92408399231266,39174683.26408701
189,169.5783585361568,-166.78086096735737,-32.80395237031491,165.0,165.0,138.18137850016035,138.74825561052452,17026743.201592725,17096593.93755872,185.0,195.0,180.14159563291022,203.83290123972017,25116339.86514543,195.0,185.0,183.09149256859803,235.65468097706545,29037427.33500879
190,169.58843223142,-166.7961594981683,-32.804440049404974,205.0,220.0,320.65980260239013,448.75727521312774,39511779.17926166,55295981.034749426,220.0,205.0,339.1405065679668,475.25434649280095,58560956.62820662,206.0,207.0,471.1214537025923,555.4887416267782,68447458.38922188
191,169.57156466675795,-166.770540831789,-32.8112743918744,169.0,169.0,166.72086788269814,234.63869810468765,20543386.052427284,28912237.677379385,177.0,172.0,228.5127510501599,251.97039223607433,31047853.26051189,172.0,199.0,251.92842259816592,269.62617849379154,33223403.55459158
192,169.56092274155867,-166.75437123223875,-32.81258537130928,196.0,196.0,177.05510998179642,181.37762915034583,21816773.8874186,22349395.754892353,193.0,193.0,279.55223525613627,345.2218803162759,42538324.39303236,221.0,178.0,290.15776289427527,363.37021269419364,44774566.34031904
193,169.5594862118957,-166.752188148345,-32.810829389227706,196.0,141.0,215.6758056228951,283.8194830771654,26575625.435184103,34972306.011247955,178.0,163.0,228.60186732041254,287.04826756778016,35370157.62462522,163.0,178.0,233.86018095535766,303.97234475446845,37455546.54829515
194,169.57632970687035,-166.77777931666415,-32.80643853117065,158.0,158.0,143.99490458975046,152.689948614048,17743087.305969246,18814492.753904372,188.0,183.0,244.52112543963094,260.5599537620255,32106261.12924278,182.0,211.0,245.7569508668657,296.04004620500075,36478126.784024976
195,169.57899447790604,-166.78182688098298,-32.802609447573225,189.0,189.0,183.09149256859803,203.83290123972017,22560578.42380132,25116339.86514543,185.0,180.0,215.75283431073555,303.88024820585724,37444198.38908602,148.0,185.0,265.7957963725147,323.84800605643676,39904630.38740343
196,169.5612019074004,-166.75479546792937,-32.81117585129553,192.0,192.0,177.05510998179642,181.37762915034583,21816773.8874186,22349395.754892353,178.0,178.0,193.124117562658,197.54666770895022,24341748.6344353,193.0,193.0,215.6758056228951,324.0985555925959,39935503.16243119
197,169.55161871063584,-166.74023033522695,-32.8093179682299,156.0,156.0,285.84683014498506,285.970516628499,35222116.21200687,35237356.890708715,179.0,133.0,362.24710819662164,495.95904379585807,61112194.48581312,181.0,179.0,437.3005841746682,513.0313618796594,63215849.68902456
198,169.54964419607487,-166.7372288390227,-32.81413647292762,212.0,181.0,212.80032445018614,291.17825236520775,26221307.942913078,35879055.359873965,181.0,212.0,283.37157586217984,322.7856434336477,39773725.80560279,208.0,208.0,339.1879202487808,452.99100634693383,55817662.418900765
199,169.5710279454971,-166.76972544509246,-32.813304960496275,275.0,275.0,128.1992225596232,128.30617166285134,15796739.509035973,15809917.803651873,169.0,169.0,184.23996992909218,204.81440893524922,25237281.483064957,232.0,191.0,207.7500419803654,269.62617849379154,33223403.55459158
200,169.5737336208779,-166.77383577538095,-32.81148894141756,244.0,244.0,242.59178956117591,333.8621692990701,29892219.548730087,41138578.02754041,191.0,241.0,268.56341906519276,390.72641044814685,48145403.707728915,242.0,240.0,284.98806706631683,398.4400415547325,49095879.21629029
201,169.56389688768257,-166.75889072922038,-32.81180190704044,170.0,162.0,143.73320227526003,188.8693685888843,17710840.282872096,23272529.717932757,162.0,170.0,180.44570143700017,193.34310857590103,23823785.051584985,213.0,213.0,212.51381536364485,258.1510350763238,31809433.580551673
202,169.57311702570283,-166.77289910266572,-32.80816300820716,182.0,182.0,203.96064233406358,285.6549392927716,25132080.15398379,35198471.37433889,172.0,142.0,228.81443317317675,305.70622409309277,37669195.5838001,142.0,172.0,242.47939203345695,313.39600061227526,38616731.72427654
203,169.54507467089994,-166.73028195432883,-32.8145458942348,248.0,248.0,209.5914684426756,221.21118395737656,25825911.922090296,27257696.10525465,198.0,216.0,565.3135600678612,670.4814609197413,82616889.34081604,181.0,171.0,601.65124722592,680.1164145574382,83804110.68083274
204,169.57915485569157,-166.78207047134603,-32.80631500476147,228.0,228.0,95.01414374071315,123.2875724184724,11707665.99343532,15191524.779257141,219.0,165.0,177.6961806819365,225.7770447663037,27820302.589077853,165.0,219.0,188.21215502502852,234.2936011269143,28869714.743508197
205,169.58594104330663,-166.79237664752756,-32.805192449523624,220.0,220.0,137.68220672074239,148.97420000411515,16965235.13303903,18356637.302831937,206.0,206.0,255.05128751047062,307.5123656638999,37891748.78920048,190.0,207.0,320.65980260239013,374.0473278205118,46090203.07345127
206,169.58472110161784,-166.79052407440668,-32.80352027992993,205.0,205.0,255.05128751047062,307.5123656638999,31427481.92855333,37891748.78920048,186.0,186.0,377.6748562861354,386.28889748707707,47598612.27706023,220.0,220.0,389.70951785630143,451.85290414933604,55677425.18819719
