cloudnum,x,corr_x,y,nn_index,nn2_index,nn3_index,min_dist,min_dist2nd,min_dist3rd,mean_cloud_sep_nn,mean_cloud_sep_nn2,mean_cloud_sep_nn3,beam_sep_nn,beam_sep_nn2,beam_sep_nn3,MLUM_MSUN_nn,MLUM_MSUN_nn2,MLUM_MSUN_nn3,SIGV_KMS_nn,SIGV_KMS_nn2,SIGV_KMS_nn3
1,259.2506867119302,118.41900639512838,-62.820857021075724,32.0,3.0,79.0,35.415311043111195,38.903548773970506,65.97254234009695,0.4977272548732963,0.546750994577646,0.9271789920460384,0.23610207362074145,0.25935699182647026,0.4398169489339799,21088293.557977792,9898201.447028764,14827425.462382501,10.920899503180273,7.198359901787311,8.091850985090952
2,259.293279560135,118.40341432047435,-62.82956232080993,13.0,43.0,20.0,427.58489704045104,842.3567786933933,864.0356100961363,6.009283859462856,11.838493429370244,12.143168015732439,2.8505659802696752,5.615711857955958,5.7602374006409125,3767237.7115444923,1106576.7274400855,1946849.2807721572,4.5514485301494085,5.421948702129557,1.4596499130760974
3,259.24947025266715,118.41883995663557,-62.82076032673254,32.0,1.0,144.0,29.10932430669063,38.903548773970506,71.75024154987511,0.4091028329738156,0.546750994577646,1.0083788539833194,0.19406216204460436,0.25935699182647026,0.4783349436658344,21088293.557977792,5126831.595637255,9840145.177157886,10.920899503180273,10.35699852471666,5.562850312363404
4,259.29782009417505,118.41579221315122,-62.82700293477884,6.0,11.0,71.0,398.1693655637428,470.8426753683632,1126.152640324669,5.595877586827877,6.6172292544040445,15.826964262852096,2.6544624370916203,3.1389511691224232,7.50768426883113,1844091.2325102729,5874751.348186373,5778123.871523348,3.310294864769475,6.58420011774712,9.91970726075888
5,259.29094338253947,118.40937053756201,-62.82781793895979,20.0,28.0,34.0,592.6044774307269,970.0720583763997,1024.6339705410533,8.328471248443071,13.633405677482855,14.400219520492527,3.9506965162048484,6.467147055842669,6.830893136940359,1946849.2807721572,1397566.8014087202,655947.2456117084,1.4596499130760974,18.478185899424478,9.7698207658109
6,259.2919238623382,118.41744095560438,-62.82592458937996,4.0,11.0,7.0,398.1693655637428,613.9717673363895,798.6160114999763,5.595877586827877,8.628767426440243,11.22376010245609,2.6544624370916203,4.093145115575932,5.324106743333178,3876057.1562794577,5874751.348186373,2675652.057870768,2.458311609079631,6.58420011774712,6.0837748761882215
7,259.2877537973835,118.42113918789528,-62.82453292903733,18.0,9.0,19.0,136.2099624035445,230.6606541093984,253.4456165076461,1.9142966326339328,3.241707916595617,3.56192808275669,0.9080664160236304,1.5377376940626564,1.6896374433843082,1711387.8135169896,1934693.5337657137,2067987.5081710275,2.233682738622003,3.528965589671058,8.224298406070915
8,259.2864064271999,118.38893629753711,-62.832378825233995,41.0,27.0,15.0,223.21782564201038,308.1348348018216,315.3656838416629,3.137106305810487,4.33053108781264,4.4321535368890395,1.4881188376134031,2.0542322320121453,2.1024378922777536,1481373.7762468266,3923209.513715396,5197607.187315016,4.509197678979311,6.630853012382333,4.657981894785884
9,259.2969321669229,118.42189759106779,-62.82538575786258,18.0,7.0,19.0,165.4898276679845,230.6606541093984,477.5475189562805,2.3257962505079504,3.241707916595617,6.711459215826847,1.1032655177865642,1.5377376940626564,3.1836501263752046,1711387.8135169896,2675652.057870768,2067987.5081710275,2.233682738622003,6.0837748761882215,8.224298406070915
10,259.2898367057684,118.39823356543684,-62.83045862528988,42.0,17.0,13.0,488.5788594381411,573.3628946602076,648.3839523880167,6.866493822438812,8.058049786942151,9.112396735218262,3.257192396254277,3.82241929773472,4.322559682586782,1162888.321731929,2364254.3726251167,3767237.7115444923,2.90119876764918,3.9339922706485133,4.5514485301494085
11,259.27778082804343,118.4145341032995,-62.82504221829626,4.0,6.0,71.0,470.8426753683632,613.9717673363895,676.7024840818783,6.6172292544040445,8.628767426440243,9.510385758239133,3.1389511691224232,4.093145115575932,4.51134989387919,3876057.1562794577,1844091.2325102729,5778123.871523348,2.458311609079631,3.310294864769475,9.91970726075888
12,259.28596189721037,118.39315582176658,-62.8312803711658,33.0,37.0,22.0,282.3567783598621,371.49484088946303,402.2066338238978,3.9682459379460515,5.220993460439219,5.652617408931032,1.8823785223990817,2.476632272596422,2.6813775588259867,4094393.366626867,3681750.926091141,3279055.5791827156,5.294158638829398,4.9059334219301345,6.622140251058617
13,259.2882172291249,118.40129927014877,-62.82951348714895,2.0,43.0,10.0,427.58489704045104,555.046116164257,648.3839523880167,6.009283859462856,7.800625537079883,9.112396735218262,2.8505659802696752,3.700307441095049,4.322559682586782,4541852.124994152,1106576.7274400855,2524690.08682606,5.395641781922508,5.421948702129557,2.3188034932969277
14,259.2864335620411,118.42559263109978,-62.82327693509786,16.0,25.0,26.0,238.79076127935608,533.5781495433737,767.041973246036,3.3559685514550104,7.498914447181034,10.780018146716445,1.5919384085290411,3.5571876636224933,5.113613154973576,10383771.303488284,1166029.983011596,2164603.9687008276,6.508985111938634,3.820425540671786,9.198870327732928
15,259.284263139732,118.38738247857272,-62.832521693912284,27.0,36.0,46.0,69.84829875544409,238.37706109207244,300.2230555259088,0.9816489245229842,3.3501544034920965,4.219338836095018,0.4656553250362943,1.5891804072804838,2.0014870368393933,3923209.513715396,1843771.3049697422,2175977.6584981973,6.630853012382333,6.544013854726235,4.4224255656534135
