cloudnum,x,corr_x,y,nn_index,nn2_index,nn3_index,min_dist,min_dist2nd,min_dist3rd,mean_cloud_sep_nn,mean_cloud_sep_nn2,mean_cloud_sep_nn3,beam_sep_nn,beam_sep_nn2,beam_sep_nn3,MLUM_MSUN_nn,MLUM_MSUN_nn2,MLUM_MSUN_nn3,SIGV_KMS_nn,SIGV_KMS_nn2,SIGV_KMS_nn3,RAD_PC_nn,RAD_PC_nn2,RAD_PC_nn3
118,259.2656492179112,0.008141603114856759,-62.81540742652608,128.0,105.0,86.0,150.91783053241028,180.490575032572,222.9433829843708,3.0225699774995247,3.6148504877819514,4.4650918563663184,1.6768647836934505,2.0054508336952472,2.477148699826346,1487271.515125524,1167185.7485332629,3705193.489998749,3.2758844828430327,8.924932542213385,7.72388221794227,56.84622958546095,,40.554511691779055
119,259.2678391067712,0.009136588795653874,-62.833058535817784,107.0,112.0,124.0,131.0334652606012,212.5892796370193,252.2105411643019,2.624327534706808,4.257720720621621,5.051252108798466,1.4559273917844602,2.3621031070779965,2.802339346270026,957724.4906091995,4981652.489796064,1901005.9351705816,,5.7575597428726715,4.236284620162998,50.01756492431001,76.61117982960883,39.6493646085971
120,259.2487886639564,0.0004386359762117904,-62.82048815737511,135.0,55.0,151.0,25.819851331425447,47.465449526154345,49.97707748832357,0.51711787257045,0.95063414442247,1.0009368240085688,0.2868872370158389,0.5273938836239379,0.5553008609813739,9827678.585828142,14069510.01461352,26486568.085232668,4.9597529307624395,11.505376933761195,15.329707833314039,53.17795960845155,50.61538604093411,50.4133381663279
121,259.25656291861117,0.003990252417596433,-62.81684887964141,136.0,167.0,117.0,93.82740990436086,113.9383341761636,154.38977750421023,1.8791676983625765,2.2819476462936668,3.092105847737066,1.0425267767151227,1.2659814908462643,1.7154419722690055,1409872.1886575,772776.3972967892,724782.857039226,7.655433945764441,5.281450189986597,6.656707249220114,41.44717485024581,,
122,259.2726160649694,0.011324908223604187,-62.814263670791284,141.0,152.0,91.0,249.74049440026332,457.1928470109023,527.9673148342373,5.001782214050675,9.156620979957156,10.574086238115491,2.774894382225152,5.079920522343368,5.866303498158202,2174534.956831711,1927439.2373785079,3910683.374891696,4.166407122350867,4.272541064497235,6.911917011446036,44.52452918487634,61.32180564043957,130.31707984752964
123,259.26864520007166,0.00950384431642736,-62.835515897746994,106.0,124.0,138.0,196.13283147351143,254.0307013673504,285.677462300628,3.928132321558239,5.087706128608883,5.7215248705334005,2.17925368303902,2.82256334852612,3.1741940255625387,2105435.8392000743,1901005.9351705816,2204475.893020009,4.472593276005978,4.236284620162998,4.037712139101658,61.05900897903015,39.6493646085971,49.57965451182346
124,259.2678973592321,0.009162797181955193,-62.83430615346053,107.0,139.0,119.0,213.37355574032568,232.6667854371044,252.2105411643019,4.273428138330725,4.659831366131977,5.051252108798466,2.3708172860036227,2.58518650485672,2.802339346270026,957724.4906091995,2263595.3154227673,2811130.9668035586,,2.426153702862572,6.607272698874693,50.01756492431001,34.95079209174927,41.712066301027754
125,259.26387055156533,0.007325167321261002,-62.8308103598111,144.0,130.0,158.0,171.04768821374648,202.28229110620742,318.97516646438544,3.42572912220959,4.0512931965725425,6.388408568569468,1.9005298690416312,2.2475810122911986,3.5441685162709557,3143274.039881179,2276526.2921461156,388431.3128382645,4.96734774562936,5.229298289672272,1.1068895551252402,49.53765095132133,46.35772330191973,
126,259.2507751442364,0.0013460921435808292,-62.81891459145886,159.0,145.0,97.0,39.9326420824581,44.335207110862825,59.76505624892002,0.799767692491122,0.8879419051199454,1.1969696627911828,0.4436960231384241,0.4926134123429212,0.6640561805435571,2843912.2145940475,1987402.868376871,3378109.39236956,7.283898593341314,2.9117933945850707,5.3093201677185755,73.06676927270367,49.673921493970774,70.30593780003903
127,259.26364683845503,0.007226634003346762,-62.81607749721656,137.0,86.0,133.0,66.63569540428067,148.03596617940556,152.70681624690715,1.3345742623534989,2.9648522337320147,3.0583996372006856,0.7403966156031199,1.6448440686600647,1.6967424027434157,730240.3745352783,3705193.489998749,2197306.200082251,3.6462101212870377,7.72388221794227,5.882085621800536,,40.554511691779055,40.66560332953858
128,259.26687830436657,0.008703267528764132,-62.81491537394209,118.0,105.0,86.0,150.91783053241028,216.08259941925152,358.8816150440432,3.0225699774995247,4.327684643759998,7.187651659726932,1.6768647836934505,2.4009177713250205,3.987573500489375,1330939.6789038512,1167185.7485332629,3705193.489998749,6.301212865078635,8.924932542213385,7.72388221794227,34.17788004251099,,40.554511691779055
129,259.2629461011522,0.006902325620980564,-62.8338755578225,139.0,107.0,112.0,330.2667990853468,354.6090857526388,355.0378216858872,6.61455646399487,7.102081792212751,7.110668480449258,3.669631100948304,3.940100952807106,3.944864685398753,2263595.3154227673,957724.4906091995,4981652.489796064,2.426153702862572,,5.7575597428726715,34.95079209174927,50.01756492431001,76.61117982960883
130,259.2635212915886,0.00716544761938158,-62.83179839013993,144.0,125.0,158.0,117.71582208844956,202.28229110620742,265.46772493978267,2.3576028655196737,4.0512931965725425,5.3167659021295774,1.3079535787605527,2.2475810122911986,2.9496413882198125,3143274.039881179,5577996.620909579,388431.3128382645,4.96734774562936,7.572891918479492,1.1068895551252402,49.53765095132133,66.03668251321805,
131,259.24698850728504,-0.0003836215795502145,-62.82184917805554,206.0,270.0,143.0,28.081992722782346,45.643051602463636,71.30004459547328,0.5624238555033677,0.9141353077258876,1.4279914668026796,0.31202214136424883,0.5071450178051525,0.7922227177274823,8924909.783479063,9201117.073288834,2199425.4140927703,10.217603711431298,9.64051601630104,5.115872280904708,78.49204269504384,66.24592899343794,62.401007851345874
132,259.2527913252249,0.0022671506836700038,-62.81815638665251,140.0,110.0,74.0,26.735807932642217,37.2936916323089,39.77945770648096,0.5354625765312967,0.7469150085200463,0.7966997283266685,0.29706453258491405,0.4143743514700996,0.4419939745164559,1529884.0627606912,899095.6232363931,611368.655372394,2.1931020689466685,5.660518917776167,4.8820609005748326,65.64470900785064,24.308600277461224,
133,259.26250566124656,0.006705413742412154,-62.81553049661184,160.0,137.0,127.0,58.8718077008583,109.2333217879199,152.70681624690715,1.1790797538633138,2.1877160426567817,3.0583996372006856,0.6541311966762045,1.2137035754213343,1.6967424027434157,1425555.1345110806,730240.3745352783,932372.4274675661,5.241895039122263,3.6462101212870377,2.754286402047002,25.94674211777249,,
134,259.27869087341264,0.014102028064337085,-62.81075184576971,122.0,141.0,152.0,904.8827478403838,917.8581646500037,1040.6967140211957,18.122917730335704,18.382788317899426,20.84298874682901,10.05425275378206,10.198424051666725,11.56329682245775,4880662.135946626,2174534.956831711,1927439.2373785079,10.097562947391005,4.166407122350867,4.272541064497235,78.88594190023066,44.52452918487634,61.32180564043957
135,259.2485493723029,0.0003293316291504612,-62.82055428710467,151.0,120.0,55.0,24.99953329886147,25.819851331425447,41.12981462581711,0.5006886100473785,0.51711787257045,0.8237445663613476,0.27777259220957234,0.2868872370158389,0.4569979402868576,26486568.085232668,11036168.386760855,14069510.01461352,15.329707833314039,5.852375066507751,11.505376933761195,50.4133381663279,50.780451688794855,50.61538604093411
136,259.2574900154731,0.004413812478623045,-62.81665883520154,117.0,121.0,167.0,62.85594476148344,93.82740990436086,207.76486153161187,1.2588737253457134,1.8791676983625765,4.161097669038741,0.6983993862387061,1.0425267767151227,2.3084984614623583,724782.857039226,952890.2302490413,772776.3972967892,6.656707249220114,7.769666984212887,5.281450189986597,,31.67651303529035,
137,259.26293119710357,0.006899704447815095,-62.81603483354954,127.0,133.0,160.0,66.63569540428067,109.2333217879199,111.74384771552884,1.3345742623534989,2.1877160426567817,2.2379966507847606,0.7403966156031199,1.2137035754213343,1.2415983079503226,932372.4274675661,2197306.200082251,1425555.1345110806,2.754286402047002,5.882085621800536,5.241895039122263,,40.66560332953858,25.94674211777249
138,259.26554919278715,0.008090371619185079,-62.83552081797953,139.0,150.0,123.0,126.8290006912933,243.6748984119144,285.677462300628,2.5401208618847964,4.880300953252354,5.7215248705334005,1.4092111187921503,2.707498871243497,3.1741940255625387,2263595.3154227673,1722194.9582514807,1122433.0015076888,2.426153702862572,6.972494928772479,2.6588276068930763,34.95079209174927,56.20583440593052,50.61381080303043
139,259.2657365868378,0.008176098573548975,-62.834899173835325,138.0,124.0,123.0,126.8290006912933,232.6667854371044,295.88507822590554,2.5401208618847964,4.659831366131977,5.925962168159172,1.4092111187921503,2.58518650485672,3.287611980287845,2204475.893020009,1901005.9351705816,1122433.0015076888,4.037712139101658,4.236284620162998,2.6588276068930763,49.57965451182346,39.6493646085971,50.61381080303043
140,259.25289972939584,0.002316661791142995,-62.81827905577057,74.0,132.0,146.0,21.4728467376362,26.735807932642217,51.640856304862545,0.4300564197859281,0.5354625765312967,1.0342588501888383,0.238587185973736,0.29706453258491405,0.5737872922762516,611368.655372394,968826.7659693332,1637631.1355325715,4.8820609005748326,1.9553279474066576,9.802811614482852,,44.97927844415204,41.66797409808544
141,259.27064548554307,0.01042489672992206,-62.81341699289606,152.0,122.0,148.0,213.7486496569909,249.74049440026332,366.29055079945033,4.280940488642518,5.001782214050675,7.336037219607527,2.3749849961887923,2.774894382225152,4.0698950088827885,1927439.2373785079,4880662.135946626,2117016.91656246,4.272541064497235,10.097562947391005,5.083252329357077,61.32180564043957,78.88594190023066,45.56196717138072
142,259.25919904423625,0.00519167197632309,-62.833039689282856,164.0,158.0,129.0,318.51439499975515,346.8781227529821,384.80495427876883,6.379180275328259,6.947246696999109,7.706842179568057,3.5390488333306185,3.8542013639220296,4.275610603097437,3743409.0266788895,388431.3128382645,1616241.9643461546,4.775603040972187,1.1068895551252402,5.435608096102425,57.75766956440283,,
143,259.246280718242,-0.0007069070063125285,-62.82199038788607,270.0,206.0,282.0,29.087675961236855,47.42917574185788,49.406604427457026,0.582565597222709,0.9499076560347296,0.9895114361623188,0.323196399569299,0.5269908415761996,0.5489622714161903,9201117.073288834,8924909.783479063,11797884.082319431,9.64051601630104,10.217603711431298,8.596646218878886,66.24592899343794,78.49204269504384,60.77760387362623
144,259.262566958736,0.006729783656741351,-62.83141182875094,130.0,158.0,125.0,117.71582208844956,169.60353902147244,171.04768821374648,2.3576028655196737,3.396805820196841,3.42572912220959,1.3079535787605527,1.8844837669052523,1.9005298690416312,2276526.2921461156,388431.3128382645,5577996.620909579,5.229298289672272,1.1068895551252402,7.572891918479492,46.35772330191973,,66.03668251321805
145,259.25107947370475,0.001485119713947252,-62.81874491135842,126.0,159.0,274.0,44.335207110862825,83.99615422385602,85.13489267072126,0.8879419051199454,1.6822681129644539,1.705074673525104,0.4926134123429212,0.9332906024872908,0.9459432518969044,3502217.8425304717,2843912.2145940475,1719032.1425220624,3.6429192619517345,7.283898593341314,6.092876177998536,63.95698663510584,73.06676927270367,44.09983808482013
146,259.2532103303385,0.0024585664525850004,-62.81806657445466,132.0,140.0,110.0,42.73364480355162,51.640856304862545,60.1653572963221,0.8558659461024047,1.0342588501888383,1.2049868594575457,0.4748182755950188,0.5737872922762516,0.6685039699591356,968826.7659693332,1529884.0627606912,899095.6232363931,1.9553279474066576,2.1931020689466685,5.660518917776167,44.97927844415204,65.64470900785064,24.308600277461224
147,259.26010751656537,0.0056099929640100535,-62.814544383328254,155.0,161.0,173.0,96.2333676043044,169.89261572295058,180.35854814833897,1.9273540225717711,3.4025954247518486,3.6122062641332446,1.0692596400478285,1.8876957302550097,2.0039838683148807,1957930.6057011443,300443.6664104908,1408957.4531116772,4.597655863410981,2.604454226218066,4.030156990940491,35.72599085448421,,33.39919014037662
148,259.26722142510306,0.008860754610534758,-62.81250154904149,152.0,157.0,181.0,155.37941771319592,205.8533170007333,346.7880384285537,3.111926280973178,4.122813411378105,6.945442495510789,1.7264379745910687,2.28725907778593,3.853200426983937,1927439.2373785079,1582323.9217637305,880963.3221387208,4.272541064497235,2.9448135277915433,1.1920485840298283,61.32180564043957,,31.44896577478824
149,259.2615947434685,0.006284687809981236,-62.83689636094579,150.0,138.0,163.0,215.1135383491127,458.77491589562936,545.4954275141921,4.308276367835068,9.188306526300103,10.92513784654212,2.3901504261012563,5.097499065507001,6.061060305713255,1722194.9582514807,2204475.893020009,1587589.7663883257,6.972494928772479,4.037712139101658,3.379702464569108,56.20583440593052,49.57965451182346,94.85668693987922
150,259.2634373696056,0.007126050858050515,-62.83624449029389,149.0,138.0,139.0,215.1135383491127,243.6748984119144,344.91902111208896,4.308276367835068,4.880300953252354,6.908009969425279,2.3901504261012563,2.707498871243497,3.8324335679121067,1026641.3882890493,2204475.893020009,2263595.3154227673,1.493861292928069,4.037712139101658,2.426153702862572,16.601525235518608,49.57965451182346,34.95079209174927
151,259.24828292410467,0.0002076235775699036,-62.820576359001166,135.0,273.0,120.0,24.99953329886147,31.38240095249801,49.97707748832357,0.5006886100473785,0.6285241618319072,1.0009368240085688,0.27777259220957234,0.3486933439166452,0.5553008609813739,9827678.585828142,18967503.899744198,11036168.386760855,4.9597529307624395,12.385756281600907,5.852375066507751,53.17795960845155,48.342296963223,50.780451688794855
152,259.26853522664,0.009460881122815923,-62.81298205481399,148.0,141.0,157.0,155.37941771319592,213.7486496569909,304.9136592168165,3.111926280973178,4.280940488642518,6.106785850465482,1.7264379745910687,2.3749849961887923,3.3879295468535227,2117016.91656246,2174534.956831711,1582323.9217637305,5.083252329357077,4.166407122350867,2.9448135277915433,45.56196717138072,44.52452918487634,
153,259.2545049223632,0.003048832433416565,-62.82893106880022,171.0,184.0,183.0,50.204984500724706,156.4693653419874,270.1891519727515,1.0055013270292859,3.133755663016438,5.4113262569296765,0.5578331611191643,1.7385485037998631,3.002101688586133,350769.8034898109,2365665.4508143556,1616404.8009910833,3.967951807308826,8.010227800765076,4.66535785328378,,34.54334671967138,32.918930250540534
154,259.2460439104199,-0.0008150621072407653,-62.82229423297928,162.0,282.0,143.0,23.784940575112845,63.08219050809296,65.18430305202466,0.4763628462278174,1.2634049566709082,1.3055058949245135,0.2642771175012543,0.7009132278677008,0.7242700339113863,6375364.26794628,11797884.082319431,2199425.4140927703,4.541069338774071,8.596646218878886,5.115872280904708,76.07218720729718,60.77760387362623,62.401007851345874
155,259.2592018025992,0.0051961559083739785,-62.81477986901226,147.0,195.0,173.0,96.2333676043044,175.84513143443291,225.05333687593472,1.9273540225717711,3.5218119230055587,4.507349840489542,1.0692596400478285,1.9538347937159248,2.5005926319548344,1390902.1631860568,786991.4101719611,1408957.4531116772,5.287818860250889,5.847305593110268,4.030156990940491,40.298289656213676,29.265317149691604,33.39919014037662
156,259.2580128118354,0.00465310593626088,-62.813752574307756,173.0,180.0,195.0,147.8480950475234,176.13770667116768,177.38099988413842,2.961089566054759,3.527671595938801,3.552572170811212,1.6427566116391517,1.9570856296796448,1.9708999987126523,1408957.4531116772,2545455.5960961827,786991.4101719611,4.030156990940491,3.997881305945918,5.847305593110268,33.39919014037662,59.29011889361106,29.265317149691604
157,259.2652335300084,0.007952353209795494,-62.81296220213667,148.0,152.0,181.0,205.8533170007333,304.9136592168165,305.00333197125815,4.122813411378105,6.106785850465482,6.1085818090637405,2.28725907778593,3.3879295468535227,3.3889259107917638,2117016.91656246,1927439.2373785079,880963.3221387208,5.083252329357077,4.272541064497235,1.1920485840298283,45.56196717138072,61.32180564043957,31.44896577478824
158,259.2607340802885,0.005892860288000905,-62.83147316747475,165.0,144.0,182.0,157.31425855027462,169.60353902147244,204.2692086418528,3.1506771151507094,3.396805820196841,4.091087018613466,1.7479362061141657,1.8844837669052523,2.2696578737983684,772930.5243149006,3143274.039881179,459614.44254218234,9.453771834851874,4.96734774562936,0.6972299083401664,,49.53765095132133,
159,259.25045098077504,0.0011980075590265866,-62.81904539152642,194.0,126.0,97.0,38.5642004018139,39.9326420824581,43.97302544367025,0.7723606543347797,0.799767692491122,0.8806881602854544,0.4284911155757107,0.4436960231384241,0.4885891715963368,3164910.9408766422,3502217.8425304717,3378109.39236956,5.475213396199492,3.6429192619517345,5.3093201677185755,69.8285876749581,63.95698663510584,70.30593780003903
160,259.2619780927248,0.006464354539717714,-62.81569401637145,133.0,137.0,127.0,58.8718077008583,111.74384771552884,172.46050471145958,1.1790797538633138,2.2379966507847606,3.4540248955760537,0.6541311966762045,1.2415983079503226,1.916227830127332,2197306.200082251,730240.3745352783,932372.4274675661,5.882085621800536,3.6462101212870377,2.754286402047002,40.66560332953858,,
161,259.2608471376049,0.005948060763311745,-62.81377476270904,173.0,147.0,155.0,116.09659460813224,169.89261572295058,253.69321599235576,2.3251731098606947,3.4025954247518486,5.080946999096452,1.2899621623125823,1.8876957302550097,2.8188135110261805,1408957.4531116772,1390902.1631860568,1957930.6057011443,4.030156990940491,5.287818860250889,4.597655863410981,33.39919014037662,40.298289656213676,35.72599085448421
162,259.2462630951856,-0.0007149475646207389,-62.82235609185825,154.0,143.0,282.0,23.784940575112845,73.92997287494009,84.1004680012977,0.4763628462278174,1.4806634554765843,1.6843573007749502,0.2642771175012543,0.8214441430548913,0.9344496444588652,3118428.2321981527,2199425.4140927703,11797884.082319431,3.2576353046328728,5.115872280904708,8.596646218878886,78.34373072236538,62.401007851345874,60.77760387362623
163,259.25569373788085,0.003590710625096596,-62.8370611798861,149.0,150.0,164.0,545.4954275141921,733.3418293407666,735.5385230707727,10.92513784654212,14.687310232265506,14.731305434785016,6.061060305713255,8.148242548230755,8.172650256341933,1026641.3882890493,1722194.9582514807,3743409.0266788895,1.493861292928069,6.972494928772479,4.775603040972187,16.601525235518608,56.20583440593052,57.75766956440283
164,259.25585096327217,0.003662940838300025,-62.8334225829826,174.0,142.0,199.0,256.4970517172945,318.51439499975515,474.7598024173938,5.137101991877246,6.379180275328259,9.508450527336793,2.849967241303277,3.5390488333306185,5.27510891574883,5698462.870028324,2172276.0352138854,3153177.4888370372,5.120054687007251,4.4949076589712345,4.128630713520187,66.68708105364675,78.47489699983616,59.996387629337484
165,259.2594763108707,0.005318646124189757,-62.830947689598005,170.0,182.0,175.0,101.66712981942379,109.4356074756234,144.86524151325742,2.036180968190792,2.191767403880127,2.9013492192173813,1.1296347757713774,1.2159511941735957,1.6096137945917517,676267.1471619277,459614.44254218234,2780679.614809032,2.8685912620356047,0.6972299083401664,6.395841069299594,,,55.16925954625497
166,259.2597051130897,0.005423286347861954,-62.83005222693054,170.0,182.0,165.0,84.49363292236619,98.91771130111412,182.2126665621552,1.6922315756862394,1.9811158387776089,3.649340396213988,0.938818143581848,1.0990856811234921,2.024585184023949,676267.1471619277,459614.44254218234,772930.5243149006,2.8685912620356047,0.6972299083401664,9.453771834851874,,,
167,259.25544007096244,0.0034772671590858873,-62.817082666643046,189.0,121.0,247.0,112.08706519966594,113.9383341761636,169.42697234037612,2.244870582510694,2.2819476462936668,3.3932695571361693,1.245411835551846,1.2659814908462643,1.8825219148930716,2814862.51083913,952890.2302490413,1320409.8962540373,9.343442593938098,7.769666984212887,16.27358707592487,72.92434935705579,31.67651303529035,46.66792288921955
168,259.24798177172903,7.004593743194325e-05,-62.82801427897731,231.0,223.0,172.0,198.3850614393801,223.93525152170943,237.5102602047831,3.9732397992714006,4.484956918380595,4.756836082989591,2.204278460437561,2.4881694613523315,2.6390028911642607,4336039.975390796,3583435.5382536384,714129.3970796174,7.364557767806998,4.771291363353842,2.1005659612486394,35.44640646787986,49.607224383914556,29.520255312969425
169,259.24546536955563,-0.0010791576442820327,-62.826493014267776,186.0,197.0,235.0,63.62783662834709,206.89246845039244,345.1842879927845,1.2743331125793318,4.143625451696563,6.9133227128352965,0.7069759625371911,2.2988052050043652,3.835380977697613,254047.7712026476,3238799.7727000737,3596137.0076273703,3.9166225842111655,7.203875568578706,4.754984643685081,,62.410731085525676,56.29371713539644
170,259.25939742001367,0.005282713314886956,-62.830445943755066,182.0,166.0,165.0,69.47523317197397,84.49363292236619,101.66712981942379,1.3914442927291517,1.6922315756862394,2.036180968190792,0.7719470352441565,0.938818143581848,1.1296347757713774,459614.44254218234,496829.5716963418,772930.5243149006,0.6972299083401664,2.6350129930579467,9.453771834851874,,,
171,259.25501305656803,0.003280861395109285,-62.82901976924985,153.0,184.0,183.0,50.204984500724706,148.83172688071832,239.78589068322896,1.0055013270292859,2.980789664031513,4.802412224256453,0.5578331611191643,1.6536858542302062,2.6642876742581043,1437022.9786742956,2365665.4508143556,1616404.8009910833,7.708572286005733,8.010227800765076,4.66535785328378,,34.54334671967138,32.918930250540534
172,259.25032567732717,0.0011404020888051685,-62.82849939261545,176.0,168.0,223.0,119.17276135229143,237.5102602047831,240.7008170381164,2.38678232604063,4.756836082989591,4.820736294528002,1.3241417928032406,2.6390028911642607,2.6744535226457407,1268086.9466727506,1488089.227454957,3583435.5382536384,4.893993843257008,9.140168063044134,4.771291363353842,24.062625980778506,61.45244879224903,49.607224383914556
173,259.2596063968705,0.005381203061857061,-62.813681828499575,161.0,156.0,147.0,116.09659460813224,147.8480950475234,180.35854814833897,2.3251731098606947,2.961089566054759,3.6122062641332446,1.2899621623125823,1.6427566116391517,2.0039838683148807,300443.6664104908,2361738.9050897774,1390902.1631860568,2.604454226218066,4.332373910402791,5.287818860250889,,45.440178560238934,40.298289656213676
174,259.253215564687,0.002459706885639646,-62.83301903944797,199.0,164.0,204.0,220.55166464889732,256.4970517172945,408.5968775739127,4.4171907169851465,5.137101991877246,8.183344875142058,2.4505740516544186,2.849967241303277,4.539965306376815,3153177.4888370372,3743409.0266788895,3963633.8287750166,4.128630713520187,4.775603040972187,4.54799984779912,59.996387629337484,57.75766956440283,70.761612171499
175,259.2579423291677,0.004618179438002757,-62.83109968298302,165.0,192.0,170.0,144.86524151325742,148.51459793121813,188.4043290498653,2.9013492192173813,2.9744382313454385,3.7733465065598684,1.6096137945917517,1.6501621992357602,2.0933814338873957,772930.5243149006,1907798.9457938753,676267.1471619277,9.453771834851874,6.8582728163845355,2.8685912620356047,,36.94009120531802,
176,259.25112506093603,0.0015054212801351881,-62.82896247246771,172.0,217.0,223.0,119.17276135229143,220.61438963949848,280.9264809282015,2.38678232604063,4.41844696797127,5.626372603837705,1.3241417928032406,2.4512709959944314,3.1214053436466886,714129.3970796174,2376927.6807378754,3583435.5382536384,2.1005659612486394,5.165541278316645,4.771291363353842,29.520255312969425,,49.607224383914556
177,259.2428271595388,-0.0022841588172671195,-62.8243558672021,203.0,255.0,266.0,77.71080164887529,87.85559725802936,113.29409484494032,1.5563855852067,1.759564722674576,2.2690448736125983,0.8634533516541713,0.9761733028669948,1.2588232760548947,1760662.4458418686,3676129.300666835,4257926.344067805,19.72689840621838,6.864054117751293,6.431952521408921,68.42032697346474,55.312405047870406,63.166008040920055
178,259.250130410481,0.0010515631533690349,-62.819246065788825,194.0,159.0,97.0,50.19522639030204,50.20942455114256,58.74488409310951,1.0053058923911349,1.005590251996232,1.1765377382190123,0.5577247376700236,0.557882495012696,0.6527209343678845,3164910.9408766422,2843912.2145940475,3378109.39236956,5.475213396199492,7.283898593341314,5.3093201677185755,69.8285876749581,73.06676927270367,70.30593780003903
179,259.251940644798,0.00187855688541068,-62.81798909229217,110.0,132.0,74.0,58.60278241982424,85.5073393840421,103.1945561524094,1.1736917375184377,1.7125340058646328,2.066772137972636,0.6511420268869372,0.9500815487115803,1.1466061794712177,899095.6232363931,968826.7659693332,611368.655372394,5.660518917776167,1.9553279474066576,4.8820609005748326,24.308600277461224,44.97927844415204,
180,259.25718849104493,0.004276600817191436,-62.8129666018373,190.0,156.0,201.0,132.7099990410288,176.13770667116768,232.70401451820973,2.657905016261554,3.527671595938801,4.6605769871261415,1.4745555449003225,1.9570856296796448,2.585600161313446,955237.7905460275,2361738.9050897774,2659954.409615021,5.738373200836601,4.332373910402791,6.062368228084744,,45.440178560238934,56.98843099827488
181,259.26410499766973,0.007437088932080857,-62.81154379025998,185.0,157.0,148.0,206.1805192652935,305.00333197125815,346.7880384285537,4.12936659159505,6.1085818090637405,6.945442495510789,2.290894658503265,3.3889259107917638,3.853200426983937,1733430.2632570642,1582323.9217637305,2117016.91656246,5.69943162157066,2.9448135277915433,5.083252329357077,34.406819168930916,,45.56196717138072
182,259.26014110207075,0.005622287100217618,-62.83049937089135,170.0,166.0,165.0,69.47523317197397,98.91771130111412,109.4356074756234,1.3914442927291517,1.9811158387776089,2.191767403880127,0.7719470352441565,1.0990856811234921,1.2159511941735957,676267.1471619277,496829.5716963418,772930.5243149006,2.8685912620356047,2.6350129930579467,9.453771834851874,,,
183,259.25554085411596,0.0035217396469702576,-62.830181477117215,184.0,192.0,193.0,141.53544447393762,190.5488611068297,200.28629170118901,2.834660316211627,3.81629701935414,4.011317483593952,1.572616049710421,2.1172095678536684,2.2254032411243263,2365665.4508143556,1907798.9457938753,3719734.1673160396,8.010227800765076,6.8582728163845355,4.427622988074043,34.54334671967138,36.94009120531802,58.66066989986604
184,259.2544184007755,0.0030092433424323364,-62.82970423849464,183.0,171.0,153.0,141.53544447393762,148.83172688071832,156.4693653419874,2.834660316211627,2.980789664031513,3.133755663016438,1.572616049710421,1.6536858542302062,1.7385485037998631,1616404.8009910833,350769.8034898109,1437022.9786742956,4.66535785328378,3.967951807308826,7.708572286005733,32.918930250540534,,
185,259.26210170154644,0.006521845274935347,-62.81109320851514,181.0,198.0,191.0,206.1805192652935,278.95043274192693,319.155966817653,4.12936659159505,5.586796472237779,6.3920296232704255,2.290894658503265,3.099449252688082,3.54617740908504,880963.3221387208,1066368.519043643,296825.7151766886,1.1920485840298283,3.308181475416062,1.7156713766748235,31.44896577478824,,
186,259.24512494125577,-0.0012346152027500011,-62.8267667734436,169.0,197.0,235.0,63.62783662834709,157.0712080895847,289.5127717419869,1.2743331125793318,3.1458093203851254,5.798338134618738,0.7069759625371911,1.7452356454398328,3.2168085749109707,404337.2605591862,3238799.7727000737,3596137.0076273703,4.238953993991477,7.203875568578706,4.754984643685081,25.161130775888815,62.410731085525676,56.29371713539644
187,259.24244551572184,-0.0024584018468252053,-62.8250888295578,200.0,229.0,177.0,83.8391491509128,120.41585174280377,152.26672032212392,1.679123628193376,2.4116788388014188,3.049585431982013,0.9315461016768104,1.3379539082533776,1.6918524480236024,395700.27355130226,979149.1149584348,1319973.8364929927,4.65931403028927,4.720210182271454,6.299656415274049,,,
188,259.2511344244449,0.001510279868993608,-62.81760955219948,267.0,179.0,288.0,62.40532197333315,106.88470817648908,133.27316104978848,1.2498486889677376,2.1406782011663883,2.669183978953638,0.6933924663703696,1.1876078686276583,1.480812900553208,6666573.670128216,4234564.134249235,3132962.8290188583,10.991919902560065,9.670838210715624,7.355123625276963,71.2190414694247,60.29817328371169,65.2617889890957
189,259.2544828017838,0.003039920036362341,-62.81742368581754,167.0,213.0,262.0,112.08706519966594,147.47116048088742,147.88806284030883,2.244870582510694,2.9535403513557634,2.9618900377426565,1.245411835551846,1.6385684497876405,1.6432006982256566,772776.3972967892,7175928.335896046,3798463.098087458,5.281450189986597,8.5577487599705,12.434422724866272,,70.12908695529875,73.23160838331897
190,259.2561541338555,0.0038039475853507507,-62.81342240434367,201.0,180.0,156.0,100.05630076349917,132.7099990410288,184.13928443661672,2.0039194154892632,2.657905016261554,3.6879265415681712,1.1117366751499924,1.4745555449003225,2.0459920492957453,2659954.409615021,2545455.5960961827,2361738.9050897774,6.062368228084744,3.997881305945918,4.332373910402791,56.98843099827488,59.29011889361106,45.440178560238934
191,259.2586512328896,0.00494525243917887,-62.81100378290734,198.0,207.0,215.0,74.51200507227969,150.08716403715738,295.15030093611546,1.4923203487635504,3.0059334568113547,5.9112461086423265,0.8279111674697758,1.6676351559684182,3.2794477881790662,1066368.519043643,1253669.2964285417,3245685.9766664486,3.308181475416062,4.9255843320945765,3.807992268589542,,10.394572257047164,53.39255138221659
