res_pc,mean_dist_nn,mean_dist_nn2,mean_dist_nn3,5th_nn,5th_nn2,5th_nn3,16th_nn,16th_nn2,16th_nn3,50th_nn,50th_nn2,50th_nn3,84th_nn,84th_nn2,84th_nn3,95th_nn,95th_nn2,95th_nn3,mean_beam_sep,mean_beam_sep2,mean_beam_sep3
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,423.9310674588169,709.9875309266525,934.2098539811773,44.986175666385584,101.6696499384061,194.63920839815052,100.82015587951952,138.6667838523578,261.3095543161086,150.82777684177108,235.75074050074898,659.1753386036846,1174.1220336905615,1822.6146434692164,1910.2929745855427,1711.2947179163098,2188.9335966528397,2287.278005379018,4.658583158888104,7.8020607794137735,10.266042351441522
120,938.480157526453,1397.188824559972,1770.422040095282,146.42927789873582,184.57128731331255,902.5835770414169,150.5527630661768,207.01126085966737,1007.3653587628645,926.61844835172,1416.560350826144,1887.9080954905176,1459.6697464612378,2617.64226634669,2754.181591296392,1962.2430976754245,2752.1223572072868,2818.3705906930672,7.820667979387113,11.64324020466644,14.753517000794025
150,933.1571244504448,2012.976728585041,2190.9187448000093,102.40168175984272,1608.6849148276197,1839.2792879534509,182.77175794788664,1815.675055371663,1877.5633818104188,606.0756414041491,1861.5435845289649,2012.8589227802122,2046.9994225775793,2450.926803362521,2667.637703794863,2384.9117547834494,2636.779456053396,2737.607020791229,6.221047496336309,13.41984485723363,14.60612496533342
