cloudnum,RGAL_KPC,x,corr_x,y,nn_index,nn2_index,nn3_index,min_dist,min_dist2nd,min_dist3rd,mean_cloud_sep_nn,mean_cloud_sep_nn2,mean_cloud_sep_nn3,beam_sep_nn,beam_sep_nn2,beam_sep_nn3,MLUM_MSUN_nn,MLUM_MSUN_nn2,MLUM_MSUN_nn3,SIGV_KMS_nn,SIGV_KMS_nn2,SIGV_KMS_nn3,RAD_PC_nn,RAD_PC_nn2,RAD_PC_nn3,RAD_NODC_nn,RAD_NODC_nn2,RAD_NODC_nn3
1,0.2334652601380007,65.0010518573256,-0.0013129358757368302,-54.938693623538846,10.0,83.0,162.0,47.38124066636655,108.52728418061741,172.26624995302154,0.7176430802842795,1.6437698426405132,2.6091693781472336,0.3948436722197222,0.9043940348384804,1.4355520829418498,10873489.770947702,34449134.57930199,49106663.24407941,7.790116477616203,10.563626126452167,8.818381891102003,71.16526277843015,83.56530440774792,83.12226512436214,155.291702724572,171.99377764401672,171.07076878573037
2,3.0610984399200554,64.98826751015653,-0.008655771608664162,-54.944108086696616,29.0,35.0,69.0,72.41593756157978,190.49050664053712,311.24986494841784,1.0968221971919805,2.885196588941732,4.714235184183443,0.6034661463464996,1.5874208886711465,2.5937488745701547,1744763.9122191188,5992083.160329787,47179411.12526023,6.361100036042762,7.0826402867706175,11.528318442633536,,46.39128154181997,80.79743658596728,117.95695386307531,145.52876157185867,168.15195195369552
3,2.9628737580439513,64.9917034957257,-0.0066819548577606155,-54.945742698006754,9.0,22.0,17.0,206.0025383505552,304.88569500081206,343.2304858485522,3.1201440504535807,4.61784255156303,5.19861826426745,1.7166878195879638,2.5407141250067733,2.860254048737941,1441459.525251012,1836239.9674379476,2696573.8204743164,3.6133860605698023,2.827549893741404,4.924774300826713,,56.663338604594855,68.08776796325189,92.35490891026902,138.08499319786426,157.035031054537
4,3.4099323376784914,65.00012476732303,-0.0018450505661710733,-54.94859734083891,6.0,16.0,7.0,141.50373339217552,296.981283799311,298.7556800867072,2.1432358814396917,4.498121203563263,4.5249964647304095,1.1791977782681322,2.4748440316609313,2.4896306673892323,2253922.253728541,1433857.6118075375,1710923.52395057,5.627771793404669,1.5478920662439932,4.1670141276434665,39.833514499552905,38.72834079153261,,125.00231136929656,117.8171225124122,113.407349909436
5,3.4412774450339145,64.99194367718484,-0.006543693333879499,-54.94766450659638,11.0,3.0,17.0,449.44559359531235,594.8895890847454,650.5872231803272,6.807367550358208,9.01028320777748,9.853887578088397,3.745379946627612,4.95741324237289,5.421560193169407,3549361.123056192,1278658.3369127465,2696573.8204743164,3.699111134625375,1.9205202732302116,4.924774300826713,86.50952071397371,,68.08776796325189,172.26096517343663,98.43526181777271,157.035031054537
6,3.2635838970243163,65.0002158862129,-0.0017927402830347399,-54.948142022343575,4.0,16.0,7.0,141.50373339217552,167.62729234425126,206.44288455431786,2.1432358814396917,2.5389070595408465,3.1268135973378617,1.1791977782681322,1.3968941028687638,1.7203573712859863,1618631.0055843713,1433857.6118075375,1710923.52395057,7.429056357044901,1.5478920662439932,4.1670141276434665,,38.72834079153261,,90.98830870807689,117.8171225124122,113.407349909436
7,3.204650039980915,65.00130609750957,-0.0011666195471182795,-54.94790737981832,16.0,6.0,13.0,105.42233088048744,206.44288455431786,271.17444155741896,1.596741773744339,3.1268135973378617,4.107247062269865,0.8785194240040641,1.7203573712859863,2.2597870129784967,1433857.6118075375,2253922.253728541,2247918.591508693,1.5478920662439932,5.627771793404669,1.2027359963398028,38.72834079153261,39.833514499552905,94.67761723017091,117.8171225124122,125.00231136929656,209.5018998774501
8,2.7428648260853974,64.99556326130912,-0.0044650484689581415,-54.946127400307034,17.0,11.0,40.0,356.6989211405622,360.43564075594065,434.1529701563632,5.402613120747192,5.459210013045168,6.575743278051102,2.972491009504692,3.0036303396328448,3.6179414179697034,2696573.8204743164,3549361.123056192,5730199.794481759,4.924774300826713,3.699111134625375,8.571608587215383,68.08776796325189,86.50952071397371,107.37038633350976,157.035031054537,172.26096517343663,200.87708027534725
9,2.8010823077607143,64.99170592618053,-0.006680669801426973,-54.945075481852506,22.0,3.0,56.0,103.23411424450757,206.0025383505552,217.51001808923834,1.56359873010748,3.1201440504535807,3.2944379923139846,0.8602842853708984,1.7166878195879638,1.8125834840769903,1836239.9674379476,1278658.3369127465,9272149.213183047,2.827549893741404,1.9205202732302116,4.213493842598973,56.663338604594855,,64.58651992144404,138.08499319786426,98.43526181777271,154.96016419952318
10,0.19108940437672625,65.00104151795219,-0.0013188803853494786,-54.9385402765878,1.0,83.0,162.0,47.38124066636655,63.10626013039438,127.40337763910641,0.7176430802842795,0.9558164849268004,1.929669866843548,0.3948436722197222,0.525885501086621,1.0616948136592226,8434307.510140881,34449134.57930199,49106663.24407941,9.268734931859468,10.563626126452167,8.818381891102003,68.33562809919343,83.56530440774792,83.12226512436214,148.7335678914882,171.99377764401672,171.07076878573037
