source,first_second,pval_first_second,first_third,pval_first_third,second_third,pval_second_third
ngc1433,0.47910524685398514,0.00032655202598534514,0.4451808335129724,0.000943095569683246,0.4575521765231295,0.0006487267324767104
ngc3621,0.39439309009144696,9.17891712958403e-07,0.45620149564612766,8.086663947361556e-09,0.2285465969166696,0.005693343332790785
ngc6300,0.3856649921346897,1.3013113204014434e-10,0.26204622254596344,1.939724125740228e-05,0.3582086485142562,2.9375746788017825e-09
ngc2835,0.0767149264212177,0.7858223540836277,0.22707389009428527,0.4157185296042353,-0.17834756682574818,0.5248130949727673
