source,MLUM_1_2,MLUM_1_3,MLUM_2_3,SIGV_1_2,SIGV_1_3,SIGV_2_3
ngc3621,0.26730783726172525,0.23377736968939597,0.26950830570452,,,
ngc3621,0.108627102529484,0.19736161576000313,0.1719970167123979,,,
ngc3621,0.15574861476611093,0.15380869675963793,0.032689219410718215,,,
ngc3621,0.39439309009144696,0.45620149564612766,0.2285465969166696,,,
