source,MLUM_1_2,MLUM_1_3,MLUM_2_3,SIGV_1_2,SIGV_1_3,SIGV_2_3
ngc6300,0.23865321523931177,0.20324257439824409,0.2869350791024772,,,
ngc6300,0.3130015793545065,0.3894634479592802,0.3519060908204465,,,
ngc6300,0.34552405588958185,0.24124100400110823,0.246542192024919,,,
ngc6300,0.3856649921346897,0.26204622254596344,0.3582086485142562,,,
