source,first_second,pval_first_second,first_third,pval_first_third,second_third,pval_second_third
ngc1433,0.21243294649421623,0.01303128148721259,0.0576616582577018,0.5049043927365169,0.045847207150164535,0.5961053883625516
ngc3621,0.108627102529484,0.05221891423293821,0.19736161576000313,0.00038276184661998496,0.1719970167123979,0.0020165869642576693
ngc6300,0.3130015793545065,5.852518223059847e-12,0.3894634479592802,3.493605115147187e-18,0.3519060908204465,6.485008791586038e-15
ngc2835,0.15077899407630677,0.23056659794441742,0.039321510773856636,0.7558088040220767,0.12924491198653795,0.30484494724643757
