source,first_second,pval_first_second,first_third,pval_first_third,second_third,pval_second_third
ngc1433,0.2123723547620299,0.06024242525394329,0.4781345858898197,8.332889910989394e-06,0.11897772016528133,0.29632049462461024
ngc3621,0.15574861476611093,0.02804285244728235,0.15380869675963793,0.030083197503362833,0.032689219410718215,0.6466969016561568
ngc6300,0.34552405588958185,2.673381568267221e-09,0.24124100400110823,4.3807147861332555e-05,0.246542192024919,2.9270933940431867e-05
ngc2835,0.6734695165408928,0.0030402940193587163,-0.22606218394329222,0.38295943728112325,-0.12510615103131553,0.6323494143874586
