source,1_2,1_3,2_3
ngc1433,0.9381765688480856,0.8596577926820438,0.9419291688893238
ngc2835,0.8268096289135589,0.7087189574978857,0.875965649296799
ngc3621,0.9180959989983696,0.8250020076171799,0.8989952410148783
ngc6300,0.7754823184039781,0.6798447448839855,0.8559406526985536
