source,1_2,1_3,2_3
ngc1433,0.9933414831808672,0.9828301700426009,0.9902423448055411
ngc2835,0.7340823969651932,0.6239315086218886,0.9114865674528075
ngc3621,0.9439156510830684,0.8675603821618723,0.9076544389350703
ngc6300,0.8920856646164557,0.8219562250775033,0.9181346210326897
