source,MLUM_1_2,MLUM_1_3,MLUM_2_3,SIGV_1_2,SIGV_1_3,SIGV_2_3,RAD_1_2,RAD_1_3,RAD_2_3
ngc1433,0.4107658298463215,1.14919261163143e-09,0.3520473347569924,0.2720005378634349,0.00028257670725452273,0.09958287519687704,0.09238958696593337,0.2776154844242907,0.056556739179921545
ngc1433,0.21243294649421623,0.01303128148721259,0.0576616582577018,0.2780423544932678,0.0013022251880923461,-0.07089720154653595,0.3277505855376004,0.004098599981374212,0.455372905899912
ngc1433,0.2123723547620299,0.06024242525394329,0.4781345858898197,0.2748929364438934,0.01777268233369858,0.3743314146174106,-0.3441568750504165,0.0787778013417566,0.23145887808911192
ngc1433,0.47910524685398514,0.00032655202598534514,0.4451808335129724,0.13837969604786005,0.32791107002402986,0.33676072463091167,0.018686784573348925,0.9278058796475825,0.30389542536409386
