,Unnamed: 0,Unnamed: 0.1,cloudnum,RGAL_KPC,x,corr_x,y,nn_index,nn2_index,nn3_index,min_dist,min_dist2nd,min_dist3rd,mean_cloud_sep_nn,mean_cloud_sep_nn2,mean_cloud_sep_nn3,beam_sep_nn,beam_sep_nn2,beam_sep_nn3,MLUM_MSUN_nn,MLUM_MSUN_nn2,MLUM_MSUN_nn3,SIGV_KMS_nn,SIGV_KMS_nn2,SIGV_KMS_nn3,RAD_PC_nn,RAD_PC_nn2,RAD_PC_nn3,RAD_NODC_nn,RAD_NODC_nn2,RAD_NODC_nn3,clouds_r400pc,nn_dist,nn3_dist,nn5_dist,clouds_r100pc,clouds_r200pc,clouds_r600pc,clouds_r800pc,clouds_r1000pc,clouds_r1500pc
0,0,0,1,0.3799585027353351,188.8607823118509,0.0029305955017855,14.495140386383762,4.0,3.0,2.0,60.84403067192223,71.04415499980281,96.24230718786076,0.9527677823576942,1.112493391071061,1.5070758556875388,0.4056268711461487,0.473627699998686,0.6416153812524057,1968026.2594670225,1349169.3274638772,413851.860970891,3.7045563367277934,2.157266055041809,5.745151005501508,66.16324783270063,55.46352211544432,,167.26707474305783,163.36532729570249,112.07615675957864,14,60.84403067190941,96.24230718827202,288.6452556377193,3,3,25,25,25,25
1,1,1,2,0.3338824251826755,188.86099614788893,0.0031376210800181,14.495410050132175,3.0,1.0,4.0,82.84636376755275,96.24230718786076,98.37624659360792,1.2973063324622167,1.5070758556875388,1.5404916023572883,0.5523090917836856,0.6416153812524057,0.6558416439573869,1349169.3274638772,503428.5732273293,1968026.2594670225,2.157266055041809,9.971043418021878,3.7045563367277934,55.46352211544432,46.73079909590389,66.16324783270063,163.36532729570249,147.1238218187176,167.26707474305783,15,82.84636376762036,98.37624659374582,271.7157114328372,3,3,25,25,25,25
2,2,2,3,0.3060989154803763,188.8606958163861,0.0028468502461311,14.495376958553774,4.0,1.0,2.0,21.64293720508378,71.04415499980281,82.84636376755275,0.3389107042527076,1.112493391071061,1.2973063324622167,0.144286248033892,0.473627699998686,0.5523090917836856,1968026.2594670225,503428.5732273293,413851.860970891,3.7045563367277934,9.971043418021878,5.745151005501508,66.16324783270063,46.73079909590389,,167.26707474305783,147.1238218187176,112.07615675957864,17,21.64293720507692,82.84636376762036,220.10297938457995,3,4,25,25,25,25
3,3,3,4,0.3215138869826514,188.8606512424685,0.002803696011081,14.495313850730172,3.0,1.0,2.0,21.64293720508378,60.84403067192223,98.37624659360792,0.3389107042527076,0.9527677823576942,1.5404916023572883,0.144286248033892,0.4056268711461487,0.6558416439573869,1349169.3274638772,503428.5732273293,413851.860970891,2.157266055041809,9.971043418021878,5.745151005501508,55.46352211544432,46.73079909590389,,163.36532729570249,147.1238218187176,112.07615675957864,16,21.64293720507692,98.37624659374582,227.93880674875433,3,4,25,25,25,25
4,4,4,5,6.168592091740665,188.87878533139224,0.020361506523247,14.48481917422449,6.0,7.0,8.0,860.1744125921721,1050.6000528903778,2940.099757953781,13.469628137316567,16.451537997780346,46.03955877612009,5.73449608394782,7.004000352602526,19.600665053025228,1166662.79619624,1455090.713467552,2758745.62198842,,3.205583724999584,6.026487662168122,62.81244584024634,56.23949434397597,95.79832868155482,175.2601920074155,185.5364094350961,200.5322419760736,0,860.1744125926731,2940.099757954283,3368.299567385201,0,0,0,0,1,2
5,5,5,6,5.946328963436414,188.8790276010796,0.0205957940593308,14.487848621777394,7.0,5.0,8.0,232.0946991887216,860.1744125921721,2085.231720500809,3.6344132596241794,13.469628137316567,32.6530241356988,1.547297994591479,5.73449608394782,13.901544803338744,1455090.713467552,1613795.6413595143,2758745.62198842,3.205583724999584,3.719671731536855,6.026487662168122,56.23949434397597,46.29906481330697,95.79832868155482,185.5364094350961,153.5255156692486,200.5322419760736,1,232.09469918830627,2085.2317205008076,2515.8056137461276,0,0,1,1,2,2
6,6,6,7,5.763630112893244,188.8785462381028,0.0201296768494809,14.488523082216696,6.0,5.0,8.0,232.0946991887216,1050.6000528903778,1891.2412250212144,3.6344132596241794,16.451537997780346,29.61529155724461,1.547297994591479,7.004000352602526,12.608274833474775,1166662.79619624,1613795.6413595143,2758745.62198842,,3.719671731536855,6.026487662168122,62.81244584024634,46.29906481330697,95.79832868155482,175.2601920074155,153.5255156692486,200.5322419760736,1,232.09469918830627,1891.2412250217174,2318.147462073383,0,0,1,1,1,2
7,7,7,8,5.763575352783313,188.8786110898216,0.0201918576349704,14.495203442945984,12.0,10.0,13.0,412.67641754023936,433.7343753712617,739.4294682251707,6.462175349480505,6.791925754936528,11.578861013491885,2.751176116934932,2.891562502475081,4.929529788167812,1131748.3576267664,1758727.4007109096,1796692.0211665907,2.7197989049531026,,2.4401985264936585,,67.55428083189517,39.96144409603759,177.3649975349481,170.08576841519448,140.97610496715703,0,412.6764175402431,739.4294682246793,1165.6045666228724,0,0,2,3,4,5
8,8,8,9,0.1311742517134374,188.86044553323268,0.0026045276923411,14.49592611110814,11.0,20.0,22.0,67.044898166303,76.80751777930614,80.42409304160141,1.0498682983174534,1.202742940841344,1.2593755530193018,0.4469659877753537,0.5120501185287082,0.5361606202773432,3067940.973395604,2230163.1228823224,2006777.594696708,4.579925825534814,1.7784354148728678,,42.799036949525934,64.15159981243202,60.61895880322597,149.39716870118792,163.10961079899818,159.33928617375395,25,67.04489816601766,80.42409304136667,92.28263441200016,6,13,25,25,25,25
9,9,9,10,5.7742435821354565,188.8783160831163,0.0199061061981392,14.496708690019965,12.0,13.0,15.0,21.415316462959524,305.6996075129502,371.6360575201128,0.3353463495034023,4.7870059544253625,5.819516860690056,0.1427687764197303,2.03799738341967,2.4775737168007548,1131748.3576267664,1796692.0211665907,597065.7248205899,2.7197989049531026,2.4401985264936585,3.5673813694858527,,39.96144409603759,,177.3649975349481,140.97610496715703,102.03695040789484,3,21.415316462456623,371.6360575206044,737.6261888464742,1,1,4,5,5,8
