,Unnamed: 0,Unnamed: 0.1,cloudnum,RGAL_KPC,x,corr_x,y,nn_index,nn2_index,nn3_index,min_dist,min_dist2nd,min_dist3rd,mean_cloud_sep_nn,mean_cloud_sep_nn2,mean_cloud_sep_nn3,beam_sep_nn,beam_sep_nn2,beam_sep_nn3,clouds_r400pc,nn_dist,nn3_dist,nn5_dist,clouds_r100pc,clouds_r200pc,clouds_r600pc,clouds_r800pc,clouds_r1000pc,clouds_r1500pc
0,0,0,1,7.114164638106015,287.465470236919,0.0119288901787145,-63.81538182620491,4.0,6.0,2.0,121.94767278794812,193.0074884640117,222.38823333569616,3.1790618354114573,5.031524804835769,5.797453359126013,2.0324612131324704,3.216791474400199,3.70647055559494,4,121.94767278690452,222.38823333569334,557.286586741739,0,2,6,9,16,35
1,1,1,2,7.310319699321908,287.4646218104806,0.0115550442945694,-63.81407737428265,4.0,3.0,1.0,104.78561686960298,143.8183746298242,222.38823333569616,2.7316630803562454,3.7492105881479896,5.797453359126013,1.7464269478267178,2.3969729104970723,3.70647055559494,4,104.7856168707642,222.38823333569334,698.4509923680406,0,2,4,6,11,30
2,2,2,3,7.446949808581977,287.4643459682948,0.0114336718450073,-63.81320825917864,2.0,4.0,1.0,143.8183746298242,248.44957480723969,365.3467211191544,3.7492105881479896,6.476848169684447,9.524247500993738,2.3969729104970723,4.140826246787332,6.089112018652579,3,143.81837463097756,365.3467211202875,790.412215675939,0,1,4,5,9,27
3,3,3,4,7.209119287498633,287.4647199474834,0.0115980881180237,-63.81471530324215,2.0,1.0,3.0,104.78561686960298,121.94767278794812,248.44957480723969,2.7316630803562454,3.1790618354114573,6.476848169684447,1.7464269478267178,2.0324612131324704,4.140826246787332,4,104.7856168707642,248.44957480955398,624.0162466669177,0,2,4,8,12,32
4,4,4,5,7.376648634145364,287.4792759532568,0.0180202365713367,-63.81637054474206,15.0,35.0,64.0,237.11374020086967,319.3795579903382,337.6065962215069,6.181333558000862,8.325926527381895,8.801088375808908,3.951895670014498,5.3229926331723085,5.626776603691787,3,237.11374020088059,337.6065962215135,541.3979153720732,0,0,5,9,12,31
5,5,5,6,7.044137625166624,287.4676144910301,0.0128747537343147,-63.81608346508942,1.0,4.0,2.0,193.0074884640117,306.6797103098285,393.5333567234984,5.031524804835769,7.99485336990679,10.25904674291314,3.216791474400199,5.111328505163813,6.558889278724979,3,193.00748846400901,393.5333567234908,527.0809036321273,0,1,6,10,16,35
6,6,6,7,6.231107169193429,287.46484650070244,0.0116513772755452,-63.82089375584842,12.0,10.0,26.0,113.97446790947556,257.6629472266579,426.0720418467503,2.971207837417216,6.717032176188092,11.10729984758431,1.899574465157928,4.294382453777636,7.1012006974458455,2,113.97446790947428,426.0720418467453,478.6202906091178,0,1,7,13,20,52
7,7,7,8,6.777746997472192,287.4783596527258,0.017613405206229,-63.820391436854806,41.0,19.0,25.0,77.00633705164527,131.21811195042912,380.8646191671824,2.0074832230001416,3.420733518561935,9.92878459729466,1.2834389508607558,2.186968532507154,6.347743652786378,3,77.00633705165411,380.8646191671878,444.93480130252584,1,2,8,11,14,47
8,8,8,9,6.784802316302612,287.4475246819442,0.0040098627470026,-63.81736943717092,36.0,52.0,34.0,59.5312677817345,68.56995223790506,204.8565014407482,1.551924502468041,1.7875545570645266,5.340417496926246,0.9921877963622426,1.1428325372984187,3.414275024012473,6,59.53126778173791,204.8565014407513,370.570156071394,2,2,7,11,19,46
9,9,9,10,6.140262482951262,287.4613029983214,0.0100880001826742,-63.82106012469343,12.0,18.0,7.0,228.7104078916403,237.7211277616805,257.6629472266579,5.962266539961045,6.197167583937831,6.717032176188092,3.811840131527342,3.962018796028012,4.294382453777636,6,228.71040789164996,257.662947226667,353.2353352452354,0,0,11,13,18,47
