cloudnum,RGAL_KPC,x,corr_x,y,nn_index,nn2_index,nn3_index,min_dist,min_dist2nd,min_dist3rd,mean_cloud_sep_nn,mean_cloud_sep_nn2,mean_cloud_sep_nn3,beam_sep_nn,beam_sep_nn2,beam_sep_nn3,RGAL_KPC_nn,RGAL_KPC_nn2,RGAL_KPC_nn3,MLUM_MSUN_nn,MLUM_MSUN_nn2,MLUM_MSUN_nn3,SIGV_KMS_nn,SIGV_KMS_nn2,SIGV_KMS_nn3,RAD_PC_nn,RAD_PC_nn2,RAD_PC_nn3,RAD_NODC_nn,RAD_NODC_nn2,RAD_NODC_nn3
56,1.6668533646451758,259.258147015864,0.00431699142846401,-62.81686273320954,69.0,80.0,100.0,87.35849910054392,95.5867753346611,336.85401767238994,1.2277375142699103,1.3433778184694398,4.734150867827324,0.5823899940036265,0.637245168897741,2.2456934511492674,1.6685698958419706,1.6722957346664968,1.2953768528438079,866307.323102069,1042008.5355474044,1525964.264559911,5.357015928140215,3.4538102859054916,17.500921082365938,,,,126.08318358041157,106.61733341801731,142.63088640771068
57,4.660220238383882,259.2718908214718,0.010588917754015856,-62.83558077896762,67.0,58.0,30.0,203.26860671432686,236.53776013049716,283.7451318216594,2.8567397162962687,3.3243048431881856,3.987757876059287,1.3551240447621802,1.5769184008699817,1.8916342121443968,4.542579001033394,4.342012472760384,4.58205462853603,2766478.0358893755,3043664.2739170636,6403013.151307892,3.528052807926027,5.891871275653114,9.461120642798386,,,84.01158591193877,140.7486229335694,134.1488142137192,183.60449881989092
58,4.342012472760384,259.27130353099955,0.010321192862351437,-62.83444146561616,59.0,67.0,57.0,229.2246309170767,232.49141875439082,236.53776013049716,3.2215260274522866,3.26743750739215,3.3243048431881856,1.5281642061138454,1.5499427916959394,1.5769184008699817,4.172621620822026,4.542579001033394,4.660220238383882,7433709.817550808,2766478.0358893755,3471295.7064830638,5.801091491528107,3.528052807926027,6.06730266556106,59.331505562031694,,75.25440752728534,165.00185527682166,140.7486229335694,198.7704626130597
59,4.172621620822026,259.2729149045524,0.011057211225706446,-62.8335785623854,45.0,58.0,49.0,228.72779262942646,229.2246309170767,251.10676274767738,3.2145434555153334,3.2215260274522866,3.5290578007455493,1.524851950862844,1.5281642061138454,1.6740450849845168,4.123002911116832,4.342012472760384,3.849593726763793,1766857.8379547137,3043664.2739170636,2352210.0947841653,8.165148684157318,5.891871275653114,5.289976928535573,,,28.30329286400976,123.49963497612023,134.1488142137192,130.73786576129547
60,3.6948762820919887,259.271092496474,0.010225715789274307,-62.831929531814936,49.0,31.0,46.0,143.19959410526502,169.15799784169383,214.5345370520354,2.012529010015507,2.3773487631696613,3.0150712518785934,0.9546639607017674,1.1277199856112927,1.4302302470135702,3.849593726763793,3.7545460242663586,3.5548188383247235,2352210.0947841653,524151.859610953,2175977.6584981973,5.289976928535573,6.98256251138745,4.4224255656534135,28.30329286400976,,,130.73786576129547,94.04290309346305,131.52270037839673
61,3.4933012685931897,259.2677886458121,0.008717268702803625,-62.831597548557646,63.0,60.0,70.0,264.03876410471,312.1670482769178,353.6598062098072,3.7108043207074464,4.387199869899002,4.970339644611676,1.760258427364734,2.0811136551794536,2.3577320413987155,3.6955272921575952,3.6948762820919887,3.2032230831783064,5725275.86180045,1631063.9877653895,2870772.355172561,4.651164536748984,7.152671327459631,6.00878626618412,63.4770606368133,,,179.46460205069457,141.74351653836948,143.06766819477636
62,2.4315440484256765,259.2632214668539,0.006632666896445242,-62.82802485274875,43.0,64.0,42.0,205.3993244689228,220.3583701459329,437.4094841150383,2.8866848521052937,3.0969194800400603,6.147358737555707,1.3693288297928194,1.469055800972887,2.9160632274335896,2.2283015445746037,2.708653108638401,2.6598982616843534,1106576.7274400855,1556120.5286675673,1162888.321731929,5.421948702129557,3.9642591291687705,2.90119876764918,,,41.77793397949222,118.2983746885467,131.25396298395364,147.44409695092054
63,3.6955272921575952,259.2658749876738,0.007843219325338558,-62.83256850819832,76.0,61.0,84.0,154.47059808481904,264.03876410471,356.3860848192157,2.1709318506281585,3.7108043207074464,5.008654800636394,1.0298039872321276,1.760258427364734,2.375907232128106,3.846411565639622,3.4933012685931897,3.2774336876349976,3603637.6541739786,2454238.9438057262,2416076.829791807,9.069917045855947,5.662595113910115,7.379079316118618,,,,128.23451017197684,165.15963752812405,123.9948496819759
64,2.708653108638401,259.2633187079316,0.0066768259558637934,-62.829114252130395,62.0,70.0,54.0,220.3583701459329,369.79047655721496,391.5880158565837,3.0969194800400603,5.197040301327865,5.503383210056262,1.469055800972887,2.465269843714768,2.6105867723772263,2.4315440484256765,3.2032230831783064,3.012985546138463,2343267.9418100566,2870772.355172561,2457775.1723298095,4.613367714804717,6.00878626618412,6.3710790496758065,59.40602506499853,,,162.22905611331396,143.06766819477636,150.1461082944427
65,2.7093728966201014,259.2666595011604,0.00820626706918037,-62.81519641168799,51.0,78.0,82.0,292.80080934850764,340.312103634208,424.1961221710826,4.115026489088529,4.782750854166464,5.961657972143635,1.9520053956567185,2.2687473575613883,2.827974147807219,2.301643806015507,2.3228946877578074,2.1974778077564774,3946161.238950308,2462793.4558250187,1065581.4579881693,8.468712693367678,4.823249154359178,3.394076049781596,67.54101225608237,58.13796467206135,,165.88111593227424,154.02229543701807,98.92637376455686
66,3.409129501165633,259.2739296394626,0.011527916300857156,-62.8146878883784,73.0,86.0,50.0,244.27041249520911,430.00638590574084,448.7451471667967,3.432979642901013,6.04331549634894,6.306670297633557,1.6284694166347284,2.8667092393716067,2.9916343144453132,3.409438945880964,3.4098746868002348,2.922520979842348,2344472.1025116094,2251930.0506976712,5062987.468737091,5.72534089214425,3.9775675570770943,5.631241141037332,,,65.46514136775458,126.26638137809282,116.69534175981977,188.64792439046386
67,4.542579001033394,259.2697484311326,0.009610895711802035,-62.83534630166569,57.0,58.0,68.0,203.26860671432686,232.49141875439082,280.64217135836554,2.8567397162962687,3.26743750739215,3.9441488282241406,1.3551240447621802,1.5499427916959394,1.870947809055771,4.660220238383882,4.342012472760384,4.187497194830499,3471295.7064830638,3043664.2739170636,1844809.4981164588,6.06730266556106,5.891871275653114,4.974325282159364,75.25440752728534,,64.16614554947682,198.7704626130597,134.1488142137192,172.14595288580634
68,4.187497194830499,259.2680762782476,0.008847824829590106,-62.834186197087014,67.0,58.0,74.0,280.64217135836554,302.21737770711843,341.83750308470553,3.9441488282241406,4.247367066692175,4.804188838437085,1.870947809055771,2.014782518047457,2.2789166872313715,4.542579001033394,4.342012472760384,4.444322790236917,2766478.0358893755,3043664.2739170636,5258753.615565436,3.528052807926027,5.891871275653114,5.084345715231583,,,129.1296756402619,140.7486229335694,134.1488142137192,242.28677806881166
69,1.6685698958419706,259.25734779739065,0.003951910620850919,-62.816631340675926,80.0,56.0,100.0,8.501674837571885,87.35849910054392,288.647429880284,0.1194826518275949,1.2277375142699103,4.056654838514866,0.056677832250479274,0.5823899940036265,1.9243161992018945,1.6722957346664968,1.6668533646451758,1.2953768528438079,1042008.5355474044,268593.2183230544,1525964.264559911,3.4538102859054916,3.0544375651825306,17.500921082365938,,,,106.61733341801731,89.41338189327303,142.63088640771068
70,3.2032230831783064,259.26428302482134,0.007116747529674416,-62.83089023511025,84.0,88.0,61.0,117.15365834892228,226.50051908206729,353.6598062098072,1.6464790806832519,3.1832413233039425,4.970339644611676,0.7810243889928159,1.5100034605471162,2.3577320413987155,3.2774336876349976,3.312702790705984,3.4933012685931897,2416076.829791807,2799168.6644076123,2454238.9438057262,7.379079316118618,6.39846381779622,5.662595113910115,,,,123.9948496819759,134.13574636629627,165.15963752812405
71,0.3731556550532173,259.2474411435167,-0.0005737427572388201,-62.821746470089714,77.0,124.0,163.0,33.06124480507082,48.37409860542815,99.71993130677988,0.4646431764919587,0.6798502285223684,1.4014652477584737,0.22040829870047227,0.3224939907028545,0.6647995420451996,0.4240518241144189,0.4263127451597534,0.4547297025968764,2660446.3288348047,3968979.5135377464,3834686.6065616477,5.15469111875536,6.002361540388517,5.471846432929157,58.00922285179404,54.13443650287797,,154.0467091577198,150.37043529593595,136.6221964214303
72,0.7082309390149305,259.2513503586526,0.0012119544586675368,-62.81876372750183,85.0,112.0,102.0,85.87679961849697,89.08601916313498,103.95454458336866,1.2069136899401265,1.2520161043250797,1.4609785593609286,0.5725119974566469,0.5939067944209002,0.6930302972224581,0.5887435043604102,0.6089907096699287,0.5874421900495443,3416351.1207230003,2885836.8607855113,3023655.222071063,6.179531636964085,4.274136950410085,2.8016051369548918,63.10333943814913,70.01224369443597,77.02775427309194,166.2748664771857,173.59159516968674,179.2642101947408
73,3.409438945880964,259.2718725397946,0.010588362900692684,-62.813927645530214,86.0,66.0,87.0,185.8827595157389,244.27041249520911,440.3848163056255,2.612398787332919,3.432979642901013,6.18917409593995,1.2392183967715935,1.6284694166347284,2.9358987753708385,3.4098746868002348,3.409129501165633,3.380762621080304,2251930.0506976712,3352857.7283574,3497540.5292956177,3.9775675570770943,9.33775300272147,1.6811703360155494,,,71.39710699667678,116.69534175981977,228.82671728265518,169.24168965738244
74,4.444322790236917,259.2652957927029,0.007578058450041124,-62.83530349832628,75.0,68.0,67.0,337.6055887299222,341.83750308470553,410.9460292625112,4.744713457517767,4.804188838437085,5.775440989263791,2.2507039248661487,2.2789166872313715,2.739640195083409,4.049317953312219,4.187497194830499,4.542579001033394,727854.1855560429,1844809.4981164588,2766478.0358893755,5.678823164394428,4.974325282159364,3.528052807926027,78.4713224653159,64.16614554947682,,207.61328294079996,172.14595288580634,140.7486229335694
75,4.049317953312219,259.2629200706944,0.006493703623382263,-62.834032887382705,76.0,74.0,63.0,250.3397876381108,337.6055887299222,402.4763110081796,3.518278722301878,4.744713457517767,5.656407455684287,1.6689319175874062,2.2507039248661487,2.6831754067212,3.846411565639622,4.444322790236917,3.6955272921575952,3603637.6541739786,5258753.615565436,5725275.86180045,9.069917045855947,5.084345715231583,4.651164536748984,,129.1296756402619,63.4770606368133,128.23451017197684,242.28677806881166,179.46460205069457
76,3.846411565639622,259.2649195491037,0.00740681539301854,-62.83319595975563,63.0,75.0,68.0,154.47059808481904,250.3397876381108,353.37774572824236,2.1709318506281585,3.518278722301878,4.966375562832848,1.0298039872321276,1.6689319175874062,2.3558516381882835,3.6955272921575952,4.049317953312219,4.187497194830499,5725275.86180045,727854.1855560429,1844809.4981164588,4.651164536748984,5.678823164394428,4.974325282159364,63.4770606368133,78.4713224653159,64.16614554947682,179.46460205069457,207.61328294079996,172.14595288580634
77,0.4240518241144189,259.24735829712694,-0.000611580392159491,-62.82190561501898,71.0,124.0,109.0,33.06124480507082,34.219175823089884,72.41103894832881,0.4646431764919587,0.4809167544997783,1.0176657094555024,0.22040829870047227,0.2281278388205993,0.4827402596555257,0.3731556550532173,0.4263127451597534,0.5299739941532271,5778123.871523348,3968979.5135377464,3618660.56412845,9.91970726075888,6.002361540388517,5.347663025396564,43.84909385445977,54.13443650287797,51.19377780685904,152.18168941106117,150.37043529593595,151.45720195662284
78,2.3228946877578074,259.2631344863449,0.006595711597465655,-62.81568764089021,82.0,90.0,51.0,90.05903187566885,123.74527373032859,234.41084566516201,1.2656908379954053,1.7391177313779804,3.294413158857279,0.6003935458377926,0.8249684915355244,1.562738971101081,2.1974778077564774,2.246478038300232,2.301643806015507,1065581.4579881693,1029667.7830768771,3946161.238950308,3.394076049781596,4.824436242420124,8.468712693367678,,,67.54101225608237,98.92637376455686,87.90491603180274,165.88111593227424
79,0.05472519815836905,259.24835905393104,-0.00015448393687682237,-62.820559510181944,132.0,125.0,52.0,20.111506047072808,20.161922861740532,28.75794236274752,0.28264737485976,0.2833559334471313,0.4041645064359532,0.13407670698048546,0.13441281907827032,0.19171961575165025,0.03753659918007201,0.035994597807277436,0.08465672757750284,7598132.776906831,6731312.211986332,22065484.823541068,4.746705647521816,3.5324485500945055,10.941764122330026,,32.886376844826984,61.235518488196206,146.08649899175387,151.093928527059,160.91519454469648
80,1.6722957346664968,259.2572857266777,0.0039235583961834035,-62.81660026662532,69.0,56.0,100.0,8.501674837571885,95.5867753346611,287.1071471615589,0.1194826518275949,1.3433778184694398,4.035007684593599,0.056677832250479274,0.637245168897741,1.9140476477437267,1.6685698958419706,1.6668533646451758,1.2953768528438079,866307.323102069,268593.2183230544,1525964.264559911,5.357015928140215,3.0544375651825306,17.500921082365938,,,,126.08318358041157,89.41338189327303,142.63088640771068
81,0.9500949419743062,259.2529314961837,0.0019342628694881195,-62.81824188623431,48.0,72.0,114.0,47.05188718697307,180.0981424720013,194.46426338669662,0.6612678515705277,2.5311017020646864,2.733003357462967,0.31367924791315394,1.2006542831466762,1.2964284225779783,0.8820326683977593,0.7082309390149305,1.0134436358854957,2263982.799968858,2831419.6378032914,10628633.21851493,6.802114857550997,5.281288884776154,10.835421505693382,,,,126.46377333893881,123.46031284992651,140.6511932794907
82,2.1974778077564774,259.26239751270856,0.006258959889582332,-62.815979452718366,78.0,90.0,51.0,90.05903187566885,94.48519983172268,262.91035799820975,1.2656908379954053,1.32789626162399,3.6949456862008354,0.6003935458377926,0.6299013322114848,1.752735719988066,2.3228946877578074,2.246478038300232,2.301643806015507,2462793.4558250187,1029667.7830768771,3946161.238950308,4.823249154359178,4.824436242420124,8.468712693367678,58.13796467206135,,67.54101225608237,154.02229543701807,87.90491603180274,165.88111593227424
83,3.714787227810562,259.25894106902297,0.004677175529154271,-62.83300883434623,96.0,94.0,75.0,309.21629976886305,377.3466552536734,421.45732938697785,4.345730010917732,5.3032349377477495,5.9231669417404325,2.061441998459088,2.515644368357824,2.8097155292465197,3.8356283861927807,3.181274833691451,4.049317953312219,3485812.9214836266,3092823.4375495366,727854.1855560429,8.139690084012633,7.342706130441037,5.678823164394428,61.95698409160362,34.15036023285033,78.4713224653159,158.2096408693623,137.42176933561186,207.61328294079996
84,3.2774336876349976,259.26329708583944,0.00666646695192052,-62.831255266414566,88.0,70.0,63.0,111.70593247631908,117.15365834892228,356.3860848192157,1.569916668438098,1.6464790806832519,5.008654800636394,0.7447062165087943,0.7810243889928159,2.375907232128106,3.312702790705984,3.2032230831783064,3.6955272921575952,2799168.6644076123,2870772.355172561,5725275.86180045,6.39846381779622,6.00878626618412,4.651164536748984,,,63.4770606368133,134.13574636629627,143.06766819477636,179.46460205069457
85,0.5887435043604102,259.25064725129783,0.0008907619366812659,-62.81904189657094,93.0,112.0,102.0,24.68299286152716,29.58375384303097,32.59780990820168,0.3468951116670985,0.4157704720202732,0.4581300562556186,0.1645532857435145,0.1972250256202066,0.21731873272134467,0.5589812310608939,0.6089907096699287,0.5874421900495443,4017476.4357015966,2885836.8607855113,3023655.222071063,5.202542441798214,4.274136950410085,2.8016051369548918,77.36007754976264,70.01224369443597,77.02775427309194,176.71354698855228,173.59159516968674,179.2642101947408
86,3.4098746868002348,259.2702426738242,0.009843887584505169,-62.813387616028145,73.0,87.0,66.0,185.8827595157389,255.42117809697868,430.00638590574084,2.612398787332919,3.5896926517447945,6.04331549634894,1.2392183967715935,1.702807853979859,2.8667092393716067,3.409438945880964,3.380762621080304,3.409129501165633,2344472.1025116094,3497540.5292956177,3352857.7283574,5.72534089214425,1.6811703360155494,9.33775300272147,,71.39710699667678,,126.26638137809282,169.24168965738244,228.82671728265518
87,3.380762621080304,259.2678106449034,0.008732896400571576,-62.81278525831829,86.0,97.0,73.0,255.42117809697868,272.2074212175544,440.3848163056255,3.5896926517447945,3.825606736979549,6.18917409593995,1.702807853979859,1.814716141450364,2.9358987753708385,3.4098746868002348,3.129270514225877,3.409438945880964,2251930.0506976712,843244.5731052042,2344472.1025116094,3.9775675570770943,6.193114879067165,5.72534089214425,,,,116.69534175981977,109.9360132587598,126.26638137809282
88,3.312702790705984,259.26217935929947,0.006156054457760015,-62.831467298419,84.0,70.0,98.0,111.70593247631908,226.50051908206729,352.95841732600474,1.569916668438098,3.1832413233039425,4.960482315861727,0.7447062165087943,1.5100034605471162,2.3530561155067,3.2774336876349976,3.2032230831783064,3.0337060094097663,2416076.829791807,2870772.355172561,2544482.468362164,7.379079316118618,6.00878626618412,7.295369559650083,,,76.37353881372839,123.9948496819759,143.06766819477636,174.99350627556277
89,0.5185845781872012,259.246202147976,-0.001139654315458024,-62.8220675718414,158.0,137.0,163.0,20.419924432625134,38.482507171226274,41.81775913897537,0.28698189097361104,0.5408336702637005,0.5877073460080061,0.1361328295508343,0.2565500478081753,0.2787850609265026,0.5086701404781121,0.4601504697077515,0.4547297025968764,7885751.329761055,6101123.387232,3834686.6065616477,6.208851191375793,7.339123837727374,5.471846432929157,60.767141820335596,69.34032917275624,,168.5234709095441,166.41073801021935,136.6221964214303
90,2.246478038300232,259.26180904886183,0.005990198133403257,-62.81559693527996,82.0,78.0,91.0,94.48519983172268,123.74527373032859,291.9301056021937,1.32789626162399,1.7391177313779804,4.102789606997245,0.6299013322114848,0.8249684915355244,1.9462007040146256,2.1974778077564774,2.3228946877578074,2.3411605970450937,1065581.4579881693,2462793.4558250187,5723712.165335225,3.394076049781596,4.823249154359178,9.383647331221313,,58.13796467206135,62.06319408776028,98.92637376455686,154.02229543701807,174.7452223669287
91,2.3411605970450937,259.25948383877653,0.004928076362731593,-62.81461803724641,92.0,90.0,115.0,208.38215777196075,291.9301056021937,354.097987271522,2.9286056312242037,4.102789606997245,4.976497847111134,1.3892143851464058,1.9462007040146256,2.360653248476815,2.5297657528296336,2.246478038300232,2.2880603746073693,3248328.4444470424,1029667.7830768771,3069209.5530119487,5.3805871232188105,4.824436242420124,9.00100323580397,,,53.08435537952703,150.51671385601506,87.90491603180274,168.6908083334997
92,2.5297657528296336,259.25843982454256,0.004451234812567823,-62.813703892195655,101.0,91.0,115.0,208.04501446389344,208.38215777196075,249.53080724545367,2.9238674146652985,2.9286056312242037,3.5069093010480765,1.3869667630926237,1.3892143851464058,1.6635387149696923,2.6403737218068444,2.3411605970450937,2.2880603746073693,3138913.1068284805,5723712.165335225,3069209.5530119487,8.21699870178434,9.383647331221313,9.00100323580397,46.07559320521793,62.06319408776028,53.08435537952703,153.84443144061504,174.7452223669287,168.6908083334997
93,0.5589812310608939,259.2504087420451,0.0007818088930094168,-62.81909707131563,85.0,102.0,112.0,24.68299286152716,25.64435983659389,34.90548601018425,0.3468951116670985,0.36040617598736746,0.4905621670446022,0.1645532857435145,0.17096239891062606,0.2327032400678952,0.5887435043604102,0.5874421900495443,0.6089907096699287,3416351.1207230003,3023655.222071063,2885836.8607855113,6.179531636964085,2.8016051369548918,4.274136950410085,63.10333943814913,77.02775427309194,70.01224369443597,166.2748664771857,179.2642101947408,173.59159516968674
94,3.181274833691451,259.2578604281771,0.004184026860046264,-62.831208096127135,98.0,104.0,83.0,138.33617839063078,280.56654138991297,377.3466552536734,1.9441785005421923,3.9430859236363993,5.3032349377477495,0.9222411892708724,1.870443609266088,2.515644368357824,3.0337060094097663,2.9973244607052707,3.714787227810562,2544482.468362164,5776516.034261036,2747087.7021471416,7.295369559650083,6.531687026841396,7.670457673122993,76.37353881372839,96.60838891564518,80.89758083460583,174.99350627556277,208.18088108708616,179.06345292056926
95,0.6134815048204357,259.24606165777317,-0.0012038116502566696,-62.82236850492353,89.0,158.0,109.0,62.18818775199422,73.70223889013765,87.52335472583229,0.8739936220711523,1.0358122506999592,1.2300543974316964,0.4145879183466284,0.4913482592675847,0.5834890315055489,0.5185845781872012,0.5086701404781121,0.5299739941532271,3571646.330966765,7885751.329761055,3618660.56412845,5.503060433872363,6.208851191375793,5.347663025396564,56.30306477980204,60.767141820335596,51.19377780685904,155.21000278272965,168.5234709095441,151.45720195662284
96,3.8356283861927807,259.255721797318,0.0032072566316397443,-62.8334331891445,103.0,83.0,94.0,261.68136975284403,309.21629976886305,491.1342842231418,3.6776734689699095,4.345730010917732,6.902407796531128,1.7445424650189612,2.061441998459088,3.2742285614876137,3.7139080430135416,3.714787227810562,3.181274833691451,4436537.439105032,2747087.7021471416,3092823.4375495366,5.35211572138401,7.670457673122993,7.342706130441037,41.471424226096175,80.89758083460583,34.15036023285033,150.0767808994181,179.06345292056926,137.42176933561186
97,3.129270514225877,259.26489461763026,0.007400515668353937,-62.812982040233145,87.0,105.0,65.0,272.2074212175544,453.99512678706833,476.25231616591583,3.825606736979549,6.380453581404739,6.693256418495271,1.814716141450364,3.026634178580457,3.1750154411061065,3.380762621080304,3.4365485277654284,2.7093728966201014,3497540.5292956177,1702244.9738278491,3982594.359334712,1.6811703360155494,2.771971403229965,7.220770854033538,71.39710699667678,,95.03170002502746,169.24168965738244,111.86700781103262,197.06866403116902
98,3.0337060094097663,259.25877925739485,0.004603661252570444,-62.83066735931346,94.0,104.0,88.0,138.33617839063078,339.30125584947604,352.95841732600474,1.9441785005421923,4.768544385885642,4.960482315861727,0.9222411892708724,2.2620083723298414,2.3530561155067,3.181274833691451,2.9973244607052707,3.312702790705984,3092823.4375495366,5776516.034261036,2799168.6644076123,7.342706130441037,6.531687026841396,6.39846381779622,34.15036023285033,96.60838891564518,,137.42176933561186,208.18088108708616,134.13574636629627
99,2.4840092782639247,259.25078442384734,0.0009531049335127383,-62.8288467206911,123.0,113.0,106.0,272.8915766312529,379.02562109404437,410.1458993003559,3.8352218663102597,5.326831146114708,5.764195952078585,1.8192771775416872,2.5268374739602977,2.734305995335708,2.8830555820628305,2.8863667225172263,2.2333958283110706,2996422.9071929017,5254324.409827019,1744205.3210413551,5.946115794488138,8.520819207035448,9.166444351010094,58.602159534803384,,29.289799785767666,165.09765008926445,159.39489824214903,130.88357267236532
100,1.2953768528438079,259.25467131703255,0.0027291196029070024,-62.81736922223174,127.0,81.0,48.0,135.21893362999214,238.56922954234355,281.8036753548609,1.9003687010011927,3.3528551414613403,3.9604726209192345,0.9014595575332814,1.5904615302822909,1.878691169032407,1.2590275813211318,0.9500949419743062,0.8820326683977593,10608632.837016672,6374200.61278409,2263982.799968858,11.934770978618396,11.851700063146916,6.802114857550997,80.72077246234873,57.43193431675864,,182.8455441293223,153.31324266508796,126.46377333893881
101,2.6403737218068444,259.25678919533175,0.003697174809029245,-62.813003181462726,92.0,115.0,118.0,208.04501446389344,229.9968396228413,300.95855153794065,2.9238674146652985,3.2323786589268937,4.229675506881085,1.3869667630926237,1.5333122641522758,2.006390343586272,2.5297657528296336,2.2880603746073693,2.405506212038368,3248328.4444470424,3069209.5530119487,6092086.255491661,5.3805871232188105,9.00100323580397,8.522585216404238,,53.08435537952703,61.66930763361508,150.51671385601506,168.6908083334997,160.88731861348776
102,0.5874421900495443,259.2503248739737,0.0007435008928528406,-62.81897610860182,112.0,93.0,85.0,15.620110443103087,25.64435983659389,32.59780990820168,0.21952524099532586,0.36040617598736746,0.4581300562556186,0.10413406962068733,0.17096239891062606,0.21731873272134467,0.6089907096699287,0.5589812310608939,0.5887435043604102,2885836.8607855113,4017476.4357015966,3416351.1207230003,4.274136950410085,5.202542441798214,6.179531636964085,70.01224369443597,77.36007754976264,63.10333943814913,173.59159516968674,176.71354698855228,166.2748664771857
103,3.7139080430135416,259.2530666949246,0.0019950238735747783,-62.832978352120286,96.0,108.0,104.0,261.68136975284403,293.972986750262,511.95693020239645,3.6776734689699095,4.131500285963828,7.195049541505124,1.7445424650189612,1.9598199116684143,3.413046201349312,3.8356283861927807,3.552034161565041,2.9973244607052707,3485812.9214836266,9773116.164977958,5776516.034261036,8.139690084012633,6.93036562436517,6.531687026841396,61.95698409160362,122.2832688149861,96.60838891564518,158.2096408693623,234.06738685085367,208.18088108708616
104,2.9973244607052707,259.2551039985779,0.002925462416210943,-62.83062235192405,113.0,94.0,98.0,164.59318461914162,280.56654138991297,339.30125584947604,2.3131948171121364,3.9430859236363993,4.768544385885642,1.097287897460945,1.870443609266088,2.2620083723298414,2.8863667225172263,3.181274833691451,3.0337060094097663,5254324.409827019,3092823.4375495366,2544482.468362164,8.520819207035448,7.342706130441037,7.295369559650083,,34.15036023285033,76.37353881372839,159.39489824214903,137.42176933561186,174.99350627556277
105,3.4365485277654284,259.2619437784983,0.006052657463920889,-62.811185074989005,110.0,97.0,121.0,295.7211886059527,453.99512678706833,547.8299933366511,4.156069538215719,6.380453581404739,7.699210050387117,1.9714745907063524,3.026634178580457,3.652199955577677,3.4318865504361264,3.129270514225877,3.5587715616449236,1535647.374050023,843244.5731052042,5121341.9353224225,2.687121381663058,6.193114879067165,4.6356304367392065,,,61.823476065820046,124.75193516378387,109.9360132587598,158.81513168041462
106,2.2333958283110698,259.24697093004,-0.0007883552248669426,-62.82780485098765,111.0,120.0,99.0,195.86198202059842,197.1397579354125,410.1458993003559,2.752646913830164,2.770604793619769,5.764195952078585,1.30574654680399,1.3142650529027509,2.734305995335708,2.2264433436016087,2.52918538239946,2.4840092782639247,4438014.548607025,12396384.472812254,2136720.1485264874,16.361792812019782,7.272659662448439,8.861859726536078,63.042712848462735,97.4216160208977,90.94233857643479,171.6880129670476,202.08959034256566,201.30723253530792
107,2.95901413925278,259.2538964442493,0.00237561101542772,-62.811481951112484,119.0,140.0,118.0,246.17833252656655,357.88586657340164,367.3349557539358,3.4597935765290235,5.0297327534605625,5.162530379130296,1.6411888835104451,2.385905777156012,2.4488997050262404,2.942140843690312,2.477748872696837,2.405506212038368,1768990.5727971757,1387652.9096991401,6092086.255491661,4.06911868244216,11.218921600436701,8.522585216404238,,,61.66930763361508,139.24286914713596,109.86329583440937,160.88731861348776
108,3.552034161565041,259.2502127125954,0.0006919509325643324,-62.83233209604773,103.0,116.0,123.0,293.972986750262,366.12760079800097,445.9022866175772,4.131500285963828,5.145562196438251,6.266716697468133,1.9598199116684143,2.4408506719866745,2.97268191078385,3.7139080430135416,3.176555476688686,2.8830555820628305,4436537.439105032,9416295.176858623,2996422.9071929017,5.35211572138401,7.24266785878781,5.946115794488138,41.471424226096175,158.48913549944442,58.602159534803384,150.0767808994181,287.70630061255247,165.09765008926445
109,0.5299739941532271,259.2469438042158,-0.0008008950009560097,-62.822209789876005,124.0,77.0,89.0,68.43141924642586,72.41103894832881,74.25519066236293,0.9617360809607348,1.0176657094555024,1.0435834422993209,0.4562094616428393,0.4827402596555257,0.4950346044157532,0.4263127451597534,0.4240518241144189,0.5185845781872012,3968979.5135377464,2660446.3288348047,3571646.330966765,6.002361540388517,5.15469111875536,5.503060433872363,54.13443650287797,58.00922285179404,56.30306477980204,150.37043529593595,154.0467091577198,155.21000278272965
110,3.4318865504361264,259.25896380158935,0.004691119032560022,-62.81064926101525,121.0,105.0,107.0,257.64641503560983,295.7211886059527,497.326053199181,3.6209661614298936,4.156069538215719,6.9894270004992105,1.7176427669040666,1.9714745907063524,3.3155070213278752,3.5587715616449236,3.4365485277654284,2.95901413925278,5121341.9353224225,1702244.9738278491,2957022.3896567104,4.6356304367392065,2.771971403229965,4.8458129688040925,61.823476065820046,,86.13128675365793,158.81513168041462,111.86700781103262,189.1824043932995
111,2.2264433436016087,259.24490383802515,-0.0017323392958234745,-62.82758569357316,106.0,120.0,149.0,195.86198202059842,253.02305425014183,304.8166093698607,2.752646913830164,3.555989387140417,4.2838967032299315,1.30574654680399,1.6868203616676132,2.0321107291324063,2.2333958283110706,2.52918538239946,2.5750809906996346,1744205.3210413551,12396384.472812254,5059138.552983792,9.166444351010094,7.272659662448439,7.232304727351578,29.289799785767666,97.4216160208977,65.12762790867096,130.88357267236532,202.08959034256566,163.44599028552403
112,0.6089907096699287,259.2504528221365,0.0008019494180797638,-62.81892554356768,102.0,85.0,93.0,15.620110443103087,29.58375384303097,34.90548601018425,0.21952524099532586,0.4157704720202732,0.4905621670446022,0.10413406962068733,0.1972250256202066,0.2327032400678952,0.5874421900495443,0.5887435043604102,0.5589812310608939,3023655.222071063,3416351.1207230003,4017476.4357015966,2.8016051369548918,6.179531636964085,5.202542441798214,77.02775427309194,63.10333943814913,77.36007754976264,179.2642101947408,166.2748664771857,176.71354698855228
