,Unnamed: 0,Unnamed: 0.1,cloudnum,RGAL_KPC,x,corr_x,y,nn_index,nn2_index,nn3_index,min_dist,min_dist2nd,min_dist3rd,mean_cloud_sep_nn,mean_cloud_sep_nn2,mean_cloud_sep_nn3,beam_sep_nn,beam_sep_nn2,beam_sep_nn3,RGAL_KPC_nn,RGAL_KPC_nn2,RGAL_KPC_nn3,MLUM_MSUN_nn,MLUM_MSUN_nn2,MLUM_MSUN_nn3,SIGV_KMS_nn,SIGV_KMS_nn2,SIGV_KMS_nn3,RAD_PC_nn,RAD_PC_nn2,RAD_PC_nn3,RAD_NODC_nn,RAD_NODC_nn2,RAD_NODC_nn3,clouds_r400pc,nn_dist,nn3_dist,nn5_dist,clouds_r100pc,clouds_r200pc,clouds_r600pc,clouds_r800pc,clouds_r1000pc,clouds_r1500pc
206,206,206,207,3.483551813919754,259.2580276621365,0.0046604346531232,-62.81031796922923,198.0,191.0,215.0,135.54994620984976,150.08716403715738,155.26901251256686,2.7147832460895374,3.0059334568113547,3.109715094636852,1.5061105134427777,1.6676351559684182,1.7252112501396344,3.4200140158756023,3.3133792283940444,3.5624402841850658,1066368.519043643,296825.7151766886,3245685.9766664486,3.308181475416062,1.7156713766748235,3.807992268589542,,,53.39255138221659,78.28130931063605,78.63756192704805,114.50065707465542,7,135.54994620986085,155.2690125116858,361.1043569289311,0,4,14,26,36,63
207,207,207,208,0.6330589123256816,259.2501152911848,0.0010446734399475,-62.81877380768768,194.0,274.0,159.0,46.336865240745965,55.71157127706886,63.0337939529309,0.9280309505777202,1.1157867970095834,1.262435674418896,0.5148540582305114,0.6190174586340994,0.7003754883659001,0.5645944949217203,0.7182050338326049,0.575730682905784,3164910.9408766422,1719032.1425220624,2843912.2145940475,5.475213396199492,6.092876177998536,7.283898593341314,69.8285876749581,44.09983808482013,73.06676927270367,140.7183929043164,102.83424096061562,143.37980767780658,33,46.33686524217037,63.03379395417303,89.20958499439585,6,12,52,69,81,123
208,208,208,209,2.1893615926701404,259.2567026128269,0.0040543845718586,-62.814564323142,195.0,201.0,156.0,59.84660253199426,198.0289410996689,203.86023730487167,1.1986028650849567,3.9661074502084,4.082896174095917,0.664962250355493,2.200321567774103,2.265113747831912,2.222940028359479,2.3453625120760546,2.4918301555398266,786991.4101719611,2659954.409615021,2361738.9050897774,5.847305593110268,6.062368228084744,4.332373910402791,29.265317149691604,56.98843099827488,45.44017856023893,92.03171764695657,124.29114161171252,107.20142060354004,11,59.84660253199952,203.86023730602662,236.27734417343282,1,2,25,35,60,108
209,209,209,210,2.9061147656277577,259.25223575800675,0.0020138174060683,-62.81145205935708,211.0,196.0,225.0,174.86488565794994,187.6430145306092,226.57499514463225,3.502179640695936,3.7580989615797935,4.5378254879511655,1.9429431739772247,2.0849223836734394,2.517499946051473,3.0076477764149163,3.0254916990849137,2.969338746884746,586092.8961694319,1820960.7672891,613051.066374179,3.420894038836779,3.304398611655538,4.784221598468012,,64.26792584673767,,80.43887303597923,131.22612565200433,86.72388430886288,7,174.86488565627724,226.57499514463314,320.1151929857031,0,2,22,29,40,82
210,210,210,211,3.0076477764149163,259.2506909997272,0.0013080084680299,-62.8109516541407,225.0,210.0,230.0,66.57599910274982,174.86488565794994,237.6290496956132,1.3333786697045833,3.502179640695936,4.759215189204934,0.7397333233638883,1.9429431739772247,2.640322774395707,2.969338746884746,2.9061147656277577,3.0220257150111163,613051.066374179,1475979.0781165678,562540.4168065093,4.784221598468012,4.329628143036027,5.255986607849073,,79.51414159941326,,86.72388430886288,148.55405054212636,93.16502774103428,8,66.57599910225898,237.62904969562103,302.50590890005964,1,2,18,26,36,76
211,211,211,212,2.8257678384957146,259.24706571340926,-0.0003482634137479,-62.82975291000862,223.0,220.0,202.0,159.5139868739883,179.28109161961086,221.8229752481409,3.1947330942650165,3.590627052821332,4.442652421780365,1.7723776319332067,1.9920121291067907,2.464699724979349,2.60975381038654,2.7761461479304934,3.087552521228695,3583435.5382536384,1110438.830962873,2848472.0827577016,4.771291363353842,4.254840796038969,6.635781169676986,49.60722438391456,,72.74697478020221,120.76485969114842,80.59453558697281,139.52378409732052,10,159.5139868739793,221.82297524812765,308.66571547945165,0,2,17,27,33,82
212,212,212,213,1.3150161500140425,259.25322652089744,0.0024660542314685,-62.816973038161294,297.0,262.0,189.0,114.09501728463158,136.02691948706342,147.47116048088742,2.2850856827865447,2.724336027909217,2.9535403513557634,1.2677224142736865,1.5114102165229295,1.6385684497876405,1.4697172800138154,1.1148427042429314,1.268566443325929,402300.8747087753,3798463.098087458,2814862.51083913,12.505903515624576,12.434422724866272,9.343442593938098,,73.23160838331897,72.92434935705579,113.6011851182668,142.83763395108923,140.9531953015896,21,114.09501728319951,147.47116048177432,205.57289986621132,0,4,36,49,74,126
213,213,213,214,2.5609026258753445,259.2536374400917,0.0026541545479937,-62.81277865575333,238.0,221.0,201.0,161.26615559937025,164.73422705119492,260.6550462003977,3.229825386316721,3.2992836379568886,5.2203779656101,1.791846173326339,1.830380300568836,2.8961671800044244,2.420300773747254,2.3118228369179463,2.3453625120760546,2762441.090146695,2824450.7980890973,2659954.409615021,6.304343232369518,6.024105954796127,6.062368228084744,48.206822080828864,44.58166360160767,56.98843099827488,113.54735737483908,105.21389812825414,124.29114161171252,10,161.26615559982224,260.6550462004069,289.1239778012059,0,2,17,34,47,97
214,214,214,215,3.5624402841850658,259.2566978263995,0.0040528472383426,-62.80984782506657,207.0,222.0,226.0,155.26901251256686,160.67229382582082,220.5267827925113,3.109715094636852,3.217931571244089,4.416692385198696,1.7252112501396344,1.7852477091757897,2.450297586583463,3.483551813919754,3.742797204914965,3.5336467995639618,1253669.2964285417,725434.7390967265,2924599.159874155,4.9255843320945765,0.8271887882393498,4.611289014137947,10.394572257047164,,48.583981248222095,85.30649385057252,116.79588327605644,110.15794805797223,9,155.2690125116858,220.5267827930883,295.15030093611665,0,2,15,23,35,63
215,215,215,216,4.0148451100643365,259.2612105211778,0.0061150713702241,-62.80902669961832,227.0,222.0,218.0,106.4839219811388,289.73855568733416,342.2790701902698,2.132651287996564,5.802860117025987,6.8551372480893535,1.183154688679322,3.2193172854148298,3.803100779891895,4.0235974662281535,3.742797204914965,4.290388024117776,618050.8646094963,725434.7390967265,3690292.456861132,,0.8271887882393498,6.162397975121395,,,46.05043947537165,108.52412403028464,116.79588327605644,121.08830814718578,5,106.48392198169444,342.27907019027083,393.1188854627996,0,1,9,12,22,49
216,216,216,217,2.8410831921108333,259.2514186593446,0.0016394320961965,-62.83004577573861,234.0,205.0,176.0,110.12017462723372,189.0123225320665,220.61438963949848,2.205477858852479,3.7855233503385888,4.41844696797127,1.2235574958581543,2.1001369170229647,2.4512709959944314,2.9471669972922387,3.007690408498401,2.5156377161702084,990719.3684961183,2272265.402412408,1268086.9466727506,6.689743110737012,3.932298425252064,4.893993843257008,58.677775846886725,56.5476336723593,24.062625980778503,126.24107991908316,121.8015077968242,84.82758311826554,11,110.12017462642069,220.61438964092545,317.6041915604395,0,2,19,28,35,67
217,217,217,218,4.290388024117776,259.25887300210104,0.0050471491666149,-62.80771231528679,227.0,216.0,222.0,252.74939673839685,342.2790701902698,359.7561273091552,5.062044264203309,6.8551372480893535,7.20516631991094,2.8083266304266368,3.803100779891895,3.9972903034350646,4.0235974662281535,4.0148451100643365,3.742797204914965,618050.8646094963,999258.5068073932,725434.7390967265,,3.119134420797572,0.8271887882393498,,90.81426703522484,,108.52412403028464,167.15821072023377,116.79588327605644,3,252.74939673713433,359.7561273091539,508.85011314324225,0,0,8,13,17,44
218,218,218,219,5.013727886423991,259.258322713052,0.0047960871937471,-62.80520716452469,218.0,227.0,216.0,508.8501131432424,749.0640379890117,816.6951344777377,10.191208484829769,15.002193342316335,16.356703416248898,5.6538901460360345,8.322933755433477,9.074390383085992,4.290388024117776,4.0235974662281535,4.0148451100643365,3690292.456861132,618050.8646094963,999258.5068073932,6.162397975121395,,3.119134420797572,46.05043947537165,,90.81426703522484,121.08830814718578,108.52412403028464,167.15821072023377,0,508.85011314324225,816.6951344777383,871.6703792488637,0,0,1,2,8,23
219,219,219,220,2.7761461479304934,259.2452552388989,-0.0011750041041293,-62.82943141473169,212.0,231.0,250.0,179.28109161961086,187.0055045712448,240.68652027818425,3.590627052821332,3.7453309642084167,4.820449960188356,1.9920121291067907,2.0778389396805013,2.674294669757608,2.8257678384957146,2.507998905594112,2.707665544672526,673794.4032922569,4336039.975390796,521912.6708557468,6.344677366900391,7.364557767806998,4.935358707899299,,35.44640646787986,55.27980472850614,90.02077342167573,104.59553823681176,116.04129496722187,10,179.2810916196182,240.68652027817757,249.26636006960237,0,2,19,24,40,92
220,220,220,221,2.3118228369179463,259.2534543228217,0.0025704175352547,-62.81358941862004,214.0,238.0,201.0,164.73422705119492,176.66333642706158,184.7685039250198,3.2992836379568886,3.5381988657374737,3.7005284980646,1.830380300568836,1.9629259603006863,2.052983376944668,2.560902625875344,2.420300773747254,2.3453625120760546,2269512.016520546,2762441.090146695,2659954.409615021,6.060238932077004,6.304343232369518,6.062368228084744,75.89002468594659,48.206822080828864,56.98843099827488,143.25214582258457,113.54735737483908,124.29114161171252,9,164.73422705262348,184.76850392473202,251.58244555155764,0,3,20,35,54,109
221,221,221,222,3.742797204914965,259.25822545443407,0.0047509506943074,-62.80946750747903,215.0,207.0,227.0,160.67229382582082,172.85687611115756,221.09837484507904,3.217931571244089,3.4619633895793145,4.4281401841192976,1.7852477091757897,1.9206319567906431,2.4566486093897715,3.5624402841850658,3.483551813919754,4.0235974662281535,3245685.9766664486,1253669.2964285417,618050.8646094963,3.807992268589542,4.9255843320945765,,53.39255138221659,10.394572257047164,,114.50065707465542,85.30649385057252,108.52412403028464,8,160.67229382651442,221.09837484593777,289.738555687328,0,2,12,18,30,58
222,222,222,223,2.60975381038654,259.2481010447649,0.0001245088346812,-62.82912093140264,212.0,231.0,168.0,159.5139868739883,187.450983898904,223.93525152170943,3.1947330942650165,3.7542529877799806,4.484956918380595,1.7723776319332067,2.082788709987826,2.4881694613523315,2.8257678384957146,2.507998905594112,2.274268631075087,673794.4032922569,4336039.975390796,1488089.227454957,6.344677366900391,7.364557767806998,9.140168063044134,,35.44640646787986,61.45244879224903,90.02077342167573,104.59553823681176,132.3934324416529,12,159.5139868739793,223.93525152314376,270.03577707590944,0,2,19,26,35,98
223,223,223,224,1.7691582957545882,259.24071937465595,-0.0032467084260951,-62.825420277521935,200.0,237.0,277.0,94.17029086289595,106.72499159807172,112.6088362408252,1.886034890181252,2.1374794105852475,2.2553205702859813,1.04633656514329,1.1858332399785767,1.2512092915647264,1.6924809454871754,1.9181824364411744,1.623243793578225,395700.2735513023,2017056.6450132504,1662722.919127402,4.65931403028927,6.347365556955866,5.119433075921196,,55.97559507606675,31.70172679271592,71.63468829864176,119.39069724840394,89.99216538595513,24,94.17029086313212,112.60883624082616,129.07367264451614,1,11,36,55,78,124
224,224,224,225,2.969338746884746,259.24998135338353,0.0009837493061641,-62.811009657935706,211.0,230.0,210.0,66.57599910274982,178.33995280470432,226.57499514463225,1.3333786697045833,3.5717780015424947,4.5378254879511655,0.7397333233638883,1.9815550311633845,2.517499946051473,3.0076477764149163,3.0220257150111163,2.9061147656277577,586092.8961694319,562540.4168065093,1475979.0781165678,3.420894038836779,5.255986607849073,4.329628143036027,,,79.51414159941326,80.43887303597923,93.16502774103428,148.55405054212636,8,66.57599910225898,226.57499514463314,270.68728521885237,1,2,16,24,36,76
225,225,225,226,3.5336467995639618,259.25435928362003,0.0029842840727593,-62.809627072893285,233.0,240.0,215.0,160.86333198234294,175.89275369421026,220.5267827925113,3.2217576678320383,3.5227656977328774,4.416692385198696,1.7873703553593692,1.9543639299356723,2.450297586583463,3.715471605554835,3.446333602192274,3.5624402841850658,4430687.812613342,3925679.40475296,3245685.9766664486,5.136066525403257,6.29898779491093,3.807992268589542,67.10307190469551,33.30303550101136,53.39255138221659,134.2041815801159,100.68989312050756,114.50065707465542,7,160.86333198107164,220.5267827930883,358.5128826502166,0,2,15,25,35,63
226,226,226,227,4.0235974662281535,259.2601517001493,0.0056312747582942,-62.80881807078939,216.0,222.0,218.0,106.4839219811388,221.09837484507904,252.74939673839685,2.132651287996564,4.4281401841192976,5.062044264203309,1.183154688679322,2.4566486093897715,2.8083266304266368,4.0148451100643365,3.742797204914965,4.290388024117776,999258.5068073932,725434.7390967265,3690292.456861132,3.119134420797572,0.8271887882393498,6.162397975121395,90.81426703522484,,46.05043947537165,167.15821072023377,116.79588327605644,121.08830814718578,6,106.48392198169444,252.74939673713433,380.90076512963515,0,1,9,14,21,49
227,227,227,228,3.2989247892288063,259.2463800180323,-0.0006613429934301,-62.831247698092135,202.0,212.0,204.0,208.1749177024037,308.66571547945125,317.0577024790022,4.169310240519202,6.18193172669045,6.350005756557728,2.3130546411378226,3.4296190608827977,3.522863360877808,3.087552521228695,2.8257678384957146,3.487029379727248,2848472.0827577016,673794.4032922569,3963633.8287750166,6.635781169676986,6.344677366900391,4.54799984779912,72.74697478020221,,70.761612171499,139.52378409732052,90.02077342167573,140.41999324240157,4,208.17491770238283,317.0577024782241,415.6230761050545,0,0,10,21,31,68
228,228,228,229,1.4911703352251513,259.241644268701,-0.0028243832525764,-62.82461869049639,278.0,251.0,277.0,61.451542220255725,79.5565060460395,111.70649450956113,1.2307464660121827,1.5933512020494986,2.2372485438279943,0.6827949135583982,0.8839611782893293,1.241183272328459,1.4690816161954758,1.5297280468843315,1.623243793578225,5242067.386270013,1789061.537159518,1662722.919127402,7.849780321606814,6.338261801630389,5.119433075921196,45.13416651120056,48.71202807660617,31.70172679271592,103.5319805476948,108.80483543409436,89.99216538595513,23,61.45154221937218,111.7064945089246,120.41585174166148,2,12,42,63,85,135
229,229,229,230,3.0220257150111163,259.2481837917444,0.0001623966150551,-62.81068716830446,248.0,241.0,225.0,109.70345006805924,143.7789571086987,178.33995280470432,2.197131733434403,2.8795932039297125,3.5717780015424947,1.218927222978438,1.5975439678744332,1.9815550311633845,3.1847782684203727,2.8460000629812474,2.969338746884746,1835043.6272528928,2179723.974710484,613051.066374179,2.6164615800341084,4.238357944802826,4.784221598468012,,73.93400508933101,,102.24106811804984,141.49400417225428,86.72388430886288,5,109.70345007092034,178.33995280364798,288.0872338692006,0,3,12,24,36,70
230,230,230,231,2.507998905594112,259.24634832928416,-0.0006758721267888,-62.82865231795805,235.0,220.0,223.0,136.77012555819016,187.0055045712448,187.450983898904,2.7392208983699056,3.7453309642084167,3.7542529877799806,1.519668061757671,2.0778389396805013,2.082788709987826,2.401277466383652,2.7761461479304934,2.60975381038654,3596137.0076273703,1110438.830962873,3583435.5382536384,4.754984643685081,4.254840796038969,4.771291363353842,56.29371713539644,,49.60722438391456,117.71246713189514,80.59453558697281,120.76485969114842,10,136.7701255572326,187.45098389889154,205.0859709214106,0,4,18,27,48,105
231,231,231,232,0.7633297962390441,259.2444890509452,-0.0015252309820198,-62.82260302667114,253.0,369.0,383.0,14.09614250582382,96.92531821902932,104.94782794522185,0.2823163902260577,1.941212352940036,2.1018865221687006,0.1566238056202649,1.0769479802114388,1.1660869771691336,0.7427040409991787,0.6427985078762818,0.6249926299473111,3212961.1443907763,2201877.256363141,2356246.660417345,9.112563696934853,3.289680347324037,4.926104608480904,37.53633887573127,51.66797525953978,47.67021140139153,108.77071778429509,122.35907983549944,111.21135733755156,33,14.096142501413793,104.94782794378685,129.77332490596575,2,11,59,75,90,137
232,232,232,233,3.715471605554835,259.2535394725272,0.0026097349084044,-62.80892478621245,226.0,240.0,242.0,160.86333198234294,184.35002895911225,243.95866291090385,3.2217576678320383,3.692147315643509,4.885984165450012,1.7873703553593692,2.0483336551012505,2.7106518101211585,3.5336467995639618,3.446333602192274,3.723266179909365,2924599.159874155,3925679.40475296,4118530.717459493,4.611289014137947,6.29898779491093,4.660731932173052,48.583981248222095,33.30303550101136,59.301459942363095,110.15794805797223,100.68989312050756,124.54024145012154,4,160.86333198107164,243.95866291161494,446.4439817467497,0,2,13,20,32,57
233,233,233,234,2.9471669972922387,259.2504390930456,0.0011921186996203,-62.83035686693533,217.0,202.0,205.0,110.12017462723372,210.1799187638583,243.34320529654497,2.205477858852479,4.209466237937319,4.873657830642374,1.2235574958581543,2.33533243070954,2.7038133921838376,2.8410831921108333,3.087552521228695,3.007690408498401,2376927.6807378754,2848472.0827577016,2272265.402412408,5.165541278316645,6.635781169676986,3.932298425252064,,72.74697478020221,56.5476336723593,104.65033254419826,139.52378409732052,121.8015077968242,10,110.12017462642069,243.34320529621095,330.0837104369723,0,1,20,26,37,69
234,234,234,235,2.401277466383652,259.2452499028749,-0.0011774901297196,-62.82819809163269,244.0,231.0,197.0,94.14579113119206,136.77012555819016,141.38051346486526,1.8855442115567056,2.7392208983699056,2.8315573706222703,1.0460643459021357,1.519668061757671,1.5708945940540608,2.4667246023979468,2.507998905594112,2.183530772163227,3321696.45706036,4336039.975390796,3238799.7727000737,4.089226429056536,7.364557767806998,7.203875568578706,63.50269286641694,35.44640646787986,62.41073108552568,126.71990015986118,104.59553823681176,137.71862234782745,12,94.14579113084375,141.3805134662694,254.86059614328556,1,3,17,30,53,112
235,235,235,236,2.27363074746273,259.24203877932234,-0.0026439560433776,-62.82737754455854,258.0,245.0,259.0,178.53805388077862,178.82331133924245,229.96474855205005,3.5757455537060823,3.5814586667740933,4.605715192197792,1.9837561542308768,1.9869256815471417,2.555163872800561,2.548452809739409,2.2075873558016834,2.2960890366653794,4485338.007515451,3220149.054826702,4172321.2956337975,6.982500548410351,5.785999783158002,5.428488091293905,59.55157470255172,42.85699999085895,,123.37971535410333,102.37383186597091,105.60132919817757,11,178.53805388355894,229.96474855085557,294.67571015816964,0,2,28,47,64,117
236,236,236,237,1.9181824364411744,259.23987396384103,-0.0036327658183647,-62.82578055951714,287.0,224.0,317.0,98.70639821087929,106.72499159807172,138.9269513973954,1.9768836774740493,2.1374794105852475,2.7824176300302974,1.0967377578986608,1.1858332399785767,1.543632793304396,1.83339957123363,1.7691582957545882,1.7873715352187332,1343057.537491304,431827.7958104796,1207329.1185996602,5.758838283741673,6.139099136773583,4.61170199021598,,,36.87622917766052,75.35783626072548,70.65896357301548,94.63501895160609,22,98.7063982133444,138.92695139739322,177.6686197421744,1,8,36,53,75,122
237,237,237,238,2.420300773747254,259.2519812118603,0.0018974083040266,-62.81303164876016,254.0,252.0,214.0,150.01232623864806,156.17009721834611,161.26615559937025,3.0044346114982567,3.127761945491149,3.229825386316721,1.6668036248738702,1.7352233024260713,1.791846173326339,2.1951333548937626,2.412405412715617,2.560902625875344,1578606.4650417364,1659180.2450976942,2269512.016520546,6.258478127989884,4.668943277682562,6.060238932077004,29.33779967650004,22.0324994514854,75.89002468594659,94.67196061710906,82.78110674388512,143.25214582258457,8,150.01232623991157,161.26615559982224,249.18264828042732,0,4,17,29,45,97
238,238,238,239,3.0127121241027384,259.2450825965908,-0.0012546453216956,-62.81053299372453,241.0,248.0,230.0,226.64131537096765,287.5535448612573,288.08723386907025,4.539153744024786,5.759098898751696,5.769787578589235,2.5182368374552007,3.1950393873473084,3.200969265211897,2.8460000629812474,3.1847782684203727,3.0220257150111163,2179723.974710484,1835043.6272528928,562540.4168065093,4.238357944802826,2.6164615800341084,5.255986607849073,73.93400508933101,,,141.49400417225428,102.24106811804984,93.16502774103428,3,226.64131537012437,288.0872338692006,408.1024623510049,0,0,14,21,33,60
239,239,239,240,3.446333602192274,259.2524600419787,0.0021164238278566,-62.80969200678511,226.0,233.0,242.0,175.89275369421026,184.35002895911225,254.878948660568,3.5227656977328774,3.692147315643509,5.104694756082059,1.9543639299356723,2.0483336551012505,2.8319883184507595,3.5336467995639618,3.715471605554835,3.723266179909365,2924599.159874155,4430687.812613342,4118530.717459493,4.611289014137947,5.136066525403257,4.660731932173052,48.583981248222095,67.10307190469551,59.301459942363095,110.15794805797223,134.2041815801159,124.54024145012154,8,175.892753694414,254.8789486642069,351.1791392666764,0,2,14,24,33,63
240,240,240,241,2.8460000629812474,259.24707604288454,-0.0003437634700841,-62.81118704983388,230.0,239.0,248.0,143.7789571086987,226.64131537096765,229.80868627489608,2.8795932039297125,4.539153744024786,4.602589589663738,1.5975439678744332,2.5182368374552007,2.5534298474988497,3.0220257150111163,3.0127121241027384,3.1847782684203727,562540.4168065093,4757493.974281731,1835043.6272528928,5.255986607849073,6.068911093679569,2.6164615800341084,,65.68509851004427,,93.16502774103428,130.00860444054643,102.24106811804984,5,143.77895710666766,229.80868627488826,337.21116787067564,0,1,10,26,32,72
241,241,241,242,3.723266179909365,259.25097912105326,0.0014397728125536,-62.80862781424897,233.0,240.0,249.0,243.95866291090385,254.878948660568,327.43292303473686,4.885984165450012,5.104694756082059,6.55779982602631,2.7106518101211585,2.8319883184507595,3.638143589274861,3.715471605554835,3.446333602192274,3.6756835709194737,4430687.812613342,3925679.40475296,11825381.374928042,5.136066525403257,6.29898779491093,8.115723037697395,67.10307190469551,33.30303550101136,71.58683009611656,134.2041815801159,100.68989312050756,139.0915689615711,4,243.95866291161494,327.43292303447663,407.3591731751362,0,0,11,18,29,54
242,242,242,243,3.4169347847730616,259.23982046599133,-0.003656560935003,-62.830905418261175,257.0,250.0,258.0,369.82875932377465,486.8463969206092,563.3323014322243,7.406900170804397,9.750519854378858,11.282373299814228,4.109208436930836,5.409404410229,6.259247793691393,3.301569785813724,2.707665544672526,2.548452809739409,3046102.22788897,521912.6708557468,4485338.007515451,4.503955606305103,4.935358707899299,6.982500548410351,63.59372304290572,55.27980472850614,59.55157470255172,130.42592081575538,116.04129496722187,123.37971535410333,1,369.8287593245139,563.3323014336011,600.8750246434474,0,0,4,17,30,69
243,243,243,244,2.4667246023979468,259.24425842492815,-0.0016302525234785,-62.82830759662632,235.0,250.0,197.0,94.14579113119206,180.8022667332657,201.4496419042044,1.8855442115567056,3.6210930236932426,4.0346169663956,1.0460643459021357,2.0089140748140664,2.238329354491164,2.401277466383652,2.707665544672526,2.183530772163227,3596137.0076273703,521912.6708557468,3238799.7727000737,4.754984643685081,4.935358707899299,7.203875568578706,56.29371713539644,55.27980472850614,62.41073108552568,117.71246713189514,116.04129496722187,137.71862234782745,12,94.14579113084375,201.44964190420453,245.0624832129718,1,2,16,34,56,109
244,244,244,245,2.2075873558016834,259.2404167579479,-0.0033847449043336,-62.82689372846962,259.0,236.0,264.0,79.1512308334465,178.82331133924245,193.0479377995837,1.5852343832091609,3.5814586667740933,3.866348323142029,0.8794581203716294,1.9869256815471417,2.144977086662045,2.2960890366653794,2.27363074746273,2.4719621007978576,4172321.2956337975,6257311.101341434,5750298.1411429485,5.428488091293905,7.8675005642617775,6.2711986731398985,,67.34892112158349,57.40929840468227,105.60132919817757,131.45791927439154,118.63098923764494,13,79.15123083344129,193.04793779862672,233.6635741216704,1,3,32,49,66,119
245,245,245,246,0.2964775750781609,259.24866686255746,0.0003830100228288,-62.81968374951534,340.0,256.0,178.0,69.2611951251738,89.11361284702178,161.50154842060005,1.3871575562181742,1.7847601560908963,3.234539814504948,0.7695688347241547,0.9901512538557992,1.7944616491177814,0.3771403599384917,0.4332863852110581,0.5011769594401926,2391108.944900304,3644918.48999781,2349665.690727957,8.748467678720836,8.288031872439833,5.742839083657576,80.89217163412799,57.92186603725175,68.18265462813879,153.03249923586043,121.95044825941912,135.98826592920858,36,69.26119512648467,161.50154842059578,173.6486148770523,2,14,63,75,84,126
246,246,246,247,1.6198316722605477,259.25506089938204,0.0033041412732965,-62.816262444035424,263.0,275.0,167.0,62.73684063654851,102.52021486940936,169.42697234037612,1.2564883176642312,2.0532664858611933,3.3932695571361693,0.6970760070727625,1.1391134985489948,1.882521914893072,1.6527370576060436,1.5635201815412714,1.4218266146132044,650784.7816324161,757977.7995419323,772776.3972967892,5.164596309012143,3.6100235095178217,5.281450189986597,14.003241716525752,,,88.93218560018131,77.63116595704027,98.60215319805536,11,62.73684063654153,169.42697234178087,182.42016619615873,1,5,33,54,62,123
247,247,247,248,3.1847782684203727,259.24807921030555,0.0001146121124121,-62.8101464825826,230.0,241.0,225.0,109.70345006805924,229.80868627489608,247.57098760286053,2.197131733434403,4.602589589663738,4.9583315091957445,1.218927222978438,2.5534298474988497,2.7507887511429003,3.0220257150111163,2.8460000629812474,2.969338746884746,562540.4168065093,2179723.974710484,613051.066374179,5.255986607849073,4.238357944802826,4.784221598468012,,73.93400508933101,,93.16502774103428,141.49400417225428,86.72388430886288,6,109.70345007092034,247.5709876028565,290.9596630208661,0,1,13,23,35,62
248,248,248,249,3.6756835709194737,259.2474458665269,-0.0001747980669544,-62.80849432416632,279.0,242.0,248.0,279.80570648322475,327.43292303473686,339.00067328986967,5.603925824838932,6.55779982602631,6.789477782865665,3.1089522942580583,3.638143589274861,3.7666741476652255,3.794844120759768,3.723266179909365,3.1847782684203727,4612962.7568275295,4118530.717459493,1835043.6272528928,4.332956475696607,4.660731932173052,2.6164615800341084,81.5815405887595,59.301459942363095,,151.9375810862241,124.54024145012154,102.24106811804984,3,279.80570648323715,339.00067328986523,466.2655199355863,0,0,12,18,27,55
249,249,249,250,2.707665544672526,259.24287762683747,-0.0022607568495396,-62.82894220919318,244.0,258.0,220.0,180.8022667332657,188.79162837031345,240.68652027818425,3.6210930236932426,3.7811033057012446,4.820449960188356,2.0089140748140664,2.097684759670152,2.674294669757608,2.4667246023979468,2.548452809739409,2.7761461479304934,3321696.45706036,4485338.007515451,1110438.830962873,4.089226429056536,6.982500548410351,4.254840796038969,63.50269286641694,59.55157470255172,,126.71990015986118,123.37971535410333,80.59453558697281,7,180.80226673326737,240.68652027817757,325.5787348170108,0,2,17,31,51,98
250,250,250,251,1.5297280468843315,259.2407871356148,-0.0032158539126492,-62.82457750273392,278.0,277.0,332.0,42.86637431349225,62.16131612993865,75.57887635517777,0.8585242418813692,1.2449617598754177,1.513687559636964,0.4762930479276925,0.6906812903326528,0.8397652928353101,1.4690816161954758,1.623243793578225,1.4345824578369166,5242067.386270013,1662722.919127402,3054697.762057377,7.849780321606814,5.119433075921196,8.339369234944462,45.13416651120056,31.70172679271592,23.981959739246268,103.5319805476948,89.99216538595513,82.78908676511242,25,42.86637431049966,75.57887635375215,94.96133024575805,5,16,42,61,85,131
251,251,251,252,2.412405412715617,259.2503260280342,0.0011411682123653,-62.812873001084064,238.0,254.0,271.0,156.17009721834611,184.02788920924456,263.56077577699483,3.127761945491149,3.685695527057136,5.278573680125547,1.7352233024260713,2.0447543245471653,2.9284530641888367,2.420300773747254,2.1951333548937626,2.041657266424416,2762441.090146695,1578606.4650417364,244891.95272838048,6.304343232369518,6.258478127989884,3.4012588905413623,48.206822080828864,29.33779967650004,,113.54735737483908,94.67196061710906,65.2348001063631,8,156.1700972183463,263.56077577558375,323.12235402446936,0,2,14,24,43,94
252,252,252,253,0.7427040409991787,259.2445868100631,-0.0014805824930568,-62.82254944583404,232.0,369.0,383.0,14.09614250582382,88.01870831748177,94.95897449630289,0.2823163902260577,1.7628314976445032,1.901830581543042,0.1566238056202649,0.9779856479720214,1.055099716625589,0.7633297962390441,0.6427985078762818,0.6249926299473111,3887058.199532227,2201877.256363141,2356246.660417345,11.994322135521,3.289680347324037,4.926104608480904,43.54656755694901,51.66797525953978,47.67021140139153,106.62968665391752,122.35907983549944,111.21135733755156,33,14.096142501413793,94.95897450056947,128.432571267596,3,12,58,74,88,138
