,cloudnum,x,y,corrected_y,nearest_neighbor,nearest_neighbor_corr,min_distance,min_distance_corr,true_dist,true_dist_corr
186,187,169.57942660689736,-32.83280022866214,-32.76006214317872,191.0,191.0,0.0015647017648901152,0.0016890835903120261,11046.79437059126,11924.930050952766
187,188,169.5698443556604,-32.835068536185325,-32.73988983664544,199.0,189.0,0.004536661731718363,0.003067207014301582,32028.831566341774,21654.481345462173
188,189,169.5706321988156,-32.83013214180589,-32.73692553874688,163.0,163.0,0.0004923640697729116,0.0005358232966658974,3476.0903044234583,3782.912443801181
189,190,169.57247569304872,-32.83881848607406,-32.7500900864541,195.0,199.0,0.0014949628187486594,0.0018431006682310012,10554.437414823076,13012.290612247802
190,191,169.5805289353226,-32.8316897496412,-32.761341938247455,187.0,187.0,0.0015647017648901152,0.0016890835903120261,11046.79437059126,11924.930050952766
191,192,169.5757811214227,-32.83796002315841,-32.7570287776381,190.0,196.0,0.0034150864283416372,0.0028791039814359755,24110.509988679147,20326.473944194335
192,193,169.5747845877516,-32.831290997866994,-32.74806432184462,197.0,197.0,0.00215124644112404,0.000790682374800831,15187.799751240413,5582.217520850659
193,194,169.57960364811308,-32.836285204365275,-32.7639256342175,198.0,198.0,0.0026833474089156587,0.002572142742061763,18944.43255340218,18159.32761177686
194,195,169.5712876166978,-32.83972589359762,-32.74810575231705,190.0,190.0,0.0014949628187486594,0.002312813737224102,10554.437414823076,16328.464852461897
195,196,169.577217544559,-32.83217535513403,-32.75453359662074,187.0,192.0,0.0022957402598852887,0.0028791039814359755,16207.926103426827,20326.473944194335
196,197,169.5740531916673,-32.83331409475502,-32.74836471889139,199.0,193.0,0.0008678661823089223,0.000790682374800831,6127.13519744129,5582.217520850659
197,198,169.57955533321325,-32.838968116772975,-32.766497323148144,194.0,194.0,0.0026833474089156587,0.002572142742061763,18944.43255340218,18159.32761177686
198,199,169.5742870286191,-32.83414986505263,-32.74974937613035,197.0,197.0,0.0008678661823089223,0.00140426329064133,6127.13519744129,9914.0987515752
