cloudnum,RGAL_KPC,x,corr_x,y,nn_index,nn2_index,nn3_index,min_dist,min_dist2nd,min_dist3rd,mean_cloud_sep_nn,mean_cloud_sep_nn2,mean_cloud_sep_nn3,beam_sep_nn,beam_sep_nn2,beam_sep_nn3
1,4.3605640944199475,204.399256699243,0.012421082447997008,8.879255496575766,47.0,7.0,14.0,388.6183883577078,457.2890797131434,588.4622336155705,4.8371785989724305,5.691930737709115,7.324658348715773,2.5907892557180556,3.048593864754294,3.923081557437143
2,1.677686643064975,204.3884903380612,0.0017837357484930014,8.881635527375881,6.0,5.0,11.0,176.99531820039044,224.99058081697373,291.6262524799019,2.203081457198533,2.8004841126984643,3.629906122959541,1.1799687880026049,1.499937205446494,1.9441750165326823
3,6.360792838421752,204.4043777992222,0.01748110088006676,8.873155292413967,4.0,23.0,10.0,920.8694994649792,1051.978658295151,1114.002555454724,11.46217052178793,13.094101578634447,13.866120291472596,6.139129996433204,7.013191055301018,7.426683703031505
4,5.666120259804105,204.40360988962505,0.01672222347723573,8.876621403322048,3.0,1.0,24.0,920.8694994649792,1308.977091030255,1364.9134388657253,11.46217052178793,16.292991173255054,16.98923744661812,6.139129996433204,8.726513940201713,9.099422925771515
5,1.6045019649458372,204.3888709339726,0.00215976348629728,8.88241664387211,2.0,19.0,12.0,224.99058081697373,349.7861126136097,354.30554726611217,2.8004841126984643,4.353828714339979,4.410082646823526,1.499937205446494,2.3319074174240684,2.362036981774085
6,1.6276248973985232,204.3878410467622,0.0011422305609227015,8.88140407179491,2.0,11.0,81.0,176.99531820039044,246.20235131509602,316.9699821561814,2.203081457198533,3.064509504634854,3.9453624947650883,1.1799687880026049,1.6413490087673093,2.113133214374546
7,4.301956818835655,204.3995245675702,0.012685680330876184,8.880997502102888,14.0,1.0,18.0,348.8002008232912,457.2890797131434,570.2712886130926,4.341556954805498,5.691930737709115,7.098233525554608,2.3253346721552783,3.048593864754294,3.8018085907539563
8,1.1617441825116004,204.38773963659364,0.0010420283975203083,8.88418344314824,57.0,50.0,19.0,114.37530805003675,297.3631245274245,305.5207096569144,1.4236428561410965,3.70131364129801,3.802852058907172,0.7625020536669128,1.9824208301828328,2.036804731046099
9,6.834473015728474,204.40070110513543,0.013848584005437689,8.86850479364118,16.0,27.0,10.0,211.0296833901719,411.7028210387141,438.58487544584756,2.626711187179523,5.1245132364451225,5.459117316360425,1.4068645559344815,2.7446854735914314,2.923899169638988
10,6.51334555110674,204.4013658422655,0.014505312529725416,8.870061882709868,23.0,34.0,9.0,229.9195429799264,437.05599789075626,438.58487544584756,2.861835482072766,5.4400871983539405,5.459117316360425,1.5327969531995116,2.9137066526050464,2.923899169638988
11,1.9117429428371173,204.3882373596527,0.0015337952847031485,8.880540008724633,17.0,6.0,2.0,196.61546787384975,246.20235131509602,291.6262524799019,2.4472957583029262,3.064509504634854,3.629906122959541,1.310769785825667,1.6413490087673093,1.9441750165326823
12,1.9575859225529861,204.39014741235306,0.003420938318438446,8.88189400449558,5.0,15.0,2.0,354.30554726611217,356.38174084744384,430.16675657531823,4.410082646823526,4.435925271516049,5.354336004760086,2.362036981774085,2.375878272316296,2.8677783771687926
13,1.7916554098066813,204.39013362874346,0.0034072992901812787,8.884121341162873,15.0,5.0,12.0,222.4017086912067,548.2385691807647,578.0725425331004,2.768260118113036,6.823989686075964,7.195336646862078,1.4826780579413803,3.6549237945384365,3.8538169502206756
14,3.950752024079193,204.39819125139175,0.011368340864041284,8.881263701776744,7.0,26.0,18.0,348.8002008232912,496.97210111335085,532.9141057776651,4.341556954805498,6.185869953171464,6.633244295134817,2.3253346721552783,3.3131473407556773,3.5527607051844394
15,1.7993175481377046,204.39008452479874,0.0033587922994643355,8.883265776372573,13.0,12.0,5.0,222.4017086912067,356.38174084744384,381.3151723934382,2.768260118113036,4.435925271516049,4.746274614435493,1.4826780579413803,2.375878272316296,2.542101149289592
16,7.05371576178331,204.4013598033012,0.014499426521986915,8.868017382221229,9.0,10.0,27.0,211.0296833901719,530.6123466683341,565.8347787999487,2.626711187179523,6.604594029894673,7.043011768259589,1.4068645559344815,3.537415644455566,3.7722318586663306
17,2.144378114643936,204.38856527759623,0.001857785733531203,8.879855202266292,38.0,11.0,54.0,194.86780605523435,196.61546787384975,397.37014959993536,2.425542406942037,2.4472957583029262,4.946112796253011,1.2991187070348977,1.310769785825667,2.64913433066624
18,4.15178595226416,204.39903404484338,0.012200967099089582,8.883140692544846,42.0,78.0,14.0,334.005258500935,479.45909640822185,532.9141057776651,4.157402574779457,5.967883532298919,6.633244295134817,2.22670172333957,3.196393976054817,3.5527607051844394
19,1.2518506138939656,204.38764606016423,0.0009495776880080637,8.883009873421452,55.0,64.0,8.0,175.37988044169148,272.2673487251062,305.5207096569144,2.1829739141989,3.388943580404631,3.802852058907172,1.1691992029446117,1.8151156581673775,2.036804731046099
20,4.979656874219441,204.40193294290123,0.015065052203660986,8.884154760397191,18.0,42.0,78.0,788.5335341152189,885.0581037262868,1001.7806110873402,9.814969260495577,11.016421884420089,12.469280605314145,5.256890227434801,5.900387358175254,6.678537407248944
21,3.060364314760257,204.39388239405204,0.007111171298126362,8.87990655283397,31.0,41.0,30.0,263.5904587021814,411.99165362665906,422.9855267329486,3.2809413139604193,5.128108369498392,5.264950395770738,1.7572697246812121,2.746611024177731,2.8199035115529947
22,0.5021917010821424,204.38514990612214,-0.0015166308477603146,8.884431969632876,67.0,87.0,66.0,156.69329469286245,269.63169976531464,285.7457764734104,1.9503797926132322,3.356137349087103,3.5567111493233754,1.0446219646190846,1.7975446651021003,1.904971843156072
